snr,experiment_name,source_wav_id,chunk_index,y_true_w_m2,region,weight_randomforest,weight_conformer,weight_alexnet,weighted_diagonal_w_m2_squared,weighted_cross_w_m2_squared,ensemble_minus_best_single_sse_w_m2_squared,ensemble_minus_equal_sse_w_m2_squared,prediction_randomforest_w_m2,residual_randomforest_w_m2,sse_randomforest_w_m2_squared,miss_randomforest,false_alarm_randomforest,prediction_conformer_w_m2,residual_conformer_w_m2,sse_conformer_w_m2_squared,miss_conformer,false_alarm_conformer,prediction_alexnet_w_m2,residual_alexnet_w_m2,sse_alexnet_w_m2_squared,miss_alexnet,false_alarm_alexnet,prediction_ensemble__inner_holdout_w_m2,residual_ensemble__inner_holdout_w_m2,sse_ensemble__inner_holdout_w_m2_squared,miss_ensemble__inner_holdout,false_alarm_ensemble__inner_holdout,prediction_equal_offline_w_m2,residual_equal_offline_w_m2,sse_equal_offline_w_m2_squared,miss_equal_offline,false_alarm_equal_offline
no_noise,2025.06.18_0.3_3,index=12.434018,31,434018.0833,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,2195836137.415998,203159422.7804374,1494539434.9616861,1710750394.0567362,403943.90625,-30074.17705,904456125.2347466,0,0,501679.96875,67661.88545,4578130742.648922,0,0,475133.65625,41115.57295,1690490339.0067718,0,0,482997.6255620142,48979.542262014176,2398995560.1964326,0,0,460252.5104166667,26234.427116666688,688245166.1396964,0,0
no_noise,2025.06.18_0.3_3,index=12.434018,32,434018.0833,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,1190441520.4291377,260887334.7604152,776068571.1194237,874531077.5440683,408032.3125,-25985.7708,675260284.0701326,0,0,482739.21875,48721.13545,2373749039.5372467,0,0,483332.5625,49314.4792,2431917858.767233,0,0,472114.3935568944,38096.31025689439,1451328855.1895564,0,0,458034.6979166667,24016.614616666688,576797777.645488,0,0
no_noise,2025.06.18_0.3_3,index=12.434018,33,434018.0833,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,1460705279.987286,-573795494.0804915,612719308.1074631,886650174.3932287,364982.6875,-69035.3958,4765885873.262657,0,0,488023.34375,54005.26045,2916568156.2723346,0,0,450576.78125,16558.69795,274190477.7993342,0,0,463799.1139387606,29781.030638760596,886909785.9067974,0,0,434527.6041666667,509.52086666668765,259611.5135687725,0,0
no_noise,2025.06.18_0.3_3,index=12.434018,34,434018.0833,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,1286471625.6381607,-535667296.1087981,690526412.2486446,750381829.5726997,373282.34375,-60735.73955,3688830058.685434,0,0,485039.9375,51021.8542,2603229606.0060577,0,0,441781.96875,7763.885450000002,60277917.280721724,0,0,461418.8922210769,27400.80892107688,750804329.5293664,0,0,433368.0833333333,-649.9999666666845,422499.95666669094,0,0
no_noise,2025.06.18_0.3_3,index=12.434018,35,434018.0833,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,1070071131.8119148,-553206340.1906198,507577852.6133399,492302442.94996595,370032.375,-63985.7083,4094170866.6526885,0,0,480088.21875,46070.13545,2122457380.381347,0,0,437065.53125,3047.4479500000016,9286939.007959211,0,0,456752.7438785373,22734.660578537325,516864791.6212991,0,0,429062.0416666667,-4956.041633333312,24562348.671333127,0,0
no_noise,2025.06.18_0.3_3,index=12.434018,36,434018.0833,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,377980034.4216718,-370841455.5523063,-383106217.149706,-481698779.7677668,363607.15625,-70410.92705,4957698648.0404215,0,0,457854.625,23836.5417,568180720.2158389,0,0,414263.46875,-19754.61455,390244796.01907164,0,0,436689.8952075574,2671.8119075574214,7138578.869365627,0,0,411908.4166666667,-22109.666633333312,488837358.6371324,0,0
no_noise,2025.06.18_0.3_3,index=12.434018,37,434018.0833,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,477293354.54757065,-279438836.80656856,162467510.44066897,169325121.42868674,381956.40625,-52061.67705,2710418217.2584968,0,0,464107.1875,30089.1042,905354191.5584577,0,0,439966.78125,5948.697950000002,35387007.30033422,0,0,448084.1601425671,14066.076842567127,197854517.7410032,0,0,428676.7916666667,-5341.291633333312,28529396.312316444,0,0
no_noise,2025.06.18_0.3_3,index=12.434018,38,434018.0833,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,1717228026.7038047,48918964.47997433,1214064907.067813,1345927312.18685,410521.65625,-23496.42705,552082084.1159717,0,0,494301.71875,60283.63545,3634116703.0684967,0,0,458728.65625,24710.57295,610612415.5172718,0,0,476043.63494639465,42025.551646394655,1766146991.1837845,0,0,454517.34375,20499.26045,420219678.9969343,0,0
no_noise,2025.06.18_0.3_3,index=12.434018,39,434018.0833,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,628317987.9746057,1188959638.9949129,1122924386.7192783,-1849302395.0787303,354194.96875,-79823.11455,6371729616.462421,0,0,407667.5,-26350.5833,694353240.2502388,0,0,358534.90625,-75483.17705,5697710017.561646,0,0,391388.54392916564,-42629.53937083436,1817277626.969517,0,0,373465.7916666667,-60552.29163333331,3666580022.0482473,0,0
no_noise,2025.06.18_0.3_3,index=12.434018,40,434018.0833,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,683688434.3479065,-332453767.85477793,-81876496.4360677,345463060.8130125,370439.40625,-63578.67705,4042248175.4281964,0,0,469578.1875,35560.1042,1264521010.7148578,0,0,454829.40625,20811.32295,433111162.9291968,0,0,452759.3390341585,18741.255734158505,351234666.4931291,0,0,431615.6666666667,-2402.4166333333123,5771605.680116567,0,0
no_noise,2025.06.18_0.3_3,index=12.434018,41,434018.0833,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,933677048.9727224,-224078844.6245532,-604209050.0478607,665582581.1818098,375571.40625,-58446.67705,3416014058.1869965,0,0,476121.5625,42103.4792,1772702960.7448328,0,0,470264.5625,36246.4792,1313807254.3960328,0,0,460656.3678609129,26638.28456091293,709598204.3481721,0,0,440652.5104166667,6634.427116666688,44015623.166362256,0,0
no_noise,2025.06.18_0.3_3,index=12.434018,42,434018.0833,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,353920726.85500807,642160621.3054233,572330547.4060382,-980311081.4462165,363810.15625,-70207.92705,4929153020.658121,0,0,413432.875,-20585.2083,423750800.7543888,0,0,391441.3125,-42576.7708,1812781411.7557325,0,0,402457.32684264577,-31560.756457354233,996081348.160427,0,0,389561.4479166667,-44456.63538333331,1976392429.6066434,0,0
no_noise,2025.06.18_0.3_3,index=12.434018,43,434018.0833,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,260925962.26609555,-93153761.20166177,57071334.099872544,-1415442053.923553,350847.1875,-83170.8958,6917397908.174458,0,0,444539.53125,10521.447950000002,110700866.96455924,0,0,387298.65625,-46719.42705,2182704863.8802714,0,0,421065.3924187803,-12952.690881219693,167772201.0644318,0,0,394228.4583333333,-39789.624966666684,1583214254.9879847,0,0
no_noise,2025.06.18_0.3_3,index=12.434018,44,434018.0833,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,188516950.23213917,102533114.85315308,281738158.3384514,-1286595232.4403486,362370.09375,-71647.98955,5133434406.556909,0,0,437069.625,3051.5417000000016,9311906.7468389,0,0,383455.78125,-50562.30205,2556546388.595434,0,0,416957.8938202407,-17060.189479759312,291050065.0852903,0,0,394298.5,-39719.5833,1577645297.5256388,0,0
no_noise,2025.06.18_0.3_3,index=12.434018,45,434018.0833,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,131952569.41246924,-52344761.77677866,30733143.584550492,-690370286.5773449,366913.71875,-67104.36455,4502995741.659296,0,0,441009.125,6991.041700000002,48874664.051138915,0,0,410885.96875,-23132.11455,535094723.55432165,0,0,425095.76254608796,-8922.320753912034,79607807.63568941,0,0,406269.6041666667,-27748.479133333312,769978094.2130343,0,0
no_noise,2025.06.18_0.3_3,index=12.434018,46,434018.0833,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,618384904.1526959,-485395137.8018248,25599509.307250485,-74665837.96459338,367554.34375,-66463.73955,4417428674.970234,0,0,467613.96875,33595.88545,1128683519.1695218,0,0,423655.15625,-10362.927049999998,107390257.04362167,0,0,445550.2022011765,11532.118901176495,132989766.35087216,0,0,419607.8229166667,-14410.260383333312,207655604.31546554,0,0
no_noise,2025.06.18_0.3_3,index=12.434018,47,434018.0833,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,1388622129.780716,175080962.15666038,1524579890.874127,1034735673.2356956,440272.9375,6254.854200000002,39123201.06325766,0,0,488653.59375,54635.51045,2985039002.1320596,0,0,442125.59375,8107.510450000002,65731725.696859226,0,0,473561.7691668661,39543.685866866086,1563703091.9373846,0,0,457017.375,22999.2917,528967418.70168895,0,0
no_noise,2025.06.18_0.3_3,index=12.434018,48,434018.0833,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,1577716976.3775632,-239704432.82152236,-358498869.5548885,1190501396.7394054,373380.625,-60637.4583,3676901349.0842385,0,0,489903.0625,55884.9792,3123130900.184433,0,0,475206.8125,41188.7292,1696511413.1109328,0,0,470596.93707586406,36578.85377586406,1338012543.5560443,0,0,446163.5,12145.416700000002,147511146.81663892,0,0
no_noise,2025.06.18_0.3_3,index=12.434018,49,434018.0833,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,729878358.0113721,6496187.014455736,-161061656.43025255,570148049.7990098,404060.84375,-29957.23955,897436201.4560841,0,0,472382.53125,38364.44795,1471830866.5082593,0,0,464289.53125,30271.44795,916360560.9895593,0,0,461154.305310918,27136.22201091802,736374545.0258316,0,0,446910.96875,12892.885450000002,166226495.22682175,0,0
no_noise,2025.06.18_0.3_3,index=12.434018,50,434018.0833,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,2897800073.2517924,1542488464.8758745,4175999165.4184413,1563930630.454574,450275.0625,16256.979200000002,264289372.7092327,0,0,511013.03125,76994.94795,5928222009.82321,0,0,501661.21875,67643.13545,4575593773.507047,0,0,500653.57337944396,66635.49007944396,4440288538.127674,0,0,487649.7708333333,53631.687533333316,2876357907.6731,0,0
no_noise,2025.06.18_0.3_3,index=12.434018,51,434018.0833,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,1132083102.8498065,-355123089.2167016,-172267846.13093042,760248354.527134,368713.25,-65304.8333,4264721252.340789,0,0,480777.34375,46759.26045,2186428437.8309345,0,0,464827.625,30809.5417,949227859.764039,0,0,461892.08576884377,27874.00246884377,776960013.6331086,0,0,438106.0729166667,4087.9896166666877,16711659.105974652,0,0
no_noise,2025.06.18_0.3_3,index=12.434018,52,434018.0833,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,1251455825.9307988,-504687724.44322324,227900444.8578868,746732561.370407,362469.40625,-71548.67705,5119213187.605196,0,0,483353.65625,49335.57295,2433998758.304772,0,0,456796.75,22778.6667,518867656.629689,0,0,461345.1413466975,27327.058046697523,746768101.4875758,0,0,434206.6041666667,188.52086666668765,35540.117168759025,0,0
no_noise,2025.06.18_0.3_3,index=12.434018,53,434018.0833,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,343798955.4139989,-319906295.32334965,-238781953.74043417,-272078503.2975861,374793.8125,-59224.2708,3507514251.7917323,0,0,457838.15625,23820.07295,567395875.3433218,0,0,417810.84375,-16207.239549999998,262674613.83108416,0,0,438906.09517505206,4888.011875052063,23892660.09064999,0,0,416814.2708333333,-17203.812466666684,295971163.38823605,0,0
no_noise,2025.06.18_0.3_3,index=12.434018,54,434018.0833,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,1740518820.5248635,717855858.3725097,2343591355.1335363,1097786922.0003583,444731.78125,10713.697950000002,114783323.76383424,0,0,494354.46875,60336.38545,3640479409.170972,0,0,473626.4375,39608.3542,1568821722.4326577,0,0,483600.08284517133,49581.99954517133,2458374678.8973703,0,0,470904.2291666667,36886.14586666669,1360587756.897012,0,0
no_noise,2025.06.18_0.3_3,index=12.434018,55,434018.0833,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,1536449828.533481,825148648.4588246,2185908973.9819207,821392474.5825412,447272.875,13254.791700000002,175689503.01038894,0,0,490118.59375,56100.51045,3147267272.7505593,0,0,482399.15625,48381.07295,2340728219.793222,0,0,482614.36378515966,48596.28048515966,2361598476.9923096,0,0,473263.5416666667,39245.45836666669,1540206002.4097683,0,0
no_noise,2025.06.18_0.3_3,index=12.434018,56,434018.0833,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,1710833586.5011754,948931341.9126098,2586711938.208129,890291937.0569286,442565.1875,8547.104200000002,73052990.20565766,0,0,492781.15625,58763.07295,3453098742.527022,0,0,492903.21875,58885.13545,3467459176.964847,0,0,485590.99216127896,51572.908861278964,2659764928.4137864,0,0,476083.1875,42065.1042,1769472991.3568578,0,0
no_noise,2025.06.18_0.3_3,index=12.434018,57,434018.0833,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,1020045259.3328636,-280430478.7605136,-694911104.7834964,707052658.9626538,369473.15625,-64544.92705,4166047607.8898215,0,0,477806.84375,43788.76045,1917455541.7474844,0,0,471893.21875,37875.13545,1434525885.355847,0,0,461213.942921868,27195.859621868003,739614780.5723505,0,0,439724.40625,5706.322950000002,32562121.60969672,0,0
no_noise,2025.06.18_0.3_3,index=12.434018,58,434018.0833,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,3258069235.626629,1147029586.6775358,4292986901.179877,2180620550.019251,444606.375,10588.291700000002,112111921.12428892,0,0,516845.75,82827.6667,6860422370.9662895,0,0,482095.25,48077.1667,2311413957.899589,0,0,500389.00179827126,66370.91849827126,4405098822.304166,0,0,481182.4583333333,47164.375033333316,2224478272.284915,0,0
no_noise,2025.06.18_0.3_3,index=12.434018,59,434018.0833,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,886833456.1235052,-192822955.65410477,-870635323.1576571,627231469.6501973,369570.28125,-64447.80205,4153519189.075984,0,0,473573.6875,39555.6042,1564645823.6270578,0,0,483425.8125,49407.7292,2441123704.700533,0,0,460362.16234006896,26344.07904006896,694010500.4694006,0,0,442189.9270833333,8171.8437833333155,66779030.819203354,0,0
no_noise,2025.06.18_0.3_3,index=13.496023,0,496023.3525,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,3284340586.46971,2157554362.5870104,5438478657.613519,1261473498.5047655,494175.03125,-1848.321249999979,3416291.443201485,0,0,574550.75,78527.39750000002,6166552158.12301,0,0,613312.8125,117289.46000000002,13756817427.091604,0,0,569792.5530450562,73769.2005450562,5441894949.05672,0,0,560679.53125,64656.17875000002,4180421450.5519543,0,0
no_noise,2025.06.18_0.3_3,index=13.496023,1,496023.3525,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,2264675665.2062716,1593463004.3690174,3849533746.01306,691837304.9147763,493089.9375,-2933.414999999979,8604923.562224876,0,0,560161.25,64137.89750000002,4113669895.720509,0,0,603628.5625,107605.21000000002,11578881219.144104,0,0,558137.269375168,62113.91687516804,3858138669.575285,0,0,552293.25,56269.89750000002,3166301364.6605086,0,0
no_noise,2025.06.18_0.3_3,index=13.496023,2,496023.3525,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,2637361942.973611,1002768406.3976905,2972798924.7356033,1696473062.7637255,470190.59375,-25832.75874999998,667331424.6357005,0,0,567858.375,71835.02250000002,5160270457.575509,0,0,582281.875,86258.52250000002,7440532703.88301,0,0,556356.8452662182,60333.4927662182,3640130349.371304,0,0,540110.28125,44086.92875000002,1943657286.6075785,0,0
no_noise,2025.06.18_0.3_3,index=13.496023,3,496023.3525,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,2369999108.248929,972658267.9904737,2990361744.4278007,1486359754.8626418,477253.8125,-18769.53999999998,352295631.8115992,0,0,564363.375,68340.02250000002,4670358675.300509,0,0,575707.1875,79683.83500000002,6349513560.307228,0,0,553839.0716102852,57815.71911028522,3342657376.2394,0,0,539108.125,43084.77250000002,1856297621.376758,0,0
no_noise,2025.06.18_0.3_3,index=13.496023,4,496023.3525,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,329703844.0313038,-78920399.29146203,-157587043.65210912,192376249.88824296,445382.78125,-50640.57124999998,2564467456.5263243,0,0,516231.53125,20208.17875000002,408370488.3919524,0,0,549383.125,53359.77250000002,2847265321.2517586,0,0,511859.49611957616,15836.143619576178,250783444.73984328,0,0,503665.8125,7642.460000000021,58407194.85160032,0,0
no_noise,2025.06.18_0.3_3,index=13.496023,5,496023.3525,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,936314012.7703924,526096481.1522475,1239271990.2256885,401566808.1264528,481085.53125,-14937.821249999979,223138503.69695094,0,0,536845.75,40822.39750000002,1666468137.6480079,0,0,567850.5625,71827.21000000002,5159148096.384103,0,0,534264.8285949762,38241.47609497624,1462410493.9226394,0,0,528593.9479166666,32570.59541666665,1060843685.7961866,0,0
no_noise,2025.06.18_0.3_3,index=13.496023,6,496023.3525,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,1326524125.0400455,594093277.3037255,1787749073.7870178,794275171.0982659,484496.5,-11526.852499999979,132868328.55675577,0,0,547057.5,51034.14750000002,2604484211.0517583,0,0,557199.125,61175.77250000002,3742475140.971759,0,0,539848.201642282,43824.84914228198,1920617402.3437736,0,0,529584.375,33561.02250000002,1126342231.2455077,0,0
no_noise,2025.06.18_0.3_3,index=13.496023,7,496023.3525,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,2548368341.2014127,1384766886.0182176,3931190921.177376,1336331301.0199122,494628.96875,-1394.383749999979,1944306.042264004,0,0,566951.25,70927.89750000002,5030766643.770509,0,0,579366.375,83343.02250000002,6946059399.43551,0,0,558738.0655043632,62714.71300436318,3933135227.21964,0,0,546982.1979166666,50958.84541666665,2596803926.1997275,0,0
no_noise,2025.06.18_0.3_3,index=13.496023,8,496023.3525,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,3588815061.3666396,825585668.4532952,4024825310.167722,2655609988.272914,476285.6875,-19737.66499999998,389575419.6522242,0,0,582527.5625,86504.21000000002,7482978347.724104,0,0,555070.625,59047.27250000002,3486580389.6892586,0,0,562464.3092196315,66440.9567196315,4414400729.819946,0,0,537961.2916666666,41937.93916666665,1758790741.5470326,0,0
no_noise,2025.06.18_0.3_3,index=13.496023,9,496023.3525,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,1061829425.8953217,77001627.29497725,-249090653.17914867,816161250.084322,458768.53125,-37254.82124999998,1387921706.36945,0,0,541732.375,45709.02250000002,2089314737.9055083,0,0,541458.1875,45434.83500000002,2064324231.477227,0,0,529769.92348418,33746.57098418003,1138831053.1903014,0,0,513986.3645833333,17963.012083333335,322669803.1059794,0,0
no_noise,2025.06.18_0.3_3,index=13.496023,10,496023.3525,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,148835277.9250844,-89647018.48674126,-92360704.78466366,59187352.44982903,450053.46875,-45969.88374999998,2113230211.988512,0,0,508333.875,12310.522500000021,151548964.22300676,0,0,529773.0625,33749.71000000002,1139042925.0841014,0,0,503716.74313341663,7693.390633416653,59188259.43834309,0,0,496053.46875,30.116250000020955,906.9885140637622,0,0
no_noise,2025.06.18_0.3_3,index=13.496023,11,496023.3525,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,2033034814.7101269,1241988222.6521065,3153263343.6642356,839968427.7179828,484988.875,-11034.477499999979,121759693.69800578,0,0,557188.6875,61165.33500000002,3741198205.6622276,0,0,593931.3125,97907.96000000002,9585968631.361605,0,0,553251.1694893125,57227.81698931247,3275023037.3622413,0,0,545369.625,49346.27250000002,2435054609.6442585,0,0
no_noise,2025.06.18_0.3_3,index=13.496023,12,496023.3525,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,348609677.61354905,-82089600.70230341,-205335688.01195592,215771051.80402124,445541.40625,-50481.94624999998,2548426897.1878867,0,0,517745.59375,21722.24125000002,471855764.92320246,0,0,546154.5625,50131.21000000002,2513138216.064102,0,0,512348.79512527806,16325.442625278083,266520076.91124654,0,0,503147.1875,7123.835000000021,50749025.1072253,0,0
no_noise,2025.06.18_0.3_3,index=13.496023,13,496023.3525,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,572876773.2051723,428383509.2939584,984471728.9043665,106267573.34530258,491925.96875,-4097.383749999979,16788553.59476389,0,0,527238.375,31215.02250000002,974377629.6755075,0,0,558655.0,62631.64750000002,3922723268.564259,0,0,527666.0496432451,31642.69714324508,1001260282.4991304,0,0,525939.78125,29916.42875000002,894992709.1538278,0,0
no_noise,2025.06.18_0.3_3,index=13.496023,14,496023.3525,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,2977211418.08084,576538263.37954,2973946504.254883,2243909808.7362866,471944.25,-24079.10249999998,579803177.2055053,0,0,574732.75,78709.39750000002,6195169254.813009,0,0,549968.1875,53944.83500000002,2910045223.1772275,0,0,555636.6872621183,59613.33476211835,3553749681.460388,0,0,532215.0625,36191.71000000002,1309839872.7241015,0,0
no_noise,2025.06.18_0.3_3,index=13.496023,15,496023.3525,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,905122738.7119246,-27826960.24713409,-758054146.6268121,672501742.8720772,444174.0625,-51849.28999999998,2688348873.504098,0,0,536462.8125,40439.46000000002,1635349925.0916016,0,0,550365.0625,54341.71000000002,2953021445.7241025,0,0,525642.5317334762,29619.17923347623,877295778.4647895,0,0,510333.9791666667,14310.626666666707,204794035.59271225,0,0
no_noise,2025.06.18_0.3_3,index=13.496023,16,496023.3525,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,626256645.3046665,-182499052.3727429,13288825.954971671,430807479.04587936,450993.28125,-45030.07124999998,2027707316.7800746,0,0,531101.5625,35078.21000000002,1230480816.8041015,0,0,516771.09375,20747.74125000002,430468766.97695243,0,0,517088.90715521673,21065.55465521675,443757592.9319241,0,0,499621.9791666667,3598.626666666707,12950113.886044735,0,0
no_noise,2025.06.18_0.3_3,index=13.496023,17,496023.3525,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,4244612107.038248,1400643887.6442971,5255637397.691855,2929296710.427165,476284.59375,-19738.75874999998,389618596.9907007,0,0,589144.0,93120.64750000002,8671454990.81926,0,0,578986.0625,82962.71000000002,6882811250.544104,0,0,571158.2711110064,75134.9186110064,5645255994.682556,0,0,548138.21875,52114.86625000002,2715959284.255391,0,0
no_noise,2025.06.18_0.3_3,index=13.496023,18,496023.3525,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,1321236297.740192,156742672.13801396,-291667401.2590091,992910390.723957,453956.1875,-42067.16499999998,1769646371.1372232,0,0,546500.375,50477.02250000002,2547929800.4655085,0,0,553686.3125,57662.96000000002,3325016955.961602,0,0,534467.8445616493,38444.492061649275,1477978969.8782141,0,0,518047.625,22024.27250000002,485068579.1542572,0,0
no_noise,2025.06.18_0.3_3,index=13.496023,19,496023.3525,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,745120147.6821618,59442770.672346085,233020839.35412347,580015453.0835309,472116.40625,-23906.94624999998,571542079.000388,0,0,535020.1875,38996.83500000002,1520753140.0172267,0,0,525888.1875,29864.83500000002,891908369.5772263,0,0,524388.1708204919,28364.818320491875,804562918.3545115,0,0,511008.2604166667,14984.907916666707,224547465.27098054,0,0
no_noise,2025.06.18_0.3_3,index=13.496023,20,496023.3525,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,5166008905.008537,1368515615.095725,5606478210.962514,3740346946.4038954,465559.5,-30463.85249999998,928046309.141755,0,0,598966.1875,102942.83500000002,10597227277.837229,0,0,582124.3125,86100.96000000002,7413375312.921603,0,0,576859.7584078845,80836.40590788453,6534524520.104269,0,0,548883.3333333334,52859.98083333339,2794177573.7003736,0,0
no_noise,2025.06.18_0.3_3,index=13.496023,21,496023.3525,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,720933359.1108241,-191224823.16588295,-711318243.8591576,501712955.4677186,440166.3125,-55857.03999999998,3120008917.561598,0,0,532525.4375,36502.08500000002,1332402209.3472266,0,0,531251.5625,35228.21000000002,1241026779.8041015,0,0,519038.75030114484,23015.397801144863,529708535.94494385,0,0,501314.4375,5291.085000000021,27995580.47722522,0,0
no_noise,2025.06.18_0.3_3,index=13.496023,22,496023.3525,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,227534682.93794614,-224568008.06618282,-346026770.0948765,-309677549.2515714,446753.5625,-49269.78999999998,2427512206.644098,0,0,514704.71875,18681.36625000002,348993444.9666398,0,0,473566.53125,-22456.82124999998,504308820.6544506,0,0,497745.7563062438,1722.4038062438485,2966674.871763297,0,0,478341.6041666667,-17681.748333333293,312644224.1233347,0,0
no_noise,2025.06.18_0.3_3,index=13.496023,23,496023.3525,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,3970502506.6043844,2909006352.370494,6863811979.55481,1124745299.8332844,499985.28125,3961.928750000021,15696879.420076728,0,0,581410.0,85386.64750000002,7290879571.28926,0,0,634255.25,138231.89750000002,19108057486.450512,0,0,578966.1572450463,82942.80474504636,6879508858.974886,0,0,571883.5104166666,75860.15791666665,5754763559.141602,0,0
no_noise,2025.06.18_0.3_3,index=13.496023,24,496023.3525,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,2571246882.307099,925846243.3669969,2016528753.6736014,1619436173.730407,457545.25,-38478.10249999998,1480564372.0005047,0,0,565492.0,69468.64750000002,4825892985.4792595,0,0,595028.625,99005.27250000002,9802043982.799261,0,0,555159.5776557715,59136.225155771535,3497093125.674106,0,0,539355.2916666666,43331.93916666665,1877656951.9436991,0,0
no_noise,2025.06.18_0.3_3,index=13.496023,25,496023.3525,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,2793199893.6093106,466158178.26821405,3184906369.345937,2110904934.22031,487394.8125,-8628.539999999979,74451702.53159964,0,0,573097.75,77074.39750000002,5940462749.988009,0,0,529244.0,33220.64750000002,1103611420.3192577,0,0,553114.1404773745,57090.787977374566,3259358071.8775363,0,0,529912.1875,33888.83500000002,1148453137.6572263,0,0
no_noise,2025.06.18_0.3_3,index=13.496023,26,496023.3525,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,4744270789.4193,2178188928.9483013,6772774984.69628,2835474539.424441,483788.78125,-12234.571249999979,149684733.67132604,0,0,593288.3125,97264.96000000002,9460472443.801603,0,0,602781.5625,106758.21000000002,11397315402.404104,0,0,579224.6729124045,83201.32041240454,6922459718.367605,0,0,559952.8854166666,63929.53291666665,4086985178.9431643,0,0
no_noise,2025.06.18_0.3_3,index=13.496023,27,496023.3525,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,3317799549.8878016,1649391092.9090188,4586642868.272684,1810669159.8692436,476515.71875,-19507.63374999998,380547774.5241383,0,0,575742.625,79719.27250000002,6355162407.929259,0,0,604360.5,108337.14750000002,11736937528.43676,0,0,566501.651591258,70478.29909125803,4967190642.796823,0,0,552206.28125,56182.92875000002,3156521482.927579,0,0
no_noise,2025.06.18_0.3_3,index=13.496023,28,496023.3525,above_onb,0.14361027080015779,0.6813582333783545,0.17503149582148775,4122493100.2454615,774215639.5239075,2740211375.9688745,3094469077.9666624,449585.25,-46438.10249999998,2156497363.800504,0,0,587319.375,91296.02250000002,8334963724.32051,0,0,578523.8125,82500.46000000002,6806325900.211603,0,0,565999.8395493609,69976.48704936093,4896708739.769379,0,0,538476.1458333334,42452.79333333339,1802239661.8027163,0,0
