selection,snr,experiment_name,source_wav_id,chunk_index,y_true_w_m2,region,weight_randomforest,weight_conformer,weight_alexnet,weighted_diagonal_w_m2_squared,weighted_cross_w_m2_squared,ensemble_minus_best_single_sse_w_m2_squared,ensemble_minus_equal_sse_w_m2_squared,prediction_randomforest_w_m2,residual_randomforest_w_m2,sse_randomforest_w_m2_squared,miss_randomforest,false_alarm_randomforest,prediction_conformer_w_m2,residual_conformer_w_m2,sse_conformer_w_m2_squared,miss_conformer,false_alarm_conformer,prediction_alexnet_w_m2,residual_alexnet_w_m2,sse_alexnet_w_m2_squared,miss_alexnet,false_alarm_alexnet,prediction_ensemble__inner_holdout_w_m2,residual_ensemble__inner_holdout_w_m2,sse_ensemble__inner_holdout_w_m2_squared,miss_ensemble__inner_holdout,false_alarm_ensemble__inner_holdout,prediction_equal_offline_w_m2,residual_equal_offline_w_m2,sse_equal_offline_w_m2_squared,miss_equal_offline,false_alarm_equal_offline
ensemble_best_vs_all_singles,-8,2025.06.18_0.3_3,index=11.376320,25,376320.1201,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,119119468.27318749,-82839800.38211338,35283279.82365626,-82281926.09898028,328834.9375,-47485.1826,2254842566.5553427,0,0,377318.3125,998.1923999999999,996388.0674177598,0,0,390141.3125,13821.1924,191025359.35781777,0,0,370296.8595302526,-6023.260569747421,36279667.891074024,0,0,365431.5208333333,-10888.599266666686,118561593.9900543,0,0
ensemble_worst_vs_best_single,-8,2025.06.18_0.3_3,index=11.376320,31,376320.1201,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,29883373517.654976,39076017318.443726,44201471315.84438,8035150406.569359,218973.625,-157346.4951,24757919520.254326,1,0,84726.3828125,-291593.7372875,85026907625.29156,1,0,84775.265625,-291544.854475,84998402170.84892,1,0,113718.91896775324,-262601.20113224676,68959390836.09871,1,0,129491.7578125,-246828.3622875,60924240429.52935,1,0
ensemble_best_vs_all_singles,-8,2025.06.18_0.3_3,index=12.434018,14,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,1366832099.4062097,20139376.24462521,-949912028.9053614,798792268.3526224,482359.40625,48341.32295,2336883504.5561967,0,0,372664.59375,-61353.48955,3764250679.961959,0,0,374273.03125,-59745.05205,3569471244.457209,0,0,396776.0173576971,-37242.06594230287,1386971475.6508353,0,0,409765.6770833333,-24252.406216666684,588179207.2982129,0,0
ensemble_worst_vs_best_single,-8,2025.06.18_0.3_3,index=12.434018,43,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,1364756987.2357016,2632497018.463084,2579221618.615054,-1247805233.4583817,349934.5,-84083.5833,7070048980.568039,0,0,396361.3125,-37656.7708,1418032387.0837326,0,0,338490.09375,-95527.98955,9125596787.464909,0,0,370794.2428147939,-63223.84048520611,3997254005.6987867,0,0,361595.3020833333,-72422.78121666668,5245059239.157168,0,0
ensemble_best_vs_all_singles,-8,2025.06.18_0.3_3,index=13.496023,20,496023.3525,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,222068575.2157219,-221336912.28164047,-519887077.4934942,-63045338.32346043,470751.96875,-25271.38374999998,638642836.639763,0,0,520153.65625,24130.30375000002,582271559.067265,0,0,473206.28125,-22817.07124999998,520618740.4275756,0,0,496878.72547951323,855.3729795132531,731662.9340813801,0,0,488037.3020833333,-7986.050416666665,63777001.25754181,0,0
ensemble_worst_vs_best_single,-8,2025.06.18_0.3_3,index=13.496023,42,496023.3525,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,1805481852.7843516,3570056647.907376,3230591618.7629023,-1860837982.4711409,369619.375,-126403.97749999998,15977965527.820501,0,0,449709.78125,-46313.57124999998,2144946881.9288247,0,0,413540.21875,-82483.13374999998,6803467353.220386,0,0,422705.2885546684,-73318.06394533155,5375538500.691727,0,0,410956.4583333333,-85066.89416666667,7236376483.162868,0,0
ensemble_best_vs_all_singles,-8,2025.06.18_0.3_3,index=14.562158,24,562158.7854,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,562265872.6023273,-461416214.2216444,-776218681.2426413,-575795294.5122409,493769.875,-68388.91040000005,4677043065.699235,0,0,591774.125,29615.33959999995,877068339.6233251,0,0,522895.15625,-39263.62915000005,1541632574.0287337,0,0,552116.3923395446,-10042.393060455448,100849658.38068374,0,0,536146.3854166666,-26012.399983333424,676644952.8929247,0,0
ensemble_worst_vs_best_single,-8,2025.06.18_0.3_3,index=14.562158,39,562158.7854,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,943072556.0219394,1817602560.6586254,1966370494.9057338,-1042423075.5129728,484197.9375,-77960.84790000005,6077893805.2869425,0,0,533975.375,-28183.41040000005,794304621.774831,0,0,483295.25,-78863.53540000005,6219457215.787062,0,0,509616.65833342075,-52542.1270665793,2760675116.680565,0,0,500489.5208333333,-61669.26456666674,3803098192.1935377,0,0
ensemble_best_vs_all_singles,-8,2025.06.18_0.3_3,index=15.633482,37,633482.536,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,1040832690.6251254,-988188824.5547314,-1764670774.5403037,-768996231.4745803,544880.625,-88601.91099999996,7850298632.851914,0,0,678721.625,45239.089000000036,2046575173.5499244,0,0,590852.5625,-42629.973499999964,1817314640.6106992,0,0,626226.9267168043,-7255.609283195692,52643866.07039551,0,0,604818.2708333334,-28664.26516666659,821640097.5449758,0,0
ensemble_worst_vs_best_single,-8,2025.06.18_0.3_3,index=15.633482,51,633482.536,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,1574706407.9014688,1384817061.3875592,2344937770.9651055,654118711.2326212,679318.5,45835.964000000036,2100935595.8092992,0,0,706899.625,73417.08900000004,5390068957.233927,0,0,658273.375,24790.839000000036,614585698.3239228,0,0,687884.0384543351,54401.5024543351,2959523469.289028,0,0,681497.1666666666,48014.630666666664,2305404758.056407,0,0
ensemble_best_vs_all_singles,-8,2025.06.18_0.3_3,index=16.709792,29,709792.7143,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,1101299846.608498,-1100733110.8993764,-1860128504.430296,-391701233.70202875,640602.0625,-69190.65179999999,4787346296.508842,0,0,762701.875,52909.16070000001,2799379285.9784255,0,0,666656.9375,-43135.77679999999,1860695240.1394176,0,0,710545.5328100817,752.8185100817354,566735.709121684,0,0,689986.9583333334,-19805.75596666662,392267969.41115046,0,0
ensemble_worst_vs_best_single,-8,2025.06.18_0.3_3,index=16.709792,25,709792.7143,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,874852468.4665501,981111550.4685812,1846608668.1014893,-1687800542.0967846,602759.6875,-107033.02679999999,11456068825.969517,0,0,706734.0625,-3058.6517999999924,9355350.833643192,0,0,641295.8125,-68496.90179999999,4691825556.198842,0,0,666711.8134396984,-43080.90086030157,1855964018.9351325,0,0,650263.1875,-59529.52679999999,3543764561.031917,0,0
ensemble_best_vs_all_singles,-8,2025.06.18_0.3_3,index=17.789500,54,789500.1968,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,929021602.5224166,-861757279.6940124,-1701547172.4693274,-736505955.1916288,708724.625,-80775.57180000003,6524692999.616961,0,0,831557.4375,42057.240699999966,1768811495.2977335,0,0,743166.0,-46334.196800000034,2146857793.1011333,0,0,781298.7138348037,-8201.482965196366,67264322.82840618,0,0,761149.3541666666,-28350.842633333406,803770278.020035,0,0
ensemble_worst_vs_best_single,-8,2025.06.18_0.3_3,index=17.789500,50,789500.1968,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,1827135748.9537976,3098886443.346197,4319846558.965659,-3004082327.8166456,644383.875,-145116.32180000003,21058746852.761166,0,0,764879.5625,-24620.634300000034,606175633.3343382,0,0,692083.75,-97416.44680000003,9489964107.137238,0,0,719314.5701211707,-70185.62667882931,4926022192.299997,0,0,700449.0625,-89051.13430000003,7930104520.116643,0,0
ensemble_best_vs_all_singles,-8,2025.06.18_0.3_3,index=18.873637,0,873637.0359,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,1548406936.3600714,673263217.8273509,2041264247.380916,-2983425433.2667623,727891.875,-145745.16090000002,21241651925.766895,0,0,887068.5625,13431.526599999983,180405906.8065071,0,0,789511.625,-84125.41090000002,7077084759.093842,0,0,826502.4397503837,-47134.59614961629,2221670154.187423,0,0,801490.6875,-72146.34840000002,5205095587.4541855,0,0
ensemble_worst_vs_best_single,-8,2025.06.18_0.3_3,index=18.873637,47,873637.0359,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,3872155051.4796343,7292928851.230524,8770207599.934473,-5257604099.532911,689978.5,-183658.53590000002,33730457808.931595,0,0,824699.5625,-48937.47340000002,2394876302.775709,0,0,721779.9375,-151857.09840000002,23060578334.46729,0,0,767972.0752805488,-105664.96061945125,11165083902.710182,0,0,745486.0,-128151.03590000002,16422688002.243093,0,0
ensemble_best_vs_all_singles,-8,2025.06.18_0.3_3,index=2.2380,16,2380.025286,below_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,770012561.6822493,-526288784.6641968,-745735878.1287022,-890391959.1660855,73660.8671875,71280.8419015,5080958422.186638,0,0,-29075.65234375,-31455.67762975,989459655.1467546,0,0,63584.765625,61204.740338999996,3746020239.964413,0,0,17991.680451870547,15611.655165870547,243723777.01805252,0,0,36056.66015625,33676.634870249996,1134115736.184138,0,0
ensemble_worst_vs_best_single,-8,2025.06.18_0.3_3,index=2.2380,37,2380.025286,below_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,1564377983.5351548,3021765118.0087004,2580245854.4601746,-1160800491.6354008,86307.34375,83927.318464,7043794784.557674,0,0,47167.26953125,44787.244245249996,2005897247.083679,0,0,101091.2578125,98711.2325265,9743907426.900751,0,0,70101.09365872914,67721.06837272913,4586143101.543854,0,0,78188.62369791667,75808.59841191667,5746943593.179255,0,0
ensemble_best_vs_all_singles,-8,2025.06.18_0.3_3,index=3.21242,46,21242.86319,below_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,994490689.1734397,-836410275.4185538,-1348347473.989401,-786085364.8599639,70636.2265625,49393.363372499996,2439704345.247824,0,0,-17569.865234375,-38812.728424375004,1506427887.7442873,0,0,102844.0703125,81601.2071225,6658757003.849144,0,0,33815.866560511204,12573.003370511204,158080413.7548861,0,0,51970.143880208336,30727.280690208336,944165778.61485,0,0
ensemble_worst_vs_best_single,-8,2025.06.18_0.3_3,index=3.21242,11,21242.86319,below_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,1133368736.866219,860115861.7666832,1991142335.4990427,-1462004874.774784,80007.609375,58764.746184999996,3453295394.1874714,0,0,22773.30859375,1530.44540375,2342263.1338595003,0,0,137297.90625,116055.04306,13468773019.658453,0,0,65891.3189150629,44648.4557250629,1993484598.6329021,0,0,80026.27473958333,58783.411549583325,3455489473.407686,0,0
ensemble_best_vs_all_singles,-8,2025.06.18_0.3_3,index=4.58389,0,58389.85471,below_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,286456191.7688741,-284225315.27768624,-392030355.01544785,-59031543.38336159,78245.8671875,19856.0124775,394261231.5066357,0,0,31036.619140625,-27353.235569375,748199496.1137216,0,0,89368.171875,30978.317165,959656134.3753337,0,0,56896.24281556829,-1493.6118944317132,2230876.491187891,0,0,66216.88606770833,7827.031357708329,61262419.874549486,0,0
ensemble_worst_vs_best_single,-8,2025.06.18_0.3_3,index=4.58389,5,58389.85471,below_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,2949436941.090236,1085594445.2611196,4006496417.4599986,1830085365.5205169,63731.66796875,5341.81325875,28534968.8913573,0,0,-44484.92578125,-102874.78049125,10583220461.122871,0,0,15052.263671875,-43337.591038125,1878146796.9877722,0,0,-5132.042194542739,-63521.89690454274,4035031386.351356,0,0,11433.001953125,-46956.852756875,2204946020.830839,0,0
ensemble_best_vs_all_singles,-8,2025.06.18_0.3_3,index=5.113188,32,113188.2901,below_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,2881878465.4937053,-2879209591.2444534,-229034257.43973815,-1227214856.2747185,301279.0,188090.70990000002,35378115150.68597,0,1,45528.47265625,-67659.81744375,4577850896.521577,0,0,97966.4921875,-15221.797912499998,231703131.6889893,0,0,114821.95905338411,1633.6689533841127,2668874.249251142,0,0,148257.98828125,35069.69818125,1229883730.5239697,0,0
ensemble_worst_vs_best_single,-8,2025.06.18_0.3_3,index=5.113188,57,113188.2901,below_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,10248317472.56092,9968635348.523178,18517111987.268047,4726555625.410067,71959.1640625,-41229.1260375,1699840833.8160603,0,0,-65283.16796875,-178471.45806874998,31852061345.185585,0,0,-40492.3984375,-153680.68853749998,23617754029.36008,0,0,-28998.04124406452,-142186.33134406453,20216952821.084106,0,0,-11272.134114583334,-124460.42421458333,15490397195.67404,0,0
ensemble_best_vs_all_singles,-8,2025.06.18_0.3_3,index=6.146381,37,146381.6505,below_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,6394778444.983334,8526364365.032086,8212971957.329575,1605893127.1965637,64478.2265625,-81903.42393749999,6708170852.685846,0,0,10763.71875,-135617.93175,18392223412.147655,0,0,17727.837890625,-128653.81260937499,16551803498.928175,0,0,24229.520719077133,-122152.12978092286,14921142810.01542,0,0,30989.927734375,-115391.72276562499,13315249682.818857,0,0
ensemble_worst_vs_best_single,-8,2025.06.18_0.3_3,index=6.146381,59,146381.6505,below_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,17732219470.489624,18673908853.6998,30687170540.071804,7517537746.636467,70757.859375,-75623.79112499999,5718957784.117627,0,0,-87824.265625,-234205.916125,54852411147.95053,0,0,-53687.9609375,-200069.6114375,40027849420.75223,0,0,-44422.249680760026,-190803.90018076,36406128324.18943,0,0,-23584.7890625,-169966.4395625,28888590577.552963,0,0
ensemble_best_vs_all_singles,-8,2025.06.18_0.3_3,index=7.184190,54,184190.9699,below_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,8828919092.991058,11693803448.475887,6823795582.691702,2125914569.3614388,67148.5546875,-117042.4152125,13698926958.775251,0,0,21655.046875,-162535.923025,26417926273.588722,0,0,56864.80859375,-127326.16130625,16211951352.985193,0,0,40933.430686641484,-143257.5392133585,20522722541.466953,0,0,48556.13671875,-135634.83318125,18396807972.105515,0,0
ensemble_worst_vs_best_single,-8,2025.06.18_0.3_3,index=7.184190,8,184190.9699,below_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,23939637089.433,25949029266.93068,36181923873.173096,9700591171.192276,67115.171875,-117075.798025,13706742483.190594,0,0,-91162.625,-275353.5949,75819602224.35332,0,0,-24788.546875,-208979.516775,43672438431.512505,0,0,-39166.73951779395,-223357.70941779396,49888666356.363686,0,0,-16278.666666666666,-200469.63656666665,40188075185.17141,0,0
ensemble_best_vs_all_singles,-8,2025.06.18_0.3_3,index=8.225704,13,225704.9618,below_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,1533302041.040829,-1523627394.3599892,-2022191476.6765013,-430537403.7479628,307231.3125,81526.35070000001,6646545858.459393,0,1,162046.078125,-63658.88367499999,4052453470.7471805,0,0,270781.1875,45076.22570000001,2031866123.3573413,0,0,222594.55239272898,-3110.409407271014,9674646.680840021,0,0,246686.19270833334,20981.230908333353,440212050.4288028,0,0
ensemble_worst_vs_best_single,-8,2025.06.18_0.3_3,index=8.225704,56,225704.9618,below_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,20110054296.6397,28693021104.13742,25859999441.287766,3516309263.5119324,74235.2421875,-151469.7196125,22943075959.489365,0,0,-6833.537109375,-232538.498909375,54074153475.02539,0,0,-28707.4453125,-254412.4071125,64725672892.776436,0,0,4790.780723326851,-220914.18107667315,48803075400.77713,0,0,12898.086588541666,-212806.87521145833,45286766137.2652,0,0
ensemble_best_vs_all_singles,-8,2025.06.18_0.3_3,index=9.271677,11,271677.6816,near_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,1303381136.1768668,-734044734.1945927,-773155055.6663692,527856638.9953358,348255.5,76577.81839999999,5864162270.903377,0,0,212418.453125,-59259.22847500001,3511656159.452252,1,0,235037.65625,-36640.02535000001,1342491457.6486435,1,0,247816.91040579352,-23860.771194206493,569336401.9822743,1,0,265237.203125,-6440.478475000011,41479762.98693846,1,0
ensemble_worst_vs_best_single,-8,2025.06.18_0.3_3,index=9.271677,38,271677.6816,near_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,30785598964.282658,41164125568.23861,44446807933.18217,7601544004.254189,105837.6484375,-165840.0331625,27502916599.339104,1,0,-22218.3203125,-293896.0019125,86374859940.1522,1,0,-29594.578125,-301272.259725,90764974479.80786,1,0,3443.223462121554,-268234.45813787845,71949724532.52127,1,0,18008.25,-253669.4316,64348180528.26708,1,0
