day,role,feature,heat_flux,q_ratio,threshold_db,median_db,n,kept
2025.06.18_0.3_3,test_descriptive_only,band_1000_2000_db,873637.0359,2.3215262465048303,-61.52006918910426,-38.83605829582987,60,60
2025.06.18_0.3_3,test_descriptive_only,band_2000_3000_db,-1.42e-06,-3.773383149491613e-12,-57.528818480923114,-88.4003678965079,60,0
2025.06.18_0.3_3,test_descriptive_only,band_2000_3000_db,2380.025286,0.0063244699363072,-57.528818480923114,-87.08586829520233,60,0
2025.06.18_0.3_3,test_descriptive_only,band_2000_3000_db,21242.86319,0.0564489169071138,-57.528818480923114,-87.22069032702363,60,0
2025.06.18_0.3_3,test_descriptive_only,band_2000_3000_db,58389.85471,0.1551600661013926,-57.528818480923114,-87.11311838818423,60,0
2025.06.18_0.3_3,test_descriptive_only,band_2000_3000_db,113188.2901,0.3007766102697946,-57.528818480923114,-82.18412247628044,60,0
2025.06.18_0.3_3,test_descriptive_only,band_2000_3000_db,146381.6505,0.3889817277404722,-57.528818480923114,-82.28109430260959,60,0
2025.06.18_0.3_3,test_descriptive_only,band_2000_3000_db,184190.9699,0.4894528888092794,-57.528818480923114,-83.95062742154377,60,0
2025.06.18_0.3_3,test_descriptive_only,band_2000_3000_db,225704.9618,0.5997685208540621,-57.528818480923114,-86.73259939295454,60,0
2025.06.18_0.3_3,test_descriptive_only,band_2000_3000_db,271677.6816,0.7219323843960477,-57.528818480923114,-85.5865371074639,60,1
2025.06.18_0.3_3,test_descriptive_only,band_2000_3000_db,322114.2428,0.8559580676005423,-57.528818480923114,-81.9198808086064,60,5
2025.06.18_0.3_3,test_descriptive_only,band_2000_3000_db,376320.1201,1.0,-57.528818480923114,-56.81809246976371,60,36
2025.06.18_0.3_3,test_descriptive_only,band_2000_3000_db,434018.0833,1.153321494435822,-57.528818480923114,-47.85122629512274,60,60
2025.06.18_0.3_3,test_descriptive_only,band_2000_3000_db,496023.3525,1.3180888451252384,-57.528818480923114,-42.888593560052094,60,60
2025.06.18_0.3_3,test_descriptive_only,band_2000_3000_db,562158.7854,1.493831329695093,-57.528818480923114,-38.96758208575696,60,60
2025.06.18_0.3_3,test_descriptive_only,band_2000_3000_db,633482.536,1.6833607935490238,-57.528818480923114,-36.320239198665334,60,60
2025.06.18_0.3_3,test_descriptive_only,band_2000_3000_db,709792.7143,1.8861407519517848,-57.528818480923114,-34.59927743977749,60,60
2025.06.18_0.3_3,test_descriptive_only,band_2000_3000_db,789500.1968,2.0979484078348114,-57.528818480923114,-33.67622700350947,60,60
2025.06.18_0.3_3,test_descriptive_only,band_2000_3000_db,873637.0359,2.3215262465048303,-57.528818480923114,-32.98121070735682,60,60
2025.06.18_0.3_3,test_descriptive_only,band_3000_5000_db,-1.42e-06,-3.773383149491613e-12,-75.56192417815441,-91.14943553335597,60,0
2025.06.18_0.3_3,test_descriptive_only,band_3000_5000_db,2380.025286,0.0063244699363072,-75.56192417815441,-90.89925991036073,60,0
