experiment_name,source_wav_id,chunk_index,chunk_start_seconds,chunk_duration_seconds,heat_flux,sample_filename,onb_threshold,q_over_onb,signal_power,band_500_1000_db,band_1000_2000_db,band_2000_3000_db,band_3000_5000_db,band_5000_10000_db,band_10000_15000_db,band_15000_22050_db,band_1000_5000_db,band_2000_5000_db
2025.06.18_0.3_3,index=1.0,10,10.0,1,-1.42E-06,-1.42E-06_src-index=1.0_chunk-0010.npy,376320.1201,-3.773383149491613e-12,1.0911124044462939e-08,-84.21576664491084,-85.56602604344201,-88.33208900645757,-90.71957353048384,-92.08142491998602,-94.85536545570184,-89.94104121262951,-82.93163681772954,-86.35349495719535
2025.06.18_0.3_3,index=1.0,11,11.0,1,-1.42E-06,-1.42E-06_src-index=1.0_chunk-0011.npy,376320.1201,-3.773383149491613e-12,1.0219513811320804e-08,-84.55259007302095,-85.75892615032124,-88.5236734864618,-91.63241936900914,-92.62161323192935,-95.43672011216637,-89.8332422269209,-83.23598467693557,-86.7953288799585
2025.06.18_0.3_3,index=1.0,12,12.0,1,-1.42E-06,-1.42E-06_src-index=1.0_chunk-0012.npy,376320.1201,-3.773383149491613e-12,1.0145179804294313e-08,-84.55696674776644,-85.85693875503105,-88.61832223907085,-91.48120894871406,-92.5934712434323,-95.15879352969435,-89.95730458172798,-83.29605969974567,-86.80771385731217
2025.06.18_0.3_3,index=1.0,13,13.0,1,-1.42E-06,-1.42E-06_src-index=1.0_chunk-0013.npy,376320.1201,-3.773383149491613e-12,9.956270450206478e-09,-84.60676174678551,-85.79259661834045,-88.56944087866331,-91.92102636552399,-93.11437099627551,-95.57111625672442,-90.17760288264724,-83.30922833409235,-86.91933669911164
2025.06.18_0.3_3,index=1.0,14,14.0,1,-1.42E-06,-1.42E-06_src-index=1.0_chunk-0014.npy,376320.1201,-3.773383149491613e-12,9.735842979857975e-09,-84.68040326675998,-86.11993803058867,-88.60178017679944,-91.09912103301298,-92.89000793719421,-95.64711876807117,-90.22812557360304,-83.37271605515781,-86.66306366675673
2025.06.18_0.3_3,index=1.0,15,15.0,1,-1.42E-06,-1.42E-06_src-index=1.0_chunk-0015.npy,376320.1201,-3.773383149491613e-12,9.924428484269292e-09,-84.71467184770202,-85.60134644491639,-88.84525718418801,-91.57092224387812,-92.9275014377007,-95.83688082314941,-90.09816712729474,-83.22900240799,-86.98737869097015
2025.06.18_0.3_3,index=1.0,16,16.0,1,-1.42E-06,-1.42E-06_src-index=1.0_chunk-0016.npy,376320.1201,-3.773383149491613e-12,1.0096453779938163e-08,-84.68618240201221,-85.75286715091372,-88.41720887076048,-91.42919936711817,-92.80104561374115,-95.3182384517267,-89.98404871108549,-83.17108483863595,-86.65685972032819
2025.06.18_0.3_3,index=1.0,17,17.0,1,-1.42E-06,-1.42E-06_src-index=1.0_chunk-0017.npy,376320.1201,-3.773383149491613e-12,1.005256602165542e-08,-84.72746694142621,-85.8358928748774,-88.38352692225533,-91.51184628762141,-92.96530431986179,-95.29563758307395,-90.09288075644912,-83.2188518938321,-86.66159886514144
2025.06.18_0.3_3,index=1.0,18,18.0,1,-1.42E-06,-1.42E-06_src-index=1.0_chunk-0018.npy,376320.1201,-3.773383149491613e-12,1.0194651092115458e-08,-84.41436661258267,-85.862714306647,-88.65472839523045,-91.44269296715926,-93.06306457550497,-95.29902813718552,-89.9762902116887,-83.30403650394621,-86.81843220113016
2025.06.18_0.3_3,index=1.0,19,19.0,1,-1.42E-06,-1.42E-06_src-index=1.0_chunk-0019.npy,376320.1201,-3.773383149491613e-12,1.053289012315352e-08,-84.57841546348988,-85.47353680326916,-88.44458958508925,-91.0200171264185,-92.70798354871013,-95.38509123011636,-89.8940048596933,-82.96110523413121,-86.53382873822923
2025.06.18_0.3_3,index=1.0,20,20.0,1,-1.42E-06,-1.42E-06_src-index=1.0_chunk-0020.npy,376320.1201,-3.773383149491613e-12,1.0143825478618121e-08,-84.73731379413893,-85.56707865507295,-88.46464513623519,-91.46734474616642,-92.76215289800204,-95.14414963393648,-90.01298148074355,-83.08692234075137,-86.70119761860549
2025.06.18_0.3_3,index=1.0,21,21.0,1,-1.42E-06,-1.42E-06_src-index=1.0_chunk-0021.npy,376320.1201,-3.773383149491613e-12,9.93920470562708e-09,-84.64855720965481,-85.88203436738783,-88.72549153248846,-91.7330608345182,-93.0603918273515,-95.35575164274147,-89.97632514957661,-83.37896480175107,-86.96366853294643
2025.06.18_0.3_3,index=1.0,22,22.0,1,-1.42E-06,-1.42E-06_src-index=1.0_chunk-0022.npy,376320.1201,-3.773383149491613e-12,1.242006914027592e-08,-82.80142740820041,-85.50595228925532,-88.31475262686574,-91.24502282405243,-92.73754195524961,-95.26466240533063,-89.81171108030068,-82.97623804555685,-86.5269992546463
2025.06.18_0.3_3,index=1.0,23,23.0,1,-1.42E-06,-1.42E-06_src-index=1.0_chunk-0023.npy,376320.1201,-3.773383149491613e-12,1.0927016042846948e-08,-83.51903364074964,-85.88402823172379,-88.70456221229703,-91.60234733860145,-93.06100344458584,-95.63492150590372,-90.24600346432486,-83.35464273826689,-86.90581986563829
