experiment_name,source_wav_id,chunk_index,chunk_start_seconds,chunk_duration_seconds,heat_flux,sample_filename,onb_threshold,q_over_onb,signal_power,band_500_1000_db,band_1000_2000_db,band_2000_3000_db,band_3000_5000_db,band_5000_10000_db,band_10000_15000_db,band_15000_22050_db,band_1000_5000_db,band_2000_5000_db
2025.06.11_0.3_2,index=1.3.28E-04,10,10.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0010.npy,368978.105,8.890690140001668e-10,3.790622750192694e-08,-80.09324166631437,-79.65638783982331,-81.85859409949305,-83.79314371260122,-85.85548040786954,-89.50992079158917,-86.62093590401889,-76.6721804125213,-79.70873061113635
2025.06.11_0.3_2,index=1.3.28E-04,11,11.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0011.npy,368978.105,8.890690140001668e-10,4.282874356610035e-08,-79.28514538257865,-79.24974756513437,-81.35701396910086,-83.54021349353951,-85.42802453387174,-89.19232375765937,-86.35075954423073,-76.26576735084925,-79.30254752961008
2025.06.11_0.3_2,index=1.3.28E-04,12,12.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0012.npy,368978.105,8.890690140001668e-10,4.5978102959279744e-08,-79.43788020899332,-78.06560036295058,-80.9628621980306,-83.17385255979491,-85.41206686760988,-89.2329572821412,-86.47048039775459,-75.46100405240003,-78.91884942919592
2025.06.11_0.3_2,index=1.3.28E-04,13,13.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0013.npy,368978.105,8.890690140001668e-10,2.8612615253824208e-08,-81.19886340200617,-80.82745154876562,-83.13227808269795,-85.50916211550208,-87.16482570396522,-90.36797002475132,-87.49264356757894,-77.9753367612106,-81.14980204576301
2025.06.11_0.3_2,index=1.3.28E-04,14,14.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0014.npy,368978.105,8.890690140001668e-10,1.9968198711883213e-08,-81.86067035572958,-82.36803005218279,-84.8734560169244,-87.85675450200176,-89.5602818516266,-92.26130356649192,-89.62161962620634,-79.70992593259466,-83.10352427000878
2025.06.11_0.3_2,index=1.3.28E-04,15,15.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0015.npy,368978.105,8.890690140001668e-10,2.06021597385584e-08,-82.25566157950516,-82.46409737092803,-84.25148735608116,-87.59178038655868,-88.94087835870499,-91.75376945700059,-88.57653037014327,-79.52013934637887,-82.59781040249581
2025.06.11_0.3_2,index=1.3.28E-04,16,16.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0016.npy,368978.105,8.890690140001668e-10,2.0518964648628206e-08,-81.61074879901574,-82.51972913493753,-84.65020226745122,-87.92188970438369,-89.68255683705686,-92.3505345104313,-89.70847297833316,-79.73095123755441,-82.97468269367116
2025.06.11_0.3_2,index=1.3.28E-04,17,17.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0017.npy,368978.105,8.890690140001668e-10,2.0758540518822007e-08,-82.09933503014328,-82.11365853379459,-84.18904261180506,-87.85637609120778,-89.36895725425133,-91.95060093397257,-88.85371594606711,-79.35681685471855,-82.63628896034203
2025.06.11_0.3_2,index=1.3.28E-04,18,18.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0018.npy,368978.105,8.890690140001668e-10,2.185934941664659e-08,-81.48444177040977,-82.5441279089727,-84.25975446561834,-87.48234749778221,-88.74594519316716,-91.45965371185297,-88.60610323690749,-79.54597672304357,-82.56845953020868
2025.06.11_0.3_2,index=1.3.28E-04,19,19.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0019.npy,368978.105,8.890690140001668e-10,2.6281510239615347e-08,-81.43532410945076,-80.93874403954814,-83.56932127286584,-86.07195369652773,-87.74335495024276,-90.84152600410772,-87.71260069481572,-78.26148823569555,-81.63250938692505
2025.06.11_0.3_2,index=1.3.28E-04,20,20.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0020.npy,368978.105,8.890690140001668e-10,2.045930722749151e-08,-81.98335552553777,-82.51401825625629,-84.55921614249394,-87.8156742184939,-89.51914130648558,-92.33700885556708,-88.94425439529454,-79.6822879776674,-82.87881590805634
2025.06.11_0.3_2,index=1.3.28E-04,21,21.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0021.npy,368978.105,8.890690140001668e-10,2.0803156740841258e-08,-81.87637732289191,-82.42969715763067,-84.56670689269794,-87.62379799097411,-89.22522849189454,-92.3747351238133,-89.17033263196592,-79.61080317217476,-82.82133540208935
2025.06.11_0.3_2,index=1.3.28E-04,22,22.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0022.npy,368978.105,8.890690140001668e-10,2.8633240934377555e-08,-81.14379718779523,-80.98029024504956,-83.33558733241335,-85.19873208098174,-86.78656030244863,-90.18542873461922,-87.04776656105054,-78.0577914709072,-81.15770437524732
2025.06.11_0.3_2,index=1.3.28E-04,23,23.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0023.npy,368978.105,8.890690140001668e-10,1.9715432377917094e-08,-82.00311607203975,-82.62814718260432,-84.79989869589375,-87.86242080622876,-89.53257332967111,-92.22764230243904,-89.22257641629335,-79.82666086405861,-83.05632381115012
2025.06.11_0.3_2,index=1.3.28E-04,24,24.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0024.npy,368978.105,8.890690140001668e-10,3.62524423805493e-08,-80.22443310352241,-79.62664395589749,-82.15373531081053,-84.15559722011209,-85.79165565646792,-89.48783382213234,-86.66533133396246,-76.81335499512912,-80.03002949235204
2025.06.11_0.3_2,index=1.3.28E-04,25,25.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0025.npy,368978.105,8.890690140001668e-10,3.844625734812016e-08,-80.16280837753175,-79.26058424846238,-81.79361072776628,-84.05023368730566,-85.82606187358991,-89.32977120220673,-86.31796178899059,-76.49596069928602,-79.76667248643842
2025.06.11_0.3_2,index=1.3.28E-04,26,26.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0026.npy,368978.105,8.890690140001668e-10,3.006885055056056e-08,-80.77930309523009,-80.9030170281116,-83.2327778617892,-84.9811174100819,-86.39001824314892,-89.89592362592042,-86.80760091093563,-77.94551209281937,-81.00925677992804
2025.06.11_0.3_2,index=1.3.28E-04,27,27.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0027.npy,368978.105,8.890690140001668e-10,3.0194836470171896e-08,-80.89248884287117,-80.52369823751418,-82.954204212593,-84.99135056820776,-86.64836142165244,-90.00645205576662,-86.88107018431626,-77.67065045549899,-80.84411108439879
2025.06.11_0.3_2,index=1.3.28E-04,28,28.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0028.npy,368978.105,8.890690140001668e-10,3.15404561206241e-08,-80.87515090230951,-80.42840889328139,-82.79291307454103,-84.47442559029764,-85.88613148693553,-89.99142656450991,-86.92223604302052,-77.47477547690562,-80.54249114204978
2025.06.11_0.3_2,index=1.3.28E-04,29,29.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0029.npy,368978.105,8.890690140001668e-10,1.93252276057269e-08,-82.10384739131307,-82.3663234724807,-84.75560096643784,-88.50006257827822,-90.25716571670901,-92.96290892941686,-90.19054963225528,-79.76457478204472,-83.2258885075349
2025.06.11_0.3_2,index=1.3.28E-04,30,30.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0030.npy,368978.105,8.890690140001668e-10,1.935982707421631e-08,-81.97568641934683,-82.44180993182869,-84.9145103011439,-88.17537848637757,-90.37225303919344,-93.06744516316705,-90.33667085908556,-79.81026012151871,-83.23552460188833
2025.06.11_0.3_2,index=1.3.28E-04,31,31.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0031.npy,368978.105,8.890690140001668e-10,2.092063861618944e-08,-81.69902490734245,-82.32070359451725,-84.57411024081325,-87.49964196896472,-89.16519602657125,-92.1314933526056,-88.8948838537541,-79.53623530324148,-82.78475733761377
2025.06.11_0.3_2,index=1.3.28E-04,32,32.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0032.npy,368978.105,8.890690140001668e-10,2.0423247791779734e-08,-81.83688257570871,-82.24493106160739,-84.49237850011593,-87.94960811495594,-89.99301593253095,-92.49576596818876,-89.81746912183553,-79.5384311770635,-82.87539198705531
2025.06.11_0.3_2,index=1.3.28E-04,33,33.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0033.npy,368978.105,8.890690140001668e-10,4.286362180491221e-08,-76.12978818552507,-79.90817020221189,-84.34053595463934,-87.58934286018244,-89.14685986970579,-91.6298401692329,-88.83631427322564,-78.05857586028915,-82.65767930467076
2025.06.11_0.3_2,index=1.3.28E-04,34,34.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0034.npy,368978.105,8.890690140001668e-10,2.6463353815443585e-08,-81.18769570382979,-81.28407252834361,-83.69592095932794,-86.10691066513256,-87.25221630792427,-90.66726136341515,-87.37019328819602,-78.48907639874635,-81.7259132934563
2025.06.11_0.3_2,index=1.3.28E-04,35,35.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0035.npy,368978.105,8.890690140001668e-10,3.304382029130028e-08,-80.78496255108705,-80.21029582604798,-82.67528391119102,-84.53341129008885,-86.13885440638576,-89.4369062420663,-86.51506331448145,-77.34021926527299,-80.49542159192453
2025.06.11_0.3_2,index=1.3.28E-04,36,36.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0036.npy,368978.105,8.890690140001668e-10,2.5613993820577956e-08,-81.26879259554593,-81.43748547627436,-83.90560979574246,-86.0797383035306,-87.40826895650956,-90.38314054264319,-87.24293853998861,-78.62746178941104,-81.84772220772756
2025.06.11_0.3_2,index=1.3.28E-04,37,37.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0037.npy,368978.105,8.890690140001668e-10,2.217459899942118e-08,-81.71335438406882,-82.21670529179437,-84.49082717041497,-87.12070420045043,-88.66069647351813,-91.04692563524019,-88.386787498204,-79.39352396915793,-82.59936911503644
2025.06.11_0.3_2,index=1.3.28E-04,38,38.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0038.npy,368978.105,8.890690140001668e-10,1.87445576551405e-08,-81.67211452570268,-82.93036510269198,-84.9721119140533,-88.7101888622268,-90.82691483776274,-93.49284451247519,-90.96241280712066,-80.1676480631443,-83.44050298914276
2025.06.11_0.3_2,index=1.3.28E-04,39,39.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0039.npy,368978.105,8.890690140001668e-10,1.8258317432273615e-08,-82.32225778943248,-82.69144453432033,-84.83708390650452,-88.49131097752601,-90.32959491953986,-93.3874129627315,-90.93631213348714,-79.965639880526,-83.2803862882014
2025.06.11_0.3_2,index=1.3.28E-04,40,40.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0040.npy,368978.105,8.890690140001668e-10,1.7959833505877815e-08,-82.32171421880363,-82.78810448555947,-85.0686458392437,-88.65206828236218,-90.77182901532638,-93.50980930689585,-90.82984279736364,-80.11481657467894,-83.4904975321974
2025.06.11_0.3_2,index=1.3.28E-04,41,41.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0041.npy,368978.105,8.890690140001668e-10,1.9698200711755853e-08,-81.58457436084093,-82.5390482368067,-84.78721705554727,-88.69697934854743,-90.6040556504705,-93.26260686687223,-91.06554303540149,-79.89528217861873,-83.30592598493209
2025.06.11_0.3_2,index=1.3.28E-04,42,42.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0042.npy,368978.105,8.890690140001668e-10,1.873757519276853e-08,-81.91277562022518,-82.64123012985303,-85.02959291459838,-88.5991237004746,-90.54397933174653,-93.34469155221439,-90.88229421448145,-80.01524860471105,-83.44720739866528
2025.06.11_0.3_2,index=1.3.28E-04,43,43.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0043.npy,368978.105,8.890690140001668e-10,1.8660505285885225e-08,-81.79887608130697,-82.81978695198907,-85.21185904440645,-88.37717143164386,-90.59634069445883,-93.51962207457788,-90.83593599904498,-80.13721384628982,-83.50200496272242
2025.06.11_0.3_2,index=1.3.28E-04,44,44.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0044.npy,368978.105,8.890690140001668e-10,2.0520342003592714e-08,-81.63675188772977,-82.26019351126988,-84.53481344596415,-88.1339871885708,-89.81461146538102,-92.60787245850483,-89.8821574184084,-79.58638690189855,-82.96145818514228
2025.06.11_0.3_2,index=1.3.28E-04,45,45.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0045.npy,368978.105,8.890690140001668e-10,3.338022464688642e-08,-80.55774637305035,-80.45352221516819,-82.59269776980817,-84.01182561187831,-85.95210617795153,-89.79589273933925,-86.57430406896444,-77.33220367308932,-80.23425241423324
2025.06.11_0.3_2,index=1.3.28E-04,46,46.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0046.npy,368978.105,8.890690140001668e-10,3.208814293661373e-08,-80.42652964226617,-80.64744728581823,-82.76972896710093,-84.87533430786226,-86.53973824224593,-89.7623662406445,-86.46851561828014,-77.65630811205365,-80.68585376242412
2025.06.11_0.3_2,index=1.3.28E-04,47,47.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0047.npy,368978.105,8.890690140001668e-10,3.416712406748194e-08,-80.4298708152632,-80.04351009220848,-82.33781002336823,-84.77283388327253,-86.1494668879298,-89.6867868159316,-86.4887739794272,-77.19653918410873,-80.37655149685753
2025.06.11_0.3_2,index=1.3.28E-04,48,48.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0048.npy,368978.105,8.890690140001668e-10,2.7435159238527153e-08,-81.030897054428,-81.01650863885646,-83.66547941720525,-85.5599745364652,-87.19007892541435,-90.47945814027479,-87.1535391463317,-78.24119788633182,-81.49993290457252
2025.06.11_0.3_2,index=1.3.28E-04,49,49.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0049.npy,368978.105,8.890690140001668e-10,3.565464529242148e-08,-80.19222493094945,-80.00326928036345,-82.09007978823101,-84.09413281586785,-85.96013002439717,-89.4637695116397,-86.56411464848047,-76.97490792166892,-79.96722127887844
2025.06.11_0.3_2,index=1.3.28E-04,50,50.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0050.npy,368978.105,8.890690140001668e-10,3.876304146725246e-08,-79.90769020517594,-79.41537276740954,-81.8375278542574,-84.05171934895162,-85.80720415536064,-89.44577340818068,-86.63052818920133,-76.59060418405787,-79.79471652911016
2025.06.11_0.3_2,index=1.3.28E-04,51,51.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0051.npy,368978.105,8.890690140001668e-10,3.290588646582737e-08,-80.52310893639975,-80.47549420913697,-82.76282170863247,-84.64542360751364,-86.17363661334495,-89.67244080089343,-86.64969394224394,-77.5233532074258,-80.59260154373497
2025.06.11_0.3_2,index=1.3.28E-04,52,52.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0052.npy,368978.105,8.890690140001668e-10,3.983515556147165e-08,-79.83929406041774,-79.18012187897187,-81.55645987529212,-83.73332801984975,-85.94997789051985,-89.38469917122279,-86.52326673602539,-76.32662683844188,-79.49960601481924
2025.06.11_0.3_2,index=1.3.28E-04,53,53.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0053.npy,368978.105,8.890690140001668e-10,4.4888729418746026e-08,-78.98001175541984,-78.69652090356935,-81.16693950952038,-83.58033868074648,-85.77712393117552,-89.30276182804928,-86.49467885965939,-75.92963694172875,-79.19781034901307
2025.06.11_0.3_2,index=1.3.28E-04,54,54.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0054.npy,368978.105,8.890690140001668e-10,4.8211123388081926e-08,-78.82687169464437,-78.21919201673163,-81.05640886266508,-83.21636310920078,-85.28319857613582,-88.90736021336465,-86.61858371719805,-75.578660420685,-78.9931665152249
2025.06.11_0.3_2,index=1.3.28E-04,55,55.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0055.npy,368978.105,8.890690140001668e-10,3.713270859489532e-08,-80.15812138160084,-79.61699541422095,-82.06748067396131,-84.09549019497581,-85.76539471208454,-89.42558603729367,-86.70801898596483,-76.7718667828208,-79.95386908427979
2025.06.11_0.3_2,index=1.3.28E-04,56,56.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0056.npy,368978.105,8.890690140001668e-10,2.8713523633810348e-08,-80.8166582948667,-81.29140182243661,-83.36622826252383,-85.37787123044816,-86.79223665368494,-90.06459895055076,-86.84006469372422,-78.25849379828344,-81.24630276899666
2025.06.11_0.3_2,index=1.3.28E-04,57,57.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0057.npy,368978.105,8.890690140001668e-10,3.5840119047652224e-08,-80.51181989114275,-79.75171249192752,-82.40604402761763,-84.19296391909049,-86.03158243263985,-89.77563550014074,-86.52046786186617,-76.95879806869945,-80.19794077024441
2025.06.11_0.3_2,index=1.3.28E-04,58,58.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0058.npy,368978.105,8.890690140001668e-10,4.3383878613919e-08,-79.28233760036476,-78.65089278683459,-81.50005625876358,-83.62120506546293,-85.51863415026918,-89.267675156303,-86.30463389417449,-76.0090995161174,-79.42209828745769
2025.06.11_0.3_2,index=1.3.28E-04,59,59.0,1,0.000328047,0.000328047_src-index=1.3.28E-04_chunk-0059.npy,368978.105,8.890690140001668e-10,4.0680480994491535e-08,-79.64678383875348,-79.05361952986615,-81.4225987984803,-83.96480146937444,-85.91860431369575,-89.17947518296828,-86.6445183160058,-76.26076905020008,-79.49998261586421
2025.06.11_0.3_2,index=10.3.15E+05,0,0.0,1,315466.1173,315466.1173_src-index=10.3.15E+05_chunk-0000.npy,368978.105,0.854972457783098,4.7554072355194997e-07,-77.49729914818295,-72.05342417643988,-64.11756162038078,-81.6127405772235,-80.31005123086666,-89.63365185942386,-86.14973615796004,-63.40371362633861,-64.04092629341068
2025.06.11_0.3_2,index=10.3.15E+05,1,1.0,1,315466.1173,315466.1173_src-index=10.3.15E+05_chunk-0001.npy,368978.105,0.854972457783098,8.557100227480933e-07,-70.98189754352758,-66.77986998179522,-62.637768116980574,-80.9363539344125,-78.05825544082205,-87.16423652814225,-85.00944468334532,-61.17621558079452,-62.57398107340996
2025.06.11_0.3_2,index=10.3.15E+05,2,2.0,1,315466.1173,315466.1173_src-index=10.3.15E+05_chunk-0002.npy,368978.105,0.854972457783098,8.651722261936305e-07,-71.63598116557368,-67.3869707960252,-62.41117873352528,-82.03297173266827,-78.54100064388187,-87.17360118705687,-85.29004247551995,-61.176238509413785,-62.3640542442616
2025.06.11_0.3_2,index=10.3.15E+05,3,3.0,1,315466.1173,315466.1173_src-index=10.3.15E+05_chunk-0003.npy,368978.105,0.854972457783098,5.885986980331443e-07,-72.3789688372723,-69.21160184085024,-66.35534451757115,-81.6263636504214,-82.35758806148098,-89.09459883579945,-86.06943944850156,-64.45830053960053,-66.22819653070923
2025.06.11_0.3_2,index=10.3.15E+05,4,4.0,1,315466.1173,315466.1173_src-index=10.3.15E+05_chunk-0004.npy,368978.105,0.854972457783098,4.3980589730685697e-07,-70.35986917040344,-67.33192745958773,-65.99628482198948,-81.87816977883173,-81.08671343587687,-88.5842440687693,-85.67323614236454,-63.53853691446037,-65.88560962490808
2025.06.11_0.3_2,index=10.3.15E+05,5,5.0,1,315466.1173,315466.1173_src-index=10.3.15E+05_chunk-0005.npy,368978.105,0.854972457783098,5.471688797495266e-06,-63.78724103921729,-59.65026836934755,-55.35393530882072,-75.21496755349708,-72.17388908147305,-82.53850680180452,-82.14980106766788,-53.94830741037325,-55.309323627280335
2025.06.11_0.3_2,index=10.3.15E+05,6,6.0,1,315466.1173,315466.1173_src-index=10.3.15E+05_chunk-0006.npy,368978.105,0.854972457783098,3.4708175927974084e-06,-64.14835514285237,-60.07765084120415,-56.74501950743724,-78.2970005370096,-72.61934713301369,-83.40150956693225,-82.59021267744453,-55.068216310483535,-56.71474538083936
2025.06.11_0.3_2,index=10.3.15E+05,7,7.0,1,315466.1173,315466.1173_src-index=10.3.15E+05_chunk-0007.npy,368978.105,0.854972457783098,9.34581640263724e-07,-68.74153339109917,-64.95740289882187,-61.46056400208082,-79.04428382621516,-78.12996038128556,-86.9675006421447,-85.13952915121325,-59.8038122518513,-61.385461948091546
2025.06.11_0.3_2,index=10.3.15E+05,8,8.0,1,315466.1173,315466.1173_src-index=10.3.15E+05_chunk-0008.npy,368978.105,0.854972457783098,1.0087862549975247e-06,-68.28831689616037,-64.4433660022658,-61.37566439086268,-77.66194943802955,-78.2408543487153,-86.72927266292245,-84.6286648757026,-59.56594798383395,-61.27471618161648
2025.06.11_0.3_2,index=10.3.15E+05,9,9.0,1,315466.1173,315466.1173_src-index=10.3.15E+05_chunk-0009.npy,368978.105,0.854972457783098,1.9657296434657387e-06,-66.02994963495091,-62.38056820593478,-59.31869847481821,-77.05825718627709,-76.19206827838477,-85.38464412797181,-83.99445712432745,-57.526265459915315,-59.24622158372807
2025.06.11_0.3_2,index=10.3.15E+05,10,10.0,1,315466.1173,315466.1173_src-index=10.3.15E+05_chunk-0010.npy,368978.105,0.854972457783098,5.242364649376529e-06,-62.637618149824696,-58.72925624843398,-54.75728166325502,-73.54500561096627,-71.65893582981082,-82.24600274949972,-81.71219380947699,-53.253081259375286,-54.700244627936605
2025.06.11_0.3_2,index=10.3.15E+05,11,11.0,1,315466.1173,315466.1173_src-index=10.3.15E+05_chunk-0011.npy,368978.105,0.854972457783098,8.85513879060937e-06,-61.35672991972001,-56.80794371175843,-52.975782486673396,-71.58094126782233,-71.42278452447451,-82.63633361583557,-82.12290555603948,-51.42977441243527,-52.916313356863746
2025.06.11_0.3_2,index=10.3.15E+05,12,12.0,1,315466.1173,315466.1173_src-index=10.3.15E+05_chunk-0012.npy,368978.105,0.854972457783098,1.3186225731919542e-07,-80.94487799228236,-79.41712937176085,-72.11251046288078,-81.421984000134,-81.87137617918245,-89.97166602201766,-86.42672419514216,-70.9622513717339,-71.63107000799951
2025.06.11_0.3_2,index=10.3.15E+05,13,13.0,1,315466.1173,315466.1173_src-index=10.3.15E+05_chunk-0013.npy,368978.105,0.854972457783098,1.433808700233699e-07,-80.82058480418578,-77.74323024343764,-69.45123611894667,-79.79248402295883,-80.06748664922799,-89.6047801496846,-86.35695141147053,-68.51482382240248,-69.06724725947723
2025.06.11_0.3_2,index=10.3.15E+05,14,14.0,1,315466.1173,315466.1173_src-index=10.3.15E+05_chunk-0014.npy,368978.105,0.854972457783098,1.8104999357944946e-06,-66.17917178062876,-62.60237825938881,-59.7391043127617,-75.65345855156292,-75.98654067333148,-85.67722492478353,-84.1137224243539,-57.85590689611345,-59.62924313538317
2025.06.11_0.3_2,index=10.3.15E+05,15,15.0,1,315466.1173,315466.1173_src-index=10.3.15E+05_chunk-0015.npy,368978.105,0.854972457783098,5.2044110475848835e-06,-61.71697297401419,-58.137397772603585,-55.76588605262624,-73.20664646103792,-72.39367497600472,-82.71648486203532,-82.2289120633954,-53.73214604253241,-55.688292999372706
2025.06.11_0.3_2,index=10.3.15E+05,16,16.0,1,315466.1173,315466.1173_src-index=10.3.15E+05_chunk-0016.npy,368978.105,0.854972457783098,2.0742862986998464e-06,-65.10066972907907,-61.57455744309501,-59.46682428120586,-77.61579926553013,-75.79436340168965,-85.47261173382705,-83.96051980170367,-57.3427838527546,-59.400818444430506
2025.06.11_0.3_2,index=10.3.15E+05,17,17.0,1,315466.1173,315466.1173_src-index=10.3.15E+05_chunk-0017.npy,368978.105,0.854972457783098,2.213270764804551e-08,-81.3756111061984,-82.61484278449922,-85.45685928918344,-87.50404519804948,-88.02792885306633,-90.7040630577543,-87.00347696334184,-79.9568714121193,-83.3506269990496
