weight_randomforest,weight_conformer,weight_alexnet,mean_rmse_all_conditions,mean_rmse_clean,mean_rmse_noisy,max_rmse_excess_vs_rf,conditions_beating_rf,conditions_not_worse_than_rf
0.08,0.83,0.09,174243.4859224007,82328.75716037203,189562.60738273876,160743.13540947554,3,3
0.08,0.84,0.08,174793.6484707828,82357.91873593301,190199.60342659106,161896.9421152381,3,3
0.08,0.85,0.07,175346.02233992214,82389.27452426786,190838.81364253117,163052.63057031477,3,3
0.08,0.86,0.06,175900.5833955645,82422.82705226129,191480.20945278168,164210.178737599,3,3
0.08,0.87,0.05,176457.30786588823,82458.57866059248,192123.7627334375,165369.56488810742,3,3
0.08,0.88,0.04,177016.17233569347,82496.53150028935,192769.44580826082,166530.7675963496,3,3
0.08,0.89,0.03,177577.15374056145,82536.68752935651,193417.23144242895,167693.76573576196,3,3
0.08,0.9,0.02,178140.22936099427,82579.04850948324,194067.09283624613,168858.53847420454,3,3
0.08,0.91,0.01,178705.37681654555,82623.61600283776,194719.00361883023,170025.06526952155,3,3
0.08,0.92,0.0,179272.57405995016,82670.39136895396,195372.9378417829,171193.32586516446,3,3
0.09,0.0,0.91,138536.1301540774,86636.64266999155,147186.04473475838,84820.54919338823,3,3
0.09,0.01,0.9,138780.6775535726,86505.13754595838,147493.26755484162,85387.05965302468,3,3
0.09,0.02,0.89,139030.50107716507,86375.30703203766,147806.366751353,85957.60205868789,3,3
0.09,0.03,0.88,139285.5723403197,86247.15872984724,148125.3079420651,86532.14488840158,3,3
0.09,0.04,0.87,139545.86187145254,86120.70024403108,148450.05547602277,87110.65673034111,3,3
0.09,0.05,0.86,139811.3391415617,85995.93918184907,148780.5724681805,87693.106287083,3,3
0.09,0.06,0.85,140081.97259576817,85872.88315274603,149116.82083627186,88279.46237971215,3,3
0.09,0.07,0.84,140357.72968663636,85751.53976789734,149458.76133975957,88869.69395178882,3,3
0.09,0.08,0.83,140638.57690913617,85631.91663973064,149806.35362070374,89463.77007317697,3,3
0.09,0.09,0.82,140924.47983710445,85514.02138142222,150159.55624638477,90061.65994373555,3,3
0.09,0.1,0.81,141215.40316105908,85397.8616063664,150518.32675350783,90663.33289687475,3,3
0.09,0.11,0.8,141511.31072721543,85283.44492761692,150882.6216938152,91268.75840297888,3,3
0.09,0.12,0.79,141812.16557755298,85170.77895729875,151252.3966809287,91877.90607269839,3,3
0.09,0.13,0.78,142117.92999078013,85059.87130598881,151627.60643824533,92490.7456601118,3,3
0.09,0.14,0.77,142428.56552404282,84950.72958206422,152008.20484770593,93107.2470657609,3,3
0.09,0.15,0.76,142744.03305522693,84843.36139101673,152394.14499926197,93727.38033956027,3,3
0.09,0.16,0.75,143064.29282570328,84737.77433473169,152785.37924086524,94351.11568358372,3,3
0.09,0.17,0.74,143389.30448336943,84633.97601072995,153181.8592288094,94978.42345472935,3,3
0.09,0.18,0.73,143719.0271258445,84531.9740113715,153583.53597825664,95609.27416726586,3,3
0.09,0.19,0.72,144053.41934367875,84431.77592301888,153990.3599137887,96243.63849526175,3,3
0.09,0.2,0.71,144392.4392634451,84333.38932515935,154402.280919826,96881.48727489973,3,3
0.09,0.21,0.7,144736.04459058333,84236.82178948361,154819.24839076662,97522.79150667883,3,3
0.09,0.22,0.69,145084.19265187805,84142.08087892013,155241.21128070436,98167.52235750586,3,3
0.09,0.23,0.68,145436.84043745286,84049.17414662313,155668.11815259114,98815.65116267878,3,3
0.09,0.24,0.67,145793.94464217598,83958.10913491294,156099.9172267198,99467.14942776409,3,3
0.09,0.25,0.66,146155.46170637538,83868.89337416699,156536.5564284101,100121.98883037071,3,3
0.09,0.26,0.65,146521.34785577128,83781.53438165993,156977.9834347899,100780.14122182166,3,3
0.09,0.27,0.64,146891.55914054153,83696.03966035154,157424.14572057326,101441.57862872732,3,3
0.09,0.28,0.63,147266.0514734419,83612.41669762072,157874.99060274547,102106.27325446048,3,3
0.09,0.29,0.62,147644.7806669129,83530.67296394426,158330.4652840744,102774.19748053746,3,3
0.09,0.3,0.61,148027.70246911113,83450.81591151888,158790.5168953765,103445.32386790574,3,3
0.09,0.31,0.6,148414.7725988103,83372.85297282499,159255.09253647452,104119.62515814154,3,3
0.09,0.32,0.59,148805.94677912706,83296.79155913128,159724.13931579303,104797.07427455857,3,3
0.09,0.33,0.58,149201.1807700309,83222.63905893815,160197.60438854634,105477.6443232309,3,3
0.09,0.34,0.57,149600.43039960598,83150.40283635932,160675.43499348045,106161.30859393164,3,3
0.09,0.35,0.56,150003.6515940404,83080.09022944001,161157.57848814048,106949.70952566492,3,3
0.09,0.36,0.55,150410.80040632174,83011.70854841066,161643.98238264024,107978.71476983631,3,3
0.09,0.37,0.54,150821.83304362782,82945.2650738753,162134.5943719199,109011.15504901396,3,3
0.09,0.38,0.53,151236.7058934042,82880.76705493314,162629.3623664827,110046.98637865623,3,3
0.09,0.39,0.52,151655.37554812612,82818.22170723291,163128.2345216084,111086.16538116615,3,3
0.09,0.4,0.51,152077.79882874934,82757.63621095863,163631.15926504775,112128.6492789982,3,3
0.09,0.41,0.5,152503.9328068557,82699.0177087466,164138.08532320723,113174.39588774103,3,3
0.09,0.42,0.49,152933.73482550762,82642.37330353235,164648.9617458369,114223.36360918364,3,3
0.09,0.43,0.48,153367.16251882518,82587.71005632747,165163.7379292415,115275.51142436935,3,3
0.09,0.44,0.47,153804.1738303069,82535.03498392575,165682.3636380371,116330.79888664483,3,3
0.09,0.45,0.46,154244.72702991584,82484.355056538,166204.78902547885,117389.18611470828,3,3
0.09,0.46,0.45,154688.78072995733,82435.67719535586,166730.96465239095,118450.63378566285,3,3
0.09,0.47,0.44,155136.29389977557,82389.00827004413,167260.8415047308,119515.10312807892,3,3
0.09,0.48,0.43,155587.2258792995,82344.35509616177,167794.3710098225,120582.55591507128,3,3
0.09,0.49,0.42,156041.5363914705,82301.72443251195,168331.50505129693,121652.95445739393,3,3
0.09,0.5,0.41,156499.18555358422,82261.12297842118,168872.19598277807,122726.26159655771,3,3
0.09,0.51,0.4,156960.13388758327,82222.55737094826,169416.39664035582,123802.44069797368,3,3
0.09,0.52,0.39,157424.3423293352,82186.03418202374,169964.06035388712,124881.45564412654,3,3
0.09,0.53,0.38,157891.77223693312,82151.55991552053,170515.14095716854,125963.27082778077,3,3
0.09,0.54,0.37,158362.38539805665,82119.14100425674,171069.59279702333,127047.85114522307,3,3
0.09,0.55,0.36,158836.1440364304,82088.78380693198,171627.37074134676,128135.1619895439,3,3
0.09,0.56,0.35,159313.010817418,82060.49460499846,172188.43018615458,129225.16924396044,3,3
0.09,0.57,0.34,159792.94885278985,82034.27959946833,172752.72706167676,130317.83927518444,3,3
0.09,0.58,0.33,160275.92170470228,82010.14490765911,173320.21783754282,131413.13892683614,3,3
0.09,0.59,0.32,160761.89338892515,81988.09655987904,173890.8595270995,132511.03551290766,3,3
0.09,0.6,0.31,161250.82837735597,81968.14049605456,174464.6096909062,133611.49681127677,3,3
0.09,0.61,0.3,161742.69159985572,81950.28256230215,175041.42643944797,134714.4910572737,3,3
0.09,0.62,0.29,162237.4484454436,81934.52850744693,175621.2684351097,135819.9869373025,3,3
0.09,0.63,0.28,162735.064762885,81920.8839794913,176204.09489345065,136927.95358251844,3,3
0.09,0.64,0.27,163235.50686070765,81909.35452203556,176789.86558381963,138038.36056256277,3,3
0.09,0.65,0.26,163738.7415066787,81899.94557065472,177378.54082934937,139151.17787935672,3,3
0.09,0.66,0.25,164244.73592677663,81892.66244923393,177970.08150636707,140266.37596095522,3,3
0.09,0.67,0.24,164753.4578036884,81887.5103662667,178564.44904325868,141383.9256554622,3,3
0.09,0.68,0.23,165264.87527486365,81884.49441111919,179161.60541882104,142503.79822500743,3,3
0.09,0.69,0.22,165778.95693015432,81883.61955026496,179761.5131601359,143625.96533978678,3,3
0.09,0.7,0.21,166295.67180907016,81884.89062349377,180364.13533999957,144750.3990721667,3,3
0.09,0.71,0.2,166814.98939767596,81888.31234009925,180969.4355739387,145877.07189085195,3,3
0.09,0.72,0.19,167336.87962515804,81893.88927504963,181577.37801684273,147005.9566551193,3,3
0.09,0.73,0.18,167861.3128600856,81901.62586514647,182187.9273592421,148137.02660911693,3,3
0.09,0.74,0.17,168388.25990639112,81911.52640517596,182801.0488232603,149270.25537622866,3,3
0.09,0.75,0.16,168917.69199909308,81923.59504405815,183416.70815826557,150405.61695350602,3,3
0.09,0.76,0.15,169449.58079978378,81937.8357809992,184034.87163624787,151543.08570616553,3,3
0.09,0.77,0.14,169983.89839190373,81954.25246165179,184655.50604694575,152682.63636215375,3,3
0.09,0.78,0.13,170520.61727582276,81972.84877428958,185278.57869274495,153824.24400677823,3,3
0.09,0.79,0.12,171059.71036374717,81993.62824600113,185904.05738337152,154967.88407740684,3,3
0.09,0.8,0.11,171601.1509744725,82016.59423890903,186531.91043039976,156113.53235823254,3,3
0.09,0.81,0.1,172144.91282799753,82041.74994642015,187162.1066415937,157261.1649751066,3,3
0.09,0.82,0.09,172690.97004001835,82069.09838951308,187794.61531510262,158410.75839043723,3,3
0.09,0.83,0.08,173239.29711631738,82098.64241306855,188429.4062335255,159562.28939815663,3,3
0.09,0.84,0.07,173789.86894706116,82130.38468224947,189066.44965786312,160715.73511875304,3,3
0.09,0.85,0.06,174342.66080102386,82164.327678936,189705.71632137182,161871.07299436984,3,3
0.09,0.86,0.05,174897.64831974698,82200.47369822265,190347.17742333433,163028.2807839712,3,3
0.09,0.87,0.04,175454.80751164968,82238.82484498317,190990.80462276077,164187.33655857277,3,3
0.09,0.88,0.03,176014.1147461012,82279.38303050982,191636.57003203308,165348.21869653784,3,3
0.09,0.89,0.02,176575.54674746614,82322.14996923276,192284.44621050503,166510.90587893937,3,3
0.09,0.9,0.01,177139.08058913343,82367.12717552648,192934.40615806793,167675.37708498596,3,3
0.09,0.91,0.0,177704.69368753934,82414.3159606089,193586.42330869442,168841.6115875122,3,3
0.1,0.0,0.9,137569.66678359458,86238.44460480245,146124.87048005997,83572.63168965513,3,3
0.1,0.01,0.89,137812.52650291898,86108.59338295314,146429.84868957996,84136.92188405455,3,3
0.1,0.02,0.88,138060.70581682003,85980.42958307904,146740.75185577685,84705.27884676779,3,3
0.1,0.03,0.87,138314.17612888763,85853.96082472458,147057.5453462481,85277.67072283509,3,3
0.1,0.04,0.86,138572.90773202744,85729.19472929898,147380.1932324822,85854.06576650147,3,3
0.1,0.05,0.85,138836.8698385828,85606.13891963911,147708.6583250734,86434.4323456189,3,3
0.1,0.06,0.84,139106.0306124321,85484.80101954985,148042.90221124582,87018.73894590238,3,3
0.1,0.07,0.83,139380.35720292933,85365.18865332077,148382.88529453072,87606.95417504187,3,3
0.1,0.08,0.82,139659.815780544,85247.30944521734,148728.56683643177,88199.04676667156,3,3
0.1,0.09,0.81,139944.3715740562,85131.1710189458,149079.90499990789,88794.98558419797,3,3
0.1,0.1,0.8,140233.98890915228,85016.78099709009,149436.856894496,89394.73962448948,3,3
0.1,0.11,0.79,140528.63124827007,84904.14700051947,149799.37862289516,89998.27802142818,3,3
0.1,0.12,0.78,140828.26123153255,84793.27664776526,150167.4253288271,90605.57004932719,3,3
0.1,0.13,0.77,141132.84071861565,84684.17755436557,150540.9512459907,91216.58512621387,3,3
0.1,0.14,0.76,141442.33083139005,84576.85733217614,150919.90974792573,91831.29281698292,3,3
0.1,0.15,0.75,141756.6919971803,84471.32358864613,151304.25339860268,92449.66283641921,3,3
0.1,0.16,0.74,142075.88399248727,84367.58392605725,151693.93400355897,93071.66505209464,3,3
0.1,0.17,0.73,142399.86598702116,84265.6459407244,152088.902661404,93697.26948713948,3,3
0.1,0.18,0.72,142728.59658789742,84165.51722215688,152489.10981552085,94326.44632289116,3,3
0.1,0.19,0.71,143062.03388385236,84067.20535217813,152894.50530579808,94959.1659014227,3,3
0.1,0.2,0.7,143400.13548933977,83970.71790400246,153305.03842022934,95595.39872795268,3,3
0.1,0.21,0.69,143742.85858837742,83876.06244126771,153720.6579462291,96235.11547313901,3,3
0.1,0.22,0.68,144090.1599780172,83783.24651702154,154141.3122215165,96878.28697525931,3,3
0.1,0.23,0.67,144441.9961113202,83692.27767266048,154566.94918443015,97524.88424227908,3,3
0.1,0.24,0.66,144798.3231397264,83603.16343681974,154997.51642354415,98174.87845381102,3,3
0.1,0.25,0.65,145159.09695471465,83515.91132421249,155432.961226465,98828.24096296716,3,3
0.1,0.26,0.64,145524.2732286573,83430.52883441701,155873.23062769737,99484.94329810617,3,3
0.1,0.27,0.63,145893.80745478225,83347.02345061016,156318.27145547757,100144.95716447782,3,3
0.1,0.28,0.62,146267.65498616206,83265.4026382458,156768.03037748148,100808.25444576799,3,3
0.1,0.29,0.61,146645.77107366003,83185.67384367673,157222.4539453239,101474.80720554478,3,3
0.1,0.3,0.6,147028.11090276754,83107.84449271865,157681.4886377757,102144.58768860952,3,3
0.1,0.31,0.59,147414.62962927937,83031.92198915473,158145.0809026335,102817.56832225376,3,3
0.1,0.32,0.58,147805.2824137576,82957.9137131797,158613.17719718727,103493.72171742556,3,3
0.1,0.33,0.57,148200.02445474433,82885.82701978201,159085.72402723803,104173.02066980631,3,3
0.1,0.34,0.56,148598.81102068967,82815.66923706268,159562.6679846275,104855.43816080081,3,3
0.1,0.35,0.55,149001.59748056988,82747.44766449022,160043.95578324978,105806.03486747143,3,3
0.1,0.36,0.54,149408.339333175,82681.16957108985,160529.53429352253,106833.81992689482,3,3
0.1,0.37,0.53,149818.99223505356,82616.84219356663,161019.35057530145,107865.06691495143,3,3
0.1,0.38,0.52,150233.51202710686,82554.47273436096,161513.3519092312,108899.73134296571,3,3
0.1,0.39,0.51,150651.85475983119,82494.06835963628,162011.48582653032,109937.7693376166,3,3
0.1,0.4,0.5,151073.97671721163,82435.63619719747,162513.700137214,110979.13763396296,3,3
0.1,0.41,0.49,151499.83443927622,82379.18333434002,163019.9429567656,112023.79356844278,3,3
0.1,0.42,0.48,151929.38474332195,82324.71681562874,163530.16273127077,113071.69507185259,3,3
0.1,0.43,0.47,152362.58474383087,82272.24364060603,164044.30826103498,114122.80066231344,3,3
0.1,0.44,0.46,152799.39187109604,82221.77076142932,164562.32872270714,115177.06943822905,3,3
0.1,0.45,0.45,153239.76388858096,82173.30508043709,165084.17368993827,116234.46107124208,3,3
0.1,0.46,0.44,153683.6589090394,82126.85344764397,165609.7931526053,117294.93579919336,3,3
0.1,0.47,0.43,154131.03540942475,82082.42265816456,166139.1375346348,118358.45441908948,3,3
0.1,0.48,0.42,154581.85224462027,82040.01944956626,166672.1577104626,119424.97828008307,3,3
0.1,0.49,0.41,155036.06866002353,81999.65049915154,167208.80502016886,120494.4692764704,3,3
0.1,0.5,0.4,155493.64430302006,81961.32242117023,167749.03128332837,121566.8898407105,3,3
0.1,0.51,0.39,155954.53923338265,81925.04176396212,168292.78881161942,122642.2029364696,3,3
0.1,0.52,0.38,156418.7139326333,81890.81500703115,168840.03042023367,123720.37205169466,3,3
0.1,0.53,0.37,156886.129312406,81858.64855805202,169390.7094381317,124801.36119171957,3,3
0.1,0.54,0.36,157356.74672184937,81828.54874981014,169944.77971718923,125885.13487240698,3,3
0.1,0.55,0.35,157830.52795410765,81800.5218370768,170502.19564027945,126971.65811332897,3,3
0.1,0.56,0.34,158307.43525191981,81774.57399342059,171062.91212833635,128060.89643098964,3,3
0.1,0.57,0.33,158787.43131237556,81750.71130795713,171626.88464644534,129152.81583209161,3,3
0.1,0.58,0.32,159270.47929086754,81728.93978203893,172194.06920900565,130247.38280684972,3,3
0.1,0.59,0.31,159756.5428042781,81709.26532588743,172764.4223840098,131344.5643223534,3,3
0.1,0.6,0.3,160245.58593343917,81691.69375516972,173337.90129648408,132444.32781598065,3,3
0.1,0.61,0.29,160737.57322490276,81676.2307875222,173914.46363113288,133546.64118886448,3,3
0.1,0.62,0.28,161232.4696920593,81662.88203902425,174494.06763423182,134651.4727994153,3,3
0.1,0.63,0.27,161730.24081563906,81651.65302062446,175076.67211480817,135758.7914568989,3,3
0.1,0.64,0.26,162230.85254363387,81642.54913452292,175662.23644515235,136868.56641507323,3,3
0.1,0.65,0.25,162734.27129067163,81635.57567051258,176250.72056069813,137980.76736588427,3,3
0.1,0.66,0.24,163240.463936879,81630.73780228345,176842.0849593116,139095.36443322292,3,3
0.1,0.67,0.23,163749.39782626266,81628.04058369329,177436.2907000242,140212.32816674374,3,3
0.1,0.68,0.22,164261.04076464317,81627.48894500876,178033.29940124892,141331.62953574647,3,3
0.1,0.69,0.21,164775.36101716975,81629.08768912118,178633.07323851122,142453.2399231214,3,3
0.1,0.7,0.2,165292.32730544673,81632.84148774111,179235.57494173094,143577.13111935998,3,3
0.1,0.71,0.19,165811.9088042987,81638.7548775766,179840.76779208574,144703.27531662956,3,3
0.1,0.72,0.18,166334.07513820336,81646.83225649933,180448.6156184873,145831.64510291524,3,3
0.1,0.73,0.17,166858.79637741606,81657.07787970395,181059.0827937014,146962.21345622803,3,3
0.1,0.74,0.16,167386.04303381298,81669.49585586553,181672.13423013754,148094.95373887924,3,3
0.1,0.75,0.15,167915.7860564756,81684.0901433002,182287.73537533818,149229.83969182317,3,3
0.1,0.76,0.14,168447.9968270399,81700.86454613468,182905.8522071907,150366.8454290668,3,3
0.1,0.77,0.13,168982.64715483206,81719.82271048956,183526.45122888914,151505.94543214748,3,3
0.1,0.78,0.12,169519.70927181165,81740.96812068306,184149.4994636665,152647.11454467854,3,3
0.1,0.79,0.11,170059.1558273418,81764.3040954598,184774.96444932217,153790.32796696346,3,3
0.1,0.8,0.1,170600.95988280536,81789.83378425146,185402.81423256433,154935.56125067716,3,3
0.1,0.81,0.09,171145.09490608494,81817.56016347463,186033.0173631867,156082.79029361653,3,3
0.1,0.82,0.08,171691.5347659243,81847.48603287245,186665.54288809965,157231.99133451824,3,3
0.1,0.83,0.07,172240.2537261859,81879.61401190567,187300.36034523265,158383.14094794454,3,3
0.1,0.84,0.06,172791.22644002107,81913.94653619973,187937.4397573246,159536.21603923698,3,3
0.1,0.85,0.05,173344.42794396685,81950.48585405394,188576.75162561898,160691.19383953745,3,3
0.1,0.86,0.04,173899.8336519823,81989.2340230188,189218.2669234762,161848.05190087663,3,3
0.1,0.87,0.03,174457.4193494386,82030.19290654817,189861.95708992035,163006.76809132932,3,3
0.1,0.88,0.02,175017.1611870729,82073.3641707322,190507.79402312968,164167.320590236,3,3
0.1,0.89,0.01,175579.035674919,82118.74928111727,191155.75007388595,165329.68788349134,3,3
0.1,0.9,0.0,176143.01967622503,82166.34949961951,191805.79803899262,166493.84875889798,3,3
0.11,0.0,0.89,136609.95774076218,85849.72243660112,145069.99695812236,82328.57198253335,3,3
0.11,0.01,0.88,136851.09463498514,85721.55125028036,145372.68519910262,82890.6060778982,3,3
0.11,0.02,0.87,137097.595120663,85595.08026741382,145681.34759620452,83456.74223691429,3,3
0.11,0.03,0.86,137349.4303928754,85470.31712272351,145995.9492712341,84026.94826874428,3,3
0.11,0.04,0.85,137606.57051174564,85347.26945158765,146316.454021772,84601.19209069281,3,3
0.11,0.05,0.84,137868.98443305254,85225.94488957532,146642.8243569654,85179.44173276695,3,3
0.11,0.06,0.83,138136.64004088793,85106.3510719576,146975.02153570967,85761.66534208678,3,3
0.11,0.07,0.82,138409.50418222166,84988.49563319368,147313.00560705963,86347.83118714739,3,3
0.11,0.08,0.81,138687.54270322784,84872.38620639076,147656.73545270067,86937.90766193409,3,3
0.11,0.09,0.8,138970.72048722234,84758.03042273626,148006.16883130334,87531.86328989288,3,3
0.11,0.1,0.79,139259.00149405442,84645.43591090104,148361.26242457997,88129.6667277579,3,3
0.11,0.11,0.78,139552.34880079288,84534.61029641195,148721.97188485635,88731.28676923731,3,3
0.11,0.12,0.77,139850.7246435452,84425.56120099266,149088.25188397063,89336.69234856052,3,3
0.11,0.13,0.76,140154.0904602459,84318.29624187083,149460.05616330844,89945.85254388783,3,3
0.11,0.14,0.75,140462.40693425093,84212.82303105052,149837.33758478437,90558.7365805851,3,3
0.11,0.15,0.74,140775.6340385763,84109.14917454806,150220.048182581,91175.3138343654,3,3
0.11,0.16,0.73,141093.73108061947,84007.28227158991,150608.13921545775,91795.55383429985,3,3
0.11,0.17,0.72,141416.65674720836,83907.22991377114,151001.56121944787,92419.42626569973,3,3
0.11,0.18,0.71,141744.36914982277,83808.99968417268,151400.26406076446,93046.90097287198,3,3
0.11,0.19,0.7,142076.82586984115,83712.59915643609,151804.19698874198,93677.94796175073,3,3
0.11,0.2,0.69,142413.98400366947,83618.03589379402,152213.30868864869,94312.53740240657,3,3
0.11,0.21,0.68,142755.80020761513,83525.317448055,152627.5473342085,94950.63963143626,3,3
0.11,0.22,0.67,143102.23074237703,83434.45135854096,153046.860639683,95592.22515423497,3,3
0.11,0.23,0.66,143453.23151702754,83345.44515097582,153471.19591136952,96237.2646471535,3,3
0.11,0.24,0.65,143808.75813237316,83258.30633632379,153900.5000983814,96885.72895954255,3,3
0.11,0.25,0.64,144168.76592358528,83173.0424095757,154334.71984258687,97537.58911568663,3,3
0.11,0.26,0.63,144533.21000200295,83089.66084848194,154773.80152758976,98192.81631662982,3,3
0.11,0.27,0.62,144902.045296017,83008.16911223067,155217.69132664806,98851.38194189564,3,3
0.11,0.28,0.61,145275.2265909528,82928.57464006946,155666.33524943338,99513.25755110342,3,3
0.11,0.29,0.6,145652.70856787887,82850.88484986946,156119.67918754707,100178.41488548374,3,3
0.11,0.3,0.59,146034.44584127452,82775.10713663032,156577.66895871522,100846.82586929467,3,3
0.11,0.31,0.58,146420.39299550062,82701.24887092476,157040.25034959655,101518.4626111417,3,3
0.11,0.32,0.57,146810.5046200234,82629.31739728143,157507.36915714707,102193.29740520337,3,3
0.11,0.33,0.56,147204.73534335027,82559.32003250481,157978.9712284912,102871.30273236503,3,3
0.11,0.34,0.55,147603.03986564334,82491.26406393117,158455.00249926202,103641.80100659427,3,3
0.11,0.35,0.54,148005.3729899845,82425.15674761911,158935.4090303787,104664.80868662271,3,3
0.11,0.36,0.53,148411.68965227224,82361.0053064743,159420.13704323856,105691.3512234505,3,3
0.11,0.37,0.52,148821.94494973624,82298.81692830667,159909.13295330785,106721.38298554774,3,3
0.11,0.38,0.51,149236.09416806375,82238.59876381997,160402.3434021044,107754.85897228884,3,3
0.11,0.39,0.5,149654.09280713566,82180.35792453245,160899.71528756953,108791.73480693321,3,3
0.11,0.4,0.49,150075.89660537653,82124.10148062803,161401.19579283462,109831.96672957,3,3
0.11,0.41,0.48,150501.461562728,82069.83645873777,161906.7324133931,110875.51159003345,3,3
0.11,0.42,0.47,150930.74396225842,82017.5698396507,162416.27298269302,111922.32684079604,3,3
0.11,0.43,0.46,151363.70039042685,81967.308555954,162929.76569617234,112972.3705298458,3,3
0.11,0.44,0.45,151800.28775602323,81919.05948960231,163447.15913376008,114025.60129355363,3,3
0.11,0.45,0.44,152240.46330780894,81872.82946941578,163968.4022808745,115081.97834953718,3,3
0.11,0.46,0.43,152684.18465088593,81828.62526850749,164493.444547949,116141.46148952554,3,3
0.11,0.47,0.42,153131.40976182473,81786.45360163976,165022.23578852223,117204.01107223093,3,3
0.11,0.48,0.41,153582.09700258463,81746.32112251033,165554.72631593037,118269.58801623218,3,3
0.11,0.49,0.4,154036.2051332596,81708.23442096845,166090.86691864143,119338.15379287367,3,3
0.11,0.5,0.39,154493.69332368727,81672.20002016176,166630.60887427485,120409.67041918542,3,3
0.11,0.51,0.38,154954.52116395882,81638.22437361484,167173.90396234952,121484.10045082751,3,3
0.11,0.52,0.37,155418.64867386708,81606.31386224028,167720.70447580487,122561.40697506286,3,3
0.11,0.53,0.36,155886.03631133368,81576.47479128349,168270.96323134203,123641.55360376203,3,3
0.11,0.54,0.35,156356.644979855,81548.71338720272,168824.63357863037,124724.50446644364,3,3
0.11,0.55,0.34,156830.4360350072,81523.03579448581,169381.66940842743,125810.22420335314,3,3
0.11,0.56,0.33,157307.37129005068,81499.44807240501,169942.0251596583,126898.6779585829,3,3
0.11,0.57,0.32,157787.41302067472,81477.95619171274,170505.6558255017,127989.83137323736,3,3
0.11,0.58,0.31,158270.5239689231,81458.56603127923,171072.5169585304,129083.65057864401,3,3
0.11,0.59,0.3,158756.6673463391,81441.28337467537,171642.5646749497,130180.10218961423,3,3
0.11,0.6,0.29,159245.80683637128,81426.11390670261,172215.75565798272,131279.1532977554,3,3
0.11,0.61,0.28,159737.9065960773,81413.06320987314,172792.04716044466,132380.77146483655,3,3
0.11,0.62,0.27,160232.93125716434,81402.13676084291,173371.39700655124,133484.92471620895,3,3
0.11,0.63,0.26,160730.8459264041,81393.33992680085,173953.7635930046,134591.58153428452,3,3
0.11,0.64,0.25,161231.61618545753,81386.6779618176,174539.10588939753,135700.71085207234,3,3
0.11,0.65,0.24,161735.20809014578,81382.15600315713,175127.38343797726,136812.28204677528,3,3
0.11,0.66,0.23,162241.58816920148,81379.77906755531,175718.5563528092,137926.26493344858,3,3
0.11,0.67,0.22,162750.72342253322,81379.5520474692,176312.58531837724,139042.62975872017,3,3
0.11,0.68,0.21,163262.58131903684,81381.47970730103,176909.4315876595,140161.34719457565,3,3
0.11,0.69,0.2,163777.12979398342,81385.5666796016,177509.05697971373,141282.3883322075,3,3
0.11,0.7,0.19,164294.337246015,81391.81746125736,178111.42387680794,142405.7246759297,3,3
0.11,0.71,0.18,164814.1725337761,81400.23640966602,178716.49522112779,143531.32813715842,3,3
0.11,0.72,0.17,165336.60497221028,81410.8277389054,179324.23451109443,144659.1710284605,3,3
0.11,0.73,0.16,165861.60432854688,81423.59551590077,179934.60579732124,145789.22605766857,3,3
0.11,0.74,0.15,166389.14081800473,81438.54365659585,180547.5736782395,146921.46632206417,3,3
0.11,0.75,0.14,166919.18509923643,81455.6759221328,181163.1032954204,148055.86530263006,3,3
0.11,0.76,0.13,167451.7082695375,81474.99591504675,181781.1603286193,149192.39685837005,3,3
0.11,0.77,0.12,167986.68185984163,81496.50707548049,182401.7109905685,150331.0352206985,3,3
0.11,0.78,0.11,168524.0778295241,81520.21267742528,183024.72202154054,151471.75498789886,3,3
0.11,0.79,0.1,169063.8685610332,81546.11582499319,183650.1606837065,152614.5311196511,3,3
0.11,0.8,0.09,169606.02685436895,81574.21944872766,184277.9947553092,153759.3389316282,3,3
0.11,0.81,0.08,170150.52592142724,81604.52630195767,184908.19252467217,154906.154090163,3,3
0.11,0.82,0.07,170697.3393802265,81637.03895720212,185540.7227840639,156054.9526069826,3,3
0.11,0.83,0.06,171246.44124903384,81671.75980263043,186175.55482343436,157205.71083401312,3,3
0.11,0.84,0.05,171797.80594040488,81708.69103858546,186812.65842404144,158358.4054582524,3,3
0.11,0.85,0.04,172351.40825515357,81747.83467417532,187452.00385198332,159513.01349671208,3,3
0.11,0.86,0.03,172907.22337626392,81789.19252394012,188093.56185165123,160669.5122914277,3,3
0.11,0.87,0.02,173465.2268627576,81832.7662046,188737.30363911728,161827.87950453686,3,3
0.11,0.88,0.01,174025.39464352993,81878.55713189054,189383.20089546984,162988.0931134253,3,3
0.11,0.89,0.0,174587.703011164,81926.56651749184,190031.22576010937,164150.1314059407,3,3
0.12,0.0,0.88,135657.14666103778,85470.6087003291,144021.56965448929,81088.4375134267,3,3
0.12,0.01,0.87,135896.52468705387,85344.14359042908,144321.92153649137,81648.17899564776,3,3
0.12,0.02,0.86,136141.3108301108,85219.39142557398,144628.2973975336,82212.05831631052,3,3
0.12,0.03,0.85,136391.47608055014,85096.35985281649,144940.66211850577,82780.04294586738,3,3
0.12,0.04,0.84,136646.9902688299,84975.0565186093,145258.97922719995,83352.10046172814,3,3
0.12,0.05,0.83,136907.82209662587,84855.48906831049,145583.21093467844,83928.19855298428,3,3
0.12,0.06,0.82,137173.93917005122,84737.66514566423,145913.31817411573,84508.30502497964,3,3
