seed,snr,model_key,model,region,chunks,r2,rmse,mae,mean_residual,misses,false_alarms
42,0,conformer,Conformer,near,60,-1.521316638390241e+29,22703.350553807606,17472.698878333336,-11588.607641666678,41,0
42,0,conformer,Conformer,above,540,0.9278157322879371,47930.42936568892,39722.48261143518,4735.262365046297,43,0
42,0,conformer,Conformer,all,1080,0.8001350986955004,121739.76764253217,87654.16219805575,68437.55628662057,84,59
42,0,alexnet,AlexNet,below,480,-4.024732841244902,181389.8228271692,157763.26916536503,157707.22176234418,0,101
42,0,alexnet,AlexNet,near,60,-1.9976521054487282e+29,26015.97317393293,20643.465927500005,-15395.260245833344,47,0
42,0,alexnet,AlexNet,above,540,0.9230374882965913,49491.39077696771,40134.06307953704,-24917.51422638889,50,0
42,0,alexnet,AlexNet,all,1080,0.7857734342400803,126037.81472058035,91330.89927590296,56778.04921196779,97,101
42,0,ensemble__simple_equal,Equal ensemble,below,480,-1.8375288230911595,136309.63960602463,110750.87286751777,105998.88445765665,0,1
42,0,ensemble__simple_equal,Equal ensemble,near,60,-1.1073507244021334e+30,61252.34845243156,58175.02496750002,-55616.565627777825,54,0
42,0,ensemble__simple_equal,Equal ensemble,above,540,0.9065271251012367,54542.22392837664,42013.00716594139,-32386.30962569452,49,0
42,0,ensemble__simple_equal,Equal ensemble,all,1080,0.8657668651327439,99768.64367865489,73461.05957783971,27827.651300123587,103,1
42,0,ensemble__inner_holdout,Inner-holdout ensemble,below,480,-2.760337594406687,156916.94597907286,130749.7901950604,130169.58638885083,0,1
42,0,ensemble__inner_holdout,Inner-holdout ensemble,near,60,-4.189457811214406e+29,37675.502901649445,34855.97916239089,-32590.736853067487,55,0
42,0,ensemble__inner_holdout,Inner-holdout ensemble,above,540,0.932116380758797,46480.68677684565,37191.42074785654,-15528.791684056321,52,0
42,0,ensemble__inner_holdout,Inner-holdout ensemble,all,1080,0.8367885641165026,110011.85673253369,78643.17152519905,48278.157172290674,107,1
42,-4,randomforest,RandomForest,below,480,-0.012355946400500084,81418.49078004001,73405.48156119834,10183.524171198334,0,2
42,-4,randomforest,RandomForest,near,60,-6.897316833479141e+30,152869.28541219173,146850.49528000003,-139644.98993333333,54,0
42,-4,randomforest,RandomForest,above,540,0.691425568740438,99099.16850666374,78636.81374224537,-76928.67841909722,46,0
42,-4,randomforest,RandomForest,all,1080,0.8765415105306475,95680.77431927221,80101.42619165526,-41696.38346309009,100,2
42,-4,conformer,Conformer,below,480,-5.801108040196905,211031.00426184677,192346.26694463583,192346.26694463583,0,356
42,-4,conformer,Conformer,near,60,-3.6398410750620054e+29,35117.31944979304,31041.17926291666,28674.45511874999,7,0
42,-4,conformer,Conformer,above,540,0.9359649274174062,45143.891659591965,36835.87917356481,17514.19795532407,8,0
42,-4,conformer,Conformer,all,1080,0.718414088461888,144500.6041492569,105629.67929900481,95837.35401520853,15,356
42,-4,alexnet,AlexNet,below,480,-4.585319201293731,191240.74538987855,170459.77745895876,170459.77745895876,0,161
42,-4,alexnet,AlexNet,near,60,-1.0288039721713817e+29,18670.092240749713,14563.322390416668,-4681.451652083344,34,0
42,-4,alexnet,AlexNet,above,540,0.9126714360447277,52719.12594157962,42860.654437731486,-36492.63312106481,37,0
42,-4,alexnet,AlexNet,all,1080,0.7617937491979028,132904.83439139745,97999.30177787057,57253.503885000195,71,161
42,-4,ensemble__simple_equal,Equal ensemble,below,480,-2.431706476555813,149903.40433502354,125506.82382694485,124329.85619159762,0,1
42,-4,ensemble__simple_equal,Equal ensemble,near,60,-6.090537805818362e+29,45426.363217964376,43059.697536944484,-38550.6621555556,54,0
42,-4,ensemble__simple_equal,Equal ensemble,above,540,0.9194273338088415,50638.858748773506,39939.661576427505,-31969.037861612727,46,0
42,-4,ensemble__simple_equal,Equal ensemble,all,1080,0.84648062657158,106695.4246815181,78142.84679668615,37131.49147903949,100,1
42,-4,ensemble__inner_holdout,Inner-holdout ensemble,below,480,-3.932270347661185,179713.15361066707,158353.85653983988,158353.85653983988,0,34
42,-4,ensemble__inner_holdout,Inner-holdout ensemble,near,60,-1.0756796625079594e+29,19090.690032951956,14543.063720671189,-6055.911483970836,41,0
42,-4,ensemble__inner_holdout,Inner-holdout ensemble,above,540,0.9499763943043109,39900.426520052264,32839.565894551844,-10897.690522945873,32,0
42,-4,ensemble__inner_holdout,Inner-holdout ensemble,all,1080,0.7954172872994802,123168.2208787376,87607.22272724203,64594.207007124176,73,34
42,-8,randomforest,RandomForest,below,480,-0.029163505979239224,82091.58057913113,73280.66870312541,15137.409815729585,0,2
42,-8,randomforest,RandomForest,near,60,-6.558427740059521e+30,149066.4868844366,143394.89788416668,-136189.39253749998,54,0
42,-8,randomforest,RandomForest,above,540,0.697934013309393,98048.50016001781,78024.70365833334,-76316.56833518519,45,0
42,-8,randomforest,RandomForest,all,1080,0.8781387922319643,95059.80976340013,79547.92113523166,-38996.62383490722,99,2
42,-8,conformer,Conformer,below,480,-10.118298392301268,269820.90301400376,255969.34682744835,255969.34682744835,0,479
42,-8,conformer,Conformer,near,60,-2.4813586029943253e+30,91690.62090942773,89018.24652500001,89018.24652500001,0,0
42,-8,conformer,Conformer,above,540,0.9127715019847115,52688.91302653433,44177.47128657407,40025.24792638888,0,0
42,-8,conformer,Conformer,all,1080,0.5386271337696423,184965.28527031996,140798.34792909745,138722.23624900484,0,479
42,-8,alexnet,AlexNet,below,480,-4.659502170026924,192506.56471731188,172813.98432744836,172813.98432744836,0,182
42,-8,alexnet,AlexNet,near,60,-8.142498293457591e+28,16609.592803582505,13726.97720541667,-4658.215193750011,36,0
42,-8,alexnet,AlexNet,above,540,0.857203876821303,67413.71339544191,58747.311990555565,-58260.64044166667,59,0
42,-8,alexnet,AlexNet,all,1080,0.7470336648890674,136960.5736113399,106942.48109666686,47417.10530282427,95,182
42,-8,ensemble__simple_equal,Equal ensemble,below,480,-3.384677031807258,169443.62479080385,148013.60711024344,147973.58032354206,0,2
42,-8,ensemble__simple_equal,Equal ensemble,near,60,-2.22753444494948e+29,27472.131814011304,25239.73172069447,-17276.453735416708,51,0
42,-8,ensemble__simple_equal,Equal ensemble,above,540,0.9332407221992391,46094.154892516744,37258.96294293214,-31517.32028348773,41,0
42,-8,ensemble__simple_equal,Equal ensemble,all,1080,0.8130246628476621,117748.76595760006,85815.51417161284,49047.572572307225,92,2
42,-8,ensemble__inner_holdout,Inner-holdout ensemble,below,480,-6.011319126606158,214267.49688862698,197317.07553983753,197317.07553983753,0,443
42,-8,ensemble__inner_holdout,Inner-holdout ensemble,near,60,-3.444395169148014e+29,34161.47649989337,31349.195310689665,30146.07115473377,3,0
42,-8,ensemble__inner_holdout,Inner-holdout ensemble,above,540,0.9681250249452591,31850.405708568185,26208.304001144006,-3005.6250472864895,2,0
42,-8,ensemble__inner_holdout,Inner-holdout ensemble,all,1080,0.7171150611878052,144833.52960366418,102542.25197998255,87868.44722488086,5,443
42,-12,randomforest,RandomForest,below,480,-0.040284228034956016,82533.91298117585,73560.48050325563,16539.63460414104,0,2
42,-12,randomforest,RandomForest,near,60,-6.385945909844522e+30,147093.25728968205,140914.33649229165,-132761.431990625,53,0
42,-12,randomforest,RandomForest,above,540,0.7011608835747548,97523.38425982767,77680.64017453704,-75972.50485138889,44,0
