created_at,experiment_name,max_freq_hz,noise_dir_name,snr_value,threshold,model_key,model_label,epochs_completed,stopped_by_memory_error,claim_safe,r2_mean,r2_se,rmse_all_mean,rmse_all_se,mae_all_mean,mae_all_se,rmse_onb_mean,rmse_onb_se,mae_onb_mean,mae_onb_se,roc_auc_cont_mean,roc_auc_cont_se,pr_auc_cont_mean,pr_auc_cont_se,accuracy_mean,accuracy_se,precision_mean,precision_se,recall_mean,recall_se,f1_mean,f1_se
2026-09-03T07:55:22,2025.07.09_0.3_1,maxfreq=10kHz,heatflux_reference_SNR=0,0,275174.6641,rf,RandomForest,,0,True,0.4936106803,0.190684395,185944.376,40745.43248,146956.4523,26342.53904,163378.361,0,153994.0626,0,0.8977469136,0.09810972538,0.9390088901,0.0595317108,0.8394444444,0.09852656783,0.8816931217,0.1098469787,0.8925925926,0.03689788675,0.8830326929,0.07396052767
2026-09-03T07:40:16,2025.07.09_0.3_1,maxfreq=10kHz,heatflux_no_noise,no_noise,275174.6641,alexnet,AlexNet,300,0,True,0.5283737762,0.1478946601,180615.2194,33652.74628,140982.7933,28002.41487,150290.7991,0,143396.1643,0,0.8489506173,0.1371721091,0.9142813394,0.08125958302,0.8033333333,0.1051101715,0.8392008367,0.1109792536,0.8944444444,0.05564807112,0.8605588379,0.07780343091
2026-09-03T07:40:16,2025.07.09_0.3_1,maxfreq=10kHz,heatflux_no_noise,no_noise,275174.6641,cnntf_v2_gap,CNN+Tf v2 GAP,300,0,True,0.5588192142,0.180940372,171546.6884,42264.61852,134423.2554,33947.53503,147312.3374,0,138863.475,0,0.8620061728,0.1366072918,0.9205515687,0.07900662349,0.8327777778,0.1308106255,0.8676820256,0.1268631368,0.8962962963,0.06457628065,0.87807934,0.09662953036
2026-09-03T07:40:16,2025.07.09_0.3_1,maxfreq=10kHz,heatflux_no_noise,no_noise,275174.6641,ensemble__inner_holdout,ensemble__inner_holdout,,0,True,0.5622767505,0.1690074492,171966.5171,39494.90446,132153.793,32212.87745,147698.1776,0,142677.2886,0,0.8680401235,0.1315434298,0.9218792793,0.07798496858,0.8338888889,0.1211407329,0.8656348656,0.1211032037,0.9055555556,0.05452752542,0.8806842324,0.08829419353
2026-09-03T07:40:16,2025.07.09_0.3_1,maxfreq=10kHz,heatflux_no_noise,no_noise,275174.6641,ensemble__prediction_max,ensemble__prediction_max,,0,True,0.5454284119,0.2290301726,173418.9839,48088.2981,130924.5121,33389.47219,158787.691,0,151111.1366,0,0.889382716,0.1103858316,0.9342411722,0.06568251676,0.8336111111,0.1206563199,0.8381464688,0.1105875119,0.9388888889,0.05835537502,0.8830528228,0.08778414229
2026-09-03T07:40:16,2025.07.09_0.3_1,maxfreq=10kHz,heatflux_no_noise,no_noise,275174.6641,ensemble__simple_equal,ensemble__simple_equal,,0,True,0.5662066444,0.1699065564,171161.8822,39658.05473,131930.8084,32140.57418,148126.2546,0,143230.8441,0,0.87,0.13,0.9225460225,0.07745397749,0.8475,0.1256989717,0.8700719998,0.1218232312,0.9185185185,0.05604720722,0.8900619668,0.09170763776
2026-09-03T07:40:16,2025.07.09_0.3_1,maxfreq=10kHz,heatflux_no_noise,no_noise,275174.6641,ensemble__val_fold_legacy,ensemble__val_fold_legacy,,0,False,0.5706832118,0.170448931,170040.4229,40021.17734,131401.4481,32584.61409,147931.8511,0,143095.2375,0,0.869058642,0.130941358,0.9220512357,0.07794876427,0.8463888889,0.1266706262,0.8673974978,0.1218945873,0.9203703704,0.05650424556,0.8895613243,0.09222070467
2026-09-03T07:40:16,2025.07.09_0.3_1,maxfreq=10kHz,heatflux_no_noise,no_noise,275174.6641,rf,RandomForest,,0,True,0.5123458549,0.1850625238,182786.2096,39790.53896,143892.9249,25748.10332,159717.9099,0,153154.1423,0,0.8908024691,0.1057845866,0.9349439987,0.06384842811,0.8525,0.1079233696,0.8767178228,0.1097600916,0.9148148148,0.04728572346,0.892454007,0.08080173995
2026-09-03T05:10:11,2025.07.09_0.3_1,maxfreq=3kHz,heatflux_reference_SNR=-12,-12,275174.6641,alexnet,AlexNet,300,0,True,0.2698131258,0.2431326916,226187.9172,42444.95874,178825.4419,30000.92225,195599.7085,0,189977.613,0,0.8064506173,0.04534142858,0.9079907969,0.04213498228,0.7083333333,0.05672382738,0.7947216786,0.09740672162,0.8518518519,0.07950032568,0.8033342736,0.03069296076
2026-09-03T05:10:11,2025.07.09_0.3_1,maxfreq=3kHz,heatflux_reference_SNR=-12,-12,275174.6641,cnntf_v2_gap,CNN+Tf v2 GAP,300,0,True,0.3852412913,0.2258074326,207309.4668,42235.01815,156921.8202,31749.45918,182263.0593,0,171422.7849,0,0.8288888889,0.05120130372,0.9226260322,0.03328212909,0.7283333333,0.06097775854,0.7914462059,0.09359785771,0.8796296296,0.05820827276,0.8198858521,0.03597423121
