experiment_name,max_freq_hz,snr_value,model_key,model_label,claim_safe,best_single_model_by_r2,best_single_r2,r2_mean,r2_delta_vs_best_single,best_single_recall,recall_mean,recall_delta_vs_best_r2_single,best_single_f1,f1_mean,f1_delta_vs_best_r2_single
2025.06.18_0.3_3,maxfreq=10kHz,-4,ensemble__val_fold_legacy,ensemble__val_fold_legacy,False,cnntf_v2_gap,0.9516223097,0.9554973836,0.0038750739,0.8814814815,0.8712962963,-0.0101851852,0.9224748299,0.9269306823,0.0044558524
2025.06.18_0.3_3,maxfreq=10kHz,-8,ensemble__inner_holdout,ensemble__inner_holdout,True,cnntf_v2_gap,0.9550204572,0.9565441407,0.0015236835,0.8949074074,0.8625,-0.0324074074,0.9363339927,0.9214943027,-0.01483969
2025.06.18_0.3_3,maxfreq=10kHz,-8,ensemble__prediction_max,ensemble__prediction_max,True,cnntf_v2_gap,0.9550204572,0.9269670762,-0.028053381,0.8949074074,0.9009259259,0.0060185185,0.9363339927,0.9310248042,-0.0053091885
2025.06.18_0.3_3,maxfreq=10kHz,-8,ensemble__simple_equal,ensemble__simple_equal,True,cnntf_v2_gap,0.9550204572,0.9501325728,-0.0048878844,0.8949074074,0.8560185185,-0.0388888889,0.9363339927,0.9174469786,-0.0188870141
2025.06.18_0.3_3,maxfreq=10kHz,-8,ensemble__val_fold_legacy,ensemble__val_fold_legacy,False,cnntf_v2_gap,0.9550204572,0.9583199072,0.00329945,0.8949074074,0.8597222222,-0.0351851852,0.9363339927,0.919763572,-0.0165704207
2025.06.18_0.3_3,maxfreq=10kHz,0,ensemble__inner_holdout,ensemble__inner_holdout,True,cnntf_v2_gap,0.9511052128,0.953218749,0.0021135362,0.8875,0.8717592593,-0.0157407407,0.9036643437,0.9199556434,0.0162912997
2025.06.18_0.3_3,maxfreq=10kHz,0,ensemble__prediction_max,ensemble__prediction_max,True,cnntf_v2_gap,0.9511052128,0.907746236,-0.0433589768,0.8875,0.9013888889,0.0138888889,0.9036643437,0.9037674623,0.0001031186
2025.06.18_0.3_3,maxfreq=10kHz,0,ensemble__simple_equal,ensemble__simple_equal,True,cnntf_v2_gap,0.9511052128,0.9502839343,-0.0008212785,0.8875,0.8560185185,-0.0314814815,0.9036643437,0.9146190964,0.0109547527
2025.06.18_0.3_3,maxfreq=10kHz,0,ensemble__val_fold_legacy,ensemble__val_fold_legacy,False,cnntf_v2_gap,0.9511052128,0.9565254306,0.0054202178,0.8875,0.8675925926,-0.0199074074,0.9036643437,0.9192291071,0.0155647634
2025.06.18_0.3_3,maxfreq=10kHz,no_noise,ensemble__inner_holdout,ensemble__inner_holdout,True,cnntf_v2_gap,0.9711345806,0.9614308428,-0.0097037378,0.8763888889,0.8486111111,-0.0277777778,0.9267070085,0.9118942785,-0.01481273
2025.06.18_0.3_3,maxfreq=10kHz,no_noise,ensemble__prediction_max,ensemble__prediction_max,True,cnntf_v2_gap,0.9711345806,0.922027027,-0.0491075536,0.8763888889,0.8949074074,0.0185185185,0.9267070085,0.905544972,-0.0211620365
2025.06.18_0.3_3,maxfreq=10kHz,no_noise,ensemble__simple_equal,ensemble__simple_equal,True,cnntf_v2_gap,0.9711345806,0.9552442795,-0.0158903011,0.8763888889,0.8458333333,-0.0305555556,0.9267070085,0.9090774381,-0.0176295704
2025.06.18_0.3_3,maxfreq=10kHz,no_noise,ensemble__val_fold_legacy,ensemble__val_fold_legacy,False,cnntf_v2_gap,0.9711345806,0.9651180759,-0.0060165047,0.8763888889,0.8523148148,-0.0240740741,0.9267070085,0.914541236,-0.0121657725
2025.06.18_0.3_3,maxfreq=15kHz,-12,ensemble__inner_holdout,ensemble__inner_holdout,True,cnntf_v2_gap,0.9231972831,0.9257806119,0.0025833288,0.8662037037,0.849537037,-0.0166666667,0.9246847732,0.9141787718,-0.0105060014
2025.06.18_0.3_3,maxfreq=15kHz,-12,ensemble__prediction_max,ensemble__prediction_max,True,cnntf_v2_gap,0.9231972831,0.9062923229,-0.0169049602,0.8662037037,0.8791666667,0.012962963,0.9246847732,0.8992664587,-0.0254183145
2025.06.18_0.3_3,maxfreq=15kHz,-12,ensemble__simple_equal,ensemble__simple_equal,True,cnntf_v2_gap,0.9231972831,0.9229200645,-0.0002772186,0.8662037037,0.8476851852,-0.0185185185,0.9246847732,0.9130249922,-0.011659781
2025.06.18_0.3_3,maxfreq=15kHz,-12,ensemble__val_fold_legacy,ensemble__val_fold_legacy,False,cnntf_v2_gap,0.9231972831,0.9276239873,0.0044267042,0.8662037037,0.8523148148,-0.0138888889,0.9246847732,0.9150574272,-0.009627346
2025.06.18_0.3_3,maxfreq=15kHz,-16,ensemble__inner_holdout,ensemble__inner_holdout,True,cnntf_v2_gap,0.8983047644,0.8930553875,-0.0052493769,0.8532407407,0.8458333333,-0.0074074074,0.917525271,0.9118779599,-0.0056473111
2025.06.18_0.3_3,maxfreq=15kHz,-16,ensemble__prediction_max,ensemble__prediction_max,True,cnntf_v2_gap,0.8983047644,0.8887198464,-0.009584918,0.8532407407,0.8712962963,0.0180555556,0.917525271,0.9255185317,0.0079932607
2025.06.18_0.3_3,maxfreq=15kHz,-16,ensemble__simple_equal,ensemble__simple_equal,True,cnntf_v2_gap,0.8983047644,0.8914636363,-0.0068411281,0.8532407407,0.8444444444,-0.0087962963,0.917525271,0.9109730849,-0.0065521861
2025.06.18_0.3_3,maxfreq=15kHz,-16,ensemble__val_fold_legacy,ensemble__val_fold_legacy,False,cnntf_v2_gap,0.8983047644,0.8983472179,4.24535e-05,0.8532407407,0.8444444444,-0.0087962963,0.917525271,0.91188251,-0.005642761
2025.06.18_0.3_3,maxfreq=15kHz,-20,ensemble__inner_holdout,ensemble__inner_holdout,True,cnntf_v2_gap,0.877826596,0.8838371489,0.0060105529,0.8546296296,0.8388888889,-0.0157407407,0.9138783326,0.9065255119,-0.0073528207
2025.06.18_0.3_3,maxfreq=15kHz,-20,ensemble__prediction_max,ensemble__prediction_max,True,cnntf_v2_gap,0.877826596,0.8638227044,-0.0140038916,0.8546296296,0.8662037037,0.0115740741,0.9138783326,0.9174350322,0.0035566996
2025.06.18_0.3_3,maxfreq=15kHz,-20,ensemble__simple_equal,ensemble__simple_equal,True,cnntf_v2_gap,0.877826596,0.8829617268,0.0051351308,0.8546296296,0.8388888889,-0.0157407407,0.9138783326,0.9065255119,-0.0073528207
2025.06.18_0.3_3,maxfreq=15kHz,-20,ensemble__val_fold_legacy,ensemble__val_fold_legacy,False,cnntf_v2_gap,0.877826596,0.8858684189,0.0080418229,0.8546296296,0.8402777778,-0.0143518518,0.9138783326,0.9074303869,-0.0064479457
2025.06.18_0.3_3,maxfreq=15kHz,-4,ensemble__inner_holdout,ensemble__inner_holdout,True,cnntf_v2_gap,0.9462060982,0.9526947651,0.0064886669,0.8962962963,0.8768518519,-0.0194444444,0.9149840605,0.9249030368,0.0099189763
2025.06.18_0.3_3,maxfreq=15kHz,-4,ensemble__prediction_max,ensemble__prediction_max,True,cnntf_v2_gap,0.9462060982,0.9199840232,-0.026222075,0.8962962963,0.9046296296,0.0083333333,0.9149840605,0.9091807056,-0.0058033549
2025.06.18_0.3_3,maxfreq=15kHz,-4,ensemble__simple_equal,ensemble__simple_equal,True,cnntf_v2_gap,0.9462060982,0.949124314,0.0029182158,0.8962962963,0.8671296296,-0.0291666667,0.9149840605,0.9234513781,0.0084673176
2025.06.18_0.3_3,maxfreq=15kHz,-4,ensemble__val_fold_legacy,ensemble__val_fold_legacy,False,cnntf_v2_gap,0.9462060982,0.9584186005,0.0122125023,0.8962962963,0.8731481481,-0.0231481482,0.9149840605,0.9235470562,0.0085629957
2025.06.18_0.3_3,maxfreq=15kHz,-8,ensemble__inner_holdout,ensemble__inner_holdout,True,cnntf_v2_gap,0.9381990976,0.9433490207,0.0051499231,0.8680555556,0.8597222222,-0.0083333334,0.9228967111,0.9186887776,-0.0042079335
2025.06.18_0.3_3,maxfreq=15kHz,-8,ensemble__prediction_max,ensemble__prediction_max,True,cnntf_v2_gap,0.9381990976,0.915165114,-0.0230339836,0.8680555556,0.8902777778,0.0222222222,0.9228967111,0.9217126388,-0.0011840723
2025.06.18_0.3_3,maxfreq=15kHz,-8,ensemble__simple_equal,ensemble__simple_equal,True,cnntf_v2_gap,0.9381990976,0.9395597731,0.0013606755,0.8680555556,0.8453703704,-0.0226851852,0.9228967111,0.9096196982,-0.0132770129
2025.06.18_0.3_3,maxfreq=15kHz,-8,ensemble__val_fold_legacy,ensemble__val_fold_legacy,False,cnntf_v2_gap,0.9381990976,0.9482780357,0.0100789381,0.8680555556,0.85,-0.0180555556,0.9228967111,0.9125890944,-0.0103076167
2025.06.18_0.3_3,maxfreq=15kHz,0,ensemble__inner_holdout,ensemble__inner_holdout,True,cnntf_v2_gap,0.9540870462,0.9518131507,-0.0022738955,0.8717592593,0.8657407407,-0.0060185186,0.8986616221,0.9085155116,0.0098538895
2025.06.18_0.3_3,maxfreq=15kHz,0,ensemble__prediction_max,ensemble__prediction_max,True,cnntf_v2_gap,0.9540870462,0.9275989625,-0.0264880837,0.8717592593,0.8893518519,0.0175925926,0.8986616221,0.8877677668,-0.0108938553
2025.06.18_0.3_3,maxfreq=15kHz,0,ensemble__simple_equal,ensemble__simple_equal,True,cnntf_v2_gap,0.9540870462,0.9486184107,-0.0054686355,0.8717592593,0.849537037,-0.0222222223,0.8986616221,0.9094109807,0.0107493586
2025.06.18_0.3_3,maxfreq=15kHz,0,ensemble__val_fold_legacy,ensemble__val_fold_legacy,False,cnntf_v2_gap,0.9540870462,0.9552171497,0.0011301035,0.8717592593,0.8611111111,-0.0106481482,0.8986616221,0.9098579807,0.0111963586
2025.06.18_0.3_3,maxfreq=15kHz,no_noise,ensemble__inner_holdout,ensemble__inner_holdout,True,cnntf_v2_gap,0.9705371767,0.9643372349,-0.0061999418,0.8689814815,0.8527777778,-0.0162037037,0.9097949491,0.9087889887,-0.0010059604
2025.06.18_0.3_3,maxfreq=15kHz,no_noise,ensemble__prediction_max,ensemble__prediction_max,True,cnntf_v2_gap,0.9705371767,0.9366850408,-0.0338521359,0.8689814815,0.8907407407,0.0217592592,0.9097949491,0.9115053627,0.0017104136
2025.06.18_0.3_3,maxfreq=15kHz,no_noise,ensemble__simple_equal,ensemble__simple_equal,True,cnntf_v2_gap,0.9705371767,0.9567226655,-0.0138145112,0.8689814815,0.8476851852,-0.0212962963,0.9097949491,0.9079393263,-0.0018556228
2025.06.18_0.3_3,maxfreq=15kHz,no_noise,ensemble__val_fold_legacy,ensemble__val_fold_legacy,False,cnntf_v2_gap,0.9705371767,0.9662195018,-0.0043176749,0.8689814815,0.8564814815,-0.0125,0.9097949491,0.9139571069,0.0041621578
2025.06.18_0.3_3,maxfreq=22kHz,-12,ensemble__inner_holdout,ensemble__inner_holdout,True,cnntf_v2_gap,0.9233168814,0.9254420737,0.0021251923,0.8768518519,0.8606481481,-0.0162037038,0.9278319402,0.921506228,-0.0063257122
2025.06.18_0.3_3,maxfreq=22kHz,-12,ensemble__prediction_max,ensemble__prediction_max,True,cnntf_v2_gap,0.9233168814,0.9091869984,-0.014129883,0.8768518519,0.8935185185,0.0166666666,0.9278319402,0.929895046,0.0020631058
2025.06.18_0.3_3,maxfreq=22kHz,-12,ensemble__simple_equal,ensemble__simple_equal,True,cnntf_v2_gap,0.9233168814,0.923747932,0.0004310506,0.8768518519,0.8578703704,-0.0189814815,0.9278319402,0.9195190178,-0.0083129224
2025.06.18_0.3_3,maxfreq=22kHz,-12,ensemble__val_fold_legacy,ensemble__val_fold_legacy,False,cnntf_v2_gap,0.9233168814,0.9275396122,0.0042227308,0.8768518519,0.8671296296,-0.0097222223,0.9278319402,0.9245989562,-0.003232984
2025.06.18_0.3_3,maxfreq=22kHz,-16,ensemble__inner_holdout,ensemble__inner_holdout,True,cnntf_v2_gap,0.9134648011,0.9127485254,-0.0007162757,0.8643518519,0.8425925926,-0.0217592593,0.921760924,0.9098359192,-0.0119250048
2025.06.18_0.3_3,maxfreq=22kHz,-16,ensemble__prediction_max,ensemble__prediction_max,True,cnntf_v2_gap,0.9134648011,0.8956481636,-0.0178166375,0.8643518519,0.8796296296,0.0152777777,0.921760924,0.9265387095,0.0047777855
2025.06.18_0.3_3,maxfreq=22kHz,-16,ensemble__simple_equal,ensemble__simple_equal,True,cnntf_v2_gap,0.9134648011,0.9129992967,-0.0004655044,0.8643518519,0.8425925926,-0.0217592593,0.921760924,0.9098359192,-0.0119250048
2025.06.18_0.3_3,maxfreq=22kHz,-16,ensemble__val_fold_legacy,ensemble__val_fold_legacy,False,cnntf_v2_gap,0.9134648011,0.915577865,0.0021130639,0.8643518519,0.8439814815,-0.0203703704,0.921760924,0.9107238215,-0.0110371025
2025.06.18_0.3_3,maxfreq=22kHz,-20,ensemble__inner_holdout,ensemble__inner_holdout,True,cnntf_v2_gap,0.8999519171,0.8954051068,-0.0045468103,0.850462963,0.8365740741,-0.0138888889,0.9111790582,0.9059489643,-0.0052300939
2025.06.18_0.3_3,maxfreq=22kHz,-20,ensemble__prediction_max,ensemble__prediction_max,True,cnntf_v2_gap,0.8999519171,0.8814739562,-0.0184779609,0.850462963,0.8611111111,0.0106481481,0.9111790582,0.9143064629,0.0031274047
2025.06.18_0.3_3,maxfreq=22kHz,-20,ensemble__simple_equal,ensemble__simple_equal,True,cnntf_v2_gap,0.8999519171,0.8945593845,-0.0053925326,0.850462963,0.837037037,-0.013425926,0.9111790582,0.9071653898,-0.0040136684
2025.06.18_0.3_3,maxfreq=22kHz,-20,ensemble__val_fold_legacy,ensemble__val_fold_legacy,False,cnntf_v2_gap,0.8999519171,0.8991120428,-0.0008398743,0.850462963,0.837037037,-0.013425926,0.9111790582,0.9062420288,-0.0049370294
2025.06.18_0.3_3,maxfreq=22kHz,-4,ensemble__inner_holdout,ensemble__inner_holdout,True,cnntf_v2_gap,0.9527181586,0.9559108886,0.00319273,0.8847222222,0.8689814815,-0.0157407407,0.9234579614,0.9227725987,-0.0006853627
2025.06.18_0.3_3,maxfreq=22kHz,-4,ensemble__prediction_max,ensemble__prediction_max,True,cnntf_v2_gap,0.9527181586,0.9317925515,-0.0209256071,0.8847222222,0.8981481481,0.0134259259,0.9234579614,0.9136002886,-0.0098576728
2025.06.18_0.3_3,maxfreq=22kHz,-4,ensemble__simple_equal,ensemble__simple_equal,True,cnntf_v2_gap,0.9527181586,0.9515639877,-0.0011541709,0.8847222222,0.862037037,-0.0226851852,0.9234579614,0.919318649,-0.0041393124
2025.06.18_0.3_3,maxfreq=22kHz,-4,ensemble__val_fold_legacy,ensemble__val_fold_legacy,False,cnntf_v2_gap,0.9527181586,0.9555343469,0.0028161883,0.8847222222,0.8675925926,-0.0171296296,0.9234579614,0.9219092739,-0.0015486875
2025.06.18_0.3_3,maxfreq=22kHz,-8,ensemble__inner_holdout,ensemble__inner_holdout,True,cnntf_v2_gap,0.9494604811,0.9469598152,-0.0025006659,0.8884259259,0.8717592593,-0.0166666666,0.9365841589,0.9290534956,-0.0075306633
2025.06.18_0.3_3,maxfreq=22kHz,-8,ensemble__prediction_max,ensemble__prediction_max,True,cnntf_v2_gap,0.9494604811,0.9208384464,-0.0286220347,0.8884259259,0.8986111111,0.0101851852,0.9365841589,0.9259835,-0.0106006589
2025.06.18_0.3_3,maxfreq=22kHz,-8,ensemble__simple_equal,ensemble__simple_equal,True,cnntf_v2_gap,0.9494604811,0.9428631752,-0.0065973059,0.8884259259,0.8615740741,-0.0268518518,0.9365841589,0.9208870169,-0.015697142
2025.06.18_0.3_3,maxfreq=22kHz,-8,ensemble__val_fold_legacy,ensemble__val_fold_legacy,False,cnntf_v2_gap,0.9494604811,0.9489163967,-0.0005440844,0.8884259259,0.8717592593,-0.0166666666,0.9365841589,0.9290534956,-0.0075306633
2025.06.18_0.3_3,maxfreq=22kHz,0,ensemble__inner_holdout,ensemble__inner_holdout,True,cnntf_v2_gap,0.955972674,0.9533589753,-0.0026136987,0.887037037,0.8703703704,-0.0166666666,0.9284054631,0.9191891278,-0.0092163353
2025.06.18_0.3_3,maxfreq=22kHz,0,ensemble__prediction_max,ensemble__prediction_max,True,cnntf_v2_gap,0.955972674,0.935677483,-0.020295191,0.887037037,0.900462963,0.013425926,0.9284054631,0.9173040249,-0.0111014382
2025.06.18_0.3_3,maxfreq=22kHz,0,ensemble__simple_equal,ensemble__simple_equal,True,cnntf_v2_gap,0.955972674,0.9524628236,-0.0035098504,0.887037037,0.8648148148,-0.0222222222,0.9284054631,0.9157277224,-0.0126777407
2025.06.18_0.3_3,maxfreq=22kHz,0,ensemble__val_fold_legacy,ensemble__val_fold_legacy,False,cnntf_v2_gap,0.955972674,0.9593696864,0.0033970124,0.887037037,0.8777777778,-0.0092592592,0.9284054631,0.9237127035,-0.0046927596
2025.06.18_0.3_3,maxfreq=22kHz,no_noise,ensemble__inner_holdout,ensemble__inner_holdout,True,cnntf_v2_gap,0.9729285952,0.9672109011,-0.0057176941,0.8726851852,0.8574074074,-0.0152777778,0.9287220054,0.919035715,-0.0096862904
2025.06.18_0.3_3,maxfreq=22kHz,no_noise,ensemble__prediction_max,ensemble__prediction_max,True,cnntf_v2_gap,0.9729285952,0.9433601049,-0.0295684903,0.8726851852,0.8902777778,0.0175925926,0.9287220054,0.9315579561,0.0028359507
2025.06.18_0.3_3,maxfreq=22kHz,no_noise,ensemble__simple_equal,ensemble__simple_equal,True,cnntf_v2_gap,0.9729285952,0.961799014,-0.0111295812,0.8726851852,0.85,-0.0226851852,0.9287220054,0.9128391678,-0.0158828376
2025.06.18_0.3_3,maxfreq=22kHz,no_noise,ensemble__val_fold_legacy,ensemble__val_fold_legacy,False,cnntf_v2_gap,0.9729285952,0.9696305927,-0.0032980025,0.8726851852,0.8569444444,-0.0157407408,0.9287220054,0.9188971053,-0.0098249001
2025.06.18_0.3_3,maxfreq=3kHz,-12,ensemble__inner_holdout,ensemble__inner_holdout,True,cnntf_v2_gap,0.9117958622,0.9160167788,0.0042209166,0.8537037037,0.8509259259,-0.0027777778,0.9177911482,0.9150793583,-0.0027117899
2025.06.18_0.3_3,maxfreq=3kHz,-12,ensemble__prediction_max,ensemble__prediction_max,True,cnntf_v2_gap,0.9117958622,0.9020410306,-0.0097548316,0.8537037037,0.8726851852,0.0189814815,0.9177911482,0.9257507705,0.0079596223
2025.06.18_0.3_3,maxfreq=3kHz,-12,ensemble__simple_equal,ensemble__simple_equal,True,cnntf_v2_gap,0.9117958622,0.9149193436,0.0031234814,0.8537037037,0.8490740741,-0.0046296296,0.9177911482,0.9139255787,-0.0038655695
2025.06.18_0.3_3,maxfreq=3kHz,-12,ensemble__val_fold_legacy,ensemble__val_fold_legacy,False,cnntf_v2_gap,0.9117958622,0.9175714791,0.0057756169,0.8537037037,0.8541666667,0.000462963,0.9177911482,0.9171223442,-0.000668804
2025.06.18_0.3_3,maxfreq=3kHz,-16,ensemble__inner_holdout,ensemble__inner_holdout,True,cnntf_v2_gap,0.891326307,0.8991202075,0.0077939005,0.8412037037,0.837962963,-0.0032407407,0.908961149,0.9077159985,-0.0012451505
2025.06.18_0.3_3,maxfreq=3kHz,-16,ensemble__prediction_max,ensemble__prediction_max,True,cnntf_v2_gap,0.891326307,0.8873831833,-0.0039431237,0.8412037037,0.8564814815,0.0152777778,0.908961149,0.9168231178,0.0078619688
2025.06.18_0.3_3,maxfreq=3kHz,-16,ensemble__simple_equal,ensemble__simple_equal,True,cnntf_v2_gap,0.891326307,0.899907224,0.008580917,0.8412037037,0.8365740741,-0.0046296296,0.908961149,0.9067980725,-0.0021630765
2025.06.18_0.3_3,maxfreq=3kHz,-16,ensemble__val_fold_legacy,ensemble__val_fold_legacy,False,cnntf_v2_gap,0.891326307,0.9015793442,0.0102530372,0.8412037037,0.8393518519,-0.0018518518,0.908961149,0.9086295429,-0.0003316061
2025.06.18_0.3_3,maxfreq=3kHz,-20,ensemble__inner_holdout,ensemble__inner_holdout,True,cnntf_v2_gap,0.879239732,0.8865088964,0.0072691644,0.8333333333,0.8407407407,0.0074074074,0.9037858693,0.9077075913,0.003921722
2025.06.18_0.3_3,maxfreq=3kHz,-20,ensemble__prediction_max,ensemble__prediction_max,True,cnntf_v2_gap,0.879239732,0.8789681879,-0.0002715441,0.8333333333,0.850462963,0.0171296297,0.9037858693,0.9139117033,0.010125834
2025.06.18_0.3_3,maxfreq=3kHz,-20,ensemble__simple_equal,ensemble__simple_equal,True,cnntf_v2_gap,0.879239732,0.8861706339,0.0069309019,0.8333333333,0.8388888889,0.0055555556,0.9037858693,0.907448873,0.0036630037
2025.06.18_0.3_3,maxfreq=3kHz,-20,ensemble__val_fold_legacy,ensemble__val_fold_legacy,False,cnntf_v2_gap,0.879239732,0.88772587,0.008486138,0.8333333333,0.8388888889,0.0055555556,0.9037858693,0.907448873,0.0036630037
2025.06.18_0.3_3,maxfreq=3kHz,-4,ensemble__inner_holdout,ensemble__inner_holdout,True,cnntf_v2_gap,0.9345186743,0.9401078801,0.0055892058,0.8902777778,0.8601851852,-0.0300925926,0.9354425879,0.9200074223,-0.0154351656
2025.06.18_0.3_3,maxfreq=3kHz,-4,ensemble__prediction_max,ensemble__prediction_max,True,cnntf_v2_gap,0.9345186743,0.9114514923,-0.023067182,0.8902777778,0.8990740741,0.0087962963,0.9354425879,0.9243504842,-0.0110921037
2025.06.18_0.3_3,maxfreq=3kHz,-4,ensemble__simple_equal,ensemble__simple_equal,True,cnntf_v2_gap,0.9345186743,0.9384063677,0.0038876934,0.8902777778,0.8541666667,-0.0361111111,0.9354425879,0.9162040847,-0.0192385032
2025.06.18_0.3_3,maxfreq=3kHz,-4,ensemble__val_fold_legacy,ensemble__val_fold_legacy,False,cnntf_v2_gap,0.9345186743,0.9421150599,0.0075963856,0.8902777778,0.8583333333,-0.0319444445,0.9354425879,0.9188678212,-0.0165747667
2025.06.18_0.3_3,maxfreq=3kHz,-8,ensemble__inner_holdout,ensemble__inner_holdout,True,cnntf_v2_gap,0.9229034479,0.9290583251,0.0061548772,0.874537037,0.849537037,-0.025,0.9302071204,0.9132605122,-0.0169466082
2025.06.18_0.3_3,maxfreq=3kHz,-8,ensemble__prediction_max,ensemble__prediction_max,True,cnntf_v2_gap,0.9229034479,0.9096965982,-0.0132068497,0.874537037,0.8847222222,0.0101851852,0.9302071204,0.9283985915,-0.0018085289
2025.06.18_0.3_3,maxfreq=3kHz,-8,ensemble__simple_equal,ensemble__simple_equal,True,cnntf_v2_gap,0.9229034479,0.9279398049,0.005036357,0.874537037,0.849537037,-0.025,0.9302071204,0.9132605122,-0.0169466082
2025.06.18_0.3_3,maxfreq=3kHz,-8,ensemble__val_fold_legacy,ensemble__val_fold_legacy,False,cnntf_v2_gap,0.9229034479,0.9312044653,0.0083010174,0.874537037,0.8555555556,-0.0189814814,0.9302071204,0.9180144447,-0.0121926757
2025.06.18_0.3_3,maxfreq=3kHz,0,ensemble__inner_holdout,ensemble__inner_holdout,True,cnntf_v2_gap,0.9367748282,0.9380321264,0.0012572982,0.8740740741,0.8546296296,-0.0194444445,0.9178194083,0.918288978,0.0004695697
2025.06.18_0.3_3,maxfreq=3kHz,0,ensemble__prediction_max,ensemble__prediction_max,True,cnntf_v2_gap,0.9367748282,0.9051552451,-0.0316195831,0.8740740741,0.8893518519,0.0152777778,0.9178194083,0.9176016626,-0.0002177457
2025.06.18_0.3_3,maxfreq=3kHz,0,ensemble__simple_equal,ensemble__simple_equal,True,cnntf_v2_gap,0.9367748282,0.9376832041,0.0009083759,0.8740740741,0.8532407407,-0.0208333334,0.9178194083,0.9155467709,-0.0022726374
2025.06.18_0.3_3,maxfreq=3kHz,0,ensemble__val_fold_legacy,ensemble__val_fold_legacy,False,cnntf_v2_gap,0.9367748282,0.9421415331,0.0053667049,0.8740740741,0.8606481481,-0.013425926,0.9178194083,0.9202562983,0.00243689
2025.06.18_0.3_3,maxfreq=3kHz,no_noise,ensemble__inner_holdout,ensemble__inner_holdout,True,cnntf_v2_gap,0.9470909507,0.9471221953,3.12446e-05,0.8708333333,0.8532407407,-0.0175925926,0.8862518457,0.8917473659,0.0054955202
2025.06.18_0.3_3,maxfreq=3kHz,no_noise,ensemble__prediction_max,ensemble__prediction_max,True,cnntf_v2_gap,0.9470909507,0.9111213817,-0.035969569,0.8708333333,0.8814814815,0.0106481482,0.8862518457,0.8911575013,0.0049056556
2025.06.18_0.3_3,maxfreq=3kHz,no_noise,ensemble__simple_equal,ensemble__simple_equal,True,cnntf_v2_gap,0.9470909507,0.9453265082,-0.0017644425,0.8708333333,0.8472222222,-0.0236111111,0.8862518457,0.909858173,0.0236063273
2025.06.18_0.3_3,maxfreq=3kHz,no_noise,ensemble__val_fold_legacy,ensemble__val_fold_legacy,False,cnntf_v2_gap,0.9470909507,0.9512502873,0.0041593366,0.8708333333,0.8513888889,-0.0194444444,0.8862518457,0.9098909339,0.0236390882
2025.06.18_0.3_3,maxfreq=5kHz,-12,ensemble__inner_holdout,ensemble__inner_holdout,True,cnntf_v2_gap,0.9188183044,0.9203123619,0.0014940575,0.8587962963,0.8518518519,-0.0069444444,0.9207655022,0.9164835165,-0.0042819857
2025.06.18_0.3_3,maxfreq=5kHz,-12,ensemble__prediction_max,ensemble__prediction_max,True,cnntf_v2_gap,0.9188183044,0.9075837072,-0.0112345972,0.8587962963,0.8712962963,0.0125,0.9207655022,0.9251026906,0.0043371884
2025.06.18_0.3_3,maxfreq=5kHz,-12,ensemble__simple_equal,ensemble__simple_equal,True,cnntf_v2_gap,0.9188183044,0.9199607374,0.001142433,0.8587962963,0.8518518519,-0.0069444444,0.9207655022,0.9155601554,-0.0052053468
2025.06.18_0.3_3,maxfreq=5kHz,-12,ensemble__val_fold_legacy,ensemble__val_fold_legacy,False,cnntf_v2_gap,0.9188183044,0.9227028111,0.0038845067,0.8587962963,0.8532407407,-0.0055555556,0.9207655022,0.9173883915,-0.0033771107
2025.06.18_0.3_3,maxfreq=5kHz,-16,ensemble__inner_holdout,ensemble__inner_holdout,True,cnntf_v2_gap,0.8963904786,0.9043712501,0.0079807715,0.8550925926,0.8462962963,-0.0087962963,0.9177680949,0.9121332744,-0.0056348205
2025.06.18_0.3_3,maxfreq=5kHz,-16,ensemble__prediction_max,ensemble__prediction_max,True,cnntf_v2_gap,0.8963904786,0.8926349972,-0.0037554814,0.8550925926,0.8666666667,0.0115740741,0.9177680949,0.9221938912,0.0044257963
2025.06.18_0.3_3,maxfreq=5kHz,-16,ensemble__simple_equal,ensemble__simple_equal,True,cnntf_v2_gap,0.8963904786,0.9066537411,0.0102632625,0.8550925926,0.8425925926,-0.0125,0.9177680949,0.9098056668,-0.0079624281
2025.06.18_0.3_3,maxfreq=5kHz,-16,ensemble__val_fold_legacy,ensemble__val_fold_legacy,False,cnntf_v2_gap,0.8963904786,0.9107682972,0.0143778186,0.8550925926,0.8421296296,-0.012962963,0.9177680949,0.9104436121,-0.0073244828
2025.06.18_0.3_3,maxfreq=5kHz,-20,ensemble__inner_holdout,ensemble__inner_holdout,True,cnntf_v2_gap,0.8977628911,0.9007254665,0.0029625754,0.8375,0.837962963,0.000462963,0.9074466009,0.9058848527,-0.0015617482
2025.06.18_0.3_3,maxfreq=5kHz,-20,ensemble__prediction_max,ensemble__prediction_max,True,cnntf_v2_gap,0.8977628911,0.8881608994,-0.0096019917,0.8375,0.8578703704,0.0203703704,0.9074466009,0.9184815016,0.0110349007
2025.06.18_0.3_3,maxfreq=5kHz,-20,ensemble__simple_equal,ensemble__simple_equal,True,cnntf_v2_gap,0.8977628911,0.9038663102,0.0061034191,0.8375,0.837962963,0.000462963,0.9074466009,0.9067926374,-0.0006539635
