source_wav_id,chunk_index,heat_flux,band_hz,signal_stft_power,noise20_stft_power,realized_band_snr_at_ref_minus20,realized_band_snr_at_ref_zero
index=16.6.98E+05,0,698421.296,500-1000,0.00010538826189840458,3.4340345216325014e-06,14.869875853093452,34.869875853093454
index=16.6.98E+05,0,698421.296,1000-2000,0.0003390009631212159,4.7051219214316043e-07,28.576300504992773,48.57630050499277
index=16.6.98E+05,0,698421.296,2000-3000,0.0013973483103934172,4.49573190584588e-07,34.92504269102929,54.92504269102929
index=16.6.98E+05,0,698421.296,3000-5000,2.957993184860159e-05,7.874422966769743e-07,15.747784302834194,35.74778430283419
index=16.6.98E+05,0,698421.296,5000-10000,0.0002767806043481153,1.319820927204971e-05,13.216206429763627,33.21620642976363
index=16.6.98E+05,0,698421.296,10000-15000,1.6455465458221276e-05,3.0488541387334577e-05,-2.6782647640304615,17.321735235969538
index=16.6.98E+05,0,698421.296,15000-22050,1.175290284591114e-05,2.162941859450793e-05,-2.6489969950617906,17.35100300493821
index=16.6.98E+05,0,698421.296,500-3000,0.0018417375354130374,4.35411990436025e-06,26.263273547691583,46.26327354769158
index=16.6.98E+05,0,698421.296,3000-22050,0.00033456890450084926,6.610361155056919e-05,7.042603866296121,27.04260386629612
index=16.6.98E+05,0,698421.296,0-22050,0.0021773298073558154,7.047151456644572e-05,14.899106126378248,34.89910612637825
index=16.6.98E+05,30,698421.296,500-1000,8.394026946929035e-05,1.6935737324480336e-06,16.951662499728812,36.95166249972881
index=16.6.98E+05,30,698421.296,1000-2000,0.0003249386331577038,2.1421019097518153e-07,31.809612208984312,51.80961220898431
index=16.6.98E+05,30,698421.296,2000-3000,0.0012484379163281833,2.2874730006400457e-07,37.37010973427394,57.37010973427394
index=16.6.98E+05,30,698421.296,3000-5000,2.8739625428806713e-05,3.9738488453477373e-07,18.592697598797137,38.59269759879714
index=16.6.98E+05,30,698421.296,5000-10000,0.0002602382104178059,1.2332727545712567e-05,13.243119265838102,33.243119265838104
index=16.6.98E+05,30,698421.296,10000-15000,1.6570328726481964e-05,3.299398763413439e-05,-2.9910368314423246,17.008963168557674
index=16.6.98E+05,30,698421.296,15000-22050,1.2976795401008052e-05,1.9401005726237185e-05,-1.746567864767242,18.253432135232757
index=16.6.98E+05,30,698421.296,500-3000,0.0016573168189551774,2.1365312234872198e-06,28.896962937085693,48.89696293708569
index=16.6.98E+05,30,698421.296,3000-22050,0.00031852495997410264,6.512510579061892e-05,6.89395028023442,26.89395028023442
index=16.6.98E+05,30,698421.296,0-22050,0.001976629023456208,6.727049294886384e-05,14.681005578117778,34.68100557811778
index=16.6.98E+05,59,698421.296,500-1000,9.004109992060621e-05,1.4234308639376297e-06,18.011044132942093,38.01104413294209
index=16.6.98E+05,59,698421.296,1000-2000,0.0003038961298754634,2.1537695066987777e-07,31.49525945483763,51.49525945483763
index=16.6.98E+05,59,698421.296,2000-3000,0.0009344618838723551,1.9634717284591896e-07,36.7753693911704,56.7753693911704
index=16.6.98E+05,59,698421.296,3000-5000,2.015880208899616e-05,3.1352603372795725e-07,18.08191112710524,38.08191112710524
index=16.6.98E+05,59,698421.296,5000-10000,0.00020767026264463144,8.803116670416599e-06,13.727378544306283,33.72737854430628
index=16.6.98E+05,59,698421.296,10000-15000,1.366983937207464e-05,3.761802899323205e-05,-4.396326254287203,15.603673745712797
index=16.6.98E+05,59,698421.296,15000-22050,1.030988217013042e-05,1.8667815056408032e-05,-2.578397878080178,17.421602121919822
index=16.6.98E+05,59,698421.296,500-3000,0.0013283991136684246,1.8351549874534266e-06,28.596558288127056,48.596558288127056
index=16.6.98E+05,59,698421.296,3000-22050,0.0002518087862758327,6.540248675378464e-05,5.854766182028773,25.854766182028772
index=16.6.98E+05,59,698421.296,0-22050,0.0015811564392445969,6.724528607258909e-05,13.713129955653812,33.71312995565381
index=17.7.77E+05,0,776647.2223,500-1000,0.0001175364154119257,3.4340345216325014e-06,15.343677848872343,35.343677848872346
index=17.7.77E+05,0,776647.2223,1000-2000,0.00039514530000380496,4.7051219214316043e-07,29.241859390945912,49.24185939094591
index=17.7.77E+05,0,776647.2223,2000-3000,0.0014141490335204167,4.49573190584588e-07,34.976947760148825,54.976947760148825
index=17.7.77E+05,0,776647.2223,3000-5000,4.3268287217107865e-05,7.874422966769743e-07,17.39950965138855,37.39950965138855
index=17.7.77E+05,0,776647.2223,5000-10000,0.00039431467878544977,1.319820927204971e-05,14.753279341555878,34.75327934155588
index=17.7.77E+05,0,776647.2223,10000-15000,2.3940130061576293e-05,3.0488541387334577e-05,-1.0501014212724238,18.949898578727577
index=17.7.77E+05,0,776647.2223,15000-22050,1.7895804659873953e-05,2.162941859450793e-05,-0.8229361501522872,19.177063849847713
index=17.7.77E+05,0,776647.2223,500-3000,0.0019268307489361473,4.35411990436025e-06,26.4594318376608,46.4594318376608
index=17.7.77E+05,0,776647.2223,3000-22050,0.0004794189007240079,6.610361155056919e-05,8.604899640835793,28.604899640835793
index=17.7.77E+05,0,776647.2223,0-22050,0.0024073499931738704,7.047151456644572e-05,15.335256294665916,35.33525629466592
index=17.7.77E+05,30,776647.2223,500-1000,0.00012894732158409803,1.6935737324480336e-06,18.816082165660074,38.81608216566008
index=17.7.77E+05,30,776647.2223,1000-2000,0.0004565443203089965,2.1421019097518153e-07,33.28642815864996,53.28642815864996
index=17.7.77E+05,30,776647.2223,2000-3000,0.001626577750574179,2.2874730006400457e-07,38.5191885070143,58.5191885070143
index=17.7.77E+05,30,776647.2223,3000-5000,4.11254255467926e-05,3.9738488453477373e-07,20.148990611790456,40.14899061179045
index=17.7.77E+05,30,776647.2223,5000-10000,0.0003429183630353101,1.2332727545712567e-05,14.441316047154583,34.44131604715459
index=17.7.77E+05,30,776647.2223,10000-15000,2.1877413591426414e-05,3.299398763413439e-05,-1.7843883009893322,18.21561169901067
index=17.7.77E+05,30,776647.2223,15000-22050,1.5950632469212556e-05,1.9401005726237185e-05,-0.8504633561346014,19.1495366438654
index=17.7.77E+05,30,776647.2223,500-3000,0.002212069392467273,2.1365312234872198e-06,30.15089502611032,50.15089502611032
index=17.7.77E+05,30,776647.2223,3000-22050,0.0004218718346427417,6.512510579061892e-05,8.114320898359601,28.1143208983596
index=17.7.77E+05,30,776647.2223,0-22050,0.002634964364850849,6.727049294886384e-05,15.929501360633287,35.92950136063329
index=17.7.77E+05,59,776647.2223,500-1000,0.00013063662459457154,1.4234308639376297e-06,19.62728572213983,39.62728572213983
index=17.7.77E+05,59,776647.2223,1000-2000,0.0004132645769949018,2.1537695066987777e-07,32.83028957411289,52.83028957411289
index=17.7.77E+05,59,776647.2223,2000-3000,0.0015958668255302401,1.9634717284591896e-07,39.09971994466867,59.09971994466867
index=17.7.77E+05,59,776647.2223,3000-5000,4.320324202469636e-05,3.1352603372795725e-07,21.39242729596457,41.392427295964566
index=17.7.77E+05,59,776647.2223,5000-10000,0.00037584824216042287,8.803116670416599e-06,16.303760656616834,36.30376065661683
index=17.7.77E+05,59,776647.2223,10000-15000,2.3853826970930194e-05,3.761802899323205e-05,-1.9783797215698833,18.021620278430117
index=17.7.77E+05,59,776647.2223,15000-22050,1.605938479041425e-05,1.8667815056408032e-05,-0.6536458551513223,19.34635414484868
index=17.7.77E+05,59,776647.2223,500-3000,0.002139768027119714,1.8351549874534266e-06,30.666939455640374,50.666939455640374
index=17.7.77E+05,59,776647.2223,3000-22050,0.00045896469594646367,6.540248675378464e-05,8.461850189089633,28.46185018908963
index=17.7.77E+05,59,776647.2223,0-22050,0.0025997348135162975,6.724528607258909e-05,15.872672044461645,35.872672044461645
index=18.8.59E+05,0,859343.9142,500-1000,0.00017043834834114377,3.4340345216325014e-06,16.957626602331246,36.957626602331246
index=18.8.59E+05,0,859343.9142,1000-2000,0.0005542361531789766,4.7051219214316043e-07,30.71123970116084,50.711239701160835
index=18.8.59E+05,0,859343.9142,2000-3000,0.0022384240780485396,4.49573190584588e-07,36.97141963713246,56.97141963713246
index=18.8.59E+05,0,859343.9142,3000-5000,7.598099243695343e-05,7.874422966769743e-07,19.844862230819135,39.84486223081913
index=18.8.59E+05,0,859343.9142,5000-10000,0.0006312943618920106,1.319820927204971e-05,16.79716900353322,36.79716900353322
index=18.8.59E+05,0,859343.9142,10000-15000,3.7731116521080655e-05,3.0488541387334577e-05,0.9256300919236313,20.92563009192363
index=18.8.59E+05,0,859343.9142,15000-22050,2.5318142469593727e-05,2.162941859450793e-05,0.6838699376108864,20.683869937610886
index=18.8.59E+05,0,859343.9142,500-3000,0.00296309857956866,4.35411990436025e-06,28.328457157673206,48.328457157673206
index=18.8.59E+05,0,859343.9142,3000-22050,0.0007703246133196383,6.610361155056919e-05,10.664485869282572,30.664485869282572
index=18.8.59E+05,0,859343.9142,0-22050,0.003735360283752165,7.047151456644572e-05,17.243188914246634,37.24318891424663
index=18.8.59E+05,30,859343.9142,500-1000,0.0001703291990064714,1.6935737324480336e-06,20.024849950022595,40.0248499500226
index=18.8.59E+05,30,859343.9142,1000-2000,0.0005236425119979621,2.1421019097518153e-07,33.88194769178448,53.88194769178448
index=18.8.59E+05,30,859343.9142,2000-3000,0.001787644164418251,2.2874730006400457e-07,38.92925098797657,58.92925098797657
index=18.8.59E+05,30,859343.9142,3000-5000,5.7360125117387005e-05,3.9738488453477373e-07,21.593987462905474,41.593987462905474
index=18.8.59E+05,30,859343.9142,5000-10000,0.0005495556580475564,1.2332727545712567e-05,16.4895254639788,36.4895254639788
index=18.8.59E+05,30,859343.9142,10000-15000,3.0775938869424346e-05,3.299398763413439e-05,-0.3022349663982562,19.697765033601744
index=18.8.59E+05,30,859343.9142,15000-22050,2.0741027231711535e-05,1.9401005726237185e-05,0.29006017847518434,20.290060178475184
index=18.8.59E+05,30,859343.9142,500-3000,0.0024816158754226844,2.1365312234872198e-06,30.650253147284033,50.65025314728403
index=18.8.59E+05,30,859343.9142,3000-22050,0.0006584327492660793,6.512510579061892e-05,10.047629819859642,30.047629819859644
index=18.8.59E+05,30,859343.9142,0-22050,0.0031416356038612625,6.727049294886384e-05,16.693311999644987,36.69331199964499
index=18.8.59E+05,59,859343.9142,500-1000,0.00015936358365207062,1.4234308639376297e-06,20.490527089825687,40.49052708982569
index=18.8.59E+05,59,859343.9142,1000-2000,0.000565639555501204,2.1537695066987777e-07,34.19340548434355,54.19340548434355
index=18.8.59E+05,59,859343.9142,2000-3000,0.0019651330146919716,1.9634717284591896e-07,40.003672996058064,60.003672996058064
index=18.8.59E+05,59,859343.9142,3000-5000,6.343702904037297e-05,3.1352603372795725e-07,23.06069226945478,43.060692269454776
index=18.8.59E+05,59,859343.9142,5000-10000,0.0005652532179333379,8.803116670416599e-06,18.076065856890693,38.07606585689069
index=18.8.59E+05,59,859343.9142,10000-15000,3.629330001207281e-05,3.761802899323205e-05,-0.15569578088568461,19.844304219114317
index=18.8.59E+05,59,859343.9142,15000-22050,2.4130855636420942e-05,1.8667815056408032e-05,1.1147923183430677,21.114792318343067
index=18.8.59E+05,59,859343.9142,500-3000,0.0026901361538452465,1.8351549874534266e-06,31.661015128351195,51.661015128351195
index=18.8.59E+05,59,859343.9142,3000-22050,0.0006891144026222046,6.540248675378464e-05,10.22697065328215,30.22697065328215
index=18.8.59E+05,59,859343.9142,0-22050,0.0033806847755004357,6.724528607258909e-05,17.01342832335875,37.01342832335875
index=2.2.36E+03,0,2355.33535,500-1000,4.4261383109947406e-08,3.4340345216325014e-06,-18.89779675784601,1.1022032421539905
index=2.2.36E+03,0,2355.33535,1000-2000,4.3878659482791805e-08,4.7051219214316043e-07,-10.303175303913543,9.696824696086457
index=2.2.36E+03,0,2355.33535,2000-3000,2.012412673134955e-08,4.49573190584588e-07,-13.490833614090668,6.509166385909332
index=2.2.36E+03,0,2355.33535,3000-5000,1.295799374809957e-08,7.874422966769743e-07,-17.836809727019627,2.1631902729803727
index=2.2.36E+03,0,2355.33535,5000-10000,8.109551395081422e-09,1.319820927204971e-05,-32.11518179761856,-12.115181797618561
index=2.2.36E+03,0,2355.33535,10000-15000,3.661723128555963e-09,3.0488541387334577e-05,-39.2045114444626,-19.204511444462597
index=2.2.36E+03,0,2355.33535,15000-22050,7.225492024966273e-09,2.162941859450793e-05,-34.76177419601338,-14.761774196013377
index=2.2.36E+03,0,2355.33535,500-3000,1.0826416932408876e-07,4.35411990436025e-06,-16.044156364895546,3.955843635104454
index=2.2.36E+03,0,2355.33535,3000-22050,3.195476029670323e-08,6.610361155056919e-05,-33.156896235705496,-13.156896235705496
index=2.2.36E+03,0,2355.33535,0-22050,1.4219512702078197e-07,7.047151456644572e-05,-26.95128891886496,-6.951288918864961
index=2.2.36E+03,30,2355.33535,500-1000,4.543058441751336e-08,1.6935737324480336e-06,-15.714557854986957,4.285442145013043
index=2.2.36E+03,30,2355.33535,1000-2000,4.058958894787981e-08,2.1421019097518153e-07,-7.2242547517109195,12.77574524828908
index=2.2.36E+03,30,2355.33535,2000-3000,2.322615611411831e-08,2.2874730006400457e-07,-9.933786359173414,10.066213640826586
index=2.2.36E+03,30,2355.33535,3000-5000,1.4888429749445415e-08,3.9738488453477373e-07,-14.263624476140262,5.7363755238597385
index=2.2.36E+03,30,2355.33535,5000-10000,9.712977930553966e-09,1.2332727545712567e-05,-31.037067352338077,-11.037067352338077
index=2.2.36E+03,30,2355.33535,10000-15000,4.643259152434273e-09,3.299398763413439e-05,-38.51611883842448,-18.516118838424482
index=2.2.36E+03,30,2355.33535,15000-22050,9.666081603580282e-09,1.9401005726237185e-05,-33.02573786603944,-13.025737866039442
index=2.2.36E+03,30,2355.33535,500-3000,1.0924632947951148e-07,2.1365312234872198e-06,-12.913023898099814,7.086976101900186
index=2.2.36E+03,30,2355.33535,3000-22050,3.891074843601393e-08,6.512510579061892e-05,-32.23678857383513,-12.236788573835128
index=2.2.36E+03,30,2355.33535,0-22050,1.502307265708672e-07,6.727049294886384e-05,-26.510658424866694,-6.510658424866694
index=2.2.36E+03,59,2355.33535,500-1000,3.560810162751988e-08,1.4234308639376297e-06,-16.017875575274573,3.982124424725427
index=2.2.36E+03,59,2355.33535,1000-2000,4.1821378618004465e-08,2.1537695066987777e-07,-7.118008788920324,12.881991211079676
index=2.2.36E+03,59,2355.33535,2000-3000,2.1445468769969444e-08,1.9634717284591896e-07,-9.616891085636466,10.383108914363534
index=2.2.36E+03,59,2355.33535,3000-5000,1.3617917379484814e-08,3.1352603372795725e-07,-13.621629134699528,6.378370865300472
index=2.2.36E+03,59,2355.33535,5000-10000,8.941123433347942e-09,8.803116670416599e-06,-29.932443673206308,-9.932443673206308
index=2.2.36E+03,59,2355.33535,10000-15000,3.83759800966445e-09,3.761802899323205e-05,-39.91336556619047,-19.91336556619047
index=2.2.36E+03,59,2355.33535,15000-22050,8.000676438083817e-09,1.8667815056408032e-05,-33.67966782537552,-13.679667825375518
index=2.2.36E+03,59,2355.33535,500-3000,9.88749490154938e-08,1.8351549874534266e-06,-12.685864757812887,7.314135242187113
index=2.2.36E+03,59,2355.33535,3000-22050,3.439731526058102e-08,6.540248675378464e-05,-32.79069714674364,-12.79069714674364
index=2.2.36E+03,59,2355.33535,0-22050,1.3479260626841257e-07,6.724528607258909e-05,-26.979957748364537,-6.979957748364537
index=3.2.10E+04,0,20979.71604,500-1000,3.976590170645373e-08,3.4340345216325014e-06,-19.362938220310387,0.6370617796896134
index=3.2.10E+04,0,20979.71604,1000-2000,3.906533155894255e-08,4.7051219214316043e-07,-10.807793669150778,9.192206330849222
index=3.2.10E+04,0,20979.71604,2000-3000,1.9358201337509838e-08,4.49573190584588e-07,-13.659354025510481,6.340645974489519
index=3.2.10E+04,0,20979.71604,3000-5000,1.4538493574475815e-08,7.874422966769743e-07,-17.336993299267398,2.663006700732602
index=3.2.10E+04,0,20979.71604,5000-10000,9.334467102585834e-09,1.319820927204971e-05,-31.504254808338708,-11.504254808338708
index=3.2.10E+04,0,20979.71604,10000-15000,3.950749574181532e-09,3.0488541387334577e-05,-38.87457145665069,-18.874571456650692
index=3.2.10E+04,0,20979.71604,15000-22050,7.671849979197433e-09,2.162941859450793e-05,-34.50144743882448,-14.501447438824478
index=3.2.10E+04,0,20979.71604,500-3000,9.818943460290613e-08,4.35411990436025e-06,-16.46835625263195,3.531643747368051
index=3.2.10E+04,0,20979.71604,3000-22050,3.549556023044062e-08,6.610361155056919e-05,-32.70051152596643,-12.700511525966427
index=3.2.10E+04,0,20979.71604,0-22050,1.3553995566002676e-07,7.047151456644572e-05,-27.159462661785557,-7.1594626617855575
index=3.2.10E+04,30,20979.71604,500-1000,3.917054332249246e-08,1.6935737324480336e-06,-16.358445135448044,3.6415548645519564
index=3.2.10E+04,30,20979.71604,1000-2000,4.488308676385977e-08,2.1421019097518153e-07,-6.787574111992615,13.212425888007385
index=3.2.10E+04,30,20979.71604,2000-3000,1.9760597567055873e-08,2.2874730006400457e-07,-10.63555903070892,9.36444096929108
index=3.2.10E+04,30,20979.71604,3000-5000,1.4934392762118423e-08,3.9738488453477373e-07,-14.250237749533351,5.749762250466649
index=3.2.10E+04,30,20979.71604,5000-10000,1.0076801853256627e-08,1.2332727545712567e-05,-30.877364183549652,-10.877364183549652
index=3.2.10E+04,30,20979.71604,10000-15000,4.747502726402357e-09,3.299398763413439e-05,-38.41969584479324,-18.41969584479324
index=3.2.10E+04,30,20979.71604,15000-22050,7.94088535017397e-09,1.9401005726237185e-05,-33.879553180899414,-13.879553180899414
index=3.2.10E+04,30,20979.71604,500-3000,1.038142276534081e-07,2.1365312234872198e-06,-13.134523667355634,6.865476332644366
index=3.2.10E+04,30,20979.71604,3000-22050,3.769958269195137e-08,6.512510579061892e-05,-32.374118988896036,-12.374118988896036
index=3.2.10E+04,30,20979.71604,0-22050,1.4292217116091855e-07,6.727049294886384e-05,-26.72725005104524,-6.727250051045239
index=3.2.10E+04,59,20979.71604,500-1000,3.903263637494042e-08,1.4234308639376297e-06,-15.619084925518045,4.380915074481955
index=3.2.10E+04,59,20979.71604,1000-2000,4.4563144073948755e-08,2.1537695066987777e-07,-6.842233997537014,13.157766002462985
index=3.2.10E+04,59,20979.71604,2000-3000,2.139405795637121e-08,1.9634717284591896e-07,-9.62731484382459,10.37268515617541
index=3.2.10E+04,59,20979.71604,3000-5000,1.4936753328522106e-08,3.1352603372795725e-07,-13.220173994934292,6.779826005065708
index=3.2.10E+04,59,20979.71604,5000-10000,1.0134131185521043e-08,8.803116670416599e-06,-29.38849935834434,-9.38849935834434
index=3.2.10E+04,59,20979.71604,10000-15000,5.019401267516499e-09,3.761802899323205e-05,-38.74744120828765,-18.747441208287647
index=3.2.10E+04,59,20979.71604,15000-22050,8.121319483278294e-09,1.8667815056408032e-05,-33.614668941761266,-13.614668941761266
index=3.2.10E+04,59,20979.71604,500-3000,1.0498983840526038e-07,1.8351549874534266e-06,-12.425254810660281,7.574745189339719
index=3.2.10E+04,59,20979.71604,3000-22050,3.821160526483795e-08,6.540248675378464e-05,-32.33398978789256,-12.333989787892563
index=3.2.10E+04,59,20979.71604,0-22050,1.4507380322020265e-07,6.724528607258909e-05,-26.660728489274867,-6.660728489274867
index=4.5.76E+04,0,57593.31665,500-1000,4.18907898058429e-08,3.4340345216325014e-06,-19.136861081243,0.8631389187569987
index=4.5.76E+04,0,57593.31665,1000-2000,3.9856774920985883e-08,4.7051219214316043e-07,-10.720687274547045,9.279312725452955
index=4.5.76E+04,0,57593.31665,2000-3000,1.993082639935933e-08,4.49573190584588e-07,-13.5327509864414,6.4672490135586
index=4.5.76E+04,0,57593.31665,3000-5000,1.5190363477813273e-08,7.874422966769743e-07,-17.14650572909928,2.8534942709007183
index=4.5.76E+04,0,57593.31665,5000-10000,1.0145571502038634e-08,1.319820927204971e-05,-31.14238494342899,-11.14238494342899
index=4.5.76E+04,0,57593.31665,10000-15000,4.514702649587382e-09,3.0488541387334577e-05,-38.29507495839258,-18.295074958392583
index=4.5.76E+04,0,57593.31665,15000-22050,7.674885773872978e-09,2.162941859450793e-05,-34.49972925078216,-14.49972925078216
index=4.5.76E+04,0,57593.31665,500-3000,1.0167839112618812e-07,4.35411990436025e-06,-16.316717188439668,3.683282811560332
index=4.5.76E+04,0,57593.31665,3000-22050,3.752552340331227e-08,6.610361155056919e-05,-32.45898429213953,-12.458984292139533
index=4.5.76E+04,0,57593.31665,0-22050,1.4142748661223182e-07,7.047151456644572e-05,-26.97479782059247,-6.974797820592471
index=4.5.76E+04,30,57593.31665,500-1000,4.0453791516785735e-08,1.6935737324480336e-06,-16.21844877151828,3.781551228481721
index=4.5.76E+04,30,57593.31665,1000-2000,4.122770354187881e-08,2.1421019097518153e-07,-7.156509839139311,12.84349016086069
index=4.5.76E+04,30,57593.31665,2000-3000,2.2007388473162846e-08,2.2874730006400457e-07,-10.167874670710948,9.832125329289052
index=4.5.76E+04,30,57593.31665,3000-5000,1.3940978636026219e-08,3.9738488453477373e-07,-14.549180820190273,5.450819179809727
index=4.5.76E+04,30,57593.31665,5000-10000,9.510554591343016e-09,1.2332727545712567e-05,-31.12853294385571,-11.12853294385571
index=4.5.76E+04,30,57593.31665,10000-15000,4.741647341943636e-09,3.299398763413439e-05,-38.42505556924545,-18.42505556924545
index=4.5.76E+04,30,57593.31665,15000-22050,7.579994553310047e-09,1.9401005726237185e-05,-34.081553502844905,-14.081553502844905
index=4.5.76E+04,30,57593.31665,500-3000,1.0368888353182737e-07,2.1365312234872198e-06,-13.139770457791846,6.860229542208154
index=4.5.76E+04,30,57593.31665,3000-22050,3.577317512262291e-08,6.512510579061892e-05,-32.60190953214947,-12.60190953214947
index=4.5.76E+04,30,57593.31665,0-22050,1.4136930382472188e-07,6.727049294886384e-05,-26.774694908303008,-6.774694908303008
index=4.5.76E+04,59,57593.31665,500-1000,3.983174446352216e-08,1.4234308639376297e-06,-15.531070511999467,4.4689294880005335
index=4.5.76E+04,59,57593.31665,1000-2000,3.933314175532759e-08,2.1537695066987777e-07,-7.384405865859378,12.615594134140622
index=4.5.76E+04,59,57593.31665,2000-3000,2.0840430476783796e-08,1.9634717284591896e-07,-9.74117966911934,10.25882033088066
index=4.5.76E+04,59,57593.31665,3000-5000,1.4175330170425873e-08,3.1352603372795725e-07,-13.4474042520816,6.552595747918399
index=4.5.76E+04,59,57593.31665,5000-10000,9.592271024397665e-09,8.803116670416599e-06,-29.627150167145622,-9.627150167145622
index=4.5.76E+04,59,57593.31665,10000-15000,4.496632446282163e-09,3.761802899323205e-05,-39.22508646947926,-19.22508646947926
index=4.5.76E+04,59,57593.31665,15000-22050,7.844187565858278e-09,1.8667815056408032e-05,-33.7654551991453,-13.7654551991453
index=4.5.76E+04,59,57593.31665,500-3000,1.0000531669563355e-07,1.8351549874534266e-06,-12.63649658842754,7.363503411572459
index=4.5.76E+04,59,57593.31665,3000-22050,3.6108421206963984e-08,6.540248675378464e-05,-32.57985761629465,-12.579857616294653
index=4.5.76E+04,59,57593.31665,0-22050,1.381637443926395e-07,6.724528607258909e-05,-26.872677508989963,-6.8726775089899625
index=5.1.11E+05,0,111264.7017,500-1000,3.731852227877829e-08,3.4340345216325014e-06,-19.638802182915178,0.3611978170848218
index=5.1.11E+05,0,111264.7017,1000-2000,3.5133171856946144e-08,4.7051219214316043e-07,-11.268535214706395,8.731464785293605
index=5.1.11E+05,0,111264.7017,2000-3000,1.768649104457572e-08,4.49573190584588e-07,-14.051587265127218,5.948412734872782
index=5.1.11E+05,0,111264.7017,3000-5000,1.27840876850298e-08,7.874422966769743e-07,-17.895489980042733,2.1045100199572673
index=5.1.11E+05,0,111264.7017,5000-10000,8.264461609391174e-09,1.319820927204971e-05,-32.033004436985856,-12.033004436985856
index=5.1.11E+05,0,111264.7017,10000-15000,3.568638816509776e-09,3.0488541387334577e-05,-39.316340525864895,-19.316340525864895
index=5.1.11E+05,0,111264.7017,15000-22050,7.872085015365753e-09,2.162941859450793e-05,-34.389550699702795,-14.389550699702795
index=5.1.11E+05,0,111264.7017,500-3000,9.013818518030015e-08,4.35411990436025e-06,-16.839915746852817,3.1600842531471827
index=5.1.11E+05,0,111264.7017,3000-22050,3.24892731262965e-08,6.610361155056919e-05,-33.08485192578913,-13.084851925789131
index=5.1.11E+05,0,111264.7017,0-22050,1.2463948723276312e-07,7.047151456644572e-05,-27.523579517659886,-7.523579517659886
index=5.1.11E+05,30,111264.7017,500-1000,3.648182810728905e-08,1.6935737324480336e-06,-16.66727516366435,3.3327248363356503
index=5.1.11E+05,30,111264.7017,1000-2000,4.0772913100045185e-08,2.1421019097518153e-07,-7.204683868216853,12.795316131783146
index=5.1.11E+05,30,111264.7017,2000-3000,2.0805526247078004e-08,2.2874730006400457e-07,-10.411772715833955,9.588227284166045
index=5.1.11E+05,30,111264.7017,3000-5000,1.44659056088671e-08,3.9738488453477373e-07,-14.388657167138577,5.611342832861423
index=5.1.11E+05,30,111264.7017,5000-10000,8.827946613556176e-09,1.2332727545712567e-05,-31.451994390545078,-11.451994390545078
index=5.1.11E+05,30,111264.7017,10000-15000,4.056269289529328e-09,3.299398763413439e-05,-39.10308027865263,-19.103080278652627
index=5.1.11E+05,30,111264.7017,15000-22050,7.627227036961823e-09,1.9401005726237185e-05,-34.05457569778574,-14.054575697785737
index=5.1.11E+05,30,111264.7017,500-3000,9.806026745441225e-08,2.1365312234872198e-06,-13.38216170595879,6.61783829404121
index=5.1.11E+05,30,111264.7017,3000-22050,3.497734854891443e-08,6.512510579061892e-05,-32.6996155700353,-12.699615570035299
index=5.1.11E+05,30,111264.7017,0-22050,1.3475363084034464e-07,6.727049294886384e-05,-26.982841343732535,-6.9828413437325345
index=5.1.11E+05,59,111264.7017,500-1000,3.9287741197439556e-08,1.4234308639376297e-06,-15.590793180263631,4.409206819736369
index=5.1.11E+05,59,111264.7017,1000-2000,4.029531380146037e-08,2.1537695066987777e-07,-7.279446816727192,12.72055318327281
index=5.1.11E+05,59,111264.7017,2000-3000,2.0020052311975962e-08,1.9634717284591896e-07,-9.915594444061483,10.084405555938517
index=5.1.11E+05,59,111264.7017,3000-5000,1.4334191033308538e-08,3.1352603372795725e-07,-13.39900420374731,6.60099579625269
index=5.1.11E+05,59,111264.7017,5000-10000,8.586531723123163e-09,8.803116670416599e-06,-30.10818678962451,-10.108186789624511
index=5.1.11E+05,59,111264.7017,10000-15000,4.06009765820996e-09,3.761802899323205e-05,-39.66859556973191,-19.668595569731913
index=5.1.11E+05,59,111264.7017,15000-22050,8.15576382801945e-09,1.8667815056408032e-05,-33.59628848514439,-13.596288485144392
index=5.1.11E+05,59,111264.7017,500-3000,9.960310731087587e-08,1.8351549874534266e-06,-12.653998610563914,7.346001389436086
index=5.1.11E+05,59,111264.7017,3000-22050,3.5136584242661114e-08,6.540248675378464e-05,-32.69834721680604,-12.698347216806042
index=5.1.11E+05,59,111264.7017,0-22050,1.3694585294054624e-07,6.724528607258909e-05,-26.911129602090455,-6.911129602090455
index=6.1.44E+05,0,144324.2618,500-1000,3.728989529381568e-08,3.4340345216325014e-06,-19.642134928097935,0.35786507190206507
index=6.1.44E+05,0,144324.2618,1000-2000,3.541075785066431e-08,4.7051219214316043e-07,-11.234356600603082,8.765643399396918
index=6.1.44E+05,0,144324.2618,2000-3000,1.827672199167539e-08,4.49573190584588e-07,-13.909020992257942,6.0909790077420585
index=6.1.44E+05,0,144324.2618,3000-5000,1.406151057032253e-08,7.874422966769743e-07,-17.48186761113098,2.51813238886902
index=6.1.44E+05,0,144324.2618,5000-10000,8.544623359824712e-09,1.319820927204971e-05,-31.888220861702685,-11.888220861702685
index=6.1.44E+05,0,144324.2618,10000-15000,3.9211546682636885e-09,3.0488541387334577e-05,-38.907226744349394,-18.907226744349394
index=6.1.44E+05,0,144324.2618,15000-22050,7.1943885641743945e-09,2.162941859450793e-05,-34.780509555513326,-14.780509555513326
