source_wav_id,chunk_index,heat_flux,band_hz,signal_stft_power,noise20_stft_power,realized_band_snr_at_ref_minus20,realized_band_snr_at_ref_zero
index=13.4.89E+05,0,489453.9981,2000-3000,0.0002429965366854234,4.49573190584588e-07,27.3279967881523,47.327996788152305
index=13.4.89E+05,0,489453.9981,3000-5000,2.3742957412984677e-06,7.874422966769743e-07,4.793160747541448,24.79316074754145
index=13.4.89E+05,0,489453.9981,5000-10000,2.7870330299462568e-05,1.319820927204971e-05,3.2462710540022517,23.24627105400225
index=13.4.89E+05,0,489453.9981,10000-15000,2.703016947864746e-06,3.0488541387334577e-05,-10.522878789071457,9.477121210928543
index=13.4.89E+05,0,489453.9981,15000-22050,3.3623422018578606e-06,2.162941859450793e-05,-8.084029340187735,11.915970659812265
index=13.4.89E+05,0,489453.9981,500-3000,0.00034776866223473594,4.35411990436025e-06,19.02390060208893,39.02390060208893
index=13.4.89E+05,0,489453.9981,3000-22050,3.6309985190483644e-05,6.610361155056919e-05,-2.601991158997532,17.39800884100247
index=13.4.89E+05,0,489453.9981,0-22050,0.0003842749481513345,7.047151456644572e-05,7.3662846723023545,27.366284672302356
index=13.4.89E+05,30,489453.9981,500-1000,3.321496442115949e-05,1.6935737324480336e-06,12.92529682476131,32.92529682476131
index=13.4.89E+05,30,489453.9981,1000-2000,9.8722333410558e-05,2.1421019097518153e-07,26.635752834406304,46.635752834406304
index=13.4.89E+05,30,489453.9981,2000-3000,0.000304918300953375,2.2874730006400457e-07,31.248275144253252,51.248275144253256
index=13.4.89E+05,30,489453.9981,3000-5000,6.016514517829971e-06,3.9738488453477373e-07,11.801336253100477,31.801336253100477
index=13.4.89E+05,30,489453.9981,5000-10000,5.6742250204169544e-05,1.2332727545712567e-05,6.628474172557804,26.628474172557805
index=13.4.89E+05,30,489453.9981,10000-15000,3.8518495213908325e-06,3.299398763413439e-05,-9.327654949143481,10.672345050856519
index=13.4.89E+05,30,489453.9981,15000-22050,5.053849432732159e-06,1.9401005726237185e-05,-5.842019448306247,14.157980551693754
index=13.4.89E+05,30,489453.9981,500-3000,0.00043685559878509246,2.1365312234872198e-06,23.106286620211552,43.10628662021155
index=13.4.89E+05,30,489453.9981,3000-22050,7.166446367612252e-05,6.512510579061892e-05,0.4155541325225247,20.415554132522523
index=13.4.89E+05,30,489453.9981,0-22050,0.000508805447870656,6.727049294886384e-05,8.787271425893785,28.787271425893785
