run,experiment,maxfreq,snr,fold,model,sample_id,val_local_index,y_true,y_pred,abs_error,method,attribution_units,attribution_sum,output_delta_from_baseline,completeness_error,completeness_relative_error,deletion_prediction_auc,deletion_linear_auc,deletion_area_between_curve,insertion_prediction_auc,insertion_linear_auc,insertion_area_between_curve,top_frequency_bin,top_frequency_hz,top_time_frame,top_time_s,source_csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,-20,fold1,cnntf_v2_gap,low_heatflux_val0060,60,20979.71604,182369.84375,161390.12771,integrated_gradients,heat_flux,-121371872.0,-107537.21875,-121264334.78125,1127.6499075465442,273807.610546875,236158.7265625,37648.88398437499,304622.523046875,236158.7265625,68463.79648437502,139,13700.892857142857,144,0.6450892857142857,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,-20,fold2,alexnet,near_onb_below_val0060,60,221505.1102,115749.0859375,105756.0242625,integrated_gradients,heat_flux,746613440.0,-810400.0390625,747423840.0390625,922.2899852074407,3682770.6689453125,520948.94140625,3161821.7275390625,2847970.936328125,520948.94140625,2327021.994921875,138,13602.67857142857,144,0.6450892857142857,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,-20,fold2,alexnet,near_onb_above_val0120,120,427276.195,413254.875,14021.320000000007,integrated_gradients,heat_flux,2443313152.0,-512894.25,2443826046.25,4764.77567500513,3406280.6898437496,669702.234375,2736578.4554687496,3729475.5390625,669702.234375,3059773.3046875,22,2209.8214285714284,8,0.03794642857142857,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,-20,fold2,alexnet,worst_prediction_val0084,84,221505.1102,-35837.8984375,257343.0086375,integrated_gradients,heat_flux,928145152.0,-961987.0234375,929107139.0234375,965.820864925421,3498245.427636719,445155.490234375,3053089.937402344,3007127.1294921874,445155.490234375,2561971.6392578124,139,13700.892857142857,14,0.06473214285714286,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,-20,fold2,alexnet,low_heatflux_val0180,180,57593.31665,154272.890625,96679.573975,integrated_gradients,heat_flux,749540032.0,-771876.234375,750311908.234375,972.0624561551815,3603072.31328125,540211.203125,3062861.11015625,2930869.8984375,540211.203125,2390658.6953125,138,13602.67857142857,144,0.6450892857142857,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,-20,fold2,alexnet,high_heatflux_val0300,300,859343.9142,756609.6875,102734.2267,integrated_gradients,heat_flux,86184796160.0,-169539.4375,86184965699.4375,508347.59729244414,4695674.153125,841380.0,3854294.153125,4739030.896875,841380.0,3897650.8968749996,23,2308.035714285714,33,0.14955357142857142,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,-20,fold2,cnntf_v2_gap,near_onb_below_val0060,60,221505.1102,165969.0,55536.110199999996,integrated_gradients,heat_flux,1819227264.0,-248396.5625,1819475660.5625,7324.882608077557,298787.36796875,290167.359375,8620.008593750012,245611.482421875,290167.359375,-44555.876953125,139,13700.892857142857,144,0.6450892857142857,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/cnntf_v2_gap/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,-20,fold2,cnntf_v2_gap,near_onb_above_val0120,120,427276.195,453684.5625,26408.367499999993,integrated_gradients,heat_flux,1745296768.0,39319.0,1745257449.0,44387.127063251864,417604.11406249995,434023.28125,-16419.167187500047,325508.75859375,434023.28125,-108514.52265624999,22,2209.8214285714284,7,0.033482142857142856,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/cnntf_v2_gap/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,-20,fold2,cnntf_v2_gap,worst_prediction_val0065,65,221505.1102,49962.55859375,171542.55160625,integrated_gradients,heat_flux,1261429120.0,-364403.00390625,1261793523.0039062,3462.6320570302655,231945.18671875,232153.66796875,-208.48125000001164,232084.691015625,232153.66796875,-68.97695312500582,139,13700.892857142857,125,0.5602678571428571,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/cnntf_v2_gap/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,-20,fold2,cnntf_v2_gap,low_heatflux_val0180,180,57593.31665,205028.296875,147434.980225,integrated_gradients,heat_flux,1818989824.0,-209337.265625,1819199161.265625,8690.278607749084,282493.53671875,309700.734375,-27207.197656249977,268181.21640625,309700.734375,-41519.51796874998,139,13700.892857142857,144,0.6450892857142857,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/cnntf_v2_gap/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,-20,fold2,cnntf_v2_gap,high_heatflux_val0300,300,859343.9142,825567.8125,33776.1017,integrated_gradients,heat_flux,-2500550400.0,411202.25,-2500961602.25,6082.071784018692,483504.9109375,619989.84375,-136484.9328125,373208.175390625,619989.84375,-246781.66835937498,23,2308.035714285714,70,0.31473214285714285,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/cnntf_v2_gap/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,-20,fold3,alexnet,near_onb_below_val0180,180,315466.1173,289757.25,25708.867299999984,integrated_gradients,heat_flux,-266452512.0,-410538.875,-266041973.125,648.0311349930016,3621456.0140625,495026.84375,3126429.1703125,3738883.01875,495026.84375,3243856.175,7,736.6071428571429,145,0.6495535714285714,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/alexnet/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,-20,fold3,alexnet,near_onb_above_val0240,240,489453.9981,447052.03125,42401.966850000026,integrated_gradients,heat_flux,-2349387008.0,-253244.09375,-2349133763.90625,9276.164072064366,4546942.40859375,573674.359375,3973268.0492187496,3712585.5515625,573674.359375,3138911.1921875,23,2308.035714285714,18,0.08258928571428571,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/alexnet/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,-20,fold3,alexnet,worst_prediction_val0034,34,0.000328047,236908.875,236908.874671953,integrated_gradients,heat_flux,-805555200.0,-463387.25,-805091812.75,1737.4060523892274,3442757.840625,468602.625,2974155.215625,3719154.621875,468602.625,3250551.996875,138,13602.67857142857,33,0.14955357142857142,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/alexnet/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,-20,fold3,alexnet,low_heatflux_val0000,0,0.000328047,178134.796875,178134.796546953,integrated_gradients,heat_flux,-211461984.0,-522161.328125,-210939822.671875,403.9744257379746,3859049.741796875,439215.0234375,3419834.718359375,3838988.87109375,439215.0234375,3399773.84765625,7,736.6071428571429,145,0.6495535714285714,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/alexnet/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,-20,fold3,alexnet,high_heatflux_val0300,300,698421.296,700034.8125,1613.516500000027,integrated_gradients,heat_flux,43831898112.0,-261.3125,43831898373.3125,167737472.8469259,5538805.0703125,700166.09375,4838638.9765625,4072949.11875,700166.09375,3372783.025,23,2308.035714285714,10,0.046875,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/alexnet/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,-20,fold3,cnntf_v2_gap,near_onb_below_val0180,180,315466.1173,304544.0,10922.117299999984,integrated_gradients,heat_flux,-607567104.0,1324.0625,-607568428.0625,458866.8798206275,338271.528125,303876.03125,34395.49687500001,389735.93125,303876.03125,85859.90000000002,139,13700.892857142857,145,0.6495535714285714,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/cnntf_v2_gap/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,-20,fold3,cnntf_v2_gap,near_onb_above_val0240,240,489453.9981,498689.46875,9235.470649999974,integrated_gradients,heat_flux,-4144297984.0,195469.53125,-4144493453.53125,21202.759463471368,455203.08125,400956.4375,54246.64374999999,403691.7,400956.4375,2735.2625000000116,22,2209.8214285714284,18,0.08258928571428571,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/cnntf_v2_gap/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,-20,fold3,cnntf_v2_gap,worst_prediction_val0036,36,0.000328047,199107.734375,199107.734046953,integrated_gradients,heat_flux,-815337920.0,-104112.203125,-815233807.796875,7830.3386474118,268505.374609375,251173.9921875,17331.382421875023,367839.9328125,251173.9921875,116665.94062499999,139,13700.892857142857,127,0.5691964285714286,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/cnntf_v2_gap/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,-20,fold3,cnntf_v2_gap,low_heatflux_val0000,0,0.000328047,151997.53125,151997.530921953,integrated_gradients,heat_flux,-581966144.0,-151222.40625,-581814921.59375,3847.4121396527507,327763.456640625,227600.5546875,100162.90195312502,352122.13046875,227600.5546875,124521.57578125002,139,13700.892857142857,145,0.6495535714285714,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/cnntf_v2_gap/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,-20,fold3,cnntf_v2_gap,high_heatflux_val0300,300,698421.296,761765.9375,63344.64150000003,integrated_gradients,heat_flux,3035285248.0,458546.0,3034826702.0,6618.369153803545,507744.00625,532499.8125,-24755.806250000023,450841.615625,532499.8125,-81658.19687500002,23,2308.035714285714,125,0.5602678571428571,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/cnntf_v2_gap/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold1,alexnet,near_onb_below_val0120,120,266907.6965,119737.140625,147170.55587500002,integrated_gradients,heat_flux,6063070.5,-242660.671875,6305731.171875,25.98579787631687,1640121.6158203124,241067.66015625,1399053.9556640624,1400585.334765625,241067.66015625,1159517.674609375,7,736.6071428571429,144,0.6450892857142857,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold1,alexnet,near_onb_above_val0180,180,368978.105,395863.40625,26885.30125000002,integrated_gradients,heat_flux,-1341739008.0,33465.59375,-1341772473.59375,40094.08838275132,2512072.46953125,379131.484375,2132940.98515625,1858208.3093750002,379131.484375,1479076.8250000002,23,2308.035714285714,118,0.5290178571428571,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold1,alexnet,false_negative_val0224,224,368978.105,283213.25,85764.85499999998,integrated_gradients,heat_flux,-798266944.0,-79184.5625,-798187759.4375,10080.09306659363,2045667.5867187502,322805.703125,1722861.8835937502,1480196.09375,322805.703125,1157390.390625,23,2308.035714285714,132,0.5915178571428571,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold1,alexnet,worst_prediction_val0128,128,266907.6965,-26434.498046875,293342.194546875,integrated_gradients,heat_flux,6394556.5,-388832.310546875,6783388.810546875,17.445537900403252,1590574.6020996093,167981.5732421875,1422593.0288574218,1249488.5163085938,167981.5732421875,1081506.9430664063,138,13602.67857142857,57,0.25669642857142855,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold1,alexnet,low_heatflux_val0060,60,20979.71604,-2790.481689453125,23770.197729453124,integrated_gradients,heat_flux,6712791.5,-365188.2941894531,7077979.794189453,19.381726925007964,1718055.228668213,179803.6046142578,1538251.624053955,1463529.238244629,179803.6046142578,1283725.6336303712,7,736.6071428571429,144,0.6450892857142857,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold1,cnntf_v2_gap,near_onb_below_val0120,120,266907.6965,179091.796875,87815.89962500002,integrated_gradients,heat_flux,-3767241.0,-23623.40625,-3743617.59375,158.47069445160983,146792.3654296875,190905.3984375,-44113.03300781251,170422.06528320312,190905.3984375,-20483.33315429688,138,13602.67857142857,144,0.6450892857142857,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold1,cnntf_v2_gap,near_onb_above_val0180,180,368978.105,399689.65625,30711.55125000002,integrated_gradients,heat_flux,1672249216.0,196974.453125,1672052241.546875,8488.67563798129,285853.296875,301209.7890625,-15356.4921875,269502.73515625,301209.7890625,-31707.05390624999,23,2308.035714285714,165,0.7388392857142857,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold1,cnntf_v2_gap,false_negative_val0230,230,368978.105,276096.375,92881.72999999998,integrated_gradients,heat_flux,182832832.0,73381.171875,182759450.828125,2490.549634985984,238053.9671875,239410.4609375,-1356.4937499999942,187765.9115234375,239410.4609375,-51644.549414062494,23,2308.035714285714,141,0.6316964285714286,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold1,cnntf_v2_gap,worst_prediction_val0133,133,266907.6965,41881.0234375,225026.67306250002,integrated_gradients,heat_flux,-3655242.75,-160834.1796875,-3494408.5703125,21.726778332205992,120731.22651367188,122289.740234375,-1558.513720703122,147435.9056640625,122289.740234375,25146.165429687506,139,13700.892857142857,165,0.7388392857142857,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold1,cnntf_v2_gap,low_heatflux_val0060,60,20979.71604,75816.765625,54837.049585,integrated_gradients,heat_flux,-4244838.0,-126898.4375,-4117939.5625,32.45067192021178,169339.8826171875,139259.86328125,30080.01933593751,149885.73310546874,139259.86328125,10625.869824218738,138,13602.67857142857,144,0.6450892857142857,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold2,alexnet,near_onb_below_val0060,60,221505.1102,134138.671875,87366.438325,integrated_gradients,heat_flux,5299055.5,-486121.640625,5785177.140625,11.900678054955703,2197487.089453125,377199.5078125,1820287.581640625,1115635.9054687498,377199.5078125,738436.3976562498,7,736.6071428571429,144,0.6450892857142857,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold2,alexnet,near_onb_above_val0120,120,427276.195,369262.46875,58013.72625000001,integrated_gradients,heat_flux,7998520320.0,-250997.84375,7998771317.84375,31867.888577603568,3290336.9015625,494761.625,2795575.2765625,1776694.5421874998,494761.625,1281932.9171874998,23,2308.035714285714,8,0.03794642857142857,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold2,alexnet,false_negative_val0154,154,427276.195,351615.40625,75660.78875,integrated_gradients,heat_flux,5216040448.0,-268644.90625,5216309092.90625,19417.115201328146,3535463.765625,485938.15625,3049525.609375,1833552.2078125,485938.15625,1347614.0515625,23,2308.035714285714,144,0.6450892857142857,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold2,alexnet,worst_prediction_val0330,330,859343.9142,651819.1875,207524.7267,integrated_gradients,heat_flux,95086428160.0,31558.875,95086396601.125,3012984.353882228,5367819.364062499,636040.375,4731778.989062499,2767953.0421875,636040.375,2131912.6671875,23,2308.035714285714,139,0.6227678571428571,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold2,alexnet,low_heatflux_val0180,180,57593.31665,116806.6875,59213.37085,integrated_gradients,heat_flux,4269814.5,-503453.625,4773268.125,9.481048279272992,2373919.9458984374,368533.26171875,2005386.6841796874,1176332.876171875,368533.26171875,807799.614453125,7,736.6071428571429,144,0.6450892857142857,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold2,cnntf_v2_gap,near_onb_below_val0060,60,221505.1102,199573.65625,21931.453949999996,integrated_gradients,heat_flux,-3158199.0,-91196.21875,-3067002.78125,33.63081083062997,282374.174609375,245177.4765625,37196.69804687501,272846.696875,245177.4765625,27669.220312500023,139,13700.892857142857,144,0.6450892857142857,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/cnntf_v2_gap/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold2,cnntf_v2_gap,near_onb_above_val0120,120,427276.195,424571.78125,2704.413750000007,integrated_gradients,heat_flux,-616781824.0,133801.90625,-616915625.90625,4610.66395237736,433112.86640625,357673.796875,75439.06953124999,347771.48671875,357673.796875,-9902.310156250023,23,2308.035714285714,6,0.029017857142857144,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/cnntf_v2_gap/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold2,cnntf_v2_gap,worst_prediction_val0048,48,181378.003,59001.12109375,122376.88190625,integrated_gradients,heat_flux,-3520388.25,-231768.75390625,-3288619.49609375,14.189227152785186,261315.79072265624,174883.681640625,86432.10908203124,242719.0634765625,174883.681640625,67835.3818359375,138,13602.67857142857,207,0.9263392857142857,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/cnntf_v2_gap/explainability_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold2,cnntf_v2_gap,low_heatflux_val0180,180,57593.31665,153364.921875,95771.605225,integrated_gradients,heat_flux,-2858119.0,-137404.953125,-2720714.046875,19.800698482826252,299202.373828125,222086.9609375,77115.41289062501,248126.31484375,222086.9609375,26039.353906250006,139,13700.892857142857,144,0.6450892857142857,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/cnntf_v2_gap/explainability_summary.csv
