run,experiment,maxfreq,snr,fold,model,sample_id,method,randomized_layer,original_prediction,randomized_prediction,pearson_abs_map,cosine_abs_map,relative_l1_abs_map,source_csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,no_noise,fold3,alexnet,worst_prediction_val0043,integrated_gradients,output,244372.59375,478280.9375,0.6019861795264011,0.655617183690278,0.7559950032436983,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/alexnet/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,no_noise,fold3,alexnet,low_heatflux_val0000,integrated_gradients,output,106213.59375,475940.1875,0.5799824928022439,0.6415348170506454,0.7626645468833568,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/alexnet/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,no_noise,fold3,alexnet,high_heatflux_val0300,integrated_gradients,output,728238.8125,430202.03125,0.6951858324617968,0.7086391614553356,0.756872451152815,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/alexnet/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,no_noise,fold3,cnntf_v2_gap,near_onb_below_val0180,integrated_gradients,output,278855.40625,-572247.375,0.6400504774235495,0.6467061099094921,0.7594315476809806,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/cnntf_v2_gap/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,no_noise,fold3,cnntf_v2_gap,near_onb_above_val0240,integrated_gradients,output,508192.46875,-589646.875,0.6113789317117335,0.6395162783815524,0.7503540358468193,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/cnntf_v2_gap/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,no_noise,fold3,cnntf_v2_gap,worst_prediction_val0040,integrated_gradients,output,244306.859375,-565894.5625,0.5565242097462233,0.6463608875004797,0.750266276988243,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/cnntf_v2_gap/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,no_noise,fold3,cnntf_v2_gap,low_heatflux_val0000,integrated_gradients,output,78596.171875,-589125.1875,0.5473601743515121,0.6457787884044264,0.7556683539163689,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/cnntf_v2_gap/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,no_noise,fold3,cnntf_v2_gap,high_heatflux_val0300,integrated_gradients,output,744634.25,-514587.34375,0.6031074462707152,0.6241705307730802,0.7453318696393151,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/cnntf_v2_gap/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold1,alexnet,near_onb_below_val0120,integrated_gradients,output,56993.7265625,450051.53125,0.6698020615057417,0.6788215640977465,0.7153352537843093,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold1,alexnet,near_onb_above_val0180,integrated_gradients,output,348002.9375,451268.15625,0.5626983802208639,0.5869878198010628,0.7403609807734399,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold1,alexnet,false_negative_val0230,integrated_gradients,output,215885.875,450820.59375,0.6903182079991115,0.6994557196519712,0.7106841027657544,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold1,alexnet,worst_prediction_val0134,integrated_gradients,output,27668.681640625,462885.375,0.658913164623323,0.6682465721184083,0.7185669239212279,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold1,alexnet,low_heatflux_val0060,integrated_gradients,output,16747.328125,454692.1875,0.6696118422089449,0.6788586907121306,0.7165166796257133,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold1,cnntf_v2_gap,near_onb_below_val0120,integrated_gradients,output,117649.3984375,487156.96875,0.641221001005389,0.6512127936390614,0.9683866410184171,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold1,cnntf_v2_gap,near_onb_above_val0180,integrated_gradients,output,371182.28125,516745.0,0.6426573896545088,0.6654035643289874,0.940276477028875,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold1,cnntf_v2_gap,false_negative_val0229,integrated_gradients,output,279889.03125,485874.28125,0.6639968589253454,0.678018370412568,0.9584999330030962,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold1,cnntf_v2_gap,worst_prediction_val0128,integrated_gradients,output,67786.0,541450.1875,0.6309014084476013,0.6408999286454298,0.9820374468614379,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold1,cnntf_v2_gap,low_heatflux_val0060,integrated_gradients,output,139726.34375,476733.65625,0.6396916370574965,0.6499004506391206,0.9669456680438723,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold2,alexnet,near_onb_below_val0060,integrated_gradients,output,79352.25,401710.59375,0.565796201794834,0.5765811928056312,0.825230489996759,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold2,alexnet,near_onb_above_val0120,integrated_gradients,output,404879.125,425463.6875,0.6130852504067823,0.6338814681311586,0.773663633060494,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold2,alexnet,worst_prediction_val0067,integrated_gradients,output,7423.64501953125,416148.0625,0.5631555047847489,0.5754505107568841,0.8215136192588741,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold2,alexnet,low_heatflux_val0180,integrated_gradients,output,96552.6171875,402778.34375,0.5700605016622294,0.5809914940073577,0.8240817882768451,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold2,alexnet,high_heatflux_val0300,integrated_gradients,output,723661.625,411567.28125,0.6118006788970516,0.6357986753069247,0.7591451236812692,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold2,cnntf_v2_gap,near_onb_below_val0060,integrated_gradients,output,80287.046875,899468.3125,0.6604736667788214,0.6690596683459065,0.9199626101374988,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/cnntf_v2_gap/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold2,cnntf_v2_gap,near_onb_above_val0120,integrated_gradients,output,426372.21875,773703.875,0.6203161631093461,0.6455543061968986,0.8858445177587744,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/cnntf_v2_gap/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold2,cnntf_v2_gap,worst_prediction_val0065,integrated_gradients,output,-2410.81201171875,876699.875,0.6567086443627932,0.6653490342456273,0.9215612571244942,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/cnntf_v2_gap/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold2,cnntf_v2_gap,low_heatflux_val0180,integrated_gradients,output,86233.96875,891080.5,0.6584082170712449,0.6671453555552544,0.9204584363404535,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/cnntf_v2_gap/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold2,cnntf_v2_gap,high_heatflux_val0300,integrated_gradients,output,806195.8125,710946.4375,0.6041209846837754,0.6330829227729565,0.8852867736959967,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/cnntf_v2_gap/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold3,alexnet,near_onb_below_val0180,integrated_gradients,output,161554.265625,488796.21875,0.6290288380549657,0.6433255519755262,0.7829201545479126,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/alexnet/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold3,alexnet,near_onb_above_val0240,integrated_gradients,output,427414.21875,453422.125,0.647744497109086,0.6613345084644244,0.777487864796556,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/alexnet/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold3,alexnet,false_negative_val0292,integrated_gradients,output,355194.3125,463089.75,0.6025170181999805,0.6264242566108117,0.7807759050959339,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/alexnet/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold3,alexnet,worst_prediction_val0015,integrated_gradients,output,235406.203125,464229.21875,0.6404068650350504,0.6496636912276242,0.7687277590993228,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/alexnet/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold3,alexnet,low_heatflux_val0000,integrated_gradients,output,65043.828125,467583.625,0.6364524174691966,0.6457093432302389,0.7683929289568098,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/alexnet/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold3,cnntf_v2_gap,near_onb_below_val0180,integrated_gradients,output,258253.15625,-781602.375,0.6218988561378261,0.6362831119154208,0.8570830100936115,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/cnntf_v2_gap/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold3,cnntf_v2_gap,near_onb_above_val0240,integrated_gradients,output,503228.625,-731592.8125,0.636933622879301,0.6615014302622607,0.8066193681804081,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/cnntf_v2_gap/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold3,cnntf_v2_gap,worst_prediction_val0208,integrated_gradients,output,99471.6875,-808167.5625,0.6218675597255061,0.6318336934180939,0.8783689739731647,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/cnntf_v2_gap/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold3,cnntf_v2_gap,low_heatflux_val0000,integrated_gradients,output,163196.03125,-810770.8125,0.6230907218066988,0.633051565184605,0.8801894060177047,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/cnntf_v2_gap/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold3,cnntf_v2_gap,high_heatflux_val0300,integrated_gradients,output,762346.75,-605610.4375,0.604540187723169,0.6249139406633594,0.8104958340519851,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/cnntf_v2_gap/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,0,fold1,alexnet,near_onb_below_val0120,integrated_gradients,output,146702.296875,454001.0625,0.5978911363345637,0.6252088501324693,0.7691442452457448,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,0,fold1,alexnet,near_onb_above_val0180,integrated_gradients,output,385708.9375,435633.25,0.6288474617969604,0.6460376781401421,0.779447552406965,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,0,fold1,alexnet,false_negative_val0238,integrated_gradients,output,252385.1875,430599.0625,0.6567411805762691,0.659696338625239,0.7735958764498878,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,0,fold1,alexnet,worst_prediction_val0135,integrated_gradients,output,-30047.376953125,462974.65625,0.5759337951702616,0.6221263862133207,0.7727425653077247,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,0,fold1,alexnet,low_heatflux_val0060,integrated_gradients,output,-16871.802734375,460656.25,0.5836037613395499,0.6250093290266686,0.7681646987974617,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,0,fold1,cnntf_v2_gap,near_onb_below_val0120,integrated_gradients,output,149228.28125,1110064.0,0.6284602589530857,0.6542423610266122,1.054119950974415,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,0,fold1,cnntf_v2_gap,near_onb_above_val0180,integrated_gradients,output,376184.40625,988930.6875,0.6381996411525942,0.6588841963566202,0.997259474829893,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,0,fold1,cnntf_v2_gap,false_negative_val0230,integrated_gradients,output,264708.4375,972639.0,0.5947711396056397,0.6028052444969458,1.02606263700342,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,0,fold1,cnntf_v2_gap,worst_prediction_val0133,integrated_gradients,output,-15597.314453125,1068118.625,0.5804910762897162,0.6419058889330597,1.0512796829234818,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,0,fold1,cnntf_v2_gap,low_heatflux_val0060,integrated_gradients,output,95346.125,1116313.375,0.6090435434691801,0.6510819725734167,1.0496223301339838,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,0,fold2,alexnet,near_onb_below_val0060,integrated_gradients,output,182209.15625,405759.40625,0.6147182681185202,0.6416400045006021,0.7326346617851619,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,0,fold2,alexnet,near_onb_above_val0120,integrated_gradients,output,404492.71875,433620.59375,0.6124672574499614,0.6313293490328598,0.7383828170143156,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,0,fold2,alexnet,worst_prediction_val0303,integrated_gradients,output,684796.0625,425658.15625,0.6200110503703913,0.6448909701159941,0.735409600840363,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/top_layer_randomization_sanity.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,0,fold2,alexnet,low_heatflux_val0180,integrated_gradients,output,122051.0390625,414570.625,0.5839819296355399,0.6244904578644861,0.7365810698743205,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/top_layer_randomization_sanity.csv
