run,experiment,maxfreq,snr,fold,model,sample_id,val_local_index,model_prediction_heat_flux,expected_value_heat_flux,sum_shap_heat_flux,reconstructed_prediction_heat_flux,completeness_error,source_csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,no_noise,fold3,rf,near_onb_below_val0180,180,263735.02085968596,375346.4082794026,-111609.91073819464,263736.49754120794,1.476681521977298,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/rf/treeshap_pca_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,no_noise,fold3,rf,near_onb_above_val0240,240,559943.7127690983,375346.4082794026,184596.56377473843,559942.972054141,-0.7407149573555216,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/rf/treeshap_pca_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,no_noise,fold3,rf,worst_prediction_val0040,40,223406.60924072398,375346.4082794026,-151939.50958039262,223406.89869900997,0.28945828598807566,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/rf/treeshap_pca_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,no_noise,fold3,rf,low_heatflux_val0000,0,126800.99570799261,375346.4082794026,-248545.39363616935,126801.01464323324,0.018935240630526096,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/rf/treeshap_pca_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,no_noise,fold3,rf,high_heatflux_val0300,300,774191.8037283493,375346.4082794026,398847.02930264996,774193.4375820525,1.6338537032715976,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/rf/treeshap_pca_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold1,rf,near_onb_below_val0120,120,96687.58472533886,332193.7912544644,-235506.20477870468,96687.58647575974,0.0017504208808531985,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/rf/treeshap_pca_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold1,rf,near_onb_above_val0180,180,364708.8114178763,332193.7912544644,32515.79301970871,364709.58427417313,0.772856296855025,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/rf/treeshap_pca_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold1,rf,false_negative_val0230,230,307569.98926043767,332193.7912544644,-24622.38725965281,307571.4039948116,1.4147343739168718,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/rf/treeshap_pca_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold1,rf,worst_prediction_val0134,134,95291.2264673287,332193.7912544644,-236902.51471407837,95291.27654038605,0.050073057354893535,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/rf/treeshap_pca_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold1,rf,low_heatflux_val0060,60,108005.73645495245,332193.7912544644,-224187.98615765147,108005.80509681295,0.06864186050370336,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/rf/treeshap_pca_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold2,rf,near_onb_below_val0060,60,90732.58120990815,312186.1290646485,-221453.44451195415,90732.68455269438,0.10334278622758575,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/rf/treeshap_pca_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold2,rf,near_onb_above_val0120,120,393592.6807917315,312186.1290646485,81406.31866757016,393592.44773221866,-0.2330595128587447,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/rf/treeshap_pca_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold2,rf,worst_prediction_val0089,89,69560.43880547969,312186.1290646485,-242625.63747738325,69560.49158726528,0.05278178559092339,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/rf/treeshap_pca_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold2,rf,low_heatflux_val0180,180,173568.9182685106,312186.1290646485,-138617.06395450357,173569.06511014496,0.1468416343559511,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/rf/treeshap_pca_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold2,rf,high_heatflux_val0300,300,750575.8759678246,312186.1290646485,438389.3587934595,750575.487858108,-0.3881097165867686,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/rf/treeshap_pca_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold3,rf,near_onb_below_val0180,180,275129.92113390425,375346.4082794026,-100214.58704573441,275131.8212336682,1.9000997639377601,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/rf/treeshap_pca_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold3,rf,near_onb_above_val0240,240,562148.1070045681,375346.4082794026,186800.3813965399,562146.7896759425,-1.3173286255914718,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/rf/treeshap_pca_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold3,rf,worst_prediction_val0197,197,132298.5392590067,375346.4082794026,-243047.88646039795,132298.52181900464,-0.017440002062357962,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/rf/treeshap_pca_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold3,rf,low_heatflux_val0000,0,138333.00226782475,375346.4082794026,-237013.41053198674,138332.99774741585,-0.0045204088964965194,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/rf/treeshap_pca_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,fold3,rf,high_heatflux_val0300,300,773550.4836118779,375346.4082794026,398205.68940247945,773552.0976818821,1.6140700042014942,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/rf/treeshap_pca_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,0,fold1,rf,near_onb_below_val0120,120,66213.37123666845,332193.7912544644,-265980.41277734324,66213.37847712118,0.007240452730911784,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/rf/treeshap_pca_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,0,fold1,rf,near_onb_above_val0180,180,360362.79584078863,332193.7912544644,28169.879079675797,360363.6703341402,0.8744933515554294,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/rf/treeshap_pca_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,0,fold1,rf,false_negative_val0230,230,292389.1166493128,332193.7912544644,-39803.30413883095,292390.48711563344,1.370466320659034,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/rf/treeshap_pca_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,0,fold1,rf,worst_prediction_val0141,141,64814.54157077724,332193.7912544644,-267379.23108782223,64814.560166642186,0.018595864945382345,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/rf/treeshap_pca_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,0,fold1,rf,low_heatflux_val0060,60,78470.35703835622,332193.7912544644,-253723.38087267414,78470.41038179028,0.053343434061389416,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/rf/treeshap_pca_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,0,fold2,rf,near_onb_below_val0060,60,94998.54249524881,312186.1290646485,-217187.8480766714,94998.28098797714,-0.261507271672599,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/rf/treeshap_pca_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,0,fold2,rf,near_onb_above_val0120,120,443979.3410059856,312186.1290646485,131793.01997129022,443979.1490359388,-0.19197004684247077,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/rf/treeshap_pca_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,0,fold2,rf,worst_prediction_val0091,91,66453.62952241882,312186.1290646485,-245732.7183474236,66453.41071722494,-0.2188051938865101,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/rf/treeshap_pca_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,0,fold2,rf,low_heatflux_val0180,180,76627.04710212427,312186.1290646485,-235559.3485919404,76626.78047270814,-0.2666294161317637,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/rf/treeshap_pca_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,0,fold2,rf,high_heatflux_val0300,300,748975.5690716405,312186.1290646485,436789.27160598757,748975.4006706361,-0.16840100439731032,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/rf/treeshap_pca_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,0,fold3,rf,near_onb_below_val0180,180,262851.2193761289,375346.4082794026,-112493.63835746198,262852.76992194063,1.5505458117113449,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/rf/treeshap_pca_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,0,fold3,rf,near_onb_above_val0240,240,562598.7900441859,375346.4082794026,187251.4801954004,562597.888474803,-0.9015693829860538,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/rf/treeshap_pca_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,0,fold3,rf,worst_prediction_val0032,32,220145.90320752485,375346.4082794026,-155200.1733067657,220146.23497263688,0.3317651120305527,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/rf/treeshap_pca_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,0,fold3,rf,low_heatflux_val0000,0,122820.44107437051,375346.4082794026,-252525.8942057848,122820.51407361779,0.0729992472770391,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/rf/treeshap_pca_summary.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,0,fold3,rf,high_heatflux_val0300,300,776582.2877342522,375346.4082794026,401237.6782882279,776584.0865676305,1.7988333783578128,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/rf/treeshap_pca_summary.csv
