snr,fold,model,sample_id,val_local_index,y_true,y_pred,abs_error,source_wav_id,chunk_index,sample_filename,sample_dir,within_onb_10pct
no_noise,1,alexnet,near_onb_above_val0180,180,368978.105,371051.8125,2073.7075000000186,index=11.3.69E+05,0,368978.105_src-index=11.3.69E+05_chunk-0000.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/near_onb_above_val0180,True
no_noise,1,alexnet,false_negative_val0230,230,368978.105,254594.546875,114383.55812499998,index=11.3.69E+05,50,368978.105_src-index=11.3.69E+05_chunk-0050.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/false_negative_val0230,True
no_noise,1,alexnet,worst_prediction_val0135,135,266907.6965,-43357.3046875,310265.0011875,index=9.2.67E+05,15,266907.6965_src-index=9.2.67E+05_chunk-0015.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/worst_prediction_val0135,False
no_noise,1,alexnet,low_heatflux_val0060,60,20979.71604,-5144.43994140625,26124.15598140625,index=3.2.10E+04,0,20979.71604_src-index=3.2.10E+04_chunk-0000.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/low_heatflux_val0060,False
no_noise,2,rf,near_onb_below_val0060,60,221505.1102,94017.515625,127487.594575,index=8.2.22E+05,0,221505.1102_src-index=8.2.22E+05_chunk-0000.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/rf/near_onb_below_val0060,False
no_noise,2,rf,near_onb_above_val0120,120,427276.195,402554.78125,24721.413750000007,index=12.4.27E+05,0,427276.195_src-index=12.4.27E+05_chunk-0000.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/rf/near_onb_above_val0120,False
no_noise,2,rf,worst_prediction_val0085,85,221505.1102,67389.046875,154116.063325,index=8.2.22E+05,25,221505.1102_src-index=8.2.22E+05_chunk-0025.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/rf/worst_prediction_val0085,False
no_noise,2,rf,low_heatflux_val0180,180,57593.31665,83120.390625,25527.073975,index=4.5.76E+04,0,57593.31665_src-index=4.5.76E+04_chunk-0000.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/rf/low_heatflux_val0180,False
no_noise,2,rf,high_heatflux_val0300,300,859343.9142,751618.875,107725.0392,index=18.8.59E+05,0,859343.9142_src-index=18.8.59E+05_chunk-0000.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/rf/high_heatflux_val0300,False
no_noise,2,cnntf_v2_gap,near_onb_below_val0060,60,221505.1102,108548.5703125,112956.5398875,index=8.2.22E+05,0,221505.1102_src-index=8.2.22E+05_chunk-0000.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/cnntf_v2_gap/near_onb_below_val0060,False
no_noise,2,cnntf_v2_gap,near_onb_above_val0120,120,427276.195,414399.21875,12876.976250000007,index=12.4.27E+05,0,427276.195_src-index=12.4.27E+05_chunk-0000.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/cnntf_v2_gap/near_onb_above_val0120,False
no_noise,2,cnntf_v2_gap,worst_prediction_val0185,185,57593.31665,192656.390625,135063.073975,index=4.5.76E+04,5,57593.31665_src-index=4.5.76E+04_chunk-0005.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/cnntf_v2_gap/worst_prediction_val0185,False
no_noise,2,cnntf_v2_gap,low_heatflux_val0180,180,57593.31665,110095.140625,52501.823975,index=4.5.76E+04,0,57593.31665_src-index=4.5.76E+04_chunk-0000.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/cnntf_v2_gap/low_heatflux_val0180,False
no_noise,2,cnntf_v2_gap,high_heatflux_val0300,300,859343.9142,774137.1875,85206.7267,index=18.8.59E+05,0,859343.9142_src-index=18.8.59E+05_chunk-0000.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/cnntf_v2_gap/high_heatflux_val0300,False
no_noise,2,alexnet,near_onb_below_val0060,60,221505.1102,168383.78125,53121.328949999996,index=8.2.22E+05,0,221505.1102_src-index=8.2.22E+05_chunk-0000.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/near_onb_below_val0060,False
no_noise,2,alexnet,near_onb_above_val0120,120,427276.195,400885.34375,26390.851250000007,index=12.4.27E+05,0,427276.195_src-index=12.4.27E+05_chunk-0000.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/near_onb_above_val0120,False
no_noise,2,alexnet,worst_prediction_val0303,303,859343.9142,672573.9375,186769.9767,index=18.8.59E+05,3,859343.9142_src-index=18.8.59E+05_chunk-0003.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/worst_prediction_val0303,False
no_noise,2,alexnet,low_heatflux_val0180,180,57593.31665,91049.703125,33456.386475,index=4.5.76E+04,0,57593.31665_src-index=4.5.76E+04_chunk-0000.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/low_heatflux_val0180,False
no_noise,2,alexnet,high_heatflux_val0300,300,859343.9142,718818.6875,140525.2267,index=18.8.59E+05,0,859343.9142_src-index=18.8.59E+05_chunk-0000.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/high_heatflux_val0300,False
no_noise,3,rf,near_onb_below_val0180,180,315466.1173,263735.03125,51731.08604999998,index=10.3.15E+05,0,315466.1173_src-index=10.3.15E+05_chunk-0000.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/rf/near_onb_below_val0180,False
no_noise,3,rf,near_onb_above_val0240,240,489453.9981,559943.75,70489.75189999997,index=13.4.89E+05,0,489453.9981_src-index=13.4.89E+05_chunk-0000.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/rf/near_onb_above_val0240,False
no_noise,3,rf,worst_prediction_val0040,40,0.000328047,223406.609375,223406.609046953,index=1.3.28E-04,40,0.000328047_src-index=1.3.28E-04_chunk-0040.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/rf/worst_prediction_val0040,False
no_noise,3,rf,low_heatflux_val0000,0,0.000328047,126800.9921875,126800.991859453,index=1.3.28E-04,0,0.000328047_src-index=1.3.28E-04_chunk-0000.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/rf/low_heatflux_val0000,False
no_noise,3,rf,high_heatflux_val0300,300,698421.296,774191.8125,75770.51650000003,index=16.6.98E+05,0,698421.296_src-index=16.6.98E+05_chunk-0000.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/rf/high_heatflux_val0300,False
no_noise,3,cnntf_v2_gap,near_onb_below_val0180,180,315466.1173,254053.21875,61412.89854999998,index=10.3.15E+05,0,315466.1173_src-index=10.3.15E+05_chunk-0000.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/cnntf_v2_gap/near_onb_below_val0180,False
no_noise,3,cnntf_v2_gap,near_onb_above_val0240,240,489453.9981,496329.8125,6875.814399999974,index=13.4.89E+05,0,489453.9981_src-index=13.4.89E+05_chunk-0000.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/cnntf_v2_gap/near_onb_above_val0240,False
no_noise,3,cnntf_v2_gap,worst_prediction_val0005,5,0.000328047,238651.6875,238651.687171953,index=1.3.28E-04,5,0.000328047_src-index=1.3.28E-04_chunk-0005.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/cnntf_v2_gap/worst_prediction_val0005,False
no_noise,3,cnntf_v2_gap,low_heatflux_val0000,0,0.000328047,98250.0546875,98250.054359453,index=1.3.28E-04,0,0.000328047_src-index=1.3.28E-04_chunk-0000.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/cnntf_v2_gap/low_heatflux_val0000,False
no_noise,3,cnntf_v2_gap,high_heatflux_val0300,300,698421.296,753938.5625,55517.26650000003,index=16.6.98E+05,0,698421.296_src-index=16.6.98E+05_chunk-0000.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/cnntf_v2_gap/high_heatflux_val0300,False
no_noise,3,alexnet,near_onb_below_val0180,180,315466.1173,250831.125,64634.99229999998,index=10.3.15E+05,0,315466.1173_src-index=10.3.15E+05_chunk-0000.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/alexnet/near_onb_below_val0180,False
no_noise,3,alexnet,near_onb_above_val0240,240,489453.9981,454837.1875,34616.810600000026,index=13.4.89E+05,0,489453.9981_src-index=13.4.89E+05_chunk-0000.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/alexnet/near_onb_above_val0240,False
no_noise,3,alexnet,worst_prediction_val0005,5,0.000328047,247275.375,247275.374671953,index=1.3.28E-04,5,0.000328047_src-index=1.3.28E-04_chunk-0005.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/alexnet/worst_prediction_val0005,False
no_noise,3,alexnet,low_heatflux_val0000,0,0.000328047,85094.4375,85094.437171953,index=1.3.28E-04,0,0.000328047_src-index=1.3.28E-04_chunk-0000.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/alexnet/low_heatflux_val0000,False
no_noise,3,alexnet,high_heatflux_val0300,300,698421.296,702256.6875,3835.391500000027,index=16.6.98E+05,0,698421.296_src-index=16.6.98E+05_chunk-0000.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/alexnet/high_heatflux_val0300,False
0,1,rf,near_onb_below_val0120,120,266907.6965,66213.3671875,200694.32931250002,index=9.2.67E+05,0,266907.6965_src-index=9.2.67E+05_chunk-0000.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/rf/near_onb_below_val0120,False
0,1,rf,near_onb_above_val0180,180,368978.105,360362.78125,8615.323749999981,index=11.3.69E+05,0,368978.105_src-index=11.3.69E+05_chunk-0000.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/rf/near_onb_above_val0180,True
0,1,rf,false_negative_val0230,230,368978.105,292389.125,76588.97999999998,index=11.3.69E+05,50,368978.105_src-index=11.3.69E+05_chunk-0050.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/rf/false_negative_val0230,True
0,1,rf,worst_prediction_val0141,141,266907.6965,64814.54296875,202093.15353125002,index=9.2.67E+05,21,266907.6965_src-index=9.2.67E+05_chunk-0021.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/rf/worst_prediction_val0141,False
0,1,rf,low_heatflux_val0060,60,20979.71604,78470.359375,57490.643335,index=3.2.10E+04,0,20979.71604_src-index=3.2.10E+04_chunk-0000.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/rf/low_heatflux_val0060,False
0,1,cnntf_v2_gap,near_onb_below_val0120,120,266907.6965,141766.3125,125141.38400000002,index=9.2.67E+05,0,266907.6965_src-index=9.2.67E+05_chunk-0000.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/near_onb_below_val0120,False
0,1,cnntf_v2_gap,near_onb_above_val0180,180,368978.105,367839.75,1138.3549999999814,index=11.3.69E+05,0,368978.105_src-index=11.3.69E+05_chunk-0000.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/near_onb_above_val0180,True
0,1,cnntf_v2_gap,false_negative_val0230,230,368978.105,264783.3125,104194.79249999998,index=11.3.69E+05,50,368978.105_src-index=11.3.69E+05_chunk-0050.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/false_negative_val0230,True
0,1,cnntf_v2_gap,worst_prediction_val0141,141,266907.6965,31602.384765625,235305.31173437502,index=9.2.67E+05,21,266907.6965_src-index=9.2.67E+05_chunk-0021.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/worst_prediction_val0141,False
0,1,cnntf_v2_gap,low_heatflux_val0060,60,20979.71604,73398.25,52418.53396,index=3.2.10E+04,0,20979.71604_src-index=3.2.10E+04_chunk-0000.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/low_heatflux_val0060,False
0,1,alexnet,near_onb_below_val0120,120,266907.6965,84955.578125,181952.11837500002,index=9.2.67E+05,0,266907.6965_src-index=9.2.67E+05_chunk-0000.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/near_onb_below_val0120,False
0,1,alexnet,near_onb_above_val0180,180,368978.105,356255.3125,12722.792499999981,index=11.3.69E+05,0,368978.105_src-index=11.3.69E+05_chunk-0000.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/near_onb_above_val0180,True
0,1,alexnet,false_negative_val0230,230,368978.105,238498.234375,130479.87062499998,index=11.3.69E+05,50,368978.105_src-index=11.3.69E+05_chunk-0050.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/false_negative_val0230,True
0,1,alexnet,worst_prediction_val0133,133,266907.6965,-16985.205078125,283892.901578125,index=9.2.67E+05,13,266907.6965_src-index=9.2.67E+05_chunk-0013.npy,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/15_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/worst_prediction_val0133,False
