snr,fold,model,sample_id,val_local_index,y_true,y_pred,abs_error,method,attribution_units,attribution_sum,output_delta_from_baseline,completeness_error,completeness_relative_error,deletion_prediction_auc,deletion_linear_auc,deletion_area_between_curve,insertion_prediction_auc,insertion_linear_auc,insertion_area_between_curve,top_frequency_bin,top_frequency_hz,top_time_frame,top_time_s
-4,2,alexnet,worst_prediction_val0006,6,181378.003,14094.291015625,167283.711984375,group_occlusion,heat_flux_change,nan,-520842.646484375,nan,nan,nan,nan,nan,nan,nan,nan,75,1011.1607142857143,56,0.25223214285714285
-4,2,alexnet,low_heatflux_val0180,180,57593.31665,137394.015625,79800.698975,integrated_gradients,heat_flux,-41695628.0,-397542.921875,-41298085.078125,103.883336378733,1796095.54765625,336165.609375,1459929.93828125,1479445.3624999998,336165.609375,1143279.7531249998,56,756.6964285714286,120,0.5379464285714286
-4,2,alexnet,low_heatflux_val0180,180,57593.31665,137394.015625,79800.698975,grad_cam,relative_importance,nan,-397542.921875,nan,nan,847466.79921875,336165.609375,511301.18984375,851495.3609375,336165.609375,515329.7515625,84,1131.6964285714287,215,0.9620535714285714
-4,2,alexnet,low_heatflux_val0180,180,57593.31665,137394.015625,79800.698975,group_occlusion,heat_flux_change,nan,-397542.921875,nan,nan,nan,nan,nan,nan,nan,nan,75,1011.1607142857143,56,0.25223214285714285
-4,2,alexnet,high_heatflux_val0300,300,859343.9142,754984.0625,104359.8517,integrated_gradients,heat_flux,276216545280.0,220047.125,276216325232.875,1255259.8686889228,3874534.9078125,644961.0625,3229573.8453125,2915068.0828125,644961.0625,2270107.0203125,170,2283.4821428571427,70,0.31473214285714285
-4,2,alexnet,high_heatflux_val0300,300,859343.9142,754984.0625,104359.8517,grad_cam,relative_importance,nan,220047.125,nan,nan,1564309.0765625,644961.0625,919348.0140625001,1718812.1484375,644961.0625,1073851.0859375,0,6.696428571428571,0,0.002232142857142857
-4,2,alexnet,high_heatflux_val0300,300,859343.9142,754984.0625,104359.8517,group_occlusion,heat_flux_change,nan,220047.125,nan,nan,nan,nan,nan,nan,nan,nan,75,1011.1607142857143,56,0.25223214285714285
-4,3,rf,near_onb_below_val0180,180,315466.1173,265189.53125,50276.58604999998,group_occlusion,heat_flux_change,nan,47525.3125,nan,nan,nan,nan,nan,nan,nan,nan,149,2002.232142857143,112,0.5022321428571429
-4,3,rf,near_onb_above_val0240,240,489453.9981,562274.5625,72820.56439999997,group_occlusion,heat_flux_change,nan,344610.34375,nan,nan,nan,nan,nan,nan,nan,nan,149,2002.232142857143,0,0.002232142857142857
-4,3,rf,worst_prediction_val0039,39,0.000328047,217581.8125,217581.812171953,group_occlusion,heat_flux_change,nan,-82.40625,nan,nan,nan,nan,nan,nan,nan,nan,149,2002.232142857143,56,0.25223214285714285
-4,3,rf,low_heatflux_val0000,0,0.000328047,99960.140625,99960.140296953,group_occlusion,heat_flux_change,nan,-117704.078125,nan,nan,nan,nan,nan,nan,nan,nan,38,515.625,56,0.25223214285714285
-4,3,rf,high_heatflux_val0300,300,698421.296,777813.1875,79391.89150000003,group_occlusion,heat_flux_change,nan,560148.96875,nan,nan,nan,nan,nan,nan,nan,nan,149,2002.232142857143,0,0.002232142857142857
-4,3,cnntf_v2_gap,near_onb_below_val0180,180,315466.1173,256941.625,58524.49229999998,integrated_gradients,heat_flux,-289973728.0,-181022.0,-289792706.0,1600.8700931378507,434065.540625,347452.6875,86612.85312500002,453252.01484375,347452.6875,105799.32734374999,167,2243.3035714285716,59,0.265625
-4,3,cnntf_v2_gap,near_onb_below_val0180,180,315466.1173,256941.625,58524.49229999998,group_occlusion,heat_flux_change,nan,-181022.0,nan,nan,nan,nan,nan,nan,nan,nan,75,1011.1607142857143,168,0.7522321428571429
-4,3,cnntf_v2_gap,near_onb_above_val0240,240,489453.9981,487398.9375,2055.060600000026,integrated_gradients,heat_flux,-85189877760.0,49435.3125,-85189927195.3125,1723260.618516622,499450.74453125003,462675.390625,36775.353906250035,473679.6828125,462675.390625,11004.292187499988,167,2243.3035714285716,18,0.08258928571428571
-4,3,cnntf_v2_gap,near_onb_above_val0240,240,489453.9981,487398.9375,2055.060600000026,group_occlusion,heat_flux_change,nan,49435.3125,nan,nan,nan,nan,nan,nan,nan,nan,19,261.1607142857143,168,0.7522321428571429
-4,3,cnntf_v2_gap,worst_prediction_val0029,29,0.000328047,238039.046875,238039.046546953,integrated_gradients,heat_flux,-21748520.0,-199924.578125,-21548595.421875,107.78362332420203,392495.398046875,338001.0390625,54494.35898437502,475076.71171875,338001.0390625,137075.67265625,55,743.3035714285714,133,0.5959821428571429
-4,3,cnntf_v2_gap,worst_prediction_val0029,29,0.000328047,238039.046875,238039.046546953,group_occlusion,heat_flux_change,nan,-199924.578125,nan,nan,nan,nan,nan,nan,nan,nan,75,1011.1607142857143,168,0.7522321428571429
-4,3,cnntf_v2_gap,low_heatflux_val0000,0,0.000328047,151618.734375,151618.734046953,integrated_gradients,heat_flux,-31672362.0,-286344.890625,-31386017.109375,109.60913966674694,396100.756640625,294793.3046875,101307.45195312501,435633.51640625,294793.3046875,140840.21171875,55,743.3035714285714,47,0.21205357142857142
-4,3,cnntf_v2_gap,low_heatflux_val0000,0,0.000328047,151618.734375,151618.734046953,group_occlusion,heat_flux_change,nan,-286344.890625,nan,nan,nan,nan,nan,nan,nan,nan,75,1011.1607142857143,168,0.7522321428571429
-4,3,cnntf_v2_gap,high_heatflux_val0300,300,698421.296,769976.1875,71554.89150000003,integrated_gradients,heat_flux,-345329795072.0,332012.5625,-345330127084.5625,1040111.6285609298,536733.1968749999,603970.03125,-67236.8343750001,558447.353125,603970.03125,-45522.67812499998,167,2243.3035714285716,189,0.8459821428571429
-4,3,cnntf_v2_gap,high_heatflux_val0300,300,698421.296,769976.1875,71554.89150000003,group_occlusion,heat_flux_change,nan,332012.5625,nan,nan,nan,nan,nan,nan,nan,nan,19,261.1607142857143,112,0.5022321428571429
-4,3,alexnet,near_onb_below_val0180,180,315466.1173,209838.828125,105627.28917499998,integrated_gradients,heat_flux,187119328.0,-230618.765625,187349946.765625,812.3794534147637,1358599.276171875,325148.6015625,1033450.674609375,1348883.2609375,325148.6015625,1023734.659375,169,2270.089285714286,59,0.265625
-4,3,alexnet,near_onb_below_val0180,180,315466.1173,209838.828125,105627.28917499998,grad_cam,relative_importance,nan,-230618.765625,nan,nan,963052.616796875,325148.6015625,637904.015234375,776201.325,325148.6015625,451052.72343749995,158,2122.7678571428573,215,0.9620535714285714
-4,3,alexnet,near_onb_below_val0180,180,315466.1173,209838.828125,105627.28917499998,group_occlusion,heat_flux_change,nan,-230618.765625,nan,nan,nan,nan,nan,nan,nan,nan,75,1011.1607142857143,56,0.25223214285714285
-4,3,alexnet,near_onb_above_val0240,240,489453.9981,493766.875,4312.876899999974,integrated_gradients,heat_flux,11834056704.0,53309.28125,11834003394.71875,221987.6748895156,2702090.21640625,467112.40625,2234977.81015625,2236061.48203125,467112.40625,1768949.07578125,168,2256.6964285714284,18,0.08258928571428571
-4,3,alexnet,near_onb_above_val0240,240,489453.9981,493766.875,4312.876899999974,grad_cam,relative_importance,nan,53309.28125,nan,nan,1411273.51953125,467112.40625,944161.11328125,1377041.17578125,467112.40625,909928.76953125,195,2618.3035714285716,0,0.002232142857142857
-4,3,alexnet,near_onb_above_val0240,240,489453.9981,493766.875,4312.876899999974,group_occlusion,heat_flux_change,nan,53309.28125,nan,nan,nan,nan,nan,nan,nan,nan,75,1011.1607142857143,112,0.5022321428571429
-4,3,alexnet,worst_prediction_val0005,5,0.000328047,264996.125,264996.124671953,integrated_gradients,heat_flux,-1272600.875,-175461.46875,-1097139.40625,6.252879416011385,1263281.5203125,352726.609375,910554.9109375,1236244.42421875,352726.609375,883517.8148437501,56,756.6964285714286,57,0.25669642857142855
-4,3,alexnet,worst_prediction_val0005,5,0.000328047,264996.125,264996.124671953,grad_cam,relative_importance,nan,-175461.46875,nan,nan,756514.1546875,352726.609375,403787.5453125,662692.16015625,352726.609375,309965.55078125,196,2631.6964285714284,215,0.9620535714285714
-4,3,alexnet,worst_prediction_val0005,5,0.000328047,264996.125,264996.124671953,group_occlusion,heat_flux_change,nan,-175461.46875,nan,nan,nan,nan,nan,nan,nan,nan,75,1011.1607142857143,56,0.25223214285714285
-4,3,alexnet,low_heatflux_val0000,0,0.000328047,168999.453125,168999.452796953,integrated_gradients,heat_flux,373631.0,-271458.140625,645089.140625,2.3763853209182058,1235947.3875,304728.515625,931218.871875,1256374.3117187498,304728.515625,951645.7960937498,56,756.6964285714286,18,0.08258928571428571
-4,3,alexnet,low_heatflux_val0000,0,0.000328047,168999.453125,168999.452796953,grad_cam,relative_importance,nan,-271458.140625,nan,nan,791921.60625,304728.515625,487193.09062499995,727992.4984375,304728.515625,423263.9828125,215,2886.160714285714,215,0.9620535714285714
-4,3,alexnet,low_heatflux_val0000,0,0.000328047,168999.453125,168999.452796953,group_occlusion,heat_flux_change,nan,-271458.140625,nan,nan,nan,nan,nan,nan,nan,nan,75,1011.1607142857143,56,0.25223214285714285
-4,3,alexnet,high_heatflux_val0300,300,698421.296,724349.8125,25928.516500000027,integrated_gradients,heat_flux,-9439940608.0,283892.21875,-9440224500.21875,33252.84694939794,2984674.7796875,582404.546875,2402270.2328125,2567457.75234375,582404.546875,1985053.20546875,170,2283.4821428571427,9,0.04241071428571429
-4,3,alexnet,high_heatflux_val0300,300,698421.296,724349.8125,25928.516500000027,grad_cam,relative_importance,nan,283892.21875,nan,nan,1582234.0609375,582404.546875,999829.5140625001,1637785.49609375,582404.546875,1055380.94921875,195,2618.3035714285716,215,0.9620535714285714
-4,3,alexnet,high_heatflux_val0300,300,698421.296,724349.8125,25928.516500000027,group_occlusion,heat_flux_change,nan,283892.21875,nan,nan,nan,nan,nan,nan,nan,nan,75,1011.1607142857143,56,0.25223214285714285
-8,1,rf,near_onb_below_val0120,120,266907.6965,88501.09375,178406.60275000002,group_occlusion,heat_flux_change,nan,-57700.84375,nan,nan,nan,nan,nan,nan,nan,nan,149,2002.232142857143,56,0.25223214285714285
-8,1,rf,near_onb_above_val0180,180,368978.105,359296.375,9681.729999999981,group_occlusion,heat_flux_change,nan,213094.4375,nan,nan,nan,nan,nan,nan,nan,nan,149,2002.232142857143,112,0.5022321428571429
-8,1,rf,false_negative_val0229,229,368978.105,301589.84375,67388.26124999998,group_occlusion,heat_flux_change,nan,155387.90625,nan,nan,nan,nan,nan,nan,nan,nan,149,2002.232142857143,0,0.002232142857142857
-8,1,rf,worst_prediction_val0141,141,266907.6965,73018.4453125,193889.25118750002,group_occlusion,heat_flux_change,nan,-73183.4921875,nan,nan,nan,nan,nan,nan,nan,nan,149,2002.232142857143,56,0.25223214285714285
-8,1,rf,low_heatflux_val0060,60,20979.71604,84771.546875,63791.830835,group_occlusion,heat_flux_change,nan,-61430.390625,nan,nan,nan,nan,nan,nan,nan,nan,75,1011.1607142857143,0,0.002232142857142857
-8,1,cnntf_v2_gap,near_onb_below_val0120,120,266907.6965,159878.65625,107029.04025000002,integrated_gradients,heat_flux,82352232.0,-377724.71875,82729956.71875,219.02182359822064,510887.673046875,348740.8359375,162146.837109375,521129.69999999995,348740.8359375,172388.86406249995,55,743.3035714285714,109,0.4888392857142857
-8,1,cnntf_v2_gap,near_onb_below_val0120,120,266907.6965,159878.65625,107029.04025000002,group_occlusion,heat_flux_change,nan,-377724.71875,nan,nan,nan,nan,nan,nan,nan,nan,75,1011.1607142857143,112,0.5022321428571429
-8,1,cnntf_v2_gap,near_onb_above_val0180,180,368978.105,347499.59375,21478.51124999998,integrated_gradients,heat_flux,-2477678336.0,-190103.78125,-2477488232.21875,13032.293287005568,734797.15390625,442551.578125,292245.57578125,537937.609375,442551.578125,95386.03125,167,2243.3035714285716,67,0.3013392857142857
-8,1,cnntf_v2_gap,near_onb_above_val0180,180,368978.105,347499.59375,21478.51124999998,group_occlusion,heat_flux_change,nan,-190103.78125,nan,nan,nan,nan,nan,nan,nan,nan,75,1011.1607142857143,168,0.7522321428571429
-8,1,cnntf_v2_gap,false_negative_val0194,194,368978.105,273690.28125,95287.82374999998,integrated_gradients,heat_flux,196680032.0,-263913.09375,196943945.09375,746.2454488154777,711220.546875,405646.8125,305573.734375,522056.5390625,405646.8125,116409.7265625,167,2243.3035714285716,38,0.171875
-8,1,cnntf_v2_gap,false_negative_val0194,194,368978.105,273690.28125,95287.82374999998,group_occlusion,heat_flux_change,nan,-263913.09375,nan,nan,nan,nan,nan,nan,nan,nan,75,1011.1607142857143,112,0.5022321428571429
-8,1,cnntf_v2_gap,worst_prediction_val0145,145,266907.6965,44487.7734375,222419.92306250002,integrated_gradients,heat_flux,41462044.0,-493115.6015625,41955159.6015625,85.08179313049962,511311.235546875,291045.5234375,220265.712109375,471050.390625,291045.5234375,180004.8671875,55,743.3035714285714,103,0.46205357142857145
-8,1,cnntf_v2_gap,worst_prediction_val0145,145,266907.6965,44487.7734375,222419.92306250002,group_occlusion,heat_flux_change,nan,-493115.6015625,nan,nan,nan,nan,nan,nan,nan,nan,75,1011.1607142857143,112,0.5022321428571429
-8,1,cnntf_v2_gap,low_heatflux_val0060,60,20979.71604,45620.83203125,24641.11599125,integrated_gradients,heat_flux,79415368.0,-491982.54296875,79907350.54296875,162.41907702819518,497951.1426757813,291612.103515625,206339.03916015627,494594.9970703125,291612.103515625,202982.8935546875,55,743.3035714285714,103,0.46205357142857145
-8,1,cnntf_v2_gap,low_heatflux_val0060,60,20979.71604,45620.83203125,24641.11599125,group_occlusion,heat_flux_change,nan,-491982.54296875,nan,nan,nan,nan,nan,nan,nan,nan,75,1011.1607142857143,112,0.5022321428571429
-8,1,alexnet,near_onb_below_val0120,120,266907.6965,74241.8828125,192665.81368750002,integrated_gradients,heat_flux,102150640.0,-342814.2421875,102493454.2421875,298.9766515771809,2139072.3515625,245648.96875,1893423.3828125,1808918.6375,245648.96875,1563269.66875,55,743.3035714285714,82,0.36830357142857145
-8,1,alexnet,near_onb_below_val0120,120,266907.6965,74241.8828125,192665.81368750002,grad_cam,relative_importance,nan,-342814.2421875,nan,nan,1225454.346875,245648.96875,979805.378125,1216533.4625,245648.96875,970884.4937499999,215,2886.160714285714,215,0.9620535714285714
-8,1,alexnet,near_onb_below_val0120,120,266907.6965,74241.8828125,192665.81368750002,group_occlusion,heat_flux_change,nan,-342814.2421875,nan,nan,nan,nan,nan,nan,nan,nan,75,1011.1607142857143,56,0.25223214285714285
-8,1,alexnet,near_onb_above_val0180,180,368978.105,388154.3125,19176.20750000002,integrated_gradients,heat_flux,-3123648512.0,-28901.8125,-3123619610.1875,108076.94535377323,3147706.37890625,402605.765625,2745100.61328125,2863922.3671875,402605.765625,2461316.6015625,168,2256.6964285714284,1,0.006696428571428571
-8,1,alexnet,near_onb_above_val0180,180,368978.105,388154.3125,19176.20750000002,grad_cam,relative_importance,nan,-28901.8125,nan,nan,2205527.97578125,402605.765625,1802922.2101562498,1834597.9609375,402605.765625,1431992.1953125,177,2377.2321428571427,0,0.002232142857142857
-8,1,alexnet,near_onb_above_val0180,180,368978.105,388154.3125,19176.20750000002,group_occlusion,heat_flux_change,nan,-28901.8125,nan,nan,nan,nan,nan,nan,nan,nan,149,2002.232142857143,56,0.25223214285714285
-8,1,alexnet,false_negative_val0230,230,368978.105,268359.6875,100618.41749999998,integrated_gradients,heat_flux,-236572528.0,-148696.4375,-236423831.5625,1589.9764347918558,2411607.7015625,342707.96875,2068899.7328125,2320083.9250000003,342707.96875,1977375.9562500003,170,2283.4821428571427,141,0.6316964285714286
-8,1,alexnet,false_negative_val0230,230,368978.105,268359.6875,100618.41749999998,grad_cam,relative_importance,nan,-148696.4375,nan,nan,1920375.7140625,342707.96875,1577667.7453125,1404909.971875,342707.96875,1062202.003125,158,2122.7678571428573,215,0.9620535714285714
-8,1,alexnet,false_negative_val0230,230,368978.105,268359.6875,100618.41749999998,group_occlusion,heat_flux_change,nan,-148696.4375,nan,nan,nan,nan,nan,nan,nan,nan,149,2002.232142857143,56,0.25223214285714285
-8,1,alexnet,worst_prediction_val0145,145,266907.6965,-26384.373046875,293292.069546875,integrated_gradients,heat_flux,46887048.0,-443440.498046875,47330488.498046875,106.73469993497005,2011740.875292969,195335.818359375,1816405.056933594,1609499.0248046876,195335.818359375,1414163.2064453126,55,743.3035714285714,58,0.2611607142857143
-8,1,alexnet,worst_prediction_val0145,145,266907.6965,-26384.373046875,293292.069546875,grad_cam,relative_importance,nan,-443440.498046875,nan,nan,1156470.5393554687,195335.818359375,961134.7209960937,969433.3904296875,195335.818359375,774097.5720703125,215,2886.160714285714,215,0.9620535714285714
-8,1,alexnet,worst_prediction_val0145,145,266907.6965,-26384.373046875,293292.069546875,group_occlusion,heat_flux_change,nan,-443440.498046875,nan,nan,nan,nan,nan,nan,nan,nan,75,1011.1607142857143,56,0.25223214285714285
-8,1,alexnet,low_heatflux_val0060,60,20979.71604,56865.17578125,35885.45974125,integrated_gradients,heat_flux,111166120.0,-360190.94921875,111526310.94921875,309.6310753813166,2111206.816113281,236960.697265625,1874246.118847656,1824134.4142578123,236960.697265625,1587173.7169921873,55,743.3035714285714,82,0.36830357142857145
-8,1,alexnet,low_heatflux_val0060,60,20979.71604,56865.17578125,35885.45974125,grad_cam,relative_importance,nan,-360190.94921875,nan,nan,1109698.8333007812,236960.697265625,872738.1360351562,1135235.2986328125,236960.697265625,898274.6013671875,215,2886.160714285714,215,0.9620535714285714
-8,1,alexnet,low_heatflux_val0060,60,20979.71604,56865.17578125,35885.45974125,group_occlusion,heat_flux_change,nan,-360190.94921875,nan,nan,nan,nan,nan,nan,nan,nan,75,1011.1607142857143,56,0.25223214285714285
-8,2,rf,near_onb_below_val0060,60,221505.1102,73349.3125,148155.7977,group_occlusion,heat_flux_change,nan,-104646.65625,nan,nan,nan,nan,nan,nan,nan,nan,38,515.625,0,0.002232142857142857
-8,2,rf,near_onb_above_val0120,120,427276.195,388460.34375,38815.85125000001,group_occlusion,heat_flux_change,nan,210464.375,nan,nan,nan,nan,nan,nan,nan,nan,149,2002.232142857143,56,0.25223214285714285
-8,2,rf,worst_prediction_val0185,185,57593.31665,227923.328125,170330.011475,group_occlusion,heat_flux_change,nan,49927.359375,nan,nan,nan,nan,nan,nan,nan,nan,149,2002.232142857143,112,0.5022321428571429
-8,2,rf,low_heatflux_val0180,180,57593.31665,93627.765625,36034.448975,group_occlusion,heat_flux_change,nan,-84368.203125,nan,nan,nan,nan,nan,nan,nan,nan,38,515.625,168,0.7522321428571429
-8,2,rf,high_heatflux_val0300,300,859343.9142,747820.3125,111523.6017,group_occlusion,heat_flux_change,nan,569824.34375,nan,nan,nan,nan,nan,nan,nan,nan,149,2002.232142857143,56,0.25223214285714285
-8,2,cnntf_v2_gap,near_onb_below_val0060,60,221505.1102,72618.0390625,148887.0711375,integrated_gradients,heat_flux,31419210.0,-305572.2421875,31724782.2421875,103.82089032393552,388226.924609375,225404.0234375,162822.901171875,393958.57265625,225404.0234375,168554.54921874998,54,729.9107142857143,111,0.49776785714285715
-8,2,cnntf_v2_gap,near_onb_below_val0060,60,221505.1102,72618.0390625,148887.0711375,group_occlusion,heat_flux_change,nan,-305572.2421875,nan,nan,nan,nan,nan,nan,nan,nan,75,1011.1607142857143,56,0.25223214285714285
-8,2,cnntf_v2_gap,near_onb_above_val0120,120,427276.195,413914.03125,13362.163750000007,integrated_gradients,heat_flux,-38642999296.0,35723.75,-38643035019.75,1081718.3251968229,499597.07578125,396050.96875,103546.10703125002,463543.54453125,396050.96875,67492.57578125002,166,2229.910714285714,7,0.033482142857142856
-8,2,cnntf_v2_gap,near_onb_above_val0120,120,427276.195,413914.03125,13362.163750000007,group_occlusion,heat_flux_change,nan,35723.75,nan,nan,nan,nan,nan,nan,nan,nan,19,261.1607142857143,0,0.002232142857142857
-8,2,cnntf_v2_gap,worst_prediction_val0091,91,221505.1102,31989.875,189515.2352,integrated_gradients,heat_flux,-5172263.0,-346200.40625,-4826062.59375,13.940083566120888,394424.0542480469,205087.0224609375,189337.0317871094,381521.0916992187,205087.0224609375,176434.06923828123,55,743.3035714285714,183,0.8191964285714286
-8,2,cnntf_v2_gap,worst_prediction_val0091,91,221505.1102,31989.875,189515.2352,group_occlusion,heat_flux_change,nan,-346200.40625,nan,nan,nan,nan,nan,nan,nan,nan,75,1011.1607142857143,112,0.5022321428571429
-8,2,cnntf_v2_gap,low_heatflux_val0180,180,57593.31665,74338.046875,16744.730225,integrated_gradients,heat_flux,31891998.0,-303852.234375,32195850.234375,105.95890565227968,374923.75078125,226263.9375,148659.81328125,405800.78046875,226263.9375,179536.84296875,55,743.3035714285714,54,0.24330357142857142
-8,2,cnntf_v2_gap,low_heatflux_val0180,180,57593.31665,74338.046875,16744.730225,group_occlusion,heat_flux_change,nan,-303852.234375,nan,nan,nan,nan,nan,nan,nan,nan,75,1011.1607142857143,56,0.25223214285714285
-8,2,cnntf_v2_gap,high_heatflux_val0300,300,859343.9142,774527.3125,84816.6017,integrated_gradients,heat_flux,-571851997184.0,396337.03125,-571852393521.0312,1442843.712376501,518039.509375,576359.015625,-58319.50624999998,557738.68515625,576359.015625,-18620.330468749977,173,2323.660714285714,70,0.31473214285714285
-8,2,cnntf_v2_gap,high_heatflux_val0300,300,859343.9142,774527.3125,84816.6017,group_occlusion,heat_flux_change,nan,396337.03125,nan,nan,nan,nan,nan,nan,nan,nan,19,261.1607142857143,112,0.5022321428571429
-8,2,alexnet,near_onb_below_val0060,60,221505.1102,130433.5546875,91071.5555125,integrated_gradients,heat_flux,-106772520.0,-327817.5078125,-106444702.4921875,324.70719212797536,1701694.640234375,294342.3984375,1407352.241796875,1224322.04140625,294342.3984375,929979.6429687501,56,756.6964285714286,154,0.6897321428571429
-8,2,alexnet,near_onb_below_val0060,60,221505.1102,130433.5546875,91071.5555125,grad_cam,relative_importance,nan,-327817.5078125,nan,nan,1098189.729296875,294342.3984375,803847.330859375,1095003.13828125,294342.3984375,800660.7398437499,83,1118.3035714285713,215,0.9620535714285714
-8,2,alexnet,near_onb_below_val0060,60,221505.1102,130433.5546875,91071.5555125,group_occlusion,heat_flux_change,nan,-327817.5078125,nan,nan,nan,nan,nan,nan,nan,nan,75,1011.1607142857143,56,0.25223214285714285
-8,2,alexnet,near_onb_above_val0120,120,427276.195,389235.84375,38040.35125000001,integrated_gradients,heat_flux,-28211224576.0,-69015.21875,-28211155560.78125,408767.1686294735,2894736.41640625,423743.546875,2470992.86953125,2500547.621875,423743.546875,2076804.0750000002,168,2256.6964285714284,8,0.03794642857142857
-8,2,alexnet,near_onb_above_val0120,120,427276.195,389235.84375,38040.35125000001,grad_cam,relative_importance,nan,-69015.21875,nan,nan,1959642.24140625,423743.546875,1535898.69453125,1793338.975,423743.546875,1369595.428125,158,2122.7678571428573,0,0.002232142857142857
-8,2,alexnet,near_onb_above_val0120,120,427276.195,389235.84375,38040.35125000001,group_occlusion,heat_flux_change,nan,-69015.21875,nan,nan,nan,nan,nan,nan,nan,nan,75,1011.1607142857143,56,0.25223214285714285
-8,2,alexnet,worst_prediction_val0303,303,859343.9142,675915.0,183428.9142,integrated_gradients,heat_flux,-265935028224.0,217663.9375,-265935245887.9375,1221769.8941880874,3978227.4671875,567083.5625,3411143.9046875,3248641.0421875,567083.5625,2681557.4796875,170,2283.4821428571427,117,0.5245535714285714
-8,2,alexnet,worst_prediction_val0303,303,859343.9142,675915.0,183428.9142,grad_cam,relative_importance,nan,217663.9375,nan,nan,1929895.9734375,567083.5625,1362812.4109375,2220116.9140625,567083.5625,1653033.3515625,0,6.696428571428571,215,0.9620535714285714
-8,2,alexnet,worst_prediction_val0303,303,859343.9142,675915.0,183428.9142,group_occlusion,heat_flux_change,nan,217663.9375,nan,nan,nan,nan,nan,nan,nan,nan,75,1011.1607142857143,56,0.25223214285714285
-8,2,alexnet,low_heatflux_val0180,180,57593.31665,96364.640625,38771.323975,integrated_gradients,heat_flux,-105758096.0,-361886.421875,-105396209.578125,291.2411276224399,1866437.46484375,277307.890625,1589129.57421875,1361222.70625,277307.890625,1083914.815625,56,756.6964285714286,144,0.6450892857142857
-8,2,alexnet,low_heatflux_val0180,180,57593.31665,96364.640625,38771.323975,grad_cam,relative_importance,nan,-361886.421875,nan,nan,1214992.52734375,277307.890625,937684.63671875,921475.828125,277307.890625,644167.9375,84,1131.6964285714287,215,0.9620535714285714
-8,2,alexnet,low_heatflux_val0180,180,57593.31665,96364.640625,38771.323975,group_occlusion,heat_flux_change,nan,-361886.421875,nan,nan,nan,nan,nan,nan,nan,nan,75,1011.1607142857143,56,0.25223214285714285
-8,2,alexnet,high_heatflux_val0300,300,859343.9142,785586.75,73757.1642,integrated_gradients,heat_flux,-562823561216.0,327335.6875,-562823888551.6875,1719408.8822096048,3638157.5124999997,621919.71875,3016237.7937499997,3344448.4953125,621919.71875,2722528.7765625,170,2283.4821428571427,70,0.31473214285714285
-8,2,alexnet,high_heatflux_val0300,300,859343.9142,785586.75,73757.1642,grad_cam,relative_importance,nan,327335.6875,nan,nan,1882008.6625,621919.71875,1260088.94375,2092291.7953125,621919.71875,1470372.0765625,0,6.696428571428571,215,0.9620535714285714
-8,2,alexnet,high_heatflux_val0300,300,859343.9142,785586.75,73757.1642,group_occlusion,heat_flux_change,nan,327335.6875,nan,nan,nan,nan,nan,nan,nan,nan,75,1011.1607142857143,56,0.25223214285714285
-8,3,rf,near_onb_below_val0180,180,315466.1173,268267.46875,47198.64854999998,group_occlusion,heat_flux_change,nan,48560.3125,nan,nan,nan,nan,nan,nan,nan,nan,149,2002.232142857143,0,0.002232142857142857
-8,3,rf,near_onb_above_val0240,240,489453.9981,561424.75,71970.75189999997,group_occlusion,heat_flux_change,nan,341717.59375,nan,nan,nan,nan,nan,nan,nan,nan,149,2002.232142857143,0,0.002232142857142857
-8,3,rf,worst_prediction_val0005,5,0.000328047,219691.265625,219691.265296953,group_occlusion,heat_flux_change,nan,-15.890625,nan,nan,nan,nan,nan,nan,nan,nan,149,2002.232142857143,56,0.25223214285714285
-8,3,rf,low_heatflux_val0000,0,0.000328047,110955.2265625,110955.226234453,group_occlusion,heat_flux_change,nan,-108751.9296875,nan,nan,nan,nan,nan,nan,nan,nan,38,515.625,0,0.002232142857142857
-8,3,rf,high_heatflux_val0300,300,698421.296,775689.0625,77267.76650000003,group_occlusion,heat_flux_change,nan,555981.90625,nan,nan,nan,nan,nan,nan,nan,nan,149,2002.232142857143,0,0.002232142857142857
-8,3,cnntf_v2_gap,near_onb_below_val0180,180,315466.1173,262999.5,52466.61729999998,integrated_gradients,heat_flux,-100397768.0,-83390.375,-100314377.625,1202.9491128322663,437152.125,304695.0625,132457.0625,464486.2234375,304695.0625,159791.1609375,167,2243.3035714285716,60,0.2700892857142857
-8,3,cnntf_v2_gap,near_onb_below_val0180,180,315466.1173,262999.5,52466.61729999998,group_occlusion,heat_flux_change,nan,-83390.375,nan,nan,nan,nan,nan,nan,nan,nan,75,1011.1607142857143,168,0.7522321428571429
-8,3,cnntf_v2_gap,near_onb_above_val0240,240,489453.9981,495155.78125,5701.783149999974,integrated_gradients,heat_flux,-1797529984.0,148765.90625,-1797678749.90625,12083.943123939058,564257.22734375,420774.234375,143482.99296874995,472630.3078125,420774.234375,51856.07343749999,167,2243.3035714285716,18,0.08258928571428571
-8,3,cnntf_v2_gap,near_onb_above_val0240,240,489453.9981,495155.78125,5701.783149999974,group_occlusion,heat_flux_change,nan,148765.90625,nan,nan,nan,nan,nan,nan,nan,nan,19,261.1607142857143,112,0.5022321428571429
