snr,fold,model,evaluation_unit,aggregation,group,axis,low,high,unit,low_index,high_index,n_chunks,n_samples,n_source_wavs,n_onb_samples,base_r2,masked_r2,r2_drop,base_rmse_all,masked_rmse_all,rmse_all_increase,base_mae_all,masked_mae_all,mae_all_increase,base_rmse_onb,masked_rmse_onb,rmse_onb_increase,base_recall,masked_recall,recall_drop,base_f1,masked_f1,f1_drop,base_false_negatives,masked_false_negatives,false_negative_increase
no_noise,1,cnntf_v2_gap,source_wav,median,time_4,time,0.75,1.0,s,168,224,360,6,6,1,0.9839519075523043,0.5593441443992768,0.4246077631530275,31938.300947819753,167359.30854153662,135421.00759371687,26445.20266968751,148075.75977666667,121630.55710697916,16000.823749999981,165260.52000000002,149259.69625000004,0.6666666666666666,1.0,-0.33333333333333337,0.8,0.8571428571428571,-0.05714285714285705,1,0,-1
no_noise,1,alexnet,source_wav,median,freq_0_256Hz,frequency,0.0,256.0,Hz,0,19,360,6,6,1,0.9419878650317324,0.8444315064358536,0.09755635859587874,60723.881549184116,99439.95594386282,38716.074394678704,54923.133577890636,81806.4047367448,26883.271158854157,17104.24562499998,17925.91749999998,821.671875,0.6666666666666666,0.6666666666666666,0.0,0.8,0.8,0.0,1,1,0
no_noise,1,alexnet,source_wav,median,freq_256_512Hz,frequency,256.0,512.0,Hz,19,38,360,6,6,1,0.9419878650317324,0.847117547127056,0.09487031790467637,60723.881549184116,98577.75448561022,37853.8729364261,54923.133577890636,75212.42996625001,20289.296388359377,17104.24562499998,15981.145000000019,-1123.1006249999627,0.6666666666666666,1.0,-0.33333333333333337,0.8,1.0,-0.19999999999999996,1,0,-1
no_noise,1,alexnet,source_wav,median,freq_512_1000Hz,frequency,512.0,1000.0,Hz,38,75,360,6,6,1,0.9419878650317324,-1.1448725451337802,2.086860410165513,60723.881549184116,369233.28588097723,308509.40433179314,54923.133577890636,362685.503385,307762.36980710935,17104.24562499998,420469.30125,403365.05562500004,0.6666666666666666,1.0,-0.33333333333333337,0.8,0.6666666666666666,0.13333333333333341,1,0,-1
no_noise,1,alexnet,source_wav,median,freq_1000_2000Hz,frequency,1000.0,2000.0,Hz,75,149,360,6,6,1,0.9419878650317324,-14.171902951488958,15.11389081652069,60723.881549184116,982019.537145663,921295.655596479,54923.133577890636,947309.7273433333,892386.5937654427,17104.24562499998,1027914.3325,1010810.086875,0.6666666666666666,1.0,-0.33333333333333337,0.8,0.6666666666666666,0.13333333333333341,1,0,-1
no_noise,1,alexnet,source_wav,median,freq_2000_3000Hz,frequency,2000.0,3000.0,Hz,149,224,360,6,6,1,0.9419878650317324,-8.832242485116291,9.774230350148024,60723.881549184116,790544.6254150716,729820.7438658875,54923.133577890636,768756.6075516666,713833.473973776,17104.24562499998,872012.645,854908.399375,0.6666666666666666,1.0,-0.33333333333333337,0.8,0.6666666666666666,0.13333333333333341,1,0,-1
no_noise,1,alexnet,source_wav,median,time_1,time,0.0,0.25,s,0,56,360,6,6,1,0.9419878650317324,0.5211557863961156,0.4208320786356168,60723.881549184116,174460.5438398174,113736.66229063328,54923.133577890636,150263.17383916667,95340.04026127604,17104.24562499998,178087.02000000002,160982.77437500004,0.6666666666666666,1.0,-0.33333333333333337,0.8,0.8571428571428571,-0.05714285714285705,1,0,-1
no_noise,1,alexnet,source_wav,median,time_2,time,0.25,0.5,s,56,112,360,6,6,1,0.9419878650317324,-2.4643726264056736,3.4063604914374057,60723.881549184116,469258.7714662968,408534.8899171127,54923.133577890636,451923.48776,397000.35418210935,17104.24562499998,546087.05125,528982.805625,0.6666666666666666,1.0,-0.33333333333333337,0.8,0.6666666666666666,0.13333333333333341,1,0,-1
no_noise,1,alexnet,source_wav,median,time_3,time,0.5,0.75,s,112,168,360,6,6,1,0.9419878650317324,-0.3626845765460629,1.3046724415777953,60723.881549184116,294305.0879770081,233581.20642782396,54923.133577890636,281676.472135,226753.33855710935,17104.24562499998,363330.36375,346226.11812500004,0.6666666666666666,1.0,-0.33333333333333337,0.8,0.6666666666666666,0.13333333333333341,1,0,-1
no_noise,1,alexnet,source_wav,median,time_4,time,0.75,1.0,s,168,224,360,6,6,1,0.9419878650317324,0.6234402400058002,0.31854762502593215,60723.881549184116,154709.52557212886,93985.64402294473,54923.133577890636,134982.68437458333,80059.5507966927,17104.24562499998,232185.61375000002,215081.36812500004,0.6666666666666666,1.0,-0.33333333333333337,0.8,1.0,-0.19999999999999996,1,0,-1
no_noise,2,rf,source_wav,median,freq_0_256Hz,frequency,0.0,256.0,Hz,0,19,360,6,6,0,0.8970109439290795,0.8970109439290795,0.0,88750.09451076314,88750.09451076314,0.0,68775.45802760417,68775.45802760417,0.0,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0
no_noise,2,rf,source_wav,median,freq_256_512Hz,frequency,256.0,512.0,Hz,19,38,360,6,6,0,0.8970109439290795,0.8977200690048519,-0.0007091250757723655,88750.09451076314,88444.02497220474,-306.06953855839674,68775.45802760417,68570.71909531251,-204.73893229165697,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0
no_noise,2,rf,source_wav,median,freq_512_1000Hz,frequency,512.0,1000.0,Hz,38,75,360,6,6,0,0.8970109439290795,0.9321699731943368,-0.03515902926525727,88750.09451076314,72025.16795852272,-16724.926552240417,68775.45802760417,56756.80828802084,-12018.649739583328,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0
no_noise,2,rf,source_wav,median,freq_1000_2000Hz,frequency,1000.0,2000.0,Hz,75,149,360,6,6,0,0.8970109439290795,0.9406245743374848,-0.04361363040840527,88750.09451076314,67387.08238446238,-21363.01212630076,68775.45802760417,54276.19403020834,-14499.263997395828,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0
no_noise,2,rf,source_wav,median,freq_2000_3000Hz,frequency,2000.0,3000.0,Hz,149,224,360,6,6,0,0.8970109439290795,0.37694897788525217,0.5200619660438274,88750.09451076314,218290.62874170145,129540.53423093831,68775.45802760417,165984.25978541668,97208.80175781251,nan,nan,nan,1.0,0.6666666666666666,0.33333333333333337,1.0,0.8,0.19999999999999996,0,1,1
no_noise,2,rf,source_wav,median,time_1,time,0.0,0.25,s,0,56,360,6,6,0,0.8970109439290795,0.9188404363207431,-0.02182949239166354,88750.09451076314,78784.92703498901,-9965.167475774128,68775.45802760417,67549.85093125001,-1225.607096354157,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0
no_noise,2,rf,source_wav,median,time_2,time,0.25,0.5,s,56,112,360,6,6,0,0.8970109439290795,0.928362022193499,-0.03135107826441941,88750.09451076314,74019.29501487639,-14730.79949588675,68775.45802760417,62956.804707291674,-5818.653320312493,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0
no_noise,2,rf,source_wav,median,time_3,time,0.5,0.75,s,112,168,360,6,6,0,0.8970109439290795,0.9402812295438432,-0.04327028561476365,88750.09451076314,67581.6380608535,-21168.456449909645,68775.45802760417,59367.597676041674,-9407.860351562493,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0
no_noise,2,rf,source_wav,median,time_4,time,0.75,1.0,s,168,224,360,6,6,0,0.8970109439290795,0.9226843835835886,-0.025673439654509078,88750.09451076314,76896.55731591121,-11853.537194851931,68775.45802760417,62560.44403020834,-6215.0139973958285,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0
no_noise,2,cnntf_v2_gap,source_wav,median,freq_0_256Hz,frequency,0.0,256.0,Hz,0,19,360,6,6,0,0.9609068232662549,0.9312662837043847,0.029640539561870183,54679.40332545004,72503.3708416386,17823.967516188568,47000.57999583334,58382.59712916667,11382.017133333335,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0
no_noise,2,cnntf_v2_gap,source_wav,median,freq_256_512Hz,frequency,256.0,512.0,Hz,19,38,360,6,6,0,0.9609068232662549,-1.8664211771284287,2.8273280003946835,54679.40332545004,468212.80534948636,413533.40202403633,47000.57999583334,413207.9424838542,366207.36248802085,nan,nan,nan,1.0,0.0,1.0,1.0,0.0,1.0,0,3,3
no_noise,2,cnntf_v2_gap,source_wav,median,freq_512_1000Hz,frequency,512.0,1000.0,Hz,38,75,360,6,6,0,0.9609068232662549,-0.7494527765111332,1.7103595997773882,54679.40332545004,365783.74103621737,311104.33771076734,47000.57999583334,283209.49155625,236208.9115604167,nan,nan,nan,1.0,0.0,1.0,1.0,0.0,1.0,0,3,3
no_noise,2,cnntf_v2_gap,source_wav,median,freq_1000_2000Hz,frequency,1000.0,2000.0,Hz,75,149,360,6,6,0,0.9609068232662549,0.45706933981745623,0.5038374834487986,54679.40332545004,203772.45098069907,149093.047655249,47000.57999583334,152169.4475875,105168.86759166667,nan,nan,nan,1.0,0.6666666666666666,0.33333333333333337,1.0,0.8,0.19999999999999996,0,1,1
no_noise,2,cnntf_v2_gap,source_wav,median,freq_2000_3000Hz,frequency,2000.0,3000.0,Hz,149,224,360,6,6,0,0.9609068232662549,0.575542241031396,0.3853645822348589,54679.40332545004,180173.3376350302,125493.93430958017,47000.57999583334,158372.57502083332,111371.99502499998,nan,nan,nan,1.0,1.0,0.0,1.0,0.75,0.25,0,0,0
no_noise,2,cnntf_v2_gap,source_wav,median,time_1,time,0.0,0.25,s,0,56,360,6,6,0,0.9609068232662549,0.8496413021606237,0.11126552110563115,54679.40332545004,107235.24869340223,52555.84536795219,47000.57999583334,87090.10736666666,40089.527370833326,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0
no_noise,2,cnntf_v2_gap,source_wav,median,time_2,time,0.25,0.5,s,56,112,360,6,6,0,0.9609068232662549,0.6552570037768795,0.3056498194893754,54679.40332545004,162375.69063476042,107696.28730931038,47000.57999583334,141579.35627083332,94578.77627499998,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0
no_noise,2,cnntf_v2_gap,source_wav,median,time_3,time,0.5,0.75,s,112,168,360,6,6,0,0.9609068232662549,0.5879044976340639,0.37300232563219093,54679.40332545004,177530.19196270063,122850.78863725059,47000.57999583334,153999.65314583332,106999.07314999998,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0
no_noise,2,cnntf_v2_gap,source_wav,median,time_4,time,0.75,1.0,s,168,224,360,6,6,0,0.9609068232662549,0.7497391559781615,0.21116766728809333,54679.40332545004,138346.9973692185,83667.59404376846,47000.57999583334,118489.45783333333,71488.8778375,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0
no_noise,2,alexnet,source_wav,median,freq_0_256Hz,frequency,0.0,256.0,Hz,0,19,360,6,6,0,0.9219625967344472,0.8466364385033298,0.07532615823111743,77254.66082337128,108301.47664002396,31046.815816652685,60841.44207708334,83060.99090520834,22219.548828125,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0
no_noise,2,alexnet,source_wav,median,freq_256_512Hz,frequency,256.0,512.0,Hz,19,38,360,6,6,0,0.9219625967344472,0.8331217001607384,0.08884089657370886,77254.66082337128,112972.62463329866,35717.96380992739,60841.44207708334,91193.51509791666,30352.073020833326,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0
no_noise,2,alexnet,source_wav,median,freq_512_1000Hz,frequency,512.0,1000.0,Hz,38,75,360,6,6,0,0.9219625967344472,-1.464994868911845,2.3869574656462924,77254.66082337128,434191.4779735698,356936.81715019856,60841.44207708334,419682.8026333333,358841.36055625,nan,nan,nan,1.0,1.0,0.0,1.0,0.6666666666666666,0.33333333333333337,0,0,0
no_noise,2,alexnet,source_wav,median,freq_1000_2000Hz,frequency,1000.0,2000.0,Hz,75,149,360,6,6,0,0.9219625967344472,-6.499896992891334,7.4218595896257815,77254.66082337128,757357.5072262575,680102.8464028862,60841.44207708334,744864.3807583334,684022.93868125,nan,nan,nan,1.0,1.0,0.0,1.0,0.6666666666666666,0.33333333333333337,0,0,0
no_noise,2,alexnet,source_wav,median,freq_2000_3000Hz,frequency,2000.0,3000.0,Hz,149,224,360,6,6,0,0.9219625967344472,-10.399760239707806,11.321722836442254,77254.66082337128,933729.6376308284,856474.9768074572,60841.44207708334,909030.6620083334,848189.21993125,nan,nan,nan,1.0,1.0,0.0,1.0,0.6666666666666666,0.33333333333333337,0,0,0
no_noise,2,alexnet,source_wav,median,time_1,time,0.0,0.25,s,0,56,360,6,6,0,0.9219625967344472,-1.3918792629503742,2.3138418596848216,77254.66082337128,427703.6063088361,350448.9454854648,60841.44207708334,414173.8078416667,353332.36576458334,nan,nan,nan,1.0,1.0,0.0,1.0,0.6666666666666666,0.33333333333333337,0,0,0
no_noise,2,alexnet,source_wav,median,time_2,time,0.25,0.5,s,56,112,360,6,6,0,0.9219625967344472,-2.628304300977892,3.5502668977123393,77254.66082337128,526774.9774221487,449520.3165987774,60841.44207708334,508825.5448208333,447984.10274375,nan,nan,nan,1.0,1.0,0.0,1.0,0.6666666666666666,0.33333333333333337,0,0,0
no_noise,2,alexnet,source_wav,median,time_3,time,0.5,0.75,s,112,168,360,6,6,0,0.9219625967344472,-2.545568998625282,3.467531595359729,77254.66082337128,520734.3852479586,443479.72442458733,60841.44207708334,504521.3963833333,443679.95430625,nan,nan,nan,1.0,1.0,0.0,1.0,0.6666666666666666,0.33333333333333337,0,0,0
no_noise,2,alexnet,source_wav,median,time_4,time,0.75,1.0,s,168,224,360,6,6,0,0.9219625967344472,0.890518809935727,0.031443786798720286,77254.66082337128,91504.62385827256,14249.963034901288,60841.44207708334,68782.80158333333,7941.359506249995,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0
no_noise,3,rf,source_wav,median,freq_0_256Hz,frequency,0.0,256.0,Hz,0,19,360,6,6,0,0.8727775593239558,0.8727775593239558,0.0,92497.19721951039,92497.19721951039,0.0,71582.31705261716,71582.31705261716,0.0,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0
no_noise,3,rf,source_wav,median,freq_256_512Hz,frequency,256.0,512.0,Hz,19,38,360,6,6,0,0.8727775593239558,0.8727775593239558,0.0,92497.19721951039,92497.19721951039,0.0,71582.31705261716,71582.31705261716,0.0,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0
no_noise,3,rf,source_wav,median,freq_512_1000Hz,frequency,512.0,1000.0,Hz,38,75,360,6,6,0,0.8727775593239558,0.8096147337139621,0.06316282560999376,92497.19721951039,113152.29832370598,20655.101104195594,71582.31705261716,90829.15411615882,19246.837063541665,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0
no_noise,3,rf,source_wav,median,freq_1000_2000Hz,frequency,1000.0,2000.0,Hz,75,149,360,6,6,0,0.8727775593239558,0.7329919720853756,0.13978558723858026,92497.19721951039,134001.25671463288,41504.05949512249,71582.31705261716,112182.79604324215,40600.47899062499,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0
no_noise,3,rf,source_wav,median,freq_2000_3000Hz,frequency,2000.0,3000.0,Hz,149,224,360,6,6,0,0.8727775593239558,0.5759365152175115,0.2968410441064443,92497.19721951039,168873.7512945796,76376.5540750692,71582.31705261716,140695.52522761715,69113.20817499999,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0
no_noise,3,rf,source_wav,median,time_1,time,0.0,0.25,s,0,56,360,6,6,0,0.8727775593239558,0.8067117135581805,0.06606584576577534,92497.19721951039,114011.71532605063,21514.518106540243,71582.31705261716,95612.38395157551,24030.06689895835,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0
no_noise,3,rf,source_wav,median,time_2,time,0.25,0.5,s,56,112,360,6,6,0,0.8727775593239558,0.7861221578080119,0.08665540151594397,92497.19721951039,119930.49017737042,27433.29295786003,71582.31705261716,102116.30322240885,30533.986169791693,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0
no_noise,3,rf,source_wav,median,time_3,time,0.5,0.75,s,112,168,360,6,6,0,0.8727775593239558,0.8108550259380085,0.06192253338594733,92497.19721951039,112783.12261106077,20285.92539155038,71582.31705261716,93072.40999324217,21490.092940625007,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0
no_noise,3,rf,source_wav,median,time_4,time,0.75,1.0,s,168,224,360,6,6,0,0.8727775593239558,0.791087425369922,0.0816901339540338,92497.19721951039,118530.19597576188,26032.998756251487,71582.31705261716,101338.88264949217,29756.565596875007,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0
no_noise,3,cnntf_v2_gap,source_wav,median,freq_0_256Hz,frequency,0.0,256.0,Hz,0,19,360,6,6,0,0.9180079769019694,0.9190211597449445,-0.0010131828429750245,74256.16447524833,73795.94323761213,-460.2212376362004,53916.28578647135,53541.19076824217,-375.0950182291781,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0
no_noise,3,cnntf_v2_gap,source_wav,median,freq_256_512Hz,frequency,256.0,512.0,Hz,19,38,360,6,6,0,0.9180079769019694,-0.1495274194874796,1.0675353963894492,74256.16447524833,278039.4234238068,203783.25894855848,53916.28578647135,210670.3971484505,156754.11136197913,nan,nan,nan,1.0,0.0,1.0,1.0,0.0,1.0,0,2,2
no_noise,3,cnntf_v2_gap,source_wav,median,freq_512_1000Hz,frequency,512.0,1000.0,Hz,38,75,360,6,6,0,0.9180079769019694,0.21577419535729947,0.70223378154467,74256.16447524833,229650.43692888707,155394.27245363872,53916.28578647135,202307.93733699212,148391.65155052076,nan,nan,nan,1.0,0.0,1.0,1.0,0.0,1.0,0,2,2
no_noise,3,cnntf_v2_gap,source_wav,median,freq_1000_2000Hz,frequency,1000.0,2000.0,Hz,75,149,360,6,6,0,0.9180079769019694,-0.7693051776984494,1.6873131546004188,74256.16447524833,344943.59558764024,270687.43111239193,53916.28578647135,311585.84968282556,257669.5638963542,nan,nan,nan,1.0,1.0,0.0,1.0,0.5,0.5,0,0,0
no_noise,3,cnntf_v2_gap,source_wav,median,freq_2000_3000Hz,frequency,2000.0,3000.0,Hz,149,224,360,6,6,0,0.9180079769019694,-0.07797078950105707,0.9959787664030265,74256.16447524833,269246.5877888402,194990.42331359186,53916.28578647135,232213.60917449216,178297.3233880208,nan,nan,nan,1.0,1.0,0.0,1.0,0.5,0.5,0,0,0
no_noise,3,cnntf_v2_gap,source_wav,median,time_1,time,0.0,0.25,s,0,56,360,6,6,0,0.9180079769019694,0.8232467166090865,0.0947612602928829,74256.16447524833,109026.09490650728,34769.93043125895,53916.28578647135,89794.47509740882,35878.18931093747,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0
no_noise,3,cnntf_v2_gap,source_wav,median,time_2,time,0.25,0.5,s,56,112,360,6,6,0,0.9180079769019694,0.43483183104911904,0.4831761458528504,74256.16447524833,194955.5300171983,120699.36554194997,53916.28578647135,159300.5394953255,105384.25370885414,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0
no_noise,3,cnntf_v2_gap,source_wav,median,time_3,time,0.5,0.75,s,112,168,360,6,6,0,0.9180079769019694,0.23477800555935058,0.6832299713426189,74256.16447524833,226850.8620345573,152594.69755930896,53916.28578647135,188319.21137032544,134402.92558385408,nan,nan,nan,1.0,1.0,0.0,1.0,0.8,0.19999999999999996,0,0,0
no_noise,3,cnntf_v2_gap,source_wav,median,time_4,time,0.75,1.0,s,168,224,360,6,6,0,0.9180079769019694,0.11869927636724187,0.7993087005347276,74256.16447524833,243449.43734501099,169193.27286976267,53916.28578647135,204585.33897449216,150669.0531880208,nan,nan,nan,1.0,1.0,0.0,1.0,0.6666666666666666,0.33333333333333337,0,0,0
no_noise,3,alexnet,source_wav,median,freq_0_256Hz,frequency,0.0,256.0,Hz,0,19,360,6,6,0,0.883868039227691,0.8580868248479327,0.02578121437975822,88373.6090182133,97691.7906925606,9318.181674347288,68834.67774740884,82684.49903647134,13849.8212890625,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0
no_noise,3,alexnet,source_wav,median,freq_256_512Hz,frequency,256.0,512.0,Hz,19,38,360,6,6,0,0.883868039227691,0.8369700400413099,0.046897999186381045,88373.6090182133,104708.13463153892,16334.525613325619,68834.67774740884,79327.93033386715,10493.2525864583,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0
no_noise,3,alexnet,source_wav,median,freq_512_1000Hz,frequency,512.0,1000.0,Hz,38,75,360,6,6,0,0.883868039227691,-2.40184208239176,3.285710121619451,88373.6090182133,478303.7506425003,389930.141624287,68834.67774740884,470502.5189536589,401667.84120625,nan,nan,nan,1.0,1.0,0.0,1.0,0.5,0.5,0,0,0
