snr,fold,model,sample_id,method,repeat,noise_fraction_of_sample_std,pearson_abs_map,cosine_abs_map,relative_l1_abs_map
-8,2,cnntf_v2_gap,near_onb_below_val0060,integrated_gradients,1,0.01,0.9999468667357209,0.9999485793475935,0.03549844550809549
-8,2,cnntf_v2_gap,near_onb_below_val0060,integrated_gradients,2,0.01,0.99994908855639,0.999950688871783,0.03479482588766675
-8,2,cnntf_v2_gap,near_onb_above_val0120,integrated_gradients,1,0.01,0.9999480533684127,0.9999507475602732,0.023371609435151416
-8,2,cnntf_v2_gap,near_onb_above_val0120,integrated_gradients,2,0.01,0.9999480379665624,0.9999508400228868,0.02329295126911156
-8,2,cnntf_v2_gap,worst_prediction_val0091,integrated_gradients,1,0.01,0.99989790870326,0.9999022822805558,0.04216683695162861
-8,2,cnntf_v2_gap,worst_prediction_val0091,integrated_gradients,2,0.01,0.9998999893225305,0.9999044266661016,0.042034096928840615
-8,2,cnntf_v2_gap,low_heatflux_val0180,integrated_gradients,1,0.01,0.9999471086107173,0.9999492826271147,0.031103996825391576
-8,2,cnntf_v2_gap,low_heatflux_val0180,integrated_gradients,2,0.01,0.9999465529472935,0.9999487382677597,0.031396926370120475
-8,2,cnntf_v2_gap,high_heatflux_val0300,integrated_gradients,1,0.01,0.9999600235384047,0.9999624642421915,0.019056272480420973
-8,2,cnntf_v2_gap,high_heatflux_val0300,integrated_gradients,2,0.01,0.9999592287079633,0.9999617602849147,0.019217146286435203
-8,2,alexnet,near_onb_below_val0060,integrated_gradients,1,0.01,0.9999392148670334,0.9999403737890518,0.034897846288536545
-8,2,alexnet,near_onb_below_val0060,integrated_gradients,2,0.01,0.9999384058390354,0.9999395463068834,0.03542904530999554
-8,2,alexnet,near_onb_above_val0120,integrated_gradients,1,0.01,0.9999395696476028,0.9999429200728724,0.022879745257054947
-8,2,alexnet,near_onb_above_val0120,integrated_gradients,2,0.01,0.9999402783993312,0.9999435767496634,0.022670012519277867
-8,2,alexnet,worst_prediction_val0303,integrated_gradients,1,0.01,0.999950022408511,0.9999528596703555,0.02078727108907146
-8,2,alexnet,worst_prediction_val0303,integrated_gradients,2,0.01,0.9999480995413896,0.9999510763434257,0.02072884467325759
-8,2,alexnet,low_heatflux_val0180,integrated_gradients,1,0.01,0.9999411549170882,0.9999427319222478,0.03138305967393866
-8,2,alexnet,low_heatflux_val0180,integrated_gradients,2,0.01,0.9999386172971684,0.9999401753587771,0.032014376318642346
-8,2,alexnet,high_heatflux_val0300,integrated_gradients,1,0.01,0.9999419922447763,0.9999458255035832,0.020580315311643813
-8,2,alexnet,high_heatflux_val0300,integrated_gradients,2,0.01,0.9999423951195903,0.9999462663460242,0.020436562008739986
-8,3,cnntf_v2_gap,near_onb_below_val0180,integrated_gradients,1,0.01,0.9999634678863009,0.9999640005282129,0.032758632112124556
-8,3,cnntf_v2_gap,near_onb_below_val0180,integrated_gradients,2,0.01,0.999963751840178,0.9999643163504669,0.032609480893824636
-8,3,cnntf_v2_gap,near_onb_above_val0240,integrated_gradients,1,0.01,0.9999610424874397,0.9999630263504052,0.02051304167319902
-8,3,cnntf_v2_gap,near_onb_above_val0240,integrated_gradients,2,0.01,0.9999622095462761,0.9999641366311075,0.020304103657788813
-8,3,cnntf_v2_gap,worst_prediction_val0038,integrated_gradients,1,0.01,0.9998575235302921,0.9998619364881002,0.05086034109546725
-8,3,cnntf_v2_gap,worst_prediction_val0038,integrated_gradients,2,0.01,0.999867105367825,0.9998715079553419,0.04924245745232383
-8,3,cnntf_v2_gap,low_heatflux_val0000,integrated_gradients,1,0.01,0.9999365097163749,0.999938465620608,0.036919802898379046
-8,3,cnntf_v2_gap,low_heatflux_val0000,integrated_gradients,2,0.01,0.999935083050027,0.9999370756950626,0.0369735620392235
-8,3,cnntf_v2_gap,high_heatflux_val0300,integrated_gradients,1,0.01,0.9999621800132963,0.9999637602708074,0.022192687924541613
-8,3,cnntf_v2_gap,high_heatflux_val0300,integrated_gradients,2,0.01,0.9999624083373432,0.9999639956685121,0.022162432980138883
-8,3,alexnet,near_onb_below_val0180,integrated_gradients,1,0.01,0.9999648833318643,0.9999651890399107,0.029633806705502953
-8,3,alexnet,near_onb_below_val0180,integrated_gradients,2,0.01,0.9999658110714456,0.9999661999499717,0.029328528015571072
-8,3,alexnet,near_onb_above_val0240,integrated_gradients,1,0.01,0.9999706997468227,0.9999717802297842,0.019071660210277598
-8,3,alexnet,near_onb_above_val0240,integrated_gradients,2,0.01,0.9999715337178219,0.999972594671927,0.018909641929311133
-8,3,alexnet,worst_prediction_val0016,integrated_gradients,1,0.01,0.9998684817815437,0.9998705538287083,0.04082269449215872
-8,3,alexnet,worst_prediction_val0016,integrated_gradients,2,0.01,0.9998646065500459,0.9998669287258817,0.04135732161602915
-8,3,alexnet,low_heatflux_val0000,integrated_gradients,1,0.01,0.9999293448947045,0.9999302913173242,0.032627663252816214
-8,3,alexnet,low_heatflux_val0000,integrated_gradients,2,0.01,0.9999344768435108,0.999935573446411,0.031758326239585535
-8,3,alexnet,high_heatflux_val0300,integrated_gradients,1,0.01,0.9999418707414139,0.9999445625760482,0.024383174361345704
-8,3,alexnet,high_heatflux_val0300,integrated_gradients,2,0.01,0.9999417954022076,0.9999445313882722,0.024249458054623484
-12,1,cnntf_v2_gap,near_onb_below_val0120,integrated_gradients,1,0.01,0.9999591668862512,0.999960228696252,0.032151863893345366
-12,1,cnntf_v2_gap,near_onb_below_val0120,integrated_gradients,2,0.01,0.9999594847959193,0.9999605459620015,0.032208963088365655
-12,1,cnntf_v2_gap,near_onb_above_val0180,integrated_gradients,1,0.01,0.9999593548604635,0.999961335960414,0.021278481996428688
-12,1,cnntf_v2_gap,near_onb_above_val0180,integrated_gradients,2,0.01,0.9999605432119965,0.9999624978550516,0.021015061648792823
-12,1,cnntf_v2_gap,false_negative_val0229,integrated_gradients,1,0.01,0.9999673741960046,0.9999684253073631,0.02245760431420196
-12,1,cnntf_v2_gap,false_negative_val0229,integrated_gradients,2,0.01,0.999968052949943,0.9999691070627377,0.02216253929301789
-12,1,cnntf_v2_gap,worst_prediction_val0133,integrated_gradients,1,0.01,0.9999255508749371,0.9999279664716059,0.04018793656475563
-12,1,cnntf_v2_gap,worst_prediction_val0133,integrated_gradients,2,0.01,0.9999285666931006,0.9999309528613445,0.039590581077318186
-12,1,cnntf_v2_gap,low_heatflux_val0060,integrated_gradients,1,0.01,0.9999579629302443,0.999959299586982,0.03046266646064227
-12,1,cnntf_v2_gap,low_heatflux_val0060,integrated_gradients,2,0.01,0.9999580672717899,0.9999593730189369,0.030200600694539913
-12,1,alexnet,near_onb_below_val0120,integrated_gradients,1,0.01,0.9999574002503312,0.9999578914783075,0.031775698816536815
-12,1,alexnet,near_onb_below_val0120,integrated_gradients,2,0.01,0.9999604259771788,0.9999610375179191,0.031063319098218828
-12,1,alexnet,near_onb_above_val0180,integrated_gradients,1,0.01,0.9999560867093311,0.9999580102393311,0.021925173780826823
-12,1,alexnet,near_onb_above_val0180,integrated_gradients,2,0.01,0.9999568831033514,0.9999588366939989,0.021686897933104497
-12,1,alexnet,false_negative_val0224,integrated_gradients,1,0.01,0.9999294335515615,0.999930501005964,0.04123746925998634
-12,1,alexnet,false_negative_val0224,integrated_gradients,2,0.01,0.9999302444285797,0.9999312911811993,0.04065670640082907
-12,1,alexnet,worst_prediction_val0141,integrated_gradients,1,0.01,0.9999507199646124,0.9999512869603514,0.03405984513389479
-12,1,alexnet,worst_prediction_val0141,integrated_gradients,2,0.01,0.9999532972598638,0.9999538841215622,0.03335929897610207
-12,1,alexnet,low_heatflux_val0060,integrated_gradients,1,0.01,0.9999619263819728,0.9999625925141779,0.02918450795620081
-12,1,alexnet,low_heatflux_val0060,integrated_gradients,2,0.01,0.9999569122923224,0.9999575648890163,0.030342434221000074
-12,2,cnntf_v2_gap,near_onb_below_val0060,integrated_gradients,1,0.01,0.999962777564409,0.9999638168612763,0.029894836378830687
-12,2,cnntf_v2_gap,near_onb_below_val0060,integrated_gradients,2,0.01,0.9999634058430126,0.9999644223754433,0.03004918504778681
-12,2,cnntf_v2_gap,near_onb_above_val0120,integrated_gradients,1,0.01,0.9999426558238588,0.9999461477693068,0.02312808996251063
-12,2,cnntf_v2_gap,near_onb_above_val0120,integrated_gradients,2,0.01,0.9999402023529993,0.999943948054108,0.02314807664812987
-12,2,cnntf_v2_gap,worst_prediction_val0054,integrated_gradients,1,0.01,0.9999549979641706,0.999956778440694,0.029466806249333538
-12,2,cnntf_v2_gap,worst_prediction_val0054,integrated_gradients,2,0.01,0.9999552667236937,0.9999569867349835,0.029393875129686938
-12,2,cnntf_v2_gap,low_heatflux_val0180,integrated_gradients,1,0.01,0.9999634885168417,0.9999646194554193,0.028473888594744177
-12,2,cnntf_v2_gap,low_heatflux_val0180,integrated_gradients,2,0.01,0.9999640553354392,0.9999651906838533,0.02834138644067994
-12,2,cnntf_v2_gap,high_heatflux_val0300,integrated_gradients,1,0.01,0.9999608267340309,0.99996322492812,0.018997556688163404
-12,2,cnntf_v2_gap,high_heatflux_val0300,integrated_gradients,2,0.01,0.9999605522384264,0.9999629600289468,0.01907665401226623
-12,2,alexnet,near_onb_below_val0060,integrated_gradients,1,0.01,0.9999635567838333,0.9999640737961841,0.030094334727356075
-12,2,alexnet,near_onb_below_val0060,integrated_gradients,2,0.01,0.9999631208290607,0.999963734854053,0.03022531851835006
-12,2,alexnet,near_onb_above_val0120,integrated_gradients,1,0.01,0.9999678317060752,0.9999690511213774,0.02020128212639694
-12,2,alexnet,near_onb_above_val0120,integrated_gradients,2,0.01,0.9999680404143766,0.9999692746785867,0.02015977534189204
-12,2,alexnet,worst_prediction_val0303,integrated_gradients,1,0.01,0.9999491818861515,0.9999523726151376,0.019955461369263246
-12,2,alexnet,worst_prediction_val0303,integrated_gradients,2,0.01,0.9999498389857301,0.9999529472853083,0.01980005863506588
-12,2,alexnet,low_heatflux_val0180,integrated_gradients,1,0.01,0.9999658920446299,0.9999665483827319,0.028069218530884413
-12,2,alexnet,low_heatflux_val0180,integrated_gradients,2,0.01,0.9999659280452997,0.9999666032468472,0.028251725517535606
-12,2,alexnet,high_heatflux_val0300,integrated_gradients,1,0.01,0.9999517735759689,0.9999549286270538,0.019072485753684067
-12,2,alexnet,high_heatflux_val0300,integrated_gradients,2,0.01,0.9999524410309456,0.9999555543601784,0.018974110617841513
-12,3,cnntf_v2_gap,near_onb_below_val0180,integrated_gradients,1,0.01,0.9999558042481562,0.9999571593283549,0.029041187697627764
-12,3,cnntf_v2_gap,near_onb_below_val0180,integrated_gradients,2,0.01,0.9999569050312086,0.9999582090451112,0.028754955485488478
-12,3,cnntf_v2_gap,near_onb_above_val0240,integrated_gradients,1,0.01,0.9999611640324387,0.9999631623717046,0.020101533539649268
-12,3,cnntf_v2_gap,near_onb_above_val0240,integrated_gradients,2,0.01,0.9999611623747647,0.9999632490056637,0.019900498274352533
-12,3,cnntf_v2_gap,worst_prediction_val0015,integrated_gradients,1,0.01,0.9999354811503023,0.9999373651126964,0.03832383849169421
-12,3,cnntf_v2_gap,worst_prediction_val0015,integrated_gradients,2,0.01,0.9999403111770598,0.999942075113575,0.037083401557788546
-12,3,cnntf_v2_gap,low_heatflux_val0000,integrated_gradients,1,0.01,0.9999580362482737,0.9999592394792045,0.030528550741977797
-12,3,cnntf_v2_gap,low_heatflux_val0000,integrated_gradients,2,0.01,0.9999587952867978,0.9999600340537237,0.030186729619285074
-12,3,cnntf_v2_gap,high_heatflux_val0300,integrated_gradients,1,0.01,0.9999644014581687,0.9999659135164567,0.02120102000662336
-12,3,cnntf_v2_gap,high_heatflux_val0300,integrated_gradients,2,0.01,0.9999637577230764,0.9999653324050174,0.021324932783011157
-12,3,alexnet,near_onb_below_val0180,integrated_gradients,1,0.01,0.9999639720817008,0.9999647557630247,0.025787172353357642
-12,3,alexnet,near_onb_below_val0180,integrated_gradients,2,0.01,0.9999635436378019,0.9999643408929677,0.025800967591214
-12,3,alexnet,near_onb_above_val0240,integrated_gradients,1,0.01,0.9999746206836493,0.9999754552929878,0.0189812610412177
-12,3,alexnet,near_onb_above_val0240,integrated_gradients,2,0.01,0.9999736731462296,0.9999745305843983,0.018954212175370338
-12,3,alexnet,worst_prediction_val0004,integrated_gradients,1,0.01,0.9998796420260917,0.9998806364964649,0.041478885491201746
-12,3,alexnet,worst_prediction_val0004,integrated_gradients,2,0.01,0.9999080841475201,0.99990921640099,0.03837604721848717
-12,3,alexnet,low_heatflux_val0000,integrated_gradients,1,0.01,0.9999493636271206,0.9999500397235087,0.03129474549189407
-12,3,alexnet,low_heatflux_val0000,integrated_gradients,2,0.01,0.999953017124269,0.9999537928056057,0.030442168148131086
-12,3,alexnet,high_heatflux_val0300,integrated_gradients,1,0.01,0.9999415089721965,0.9999439826739701,0.025292612732747556
-12,3,alexnet,high_heatflux_val0300,integrated_gradients,2,0.01,0.9999413800872131,0.9999438563868865,0.02525167966917488
-16,1,cnntf_v2_gap,near_onb_below_val0120,integrated_gradients,1,0.01,0.999974802350717,0.9999753511991701,0.027193026038918197
-16,1,cnntf_v2_gap,near_onb_below_val0120,integrated_gradients,2,0.01,0.9999754344192658,0.9999759705915416,0.026940307880578617
-16,1,cnntf_v2_gap,near_onb_above_val0180,integrated_gradients,1,0.01,0.999949491128508,0.9999522953431748,0.022535424628728568
-16,1,cnntf_v2_gap,near_onb_above_val0180,integrated_gradients,2,0.01,0.9999504428951013,0.9999532494621558,0.022337316631304442
-16,1,cnntf_v2_gap,false_negative_val0230,integrated_gradients,1,0.01,0.9999542287335561,0.9999552493723801,0.03231399301668957
-16,1,cnntf_v2_gap,false_negative_val0230,integrated_gradients,2,0.01,0.9999560482353902,0.9999569806579953,0.03188095762058639
-16,1,cnntf_v2_gap,worst_prediction_val0142,integrated_gradients,1,0.01,0.9999726231157132,0.9999731790516216,0.02914620104887723
-16,1,cnntf_v2_gap,worst_prediction_val0142,integrated_gradients,2,0.01,0.9999727262456228,0.9999733121715353,0.029327788476798716
-16,1,cnntf_v2_gap,low_heatflux_val0060,integrated_gradients,1,0.01,0.9999749279304888,0.9999754997601353,0.026517411166441848
-16,1,cnntf_v2_gap,low_heatflux_val0060,integrated_gradients,2,0.01,0.9999751832420295,0.999975744382905,0.026543134957159667
-16,1,alexnet,near_onb_below_val0120,integrated_gradients,1,0.01,0.9999645906009585,0.999965216925918,0.029317605568553538
-16,1,alexnet,near_onb_below_val0120,integrated_gradients,2,0.01,0.9999641349951663,0.9999647236542881,0.029644541402853296
-16,1,alexnet,near_onb_above_val0180,integrated_gradients,1,0.01,0.9999679879830935,0.9999692067875771,0.019825727251102696
-16,1,alexnet,near_onb_above_val0180,integrated_gradients,2,0.01,0.9999687309217123,0.999969938803582,0.019687956082119137
-16,1,alexnet,false_negative_val0230,integrated_gradients,1,0.01,0.9999607947653771,0.999961355532593,0.0308279501049415
-16,1,alexnet,false_negative_val0230,integrated_gradients,2,0.01,0.9999619022755155,0.9999624390832486,0.030516080385965844
-16,1,alexnet,worst_prediction_val0134,integrated_gradients,1,0.01,0.9999517790726247,0.9999521626733002,0.0338661794209087
-16,1,alexnet,worst_prediction_val0134,integrated_gradients,2,0.01,0.9999483723558277,0.9999488422067744,0.034348448692723105
-16,1,alexnet,low_heatflux_val0060,integrated_gradients,1,0.01,0.9999640340298609,0.9999646929239443,0.028976918172700653
-16,1,alexnet,low_heatflux_val0060,integrated_gradients,2,0.01,0.9999633850135642,0.9999640595382037,0.02907344196444876
-16,2,cnntf_v2_gap,near_onb_below_val0060,integrated_gradients,1,0.01,0.9999638786480174,0.9999648481595371,0.02938277897647797
-16,2,cnntf_v2_gap,near_onb_below_val0060,integrated_gradients,2,0.01,0.9999645081410505,0.999965442563337,0.02922760366118399
-16,2,cnntf_v2_gap,near_onb_above_val0120,integrated_gradients,1,0.01,0.999950242008146,0.9999529093902233,0.023025915206636435
-16,2,cnntf_v2_gap,near_onb_above_val0120,integrated_gradients,2,0.01,0.9999497257479628,0.9999524294496166,0.023013941845175453
-16,2,cnntf_v2_gap,worst_prediction_val0109,integrated_gradients,1,0.01,0.999959027328148,0.9999603125463175,0.029695966108274154
-16,2,cnntf_v2_gap,worst_prediction_val0109,integrated_gradients,2,0.01,0.9999601864454467,0.9999614299775784,0.02937790658898633
-16,2,cnntf_v2_gap,low_heatflux_val0180,integrated_gradients,1,0.01,0.9999643265619641,0.9999652896008587,0.02867363903114602
-16,2,cnntf_v2_gap,low_heatflux_val0180,integrated_gradients,2,0.01,0.9999656577590363,0.9999665998831934,0.028574483105275862
-16,2,cnntf_v2_gap,high_heatflux_val0300,integrated_gradients,1,0.01,0.9999591735023649,0.9999618654612475,0.018855915356271395
-16,2,cnntf_v2_gap,high_heatflux_val0300,integrated_gradients,2,0.01,0.9999594541032666,0.9999621402557125,0.018863405650216096
-16,2,alexnet,near_onb_below_val0060,integrated_gradients,1,0.01,0.9999684742731011,0.999968996928184,0.029461269864631233
-16,2,alexnet,near_onb_below_val0060,integrated_gradients,2,0.01,0.9999688424196659,0.9999693935306606,0.02916594575238726
-16,2,alexnet,near_onb_above_val0120,integrated_gradients,1,0.01,0.9999480554925418,0.9999506396466009,0.022102649041814876
-16,2,alexnet,near_onb_above_val0120,integrated_gradients,2,0.01,0.9999477532374521,0.99995035946269,0.02200216982267822
-16,2,alexnet,worst_prediction_val0069,integrated_gradients,1,0.01,0.9999618653356795,0.9999625130057799,0.032237068965654446
-16,2,alexnet,worst_prediction_val0069,integrated_gradients,2,0.01,0.9999606318570211,0.9999612650148361,0.03226466679123333
-16,2,alexnet,low_heatflux_val0180,integrated_gradients,1,0.01,0.9999679524728574,0.9999685322920296,0.029004992733499987
-16,2,alexnet,low_heatflux_val0180,integrated_gradients,2,0.01,0.9999675490444423,0.9999681544398923,0.02922891078444601
-16,2,alexnet,high_heatflux_val0300,integrated_gradients,1,0.01,0.9999483771412677,0.9999515020227451,0.020085565803788716
-16,2,alexnet,high_heatflux_val0300,integrated_gradients,2,0.01,0.9999496617868072,0.9999527297761436,0.019852157686425818
-16,3,cnntf_v2_gap,near_onb_below_val0180,integrated_gradients,1,0.01,0.999959856509161,0.9999615048545502,0.024561734936731788
-16,3,cnntf_v2_gap,near_onb_below_val0180,integrated_gradients,2,0.01,0.9999613556520199,0.9999629303083538,0.024308859830151183
-16,3,cnntf_v2_gap,near_onb_above_val0240,integrated_gradients,1,0.01,0.9999562357644987,0.9999586924265291,0.020811040783787465
-16,3,cnntf_v2_gap,near_onb_above_val0240,integrated_gradients,2,0.01,0.9999563212858777,0.9999588210413328,0.020673242888190047
-16,3,cnntf_v2_gap,worst_prediction_val0015,integrated_gradients,1,0.01,0.9999630108556532,0.9999640001089507,0.030519086807508495
-16,3,cnntf_v2_gap,worst_prediction_val0015,integrated_gradients,2,0.01,0.9999634785911719,0.9999644546549075,0.030240111384136355
-16,3,cnntf_v2_gap,low_heatflux_val0000,integrated_gradients,1,0.01,0.9999651863170771,0.9999660878689747,0.02888576595558203
-16,3,cnntf_v2_gap,low_heatflux_val0000,integrated_gradients,2,0.01,0.9999664568100408,0.9999673460932822,0.028727160250392045
-16,3,cnntf_v2_gap,high_heatflux_val0300,integrated_gradients,1,0.01,0.9999556752067061,0.9999578103724874,0.022676947371676272
-16,3,cnntf_v2_gap,high_heatflux_val0300,integrated_gradients,2,0.01,0.9999549687845284,0.999957166391432,0.02275367816845203
-16,3,alexnet,near_onb_below_val0180,integrated_gradients,1,0.01,0.9999640586108575,0.9999652367996518,0.02177674121543573
-16,3,alexnet,near_onb_below_val0180,integrated_gradients,2,0.01,0.9999644995889652,0.9999657102762534,0.021791649181155337
-16,3,alexnet,near_onb_above_val0240,integrated_gradients,1,0.01,0.9999643569061797,0.9999657360022424,0.020065266277503095
-16,3,alexnet,near_onb_above_val0240,integrated_gradients,2,0.01,0.9999655582012484,0.9999668849407037,0.01979407850489121
-16,3,alexnet,worst_prediction_val0005,integrated_gradients,1,0.01,0.999951571704412,0.9999518695733738,0.032006703206383075
-16,3,alexnet,worst_prediction_val0005,integrated_gradients,2,0.01,0.9999491928090966,0.9999495543697418,0.032546935323788904
-16,3,alexnet,low_heatflux_val0000,integrated_gradients,1,0.01,0.9999714826687639,0.9999718850147157,0.02558982242399462
-16,3,alexnet,low_heatflux_val0000,integrated_gradients,2,0.01,0.9999724129631599,0.9999728315736216,0.02534756184565299
-16,3,alexnet,high_heatflux_val0300,integrated_gradients,1,0.01,0.9999343220806608,0.9999372433233404,0.02570169695964314
-16,3,alexnet,high_heatflux_val0300,integrated_gradients,2,0.01,0.999934102063164,0.9999370199604579,0.025737514656489664
-20,1,cnntf_v2_gap,near_onb_below_val0120,integrated_gradients,1,0.01,0.9999675387312613,0.9999682965254656,0.029077735763332904
-20,1,cnntf_v2_gap,near_onb_below_val0120,integrated_gradients,2,0.01,0.9999677967027844,0.9999685521104318,0.02907797668450192
-20,1,cnntf_v2_gap,near_onb_above_val0180,integrated_gradients,1,0.01,0.9999485751829658,0.999951790123547,0.021986224481902725
-20,1,cnntf_v2_gap,near_onb_above_val0180,integrated_gradients,2,0.01,0.9999488919884507,0.9999521661705825,0.02179685357252907
-20,1,cnntf_v2_gap,false_negative_val0229,integrated_gradients,1,0.01,0.99994445380536,0.9999477144888169,0.023662592633477288
-20,1,cnntf_v2_gap,false_negative_val0229,integrated_gradients,2,0.01,0.9999466773967542,0.9999498069019594,0.02342563641020544
-20,1,cnntf_v2_gap,worst_prediction_val0128,integrated_gradients,1,0.01,0.9999650430035308,0.9999658798993717,0.02963072639881725
-20,1,cnntf_v2_gap,worst_prediction_val0128,integrated_gradients,2,0.01,0.9999644874979204,0.9999653712243884,0.029836760239477966
-20,1,cnntf_v2_gap,low_heatflux_val0060,integrated_gradients,1,0.01,0.999967405469903,0.9999681833183228,0.028888306857094728
-20,1,cnntf_v2_gap,low_heatflux_val0060,integrated_gradients,2,0.01,0.9999675794303086,0.9999683472892259,0.028879672588318323
-20,1,alexnet,near_onb_below_val0120,integrated_gradients,1,0.01,0.9999761319891479,0.9999766086255907,0.023935653855895717
-20,1,alexnet,near_onb_below_val0120,integrated_gradients,2,0.01,0.9999764098801,0.9999768838971198,0.02387251663324266
-20,1,alexnet,near_onb_above_val0180,integrated_gradients,1,0.01,0.9999514704747359,0.9999540880160283,0.02071563132778306
-20,1,alexnet,near_onb_above_val0180,integrated_gradients,2,0.01,0.9999517161708481,0.9999543311926621,0.020522595176240523
-20,1,alexnet,false_negative_val0229,integrated_gradients,1,0.01,0.9999667517282531,0.9999681940674832,0.019063215581631942
-20,1,alexnet,false_negative_val0229,integrated_gradients,2,0.01,0.9999674734011659,0.9999688579462631,0.018884255798397087
-20,1,alexnet,low_heatflux_val0060,integrated_gradients,1,0.01,0.9999761686951993,0.9999766169098643,0.023872935047505903
-20,1,alexnet,low_heatflux_val0060,integrated_gradients,2,0.01,0.9999764524690601,0.9999769010406541,0.023772111764102925
-20,1,alexnet,high_heatflux_val0300,integrated_gradients,1,0.01,0.9999401118164134,0.9999438840281154,0.02129144475561357
-20,1,alexnet,high_heatflux_val0300,integrated_gradients,2,0.01,0.9999413234182278,0.9999450398596965,0.021236235038216384
-20,2,cnntf_v2_gap,near_onb_below_val0060,integrated_gradients,1,0.01,0.9999616990782707,0.9999626892457605,0.030175675463928544
-20,2,cnntf_v2_gap,near_onb_below_val0060,integrated_gradients,2,0.01,0.9999628544637078,0.999963811347811,0.02999641084311078
-20,2,cnntf_v2_gap,near_onb_above_val0120,integrated_gradients,1,0.01,0.9999397567557952,0.9999436779496274,0.023156860419058088
-20,2,cnntf_v2_gap,near_onb_above_val0120,integrated_gradients,2,0.01,0.9999405037956484,0.9999444355029922,0.022971248733647746
-20,2,cnntf_v2_gap,worst_prediction_val0065,integrated_gradients,1,0.01,0.999964977866989,0.9999658459155085,0.029991929613982185
-20,2,cnntf_v2_gap,worst_prediction_val0065,integrated_gradients,2,0.01,0.9999655917011355,0.9999664464173502,0.029733102707476863
-20,2,cnntf_v2_gap,low_heatflux_val0180,integrated_gradients,1,0.01,0.9999626480668022,0.9999636056045201,0.029721659122202794
-20,2,cnntf_v2_gap,low_heatflux_val0180,integrated_gradients,2,0.01,0.9999626895021304,0.9999636757474788,0.029918338721170428
-20,2,cnntf_v2_gap,high_heatflux_val0300,integrated_gradients,1,0.01,0.999961353702631,0.9999636640225759,0.019199603807018253
-20,2,cnntf_v2_gap,high_heatflux_val0300,integrated_gradients,2,0.01,0.9999605469765186,0.9999629204053093,0.01927958689787081
-20,2,alexnet,near_onb_below_val0060,integrated_gradients,1,0.01,0.9999723839627233,0.9999729264020834,0.02606036454683474
-20,2,alexnet,near_onb_below_val0060,integrated_gradients,2,0.01,0.9999714347268626,0.9999719981509397,0.0260727446621634
-20,2,alexnet,near_onb_above_val0120,integrated_gradients,1,0.01,0.9999600768412348,0.999961933999241,0.02049369719016318
-20,2,alexnet,near_onb_above_val0120,integrated_gradients,2,0.01,0.999959573725701,0.9999614684620155,0.02044848841813548
-20,2,alexnet,worst_prediction_val0061,integrated_gradients,1,0.01,0.9999679068358851,0.9999686050541152,0.027084088968218227
-20,2,alexnet,worst_prediction_val0061,integrated_gradients,2,0.01,0.99996818169834,0.9999688714496261,0.026681207237902283
-20,2,alexnet,low_heatflux_val0180,integrated_gradients,1,0.01,0.9999717566776133,0.9999723235194317,0.025950243233677627
-20,2,alexnet,low_heatflux_val0180,integrated_gradients,2,0.01,0.9999714995576866,0.9999720936253005,0.026114197624638184
-20,2,alexnet,high_heatflux_val0300,integrated_gradients,1,0.01,0.9999511644428509,0.9999542496288988,0.019498142184890113
-20,2,alexnet,high_heatflux_val0300,integrated_gradients,2,0.01,0.9999513752895502,0.9999544841380051,0.019357402823139316
-20,3,cnntf_v2_gap,near_onb_below_val0180,integrated_gradients,1,0.01,0.9999585603900194,0.9999601864438592,0.025376041867151197
-20,3,cnntf_v2_gap,near_onb_below_val0180,integrated_gradients,2,0.01,0.9999599049697784,0.9999614752295446,0.025208253577502886
-20,3,cnntf_v2_gap,near_onb_above_val0240,integrated_gradients,1,0.01,0.9999530274062027,0.9999558343472597,0.020950161780774895
-20,3,cnntf_v2_gap,near_onb_above_val0240,integrated_gradients,2,0.01,0.9999529245681129,0.9999557961319754,0.020862872903851668
-20,3,cnntf_v2_gap,worst_prediction_val0056,integrated_gradients,1,0.01,0.9999621900630419,0.9999632060575412,0.029852399649136063
-20,3,cnntf_v2_gap,worst_prediction_val0056,integrated_gradients,2,0.01,0.9999635665763283,0.999964548750503,0.0295034403198592
-20,3,cnntf_v2_gap,low_heatflux_val0000,integrated_gradients,1,0.01,0.9999597505575383,0.9999608202676924,0.030279021603395413
-20,3,cnntf_v2_gap,low_heatflux_val0000,integrated_gradients,2,0.01,0.9999602571210437,0.9999613423060861,0.03014579004044013
-20,3,cnntf_v2_gap,high_heatflux_val0300,integrated_gradients,1,0.01,0.9999547356218316,0.999956956776544,0.022681762100498954
-20,3,cnntf_v2_gap,high_heatflux_val0300,integrated_gradients,2,0.01,0.9999537640722614,0.9999560440901187,0.022796165039575017
-20,3,alexnet,near_onb_below_val0180,integrated_gradients,1,0.01,0.9999710276683633,0.9999719723144268,0.020949056618329798
-20,3,alexnet,near_onb_below_val0180,integrated_gradients,2,0.01,0.9999709371182627,0.9999718970286725,0.020967179093863367
-20,3,alexnet,near_onb_above_val0240,integrated_gradients,1,0.01,0.9999576779522285,0.9999598762338432,0.019937686389440587
-20,3,alexnet,near_onb_above_val0240,integrated_gradients,2,0.01,0.9999575931066861,0.9999598314735794,0.019876479296301916
-20,3,alexnet,worst_prediction_val0016,integrated_gradients,1,0.01,0.9999678054409047,0.9999683609212293,0.027138659482714073
