created_at,run_instance_id,run_hash,run_dir,save_path,experiment_name,data_source_dir,max_freq_hz,noise_dir_name,snr_value,threshold_available,threshold,parameter_set,model_key,model_label,lr,batch_size,n_estimators,max_depth,subsample,colsample_bynode,builder_params_json,requested_batch_size,actual_batch_sizes,min_actual_batch_size,epochs_completed,stopped_by_memory_error,r2_mean,r2_se,rmse_all_mean,rmse_all_se,mae_all_mean,mae_all_se,r2_high_mean,r2_high_se,rmse_high_mean,rmse_high_se,mae_high_mean,mae_high_se,rmse_onb_mean,rmse_onb_se,mae_onb_mean,mae_onb_se,auc_binary_mean,auc_binary_se,roc_auc_cont_mean,roc_auc_cont_se,pr_auc_cont_mean,pr_auc_cont_se,accuracy_mean,accuracy_se,precision_mean,precision_se,recall_mean,recall_se,f1_mean,f1_se
2026-09-15T12:31:53,121111,6f5512,e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\regression_result\npy\ensemble\20260915_selected_log_architecture\maxfreq=3kHz\heatflux_no_noise\e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp,2025.06.11_0.3_2,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260817_1s,maxfreq=3kHz,heatflux_no_noise,no_noise,1,368978.105,rf__n_estimators=300__max_depth=4__subsample=0.6__colsample_bynode=0.6___cnntf_v2_gap__lr=0.001__batch_size=16___alexnet__lr=0.001__batch_size=16,rf,RandomForest,,,300,4,0.6,0.6,"{""colsample_bynode"": 0.6, ""max_depth"": 4, ""n_estimators"": 300, ""subsample"": 0.6}",,,,,0,0.8908260616,0.0214496372,86046.70072,9015.854662,69773.29278,7519.299641,0.7718226216,0.09274962637,64478.4202,7964.256343,56822.85277,7027.085705,35239.16332,0,27851.05729,0,0.944212963,0.04867775414,0.9986316872,0.001368312757,0.9987512894,0.001248710591,0.9425925926,0.04801441542,0.9816272966,0.01837270341,0.8981481481,0.1018518519,0.9304440167,0.05598689735
2026-09-15T12:31:53,121111,6f5512,e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\regression_result\npy\ensemble\20260915_selected_log_architecture\maxfreq=3kHz\heatflux_no_noise\e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp,2025.06.11_0.3_2,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260817_1s,maxfreq=3kHz,heatflux_no_noise,no_noise,1,368978.105,rf__n_estimators=300__max_depth=4__subsample=0.6__colsample_bynode=0.6___cnntf_v2_gap__lr=0.001__batch_size=16___alexnet__lr=0.001__batch_size=16,cnntf_v2_gap,CNN+Tf v2 GAP,0.001,16,,,,,{},16,16,16,300,0,0.9328067188,0.01632107264,66913.45032,7358.262285,51130.13094,4180.245585,0.9125684901,0.02437402854,41640.82918,2823.332869,33658.97326,2700.208793,35170.18251,0,27116.87848,0,0.9537037037,0.0462962963,0.9975823045,0.002417695473,0.997518776,0.002481224045,0.9537037037,0.0462962963,0.9974747475,0.002525252525,0.9092592593,0.09074074074,0.9465811966,0.05341880342
2026-09-15T12:31:53,121111,6f5512,e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\regression_result\npy\ensemble\20260915_selected_log_architecture\maxfreq=3kHz\heatflux_no_noise\e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp,2025.06.11_0.3_2,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260817_1s,maxfreq=3kHz,heatflux_no_noise,no_noise,1,368978.105,rf__n_estimators=300__max_depth=4__subsample=0.6__colsample_bynode=0.6___cnntf_v2_gap__lr=0.001__batch_size=16___alexnet__lr=0.001__batch_size=16,alexnet,AlexNet,0.001,16,,,,,{},16,16,16,300,0,0.8932754478,0.01155585303,85373.62125,3489.793023,65641.35589,2408.549769,0.8099002822,0.03369372241,63446.21348,8826.325714,50102.44984,5363.766927,38043.87948,0,28348.76566,0,0.9509259259,0.04907407407,0.9996399177,0.0003600823045,0.9996483191,0.0003516808528,0.9509259259,0.04907407407,1,0,0.9018518519,0.09814814815,0.9424538545,0.05754614549
2026-09-15T12:31:53,121111,6f5512,e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\regression_result\npy\ensemble\20260915_selected_log_architecture\maxfreq=3kHz\heatflux_no_noise\e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp,2025.06.11_0.3_2,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260817_1s,maxfreq=3kHz,heatflux_no_noise,no_noise,1,368978.105,rf__n_estimators=300__max_depth=4__subsample=0.6__colsample_bynode=0.6___cnntf_v2_gap__lr=0.001__batch_size=16___alexnet__lr=0.001__batch_size=16,ensemble__simple_equal,ensemble__simple_equal,,,,,,,{},,,,,0,0.9175727425,0.01489556227,74791.52,6557.08089,56181.11452,5760.465614,0.8926245072,0.02099556114,48075.71295,8739.534845,37836.51944,6215.431789,34514.43385,0,25868.45671,0,0.9481481481,0.05185185185,0.9994958848,0.0005041152263,0.9995154361,0.0004845638585,0.9481481481,0.05185185185,1,0,0.8962962963,0.1037037037,0.9385964912,0.06140350877
2026-09-15T12:31:53,121111,6f5512,e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\regression_result\npy\ensemble\20260915_selected_log_architecture\maxfreq=3kHz\heatflux_no_noise\e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp,2025.06.11_0.3_2,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260817_1s,maxfreq=3kHz,heatflux_no_noise,no_noise,1,368978.105,rf__n_estimators=300__max_depth=4__subsample=0.6__colsample_bynode=0.6___cnntf_v2_gap__lr=0.001__batch_size=16___alexnet__lr=0.001__batch_size=16,ensemble__inner_holdout,ensemble__inner_holdout,,,,,,,{},,,,,0,0.9213322163,0.01515928399,72974.02047,6716.457765,54839.95626,5279.422913,0.9023704888,0.01899531638,45920.66798,8485.969754,35759.74577,6220.250685,34409.87948,0,25596.95923,0,0.9490740741,0.05092592593,0.9991975309,0.0008024691358,0.9992214815,0.0007785185102,0.9490740741,0.05092592593,1,0,0.8981481481,0.1018518519,0.9398907104,0.06010928962
2026-09-15T12:52:13,121111,6f5512,e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\regression_result\npy\ensemble\20260915_selected_log_architecture\maxfreq=3kHz\heatflux_reference_SNR=0\e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp,2025.06.11_0.3_2,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260817_1s,maxfreq=3kHz,heatflux_reference_SNR=0,0,1,368978.105,rf__n_estimators=300__max_depth=4__subsample=0.6__colsample_bynode=0.6___cnntf_v2_gap__lr=0.001__batch_size=16___alexnet__lr=0.001__batch_size=16,rf,RandomForest,,,300,4,0.6,0.6,"{""colsample_bynode"": 0.6, ""max_depth"": 4, ""n_estimators"": 300, ""subsample"": 0.6}",,,,,0,0.8917082805,0.02248219405,85636.98884,9962.42014,69747.09848,8240.393167,0.7757116177,0.09464196918,63497.09228,8690.695343,54884.63321,7884.151624,31396.90854,0,23408.74523,0,0.9469907407,0.04591101255,0.9987962963,0.001203703704,0.9988937909,0.001106209119,0.9453703704,0.04525684967,0.9816272966,0.01837270341,0.9037037037,0.0962962963,0.9342762501,0.05219880242
2026-09-15T12:52:13,121111,6f5512,e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\regression_result\npy\ensemble\20260915_selected_log_architecture\maxfreq=3kHz\heatflux_reference_SNR=0\e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp,2025.06.11_0.3_2,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260817_1s,maxfreq=3kHz,heatflux_reference_SNR=0,0,1,368978.105,rf__n_estimators=300__max_depth=4__subsample=0.6__colsample_bynode=0.6___cnntf_v2_gap__lr=0.001__batch_size=16___alexnet__lr=0.001__batch_size=16,cnntf_v2_gap,CNN+Tf v2 GAP,0.001,16,,,,,{},16,16,16,300,0,0.9209546216,0.01700528923,72970.38146,7383.640318,54848.04915,4795.363708,0.9138429367,0.01534250816,42355.16908,3410.295153,33223.73154,2752.404442,33460.64797,0,25636.63012,0,0.9490740741,0.05092592593,0.9970473251,0.002952674897,0.9967772755,0.003222724476,0.9490740741,0.05092592593,0.9923664122,0.007633587786,0.9037037037,0.0962962963,0.9410503751,0.05894962487
2026-09-15T12:52:13,121111,6f5512,e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\regression_result\npy\ensemble\20260915_selected_log_architecture\maxfreq=3kHz\heatflux_reference_SNR=0\e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp,2025.06.11_0.3_2,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260817_1s,maxfreq=3kHz,heatflux_reference_SNR=0,0,1,368978.105,rf__n_estimators=300__max_depth=4__subsample=0.6__colsample_bynode=0.6___cnntf_v2_gap__lr=0.001__batch_size=16___alexnet__lr=0.001__batch_size=16,alexnet,AlexNet,0.001,16,,,,,{},16,16,16,300,0,0.8882370814,0.02562155019,86274.84975,8876.306368,66399.36592,5715.388105,0.7937039061,0.03127626724,66047.73796,6880.167787,53831.6262,4374.495605,45760.32857,0,36579.61999,0,0.9444444444,0.05417260176,0.9993312757,0.0006687242798,0.9993432319,0.0006567681067,0.9444444444,0.05417260176,1,0,0.8888888889,0.1083452035,0.9337337319,0.06487849374
2026-09-15T12:52:13,121111,6f5512,e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\regression_result\npy\ensemble\20260915_selected_log_architecture\maxfreq=3kHz\heatflux_reference_SNR=0\e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp,2025.06.11_0.3_2,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260817_1s,maxfreq=3kHz,heatflux_reference_SNR=0,0,1,368978.105,rf__n_estimators=300__max_depth=4__subsample=0.6__colsample_bynode=0.6___cnntf_v2_gap__lr=0.001__batch_size=16___alexnet__lr=0.001__batch_size=16,ensemble__simple_equal,ensemble__simple_equal,,,,,,,{},,,,,0,0.9124510361,0.01947924263,76766.80517,8182.138432,57622.24219,6103.120392,0.8910356035,0.01578856332,48807.26621,8204.93054,38363.23606,5844.091156,34762.09784,0,26449.73871,0,0.9462962963,0.0537037037,0.9992386831,0.0007613168724,0.9992582894,0.0007417105728,0.9462962963,0.0537037037,1,0,0.8925925926,0.1074074074,0.93598234,0.06401766004
2026-09-15T12:52:13,121111,6f5512,e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\regression_result\npy\ensemble\20260915_selected_log_architecture\maxfreq=3kHz\heatflux_reference_SNR=0\e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp,2025.06.11_0.3_2,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260817_1s,maxfreq=3kHz,heatflux_reference_SNR=0,0,1,368978.105,rf__n_estimators=300__max_depth=4__subsample=0.6__colsample_bynode=0.6___cnntf_v2_gap__lr=0.001__batch_size=16___alexnet__lr=0.001__batch_size=16,ensemble__inner_holdout,ensemble__inner_holdout,,,,,,,{},,,,,0,0.9135271333,0.02019926831,76196.90809,8488.752791,57093.68609,5999.132533,0.8975991461,0.01399691794,47436.49997,8066.427676,37017.67482,6013.477309,34334.3528,0,25710.24338,0,0.9472222222,0.05277777778,0.9989506173,0.001049382716,0.9989555836,0.001044416441,0.9472222222,0.05277777778,1,0,0.8944444444,0.1055555556,0.9372937294,0.06270627063
