experiment_name,noise_dir,source_dir,max_freq_dir,chunks_per_source,data_path,split_strategy,feature_set,folds,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,prediction_pearson_mean,prediction_pearson_std
2025.07.09_0.3_1,heatflux_SNR=-4,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-4,group_kfold,full_spectrogram_pca,3,0.5183999406876819,0.3382756280325914,178785.97784400987,37214.66472990677,152137.789340322,28083.90095292026,0.8702563769814772,0.0421907090137758
2025.07.09_0.3_1,heatflux_SNR=-4,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-4,group_kfold,old_style_magnitude_minmax_pca,3,0.15701385170508828,0.3156121659097002,246259.41549174092,24680.01301044609,198450.13153588455,13705.583834493273,0.6634394099771993,0.037231944876601704
2025.07.09_0.3_1,heatflux_SNR=-4,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-4,group_kfold,total_power_only,3,0.24127902586462877,0.6390556952348994,218999.61009739456,63264.36207182058,170624.04871405542,66058.10171776229,0.7655546154740175,0.07639267081187966
2025.07.09_0.3_1,heatflux_SNR=-4,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-4,kfold,full_spectrogram_pca,3,0.7240253844734724,0.02671987801669969,148396.48521277102,31100.461153151246,126231.26509652358,28349.310856145254,0.9003806693078857,0.03034443522042437
2025.07.09_0.3_1,heatflux_SNR=-4,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-4,kfold,old_style_magnitude_minmax_pca,3,0.5215583104213352,0.05944730281732112,193327.12872572112,22216.894242836042,160208.0386126433,27435.838168731563,0.7706351000425352,0.028452796661822183
2025.07.09_0.3_1,heatflux_SNR=-4,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-4,kfold,total_power_only,3,0.5008060806006093,0.2050782155570329,191144.01757925737,15246.657190071,138094.34818158176,13971.075732833386,0.8235974916622252,0.04500796695948001
2025.07.09_0.3_1,heatflux_SNR=-8,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-8,group_kfold,full_spectrogram_pca,3,0.5641541997080353,0.19858945379044882,175494.29319621786,22063.44470905028,150770.65278298393,19837.2872971314,0.8706590044222796,0.006522868604282711
2025.07.09_0.3_1,heatflux_SNR=-8,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-8,group_kfold,old_style_magnitude_minmax_pca,3,0.4471825250305728,0.14072276391465213,201597.87220696875,10803.522820017028,173699.18545982058,17012.761660466913,0.787845336849812,0.03160201381354081
2025.07.09_0.3_1,heatflux_SNR=-8,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-8,group_kfold,total_power_only,3,0.27086304128977506,0.5868622001210115,216318.04826591854,56471.49480255187,167862.49446268167,54958.106949333735,0.7772137898145867,0.05379092575475462
2025.07.09_0.3_1,heatflux_SNR=-8,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-8,kfold,full_spectrogram_pca,3,0.661728483551088,0.026555303492875038,164126.2982978534,32587.23753883134,139392.02023435853,30972.761372438632,0.8784850677358538,0.027890543780637884
2025.07.09_0.3_1,heatflux_SNR=-8,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-8,kfold,old_style_magnitude_minmax_pca,3,0.619320706108461,0.10092517378718778,170420.1299339544,11386.549775633232,142922.29014539695,9024.022385087806,0.8307002153296573,0.04109129318335159
2025.07.09_0.3_1,heatflux_SNR=-8,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-8,kfold,total_power_only,3,0.548711175218148,0.15154893609153847,184071.00529879914,10997.368152008918,123616.1949171259,11043.869176972257,0.8154314714383748,0.05243265064797533
2025.07.09_0.3_1,heatflux_SNR=-12,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-12,group_kfold,full_spectrogram_pca,3,0.5294096926283672,0.2596765390361309,179762.88220464753,39021.68923920893,154217.01415537155,26856.1471979664,0.8803278615856938,0.04411017992767867
2025.07.09_0.3_1,heatflux_SNR=-12,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-12,group_kfold,old_style_magnitude_minmax_pca,3,0.3013901358751638,0.21225718583546582,225655.8887924724,8379.892938096298,187743.17248727297,15891.368036750166,0.7444143903996464,0.05379710520273066
2025.07.09_0.3_1,heatflux_SNR=-12,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-12,group_kfold,total_power_only,3,0.20663531889394302,0.5849695987793846,228060.05619692671,53563.25194792199,183746.36547496845,52159.57250821023,0.7538394511630796,0.05724509824579759
2025.07.09_0.3_1,heatflux_SNR=-12,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-12,kfold,full_spectrogram_pca,3,0.6384941544787199,0.08191102892560244,168351.58264143497,32619.520070438142,140642.0320326626,24551.69307668217,0.8704188537999297,0.02038133549148577
2025.07.09_0.3_1,heatflux_SNR=-12,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-12,kfold,old_style_magnitude_minmax_pca,3,0.5594717579540726,0.06897027428034948,184735.69767664094,14254.969889794556,147750.38922344663,14549.907881389272,0.8136017641136504,0.07367742261632994
2025.07.09_0.3_1,heatflux_SNR=-12,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-12,kfold,total_power_only,3,0.5562649747922191,0.24697418207672792,176930.80174514683,29045.675115866128,121644.9488696446,21574.875298997595,0.8356715194039958,0.0654536160590585
2025.07.09_0.3_1,heatflux_SNR=-16,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-16,group_kfold,full_spectrogram_pca,3,0.5944627738877117,0.23809407571377605,166386.6809553067,31349.486921166557,142657.0426258579,20584.77320146769,0.8903068681670603,0.022896229445524382
2025.07.09_0.3_1,heatflux_SNR=-16,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-16,group_kfold,old_style_magnitude_minmax_pca,3,0.4563256472447739,0.11530920568987277,200938.18607203988,21060.26422765232,169878.26524124903,17967.4903932619,0.7907054638828649,0.035918867460027044
2025.07.09_0.3_1,heatflux_SNR=-16,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-16,group_kfold,total_power_only,3,0.19947186940274242,0.5239665141189669,232053.80853726552,44648.44145015286,188652.30317259452,39934.97732852188,0.7481346941512351,0.0642143549607359
2025.07.09_0.3_1,heatflux_SNR=-16,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-16,kfold,full_spectrogram_pca,3,0.5929006072964484,0.13109114662272364,177179.03058309437,33137.71546378016,145415.94799192876,27052.39830915784,0.8594867177787792,0.04047322959541883
2025.07.09_0.3_1,heatflux_SNR=-16,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-16,kfold,old_style_magnitude_minmax_pca,3,0.5280916938469885,0.045675444313812624,192105.11030556975,21091.471405800734,160700.70745922736,20271.729867466405,0.7682068861315002,0.061698036300273644
2025.07.09_0.3_1,heatflux_SNR=-16,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-16,kfold,total_power_only,3,0.5845924369370792,0.19362636992695226,173748.43220817854,19586.204536209465,122872.91503135096,14805.129861650237,0.8507116864528065,0.05389120280311551
2025.07.09_0.3_1,heatflux_SNR=-20,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,full_spectrogram_pca,3,0.5804543858218637,0.19727447242365506,172002.03537209867,17487.584525111404,143431.34689884106,10559.623839310343,0.8785927865356716,0.04082467621115489
2025.07.09_0.3_1,heatflux_SNR=-20,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,old_style_magnitude_minmax_pca,3,0.4072801748404103,0.1317819093908209,209568.16686975656,20778.120060422705,172662.7786435742,21307.874489850008,0.7701529195191407,0.03440471186879744
2025.07.09_0.3_1,heatflux_SNR=-20,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,total_power_only,3,0.22219575021834068,0.5799747580813746,225475.6088107051,54235.07876032563,184794.82616815486,47907.439892803995,0.7703639836555697,0.07510550845387952
2025.07.09_0.3_1,heatflux_SNR=-20,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-20,kfold,full_spectrogram_pca,3,0.5468405694178485,0.09682186231107148,188179.71256413843,31676.783149158626,153759.86830505423,31536.586529969863,0.8276742390124939,0.018566429219971228
2025.07.09_0.3_1,heatflux_SNR=-20,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-20,kfold,old_style_magnitude_minmax_pca,3,0.5163369053391772,0.028410098968972546,194964.87324380068,25198.399767255687,161849.57540958177,27369.084859067963,0.7627292545356821,0.052096087791142526
2025.07.09_0.3_1,heatflux_SNR=-20,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-20,kfold,total_power_only,3,0.4775650370658056,0.3612470659890411,187598.54800671086,46266.27051966643,135138.86824575774,29832.24893370853,0.8284514334504444,0.06922118085011236
2025.06.11_0.3_2,heatflux_no_noise,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_no_noise,group_kfold,full_spectrogram_pca,3,0.6756482609281186,0.07747955223911022,125116.34897022776,28549.428218022193,107075.68489302516,30841.051467819794,0.9140644206421933,0.05012103466688349
2025.06.11_0.3_2,heatflux_no_noise,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_no_noise,group_kfold,old_style_magnitude_minmax_pca,3,0.5954270401528823,0.2374443058824797,131833.10757085346,9339.775564664826,111845.51290753907,8167.0985344947885,0.88595002666478,0.03413978756841101
2025.06.11_0.3_2,heatflux_no_noise,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_no_noise,group_kfold,total_power_only,3,0.7564540103054487,0.2669262826184397,89471.669303063,20674.25331205289,65863.26651952232,12649.807790446912,0.8899507423726055,0.14375093489701793
2025.06.11_0.3_2,heatflux_no_noise,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_no_noise,kfold,full_spectrogram_pca,3,0.8790635778875121,0.022522021579622985,91677.02548061986,11282.197915923072,74911.52474795573,5558.02308381827,0.9649123281848954,0.008679140978902622
2025.06.11_0.3_2,heatflux_no_noise,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_no_noise,kfold,old_style_magnitude_minmax_pca,3,0.7375477500707474,0.08019882886025095,134067.36548599714,22250.221894529735,110962.50412733073,15755.733628980135,0.8845386518414046,0.029275745600397158
2025.06.11_0.3_2,heatflux_no_noise,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_no_noise,kfold,total_power_only,3,0.9252598502444611,0.03184547024878228,71438.15036724917,17209.20373253084,42738.2643412823,15298.995899345387,0.9626333751437022,0.016350291486901015
2025.06.11_0.3_2,heatflux_SNR=0,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=0,group_kfold,full_spectrogram_pca,3,0.6800482681093277,0.1511061666223353,119043.45478590141,17934.786781454128,99233.82417108072,16658.843479932377,0.8836194190547472,0.11295765206961565
2025.06.11_0.3_2,heatflux_SNR=0,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=0,group_kfold,old_style_magnitude_minmax_pca,3,0.44047739643309236,0.33439596797406546,155355.29840922833,30829.786947241897,128190.83916545573,21889.05357216096,0.8502329636442667,0.08244116098712395
2025.06.11_0.3_2,heatflux_SNR=0,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=0,group_kfold,total_power_only,3,0.6746742554437262,0.345704735102206,103206.23209804896,27053.443977254025,83599.34464932507,22147.565847471684,0.8372927250610139,0.2255047200293997
2025.06.11_0.3_2,heatflux_SNR=0,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=0,kfold,full_spectrogram_pca,3,0.8955040736293141,0.012734101579722688,85344.552469225,8018.4043759380875,70768.53162024739,9721.355689915112,0.9699441338689759,0.0028581619503998124
2025.06.11_0.3_2,heatflux_SNR=0,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=0,kfold,old_style_magnitude_minmax_pca,3,0.6938338569722032,0.05041904397014703,145821.1647281938,14902.586300459338,114564.58107899739,6557.338559296726,0.8463266002110492,0.02435828153609909
2025.06.11_0.3_2,heatflux_SNR=0,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=0,kfold,total_power_only,3,0.9209805729867436,0.022466038685863568,73783.55577458937,12333.371220502457,49848.573891192085,15013.857215417549,0.962955594866588,0.011987313179322487
2025.06.11_0.3_2,heatflux_SNR=-4,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-4,group_kfold,full_spectrogram_pca,3,0.6724848015542669,0.15441123643787913,120784.70995741301,28900.944739889906,97936.80231373697,25473.95666922737,0.8870484902895863,0.10004145631675629
2025.06.11_0.3_2,heatflux_SNR=-4,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-4,group_kfold,old_style_magnitude_minmax_pca,3,0.5182803322578543,0.22677453465870182,146337.45688524007,14783.271817181,125868.90765569879,8276.745936077969,0.8800016237470404,0.0343502273323092
2025.06.11_0.3_2,heatflux_SNR=-4,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-4,group_kfold,total_power_only,3,0.5910107063288268,0.5096319239760724,107236.58328948401,42788.42054332637,88212.62109944859,34846.81689899905,0.7896354991175788,0.31963482243340785
2025.06.11_0.3_2,heatflux_SNR=-4,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-4,kfold,full_spectrogram_pca,3,0.8770075884569227,0.031630841697475,92354.98084157839,14934.032887480667,72791.0703288585,13609.473200027962,0.963517143277356,0.008953752729063024
2025.06.11_0.3_2,heatflux_SNR=-4,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-4,kfold,old_style_magnitude_minmax_pca,3,0.7769675174854322,0.034139143852993895,124307.7163221994,7576.016745263051,96012.42324038628,9074.869521098606,0.9050973789495155,0.0066742633163367265
2025.06.11_0.3_2,heatflux_SNR=-4,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-4,kfold,total_power_only,3,0.9339484912181272,0.01519032151088528,67457.49756966934,6573.409530579311,47795.5776063585,8998.599385094374,0.9704363181430282,0.0076765057308673034
2025.06.11_0.3_2,heatflux_SNR=-8,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-8,group_kfold,full_spectrogram_pca,3,0.6611681043586484,0.18586068526541155,120422.97077670782,29028.03861092009,98227.34296555987,22010.956735630723,0.8750162149215966,0.12101528867488998
2025.06.11_0.3_2,heatflux_SNR=-8,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-8,group_kfold,old_style_magnitude_minmax_pca,3,0.5290381610344539,0.16818390240934597,147514.7510286149,20681.21092741217,131054.49794316408,16938.79116685962,0.8916724639258736,0.021957120003772448
2025.06.11_0.3_2,heatflux_SNR=-8,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-8,group_kfold,total_power_only,3,0.610974454187487,0.4866100381561485,104826.28547710663,40640.97491753915,83719.33170681856,31065.152706751825,0.7907504202507654,0.3097402018799157
2025.06.11_0.3_2,heatflux_SNR=-8,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-8,kfold,full_spectrogram_pca,3,0.8671944511486857,0.052075886432925114,95421.18245338266,22035.493260347863,75341.6747813585,15019.694772189236,0.9630785833991253,0.009463180063305704
2025.06.11_0.3_2,heatflux_SNR=-8,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-8,kfold,old_style_magnitude_minmax_pca,3,0.7796716068706163,0.014382133189112033,123888.04068676475,6307.714436288948,96932.17667052518,7970.65970093013,0.9034838169037235,0.02056710614881185
2025.06.11_0.3_2,heatflux_SNR=-8,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-8,kfold,total_power_only,3,0.9265830170128436,0.032458519183060704,70184.31679072832,13039.230617690924,50100.387624625866,9408.31977360976,0.9676119676143999,0.015085683343575905
2025.06.11_0.3_2,heatflux_SNR=-12,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-12,group_kfold,full_spectrogram_pca,3,0.664418156843571,0.18624754147430758,119618.76726650154,26552.316439048413,99419.64303066407,19451.43352497158,0.8759171354024868,0.12485008580590691
2025.06.11_0.3_2,heatflux_SNR=-12,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-12,group_kfold,old_style_magnitude_minmax_pca,3,0.48903737791493823,0.16491115740978393,154563.98772288763,23860.993670511776,134648.6787351085,21721.274463047812,0.879495432694406,0.04663951548111066
