experiment_name,variant,noise_dir,data_path,split_strategy,feature_set,folds,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,prediction_pearson_mean,prediction_pearson_std
2025.07.09_0.3_1,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,total_power_only,3,-0.0062989946724647155,0.39911154859408776,266862.8371938777,50765.11543793673,220209.34140205933,37238.16001433497,0.5255117848375704,0.1856150297189201
2025.07.09_0.3_1,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,full_spectrogram_pca,3,0.42185727156288383,0.09085655805046712,211648.7760306568,13924.18497702068,179839.69408439056,10273.842499246322,0.6942784490665043,0.07266650175721537
2025.07.09_0.3_1,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,old_style_magnitude_minmax_pca,3,0.36591865351477204,0.10765650464796338,221264.5481190468,10189.381323742606,180699.9187088206,11490.081899044098,0.6558714770699204,0.0876103355559632
2025.07.09_0.3_1,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,total_power_only,3,0.08273618550113915,0.2690142189587451,263576.3085793918,17714.379590877572,210747.620284252,15575.65749784695,0.5498576766893074,0.12372069053657789
2025.06.11_0.3_2,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,full_spectrogram_pca,3,0.7875554276557392,0.012484207448654909,121090.18314842282,8166.839907640255,102607.56938259116,8333.109410707668,0.9399919089609757,0.02389993371401453
2025.06.11_0.3_2,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,old_style_magnitude_minmax_pca,3,0.6809809934479074,0.025960197908721984,148082.00858408245,1044.5891943968745,116902.18423823349,8554.355551332605,0.8663579255626991,0.045315669091860765
2025.06.11_0.3_2,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,total_power_only,3,0.8580828505934012,0.06651853450140204,97120.06497266493,21268.1325654105,70616.68719392242,18887.394809354817,0.9455857897109202,0.03321180255554978
2025.06.11_0.3_2,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,kfold,full_spectrogram_pca,3,0.8717225689008439,0.027041958428572703,93666.69614970259,11559.244032069031,80007.11064990018,8494.99180436313,0.9654114699053031,0.006352260022558264
2025.06.11_0.3_2,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,kfold,old_style_magnitude_minmax_pca,3,0.7542026225641728,0.07314981286854963,129517.24698995857,22725.28909497108,103219.00274496962,14383.486798530577,0.8746584390710712,0.04749928556445328
2025.06.11_0.3_2,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,kfold,total_power_only,3,0.9149891103814656,0.05714729410628667,72135.6542870449,26785.38965145726,43336.04189609056,13599.091089949454,0.96390606111951,0.021160676367559816
2025.06.11_0.3_2,relative_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,full_spectrogram_pca,3,0.8485891156924952,0.05528721357042875,101585.8074247096,22920.26710152995,80908.03938146267,17804.323449138406,0.9625784695334634,0.022653218213743036
2025.06.11_0.3_2,relative_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,old_style_magnitude_minmax_pca,3,-0.10230562930436538,0.05765885002734205,275494.89254698536,6899.32337444889,225360.642934553,9045.910503949519,0.22379483418460847,0.1155599332594788
2025.06.11_0.3_2,relative_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,total_power_only,3,0.8366796710848758,0.008167574723144931,106061.71263843837,3350.6825015407408,85812.74818955593,4640.653649093152,0.9394661799386034,0.013986124390929744
2025.06.11_0.3_2,relative_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,full_spectrogram_pca,3,0.8824181335743385,0.028180079357116767,89363.27298939048,7913.699821573186,68187.36830746963,3151.470188123994,0.9549313605914019,0.00995698463851021
2025.06.11_0.3_2,relative_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,old_style_magnitude_minmax_pca,3,-0.05623916153215377,0.06853505151994341,269634.6936233633,15091.778244988353,227464.7931542752,14618.153772927933,0.189735612617238,0.11470851699827393
2025.06.11_0.3_2,relative_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,total_power_only,3,0.9206911758500587,0.02301196900268612,73143.21510814973,9761.402296151975,51986.784629250025,9490.680793167265,0.9660569976204196,0.013869594794452067
2025.06.11_0.3_2,relative_noise_only,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_noise_only\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,full_spectrogram_pca,3,0.8486364579756415,0.04633325479179026,101817.11863567428,19945.82544498037,80589.75581115017,15565.218662146242,0.9618196834735034,0.02109167941125989
2025.06.11_0.3_2,relative_noise_only,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_noise_only\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,old_style_magnitude_minmax_pca,3,-0.10879583129144965,0.1381303630620809,275694.7187182672,7746.925599317877,228397.14829010857,16677.226753011946,0.23590827889872404,0.230844369065247
2025.06.11_0.3_2,relative_noise_only,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_noise_only\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,total_power_only,3,0.8357027834585202,0.004137688724470392,106463.11231873679,5334.822110736123,85799.49877368787,6997.367197630248,0.9388471424735713,0.013842789774545132
2025.06.11_0.3_2,relative_noise_only,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_noise_only\maxfreq=22kHz\heatflux_SNR=-20,kfold,full_spectrogram_pca,3,0.8836607626217762,0.020563100092204762,89162.61658684524,6631.459875195757,67780.62677444878,2973.0732434773686,0.9543044382742734,0.0076638851387111065
2025.06.11_0.3_2,relative_noise_only,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_noise_only\maxfreq=22kHz\heatflux_SNR=-20,kfold,old_style_magnitude_minmax_pca,3,-0.09533066499597516,0.04482291639056429,274537.41471346526,10125.126192987664,235451.6587667752,16998.36854112083,0.12268291975049621,0.13702307526186586
2025.06.11_0.3_2,relative_noise_only,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_noise_only\maxfreq=22kHz\heatflux_SNR=-20,kfold,total_power_only,3,0.9219199758021999,0.01634273448271133,72932.20646379337,6726.9039579121845,51633.71739140281,8847.2630819846,0.9653378749156344,0.010749804950630807
2025.06.11_0.3_2,fixed_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,full_spectrogram_pca,3,0.7875554276557392,0.012484207448654909,121090.18314842282,8166.839907640255,102607.56938259116,8333.109410707668,0.9399919089609757,0.02389993371401453
2025.06.11_0.3_2,fixed_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,old_style_magnitude_minmax_pca,3,0.6809809934479074,0.025960197908721984,148082.00858408245,1044.5891943968745,116902.18423823349,8554.355551332605,0.8663579255626991,0.045315669091860765
2025.06.11_0.3_2,fixed_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,total_power_only,3,0.8580828505934012,0.06651853450140204,97120.06497266493,21268.1325654105,70616.68719392242,18887.394809354817,0.9455857897109202,0.03321180255554978
2025.06.11_0.3_2,fixed_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_no_noise,kfold,full_spectrogram_pca,3,0.8717225689008439,0.027041958428572703,93666.69614970259,11559.244032069031,80007.11064990018,8494.99180436313,0.9654114699053031,0.006352260022558264
2025.06.11_0.3_2,fixed_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_no_noise,kfold,old_style_magnitude_minmax_pca,3,0.7542026225641728,0.07314981286854963,129517.24698995857,22725.28909497108,103219.00274496962,14383.486798530577,0.8746584390710712,0.04749928556445328
2025.06.11_0.3_2,fixed_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_no_noise,kfold,total_power_only,3,0.9149891103814656,0.05714729410628667,72135.6542870449,26785.38965145726,43336.04189609056,13599.091089949454,0.96390606111951,0.021160676367559816
2025.06.11_0.3_2,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,full_spectrogram_pca,3,0.8345854118800501,0.03620034977213042,105994.66990303087,7170.216408080672,89681.48667174044,7255.47053718682,0.9297264416732972,0.02574956783170899
2025.06.11_0.3_2,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,old_style_magnitude_minmax_pca,3,0.7969538827956422,0.06280935949730827,116824.10225252614,15124.814908880757,101124.37141427519,13280.9877371184,0.9201873439356354,0.031173825951542465
2025.06.11_0.3_2,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,total_power_only,3,0.6356339440768409,0.08812671144580685,157128.69720295785,13932.026887472204,123770.32119288627,15341.169364416173,0.8179474226801875,0.045824361556093506
2025.06.11_0.3_2,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,full_spectrogram_pca,3,0.8627046864446372,0.01875111071550876,97050.0806400992,6831.54573722755,79085.93451656685,4093.9306679153124,0.936556337790261,0.015395690336774195
2025.06.11_0.3_2,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,old_style_magnitude_minmax_pca,3,0.837742898818,0.005929573076461133,105709.47887689073,5180.974221374818,86864.4589063585,5797.659197408462,0.9199987232929345,0.006631041649856891
2025.06.11_0.3_2,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,total_power_only,3,0.558672842211134,0.1736000988254404,172310.30401246416,34072.20325316399,134419.00609313152,28811.13324411558,0.7750749401694703,0.08017158453111457
