experiment_name,noise_dir,source_dir,max_freq_dir,chunks_per_source,data_path,split_strategy,feature_set,fold,train_samples,validation_samples,r2,rmse,mae,prediction_pearson
2025.07.09_0.3_1,heatflux_no_noise,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_no_noise,kfold,total_power_only,1,43,22,0.392503277919358,259606.31651811523,173854.04939262813,0.7098170522901872
2025.07.09_0.3_1,heatflux_no_noise,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_no_noise,kfold,full_spectrogram_pca,1,43,22,0.47805579709137114,240633.07721817633,195431.84092719154,0.7124619670002501
2025.07.09_0.3_1,heatflux_no_noise,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_no_noise,kfold,old_style_magnitude_minmax_pca,1,43,22,0.48713687351802415,238530.557626364,186550.77448710531,0.7362241361449706
2025.07.09_0.3_1,heatflux_no_noise,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_no_noise,kfold,total_power_only,2,43,22,0.5332731777955517,170457.9434294203,122256.81942702289,0.8511819169600949
2025.07.09_0.3_1,heatflux_no_noise,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_no_noise,kfold,full_spectrogram_pca,2,43,22,0.5674302455287059,164102.02469675566,133720.2363908328,0.8293514968858947
2025.07.09_0.3_1,heatflux_no_noise,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_no_noise,kfold,old_style_magnitude_minmax_pca,2,43,22,0.6744873895495698,142354.03228231837,121398.26754467642,0.8786027027135005
2025.07.09_0.3_1,heatflux_no_noise,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_no_noise,kfold,total_power_only,3,44,21,0.3011263203548121,218481.98629448714,164508.45570502055,0.6220191687153844
2025.07.09_0.3_1,heatflux_no_noise,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_no_noise,kfold,full_spectrogram_pca,3,44,21,0.563462399960409,172674.06828868142,138955.33085638104,0.7809577213078541
2025.07.09_0.3_1,heatflux_no_noise,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_no_noise,kfold,old_style_magnitude_minmax_pca,3,44,21,0.5792122932836007,169530.48903629277,125776.56122323101,0.7843282255945894
2025.07.09_0.3_1,heatflux_no_noise,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_no_noise,group_kfold,total_power_only,1,40,25,0.05546165262132097,230636.65178879892,173439.51449733638,0.7489246100478603
2025.07.09_0.3_1,heatflux_no_noise,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_no_noise,group_kfold,full_spectrogram_pca,1,40,25,0.21617287199823831,210101.26752253805,178075.07950226963,0.8499065880925897
2025.07.09_0.3_1,heatflux_no_noise,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_no_noise,group_kfold,old_style_magnitude_minmax_pca,1,40,25,0.2976417338875351,198883.09802046017,161326.51239535763,0.7202543528817402
2025.07.09_0.3_1,heatflux_no_noise,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_no_noise,group_kfold,total_power_only,2,45,20,0.6391708760054392,177301.99426405205,130537.1831609847,0.8043988945090739
2025.07.09_0.3_1,heatflux_no_noise,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_no_noise,group_kfold,full_spectrogram_pca,2,45,20,0.5139496202218514,205780.1464282927,175971.64423373382,0.7391262693009629
2025.07.09_0.3_1,heatflux_no_noise,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_no_noise,group_kfold,old_style_magnitude_minmax_pca,2,45,20,0.5089340011301595,206839.15789207513,163354.3707690406,0.7270979947571524
2025.07.09_0.3_1,heatflux_no_noise,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_no_noise,group_kfold,total_power_only,3,45,20,0.14957712259545553,270237.6560890441,197933.66120536922,0.5911327030410056
2025.07.09_0.3_1,heatflux_no_noise,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_no_noise,group_kfold,full_spectrogram_pca,3,45,20,0.3620660181552684,234054.10718361477,196530.04554798608,0.6181131139282113
2025.07.09_0.3_1,heatflux_no_noise,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_no_noise,group_kfold,old_style_magnitude_minmax_pca,3,45,20,0.20570481306099242,261167.63930860415,216576.54247666048,0.6494052669995163
2025.07.09_0.3_1,heatflux_SNR=0,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=0,kfold,total_power_only,1,43,22,0.7179346908475295,176896.04523418902,116683.75954695075,0.8835748745000683
2025.07.09_0.3_1,heatflux_SNR=0,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=0,kfold,full_spectrogram_pca,1,43,22,0.7205382588064198,176077.74432827538,143274.24804857123,0.9095809705101912
2025.07.09_0.3_1,heatflux_SNR=0,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=0,kfold,old_style_magnitude_minmax_pca,1,43,22,0.5466306480163095,224269.06105323104,181456.66204349988,0.7742391698367288
2025.07.09_0.3_1,heatflux_SNR=0,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=0,kfold,total_power_only,2,43,22,0.3847060364830929,195716.38775237158,137940.87945700067,0.8876645164363748
2025.07.09_0.3_1,heatflux_SNR=0,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=0,kfold,full_spectrogram_pca,2,43,22,0.557776176763076,165923.13006000663,134322.70040687342,0.8607645473733739
2025.07.09_0.3_1,heatflux_SNR=0,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=0,kfold,old_style_magnitude_minmax_pca,2,43,22,0.46597997500635746,182332.73051960193,143165.5166181093,0.8080638687184581
2025.07.09_0.3_1,heatflux_SNR=0,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=0,kfold,total_power_only,3,44,21,0.5984877069803556,165602.05293594179,124536.90138756146,0.8345290963670648
2025.07.09_0.3_1,heatflux_SNR=0,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=0,kfold,full_spectrogram_pca,3,44,21,0.5837092807718717,168622.16361949875,144489.53828174848,0.8214348505963871
2025.07.09_0.3_1,heatflux_SNR=0,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=0,kfold,old_style_magnitude_minmax_pca,3,44,21,0.5409956255328066,177061.73086638682,140512.9490876891,0.7448727164678745
2025.07.09_0.3_1,heatflux_SNR=0,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=0,group_kfold,total_power_only,1,40,25,-0.3840845905143133,279189.99063206086,226964.7442425287,0.75759040409979
2025.07.09_0.3_1,heatflux_SNR=0,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=0,group_kfold,full_spectrogram_pca,1,40,25,-0.12447109106817855,251647.53156393216,212768.4648436414,0.8008939948796486
2025.07.09_0.3_1,heatflux_SNR=0,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=0,group_kfold,old_style_magnitude_minmax_pca,1,40,25,0.5000148940648572,167801.97227462297,127895.87767618052,0.8591220068648483
2025.07.09_0.3_1,heatflux_SNR=0,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=0,group_kfold,total_power_only,2,45,20,0.6880745927651817,164849.71623075858,130360.37392381058,0.852500167464504
2025.07.09_0.3_1,heatflux_SNR=0,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=0,group_kfold,full_spectrogram_pca,2,45,20,0.6966737061872617,162561.55985263077,143587.77294724807,0.8923627521558429
2025.07.09_0.3_1,heatflux_SNR=0,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=0,group_kfold,old_style_magnitude_minmax_pca,2,45,20,0.5366280182276686,200922.10229090654,174381.83564256056,0.7403167014235752
2025.07.09_0.3_1,heatflux_SNR=0,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=0,group_kfold,total_power_only,3,45,20,0.6625947697665485,170217.53744807263,124384.47199608074,0.8541305406063786
2025.07.09_0.3_1,heatflux_SNR=0,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=0,group_kfold,full_spectrogram_pca,3,45,20,0.686134404707026,164172.44054898553,150369.23109486108,0.9040978654434918
2025.07.09_0.3_1,heatflux_SNR=0,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=0,group_kfold,old_style_magnitude_minmax_pca,3,45,20,0.1724930926388436,266571.8044822926,218401.30189789654,0.6312349236805747
2025.07.09_0.3_1,heatflux_SNR=-4,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-4,kfold,total_power_only,1,43,22,0.7200722778343999,176224.48123766188,122596.32575714635,0.8754878350674894
2025.07.09_0.3_1,heatflux_SNR=-4,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-4,kfold,full_spectrogram_pca,1,43,22,0.6958540744625112,183689.48100496354,157514.3592941832,0.9126017954730171
2025.07.09_0.3_1,heatflux_SNR=-4,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-4,kfold,old_style_magnitude_minmax_pca,1,43,22,0.5690595251689513,218651.23193165014,191578.51997048777,0.7925702989256447
2025.07.09_0.3_1,heatflux_SNR=-4,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-4,kfold,total_power_only,2,43,22,0.31372089641443324,206697.9893542031,141963.9995456623,0.7951500638199335
2025.07.09_0.3_1,heatflux_SNR=-4,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-4,kfold,full_spectrogram_pca,2,43,22,0.7490075917055543,125001.76846664122,102240.500125125,0.9227089494733933
2025.07.09_0.3_1,heatflux_SNR=-4,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-4,kfold,old_style_magnitude_minmax_pca,2,43,22,0.4548925803006455,184215.81470936493,148349.66225763896,0.7808499680056016
2025.07.09_0.3_1,heatflux_SNR=-4,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-4,kfold,total_power_only,3,44,21,0.46862506755299493,190509.58214590713,149722.71924193663,0.8001545760992529
2025.07.09_0.3_1,heatflux_SNR=-4,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-4,kfold,full_spectrogram_pca,3,44,21,0.7272144872523518,136498.20616670832,118938.93587026258,0.8658312629772467
2025.07.09_0.3_1,heatflux_SNR=-4,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-4,kfold,old_style_magnitude_minmax_pca,3,44,21,0.5407228257944088,177114.3395361483,140695.9336098031,0.7384850331963597
2025.07.09_0.3_1,heatflux_SNR=-4,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-4,group_kfold,total_power_only,1,40,25,-0.4933432419032113,290000.2336654225,242116.4994331709,0.6907997767051943
2025.07.09_0.3_1,heatflux_SNR=-4,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-4,group_kfold,full_spectrogram_pca,1,40,25,0.1279335338146409,221612.0242836746,184464.0577288568,0.8370750209306497
2025.07.09_0.3_1,heatflux_SNR=-4,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-4,group_kfold,old_style_magnitude_minmax_pca,1,40,25,-0.17406724259548212,257137.26063100738,194471.2597504739,0.6206744851130775
2025.07.09_0.3_1,heatflux_SNR=-4,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-4,group_kfold,total_power_only,2,45,20,0.5482596170119918,198384.2940496181,157905.95658724944,0.7623780496750016
2025.07.09_0.3_1,heatflux_SNR=-4,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-4,group_kfold,full_spectrogram_pca,2,45,20,0.7045562862655179,160435.4014759818,138202.83193162308,0.8559552416082533
2025.07.09_0.3_1,heatflux_SNR=-4,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-4,group_kfold,old_style_magnitude_minmax_pca,2,45,20,0.45446353810571016,218009.14912038503,187174.2192337338,0.6810023671639672
2025.07.09_0.3_1,heatflux_SNR=-4,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-4,group_kfold,total_power_only,3,45,20,0.6689207024851058,168614.3025771431,111849.690121746,0.8434860200418565
2025.07.09_0.3_1,heatflux_SNR=-4,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-4,group_kfold,full_spectrogram_pca,3,45,20,0.7227100019828869,154310.50777237318,133746.47836048607,0.9177388684055289
2025.07.09_0.3_1,heatflux_SNR=-4,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-4,group_kfold,old_style_magnitude_minmax_pca,3,45,20,0.19064525960503675,263631.8367238304,213704.9156234459,0.6886413776545532
2025.07.09_0.3_1,heatflux_SNR=-8,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-8,kfold,total_power_only,1,43,22,0.6927174367257223,184634.24045462738,111121.91741774172,0.8444864360064664
2025.07.09_0.3_1,heatflux_SNR=-8,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-8,kfold,full_spectrogram_pca,1,43,22,0.6331804689233304,201729.54610496567,175012.1321988947,0.8874026204341074
2025.07.09_0.3_1,heatflux_SNR=-8,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-8,kfold,old_style_magnitude_minmax_pca,1,43,22,0.7105188033168144,179206.379266316,153201.9588358688,0.8778234529957496
2025.07.09_0.3_1,heatflux_SNR=-8,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-8,kfold,total_power_only,2,43,22,0.3906050392006867,194775.9331693074,127652.7186563821,0.8469044199070169
2025.07.09_0.3_1,heatflux_SNR=-8,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-8,kfold,full_spectrogram_pca,2,43,22,0.6663101078138951,144130.99680805457,118803.89572171592,0.9008262983416715
2025.07.09_0.3_1,heatflux_SNR=-8,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-8,kfold,old_style_magnitude_minmax_pca,2,43,22,0.5108879802033667,174497.83065820363,139258.69721577203,0.8119390891149671
2025.07.09_0.3_1,heatflux_SNR=-8,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-8,kfold,total_power_only,3,44,21,0.5628110497280354,172802.84227246273,132073.94867725388,0.7549035584016411
2025.07.09_0.3_1,heatflux_SNR=-8,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-8,kfold,full_spectrogram_pca,3,44,21,0.6856948739160386,146518.35198053997,124360.03278246496,0.8472262844317823
2025.07.09_0.3_1,heatflux_SNR=-8,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-8,kfold,old_style_magnitude_minmax_pca,3,44,21,0.6365553348052018,157556.17987734353,136306.21438455,0.8023381038782551
2025.07.09_0.3_1,heatflux_SNR=-8,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-8,group_kfold,total_power_only,1,40,25,-0.4067309277841178,281464.77120465017,229464.581606235,0.7170391626085976
