experiment_name,noise_dir,source_dir,max_freq_dir,chunks_per_source,data_path,split_strategy,feature_set,fold,train_samples,validation_samples,r2,rmse,mae,prediction_pearson
2025.06.18_0.3_3,heatflux_SNR=-8,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-8,group_kfold,total_power_only,1,60,30,0.9193847348530092,70896.67654899093,57062.1922734375,0.978141055684452
2025.06.18_0.3_3,heatflux_SNR=-8,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-8,group_kfold,full_spectrogram_pca,1,60,30,0.7818852953778557,116616.42039525509,79691.07314333333,0.9337185642018844
2025.06.18_0.3_3,heatflux_SNR=-8,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-8,group_kfold,old_style_magnitude_minmax_pca,1,60,30,0.7151136065733057,133276.34907370617,100418.16073020833,0.918272745553999
2025.06.18_0.3_3,heatflux_SNR=-8,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-8,group_kfold,total_power_only,2,60,30,0.9244490029633476,76997.07887565876,62065.33408316667,0.9624155830992263
2025.06.18_0.3_3,heatflux_SNR=-8,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-8,group_kfold,full_spectrogram_pca,2,60,30,0.7526800798204651,139310.45092948276,114237.43168670837,0.9476439901347912
2025.06.18_0.3_3,heatflux_SNR=-8,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-8,group_kfold,old_style_magnitude_minmax_pca,2,60,30,0.806983717037341,123069.69465712835,103626.97125837502,0.9048685971045665
2025.06.18_0.3_3,heatflux_SNR=-8,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-8,group_kfold,total_power_only,3,60,30,0.8084716051592817,67868.77929288812,51929.58904205959,0.9013451426105907
2025.06.18_0.3_3,heatflux_SNR=-8,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-8,group_kfold,full_spectrogram_pca,3,60,30,0.9134912404687058,45612.460024571184,36417.87202496324,0.9561823251630707
2025.06.18_0.3_3,heatflux_SNR=-8,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-8,group_kfold,old_style_magnitude_minmax_pca,3,60,30,0.4320680364961015,116869.61390429176,93999.92467563249,0.9002901893380318
2025.06.18_0.3_3,heatflux_SNR=-12,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-12,kfold,total_power_only,1,60,30,0.9627491231827001,50101.006833978034,34649.55244814057,0.9857890557602828
2025.06.18_0.3_3,heatflux_SNR=-12,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-12,kfold,full_spectrogram_pca,1,60,30,0.9158136201633326,75318.0592699773,49020.23731476133,0.9713337786357441
2025.06.18_0.3_3,heatflux_SNR=-12,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-12,kfold,old_style_magnitude_minmax_pca,1,60,30,0.8700742114017628,93567.68498638556,71674.86850413634,0.9435342586847252
2025.06.18_0.3_3,heatflux_SNR=-12,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-12,kfold,total_power_only,2,60,30,0.9325298560415982,72247.71669113444,54148.70067606817,0.9747076983845124
2025.06.18_0.3_3,heatflux_SNR=-12,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-12,kfold,full_spectrogram_pca,2,60,30,0.7522490994310624,138444.57064173243,94657.59343916194,0.9384665513092527
2025.06.18_0.3_3,heatflux_SNR=-12,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-12,kfold,old_style_magnitude_minmax_pca,2,60,30,0.8707229933451855,100006.66659526434,78960.76087588067,0.9460734103103327
2025.06.18_0.3_3,heatflux_SNR=-12,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-12,kfold,total_power_only,3,60,30,0.944996947210075,62585.83995700626,42978.89306114873,0.9738474632539807
2025.06.18_0.3_3,heatflux_SNR=-12,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-12,kfold,full_spectrogram_pca,3,60,30,0.7882936221154632,122786.22824818631,89566.8149837301,0.9298746799495718
2025.06.18_0.3_3,heatflux_SNR=-12,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-12,kfold,old_style_magnitude_minmax_pca,3,60,30,0.8068279478466884,117288.33866878624,92205.18284992801,0.9046704288206825
2025.06.18_0.3_3,heatflux_SNR=-12,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-12,group_kfold,total_power_only,1,60,30,0.9043306343151561,77233.13804605814,61164.62326302083,0.9724971018940131
2025.06.18_0.3_3,heatflux_SNR=-12,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-12,group_kfold,full_spectrogram_pca,1,60,30,0.7865354988537443,115366.59242562616,81396.65712041665,0.9390015349136277
2025.06.18_0.3_3,heatflux_SNR=-12,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-12,group_kfold,old_style_magnitude_minmax_pca,1,60,30,0.7480870291310548,125326.38089510192,94483.13892270833,0.9420338507805888
2025.06.18_0.3_3,heatflux_SNR=-12,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-12,group_kfold,total_power_only,2,60,30,0.9194557073915761,79500.8066015737,63749.083822750006,0.960461164658665
2025.06.18_0.3_3,heatflux_SNR=-12,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-12,group_kfold,full_spectrogram_pca,2,60,30,0.7849428391557978,129906.5661604386,105853.54093150001,0.9538116716068823
2025.06.18_0.3_3,heatflux_SNR=-12,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-12,group_kfold,old_style_magnitude_minmax_pca,2,60,30,0.8275398601441547,116331.81825480369,98790.37490275,0.911224617185347
2025.06.18_0.3_3,heatflux_SNR=-12,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-12,group_kfold,total_power_only,3,60,30,0.8077785806447432,67991.45629115117,52860.342687892924,0.9006055468457065
2025.06.18_0.3_3,heatflux_SNR=-12,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-12,group_kfold,full_spectrogram_pca,3,60,30,0.9383608598754611,38501.862548702506,30263.708368757507,0.9699489716821066
2025.06.18_0.3_3,heatflux_SNR=-12,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-12,group_kfold,old_style_magnitude_minmax_pca,3,60,30,0.5004346543083718,109609.85558401023,90444.02056157,0.9193275631083507
2025.06.18_0.3_3,heatflux_SNR=-16,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-16,kfold,total_power_only,1,60,30,0.9556734672941507,54652.50648169776,38928.37295909004,0.9819259719986878
2025.06.18_0.3_3,heatflux_SNR=-16,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-16,kfold,full_spectrogram_pca,1,60,30,0.9221069456489417,72448.19513941626,47054.325237938414,0.9712592432537339
2025.06.18_0.3_3,heatflux_SNR=-16,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-16,kfold,old_style_magnitude_minmax_pca,1,60,30,0.8346796958939404,105545.88394878854,79303.00853763634,0.9319348724249586
2025.06.18_0.3_3,heatflux_SNR=-16,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-16,kfold,total_power_only,2,60,30,0.9341650708155042,71366.84441283354,52284.4988531515,0.9743938922037269
2025.06.18_0.3_3,heatflux_SNR=-16,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-16,kfold,full_spectrogram_pca,2,60,30,0.7997970007925522,124452.49208020145,87181.74711754735,0.950030747617179
2025.06.18_0.3_3,heatflux_SNR=-16,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-16,kfold,old_style_magnitude_minmax_pca,2,60,30,0.8487018202683506,108189.51138099453,87559.35737775567,0.9316681639753285
2025.06.18_0.3_3,heatflux_SNR=-16,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-16,kfold,total_power_only,3,60,30,0.9668639033916299,48577.29882177945,38221.54375681441,0.9833735324119857
2025.06.18_0.3_3,heatflux_SNR=-16,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-16,kfold,full_spectrogram_pca,3,60,30,0.8280785583510126,110649.0552422837,78526.43752393842,0.9445416167999867
2025.06.18_0.3_3,heatflux_SNR=-16,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-16,kfold,old_style_magnitude_minmax_pca,3,60,30,0.7718967005659041,127452.53315348827,97592.43264305302,0.8821164711225538
2025.06.18_0.3_3,heatflux_SNR=-16,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-16,group_kfold,total_power_only,1,60,30,0.8998279921227451,79029.71635078387,63400.29286666666,0.9729939507923493
2025.06.18_0.3_3,heatflux_SNR=-16,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-16,group_kfold,full_spectrogram_pca,1,60,30,0.7883428624522864,114877.16067171402,80765.95195291666,0.9354172785793338
2025.06.18_0.3_3,heatflux_SNR=-16,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-16,group_kfold,old_style_magnitude_minmax_pca,1,60,30,0.777729084973011,117722.24954054628,87130.89940947917,0.9486532040364927
2025.06.18_0.3_3,heatflux_SNR=-16,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-16,group_kfold,total_power_only,2,60,30,0.9222055746822323,78131.90037205965,61920.62676837502,0.9609508886903163
2025.06.18_0.3_3,heatflux_SNR=-16,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-16,group_kfold,full_spectrogram_pca,2,60,30,0.7854295309785508,129759.4883456821,99176.44932993752,0.9454204085544441
2025.06.18_0.3_3,heatflux_SNR=-16,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-16,group_kfold,old_style_magnitude_minmax_pca,2,60,30,0.8494044885033858,108707.66393328349,88008.94350358334,0.9227130761358048
2025.06.18_0.3_3,heatflux_SNR=-16,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-16,group_kfold,total_power_only,3,60,30,0.808086146628866,67937.03927821487,53387.65779205959,0.9005318763208329
2025.06.18_0.3_3,heatflux_SNR=-16,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-16,group_kfold,full_spectrogram_pca,3,60,30,0.929529935151298,41167.62274062913,32323.148911754903,0.9642109494470258
2025.06.18_0.3_3,heatflux_SNR=-16,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-16,group_kfold,old_style_magnitude_minmax_pca,3,60,30,0.49684078036798207,110003.4157773594,94053.66573340331,0.9305768453738984
2025.06.18_0.3_3,heatflux_SNR=-20,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-20,kfold,total_power_only,1,60,30,0.9504199664847306,57800.50218929585,40773.53750664864,0.9796883126331383
2025.06.18_0.3_3,heatflux_SNR=-20,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-20,kfold,full_spectrogram_pca,1,60,30,0.9243782125239813,71384.13035015906,46656.9828298655,0.9721664598581867
2025.06.18_0.3_3,heatflux_SNR=-20,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-20,kfold,old_style_magnitude_minmax_pca,1,60,30,0.8802982273672058,89810.78546076315,72801.60422763634,0.9394151841524682
2025.06.18_0.3_3,heatflux_SNR=-20,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-20,kfold,total_power_only,2,60,30,0.9320800791851794,72488.12950737648,50194.94325419317,0.9736935511600718
2025.06.18_0.3_3,heatflux_SNR=-20,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-20,kfold,full_spectrogram_pca,2,60,30,0.7847200797774662,129053.58392416485,92068.38338533901,0.9610012685636201
2025.06.18_0.3_3,heatflux_SNR=-20,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-20,kfold,old_style_magnitude_minmax_pca,2,60,30,0.8501332447595457,107676.50735019839,87567.37552192234,0.9362631171013716
2025.06.18_0.3_3,heatflux_SNR=-20,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-20,kfold,total_power_only,3,60,30,0.9711631049156,45316.56017928518,36557.248465303994,0.9855864127356087
2025.06.18_0.3_3,heatflux_SNR=-20,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-20,kfold,full_spectrogram_pca,3,60,30,0.8598005314103765,99920.79292431995,72062.73544888635,0.9637520999531713
2025.06.18_0.3_3,heatflux_SNR=-20,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-20,kfold,old_style_magnitude_minmax_pca,3,60,30,0.8574663865352796,100749.13721782656,75191.61634551134,0.9270378708457413
2025.06.18_0.3_3,heatflux_SNR=-20,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,total_power_only,1,60,30,0.8929716088269611,81689.59300750028,65632.37333541666,0.971606611977081
2025.06.18_0.3_3,heatflux_SNR=-20,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,full_spectrogram_pca,1,60,30,0.7997552670563421,111737.20006374184,75760.72673375,0.9371604195343741
2025.06.18_0.3_3,heatflux_SNR=-20,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,old_style_magnitude_minmax_pca,1,60,30,0.7835119289676399,116180.76160147454,89213.78240729167,0.9475992227749177
2025.06.18_0.3_3,heatflux_SNR=-20,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,total_power_only,2,60,30,0.9198389946322681,79311.42022931077,61988.84389077085,0.9598836884598333
2025.06.18_0.3_3,heatflux_SNR=-20,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,full_spectrogram_pca,2,60,30,0.9073624235196167,85260.47376658079,69562.17856170835,0.9711581855139122
2025.06.18_0.3_3,heatflux_SNR=-20,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,old_style_magnitude_minmax_pca,2,60,30,0.8580919991060192,105525.54168777983,88264.02635754166,0.9360786286848906
2025.06.18_0.3_3,heatflux_SNR=-20,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,total_power_only,3,60,30,0.8280964287918605,64297.76883611828,51657.818729559585,0.9121325987502017
2025.06.18_0.3_3,heatflux_SNR=-20,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,full_spectrogram_pca,3,60,30,0.9184417533901785,44288.13514392632,37298.72576692417,0.961415880145607
2025.06.18_0.3_3,heatflux_SNR=-20,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,old_style_magnitude_minmax_pca,3,60,30,0.4366991429680187,116392.14165787918,99831.92548856999,0.9162261568194152
