experiment_name,variant,noise_dir,data_path,split_strategy,feature_set,fold,train_samples,validation_samples,r2,rmse,mae,prediction_pearson
2025.06.18_0.3_3,fixed_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,full_spectrogram_pca,2,60,30,0.8798815369260135,97376.1703379473,72758.46840795832,0.9833278987304982
2025.06.18_0.3_3,fixed_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,old_style_magnitude_minmax_pca,2,60,30,0.8720310948514782,100507.8618575852,84512.51803079167,0.9640960348148643
2025.06.18_0.3_3,fixed_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,total_power_only,3,60,30,0.8306257593655111,108397.46714800067,83120.87964298669,0.9198103454956771
2025.06.18_0.3_3,fixed_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,full_spectrogram_pca,3,60,30,0.8075394042219758,115549.04669736756,104788.8007367367,0.939742659861231
2025.06.18_0.3_3,fixed_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,old_style_magnitude_minmax_pca,3,60,30,0.8594876796749188,98730.80013201479,81530.32936007,0.9318476291395323
2025.06.18_0.3_3,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,total_power_only,1,60,30,0.6012436671013905,168333.82748722917,115528.63380653637,0.809051262383801
2025.06.18_0.3_3,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,full_spectrogram_pca,1,60,30,0.7190164009811673,141305.1814430199,119005.90038216134,0.8613136045975227
2025.06.18_0.3_3,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,old_style_magnitude_minmax_pca,1,60,30,0.7525679353092993,132600.63112577386,114789.89322216135,0.8816934419179011
2025.06.18_0.3_3,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,total_power_only,2,60,30,0.5938672114210874,164238.9665049625,129076.95169123277,0.8171088158760397
2025.06.18_0.3_3,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,full_spectrogram_pca,2,60,30,0.7712878461229402,123249.96337616895,101101.26660301401,0.9109677912418401
2025.06.18_0.3_3,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,old_style_magnitude_minmax_pca,2,60,30,0.7637778794041622,125257.13068727379,102066.24437426399,0.9071146008212301
2025.06.18_0.3_3,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,total_power_only,3,60,30,0.7960623628474998,124370.77335108334,88331.52181343632,0.8995362159430974
2025.06.18_0.3_3,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,full_spectrogram_pca,3,60,30,0.8678109900411743,100130.71519638236,82516.10249447801,0.9389413831046088
2025.06.18_0.3_3,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,old_style_magnitude_minmax_pca,3,60,30,0.8641775679406439,101497.51154303602,83841.01384614468,0.9345657490127943
2025.06.18_0.3_3,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,total_power_only,1,60,30,0.6944692039492808,141606.13837977912,108354.40732412502,0.8749945714467807
2025.06.18_0.3_3,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,full_spectrogram_pca,1,60,30,0.780388167976751,120055.60794989536,106768.60034833335,0.896995793433648
2025.06.18_0.3_3,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,old_style_magnitude_minmax_pca,1,60,30,0.7855624182174441,118632.86925779928,96856.37331666665,0.8956139040781714
2025.06.18_0.3_3,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,total_power_only,2,60,30,0.7959646907006737,126911.35248067275,100686.71411648436,0.9112132129566111
2025.06.18_0.3_3,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,full_spectrogram_pca,2,60,30,0.8704501987119555,101126.78084019985,85539.334444375,0.9588359334266559
2025.06.18_0.3_3,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,old_style_magnitude_minmax_pca,2,60,30,0.8379537404870527,113101.2259343445,98846.37256749999,0.9393970504055957
2025.06.18_0.3_3,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,total_power_only,3,60,30,0.6560835645782562,154462.09440599213,126697.10815715337,0.8274998549831312
2025.06.18_0.3_3,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,full_spectrogram_pca,3,60,30,0.7578658085547987,129605.5244689776,103977.89591757003,0.8813723656880422
2025.06.18_0.3_3,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,old_style_magnitude_minmax_pca,3,60,30,0.7710400657070215,126030.36666731667,111613.60256673668,0.8932220716823838
2025.07.09_0.3_1,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,kfold,total_power_only,1,43,22,0.6467202742028544,191675.31662856793,140190.43717243726,0.8240155188732156
2025.07.09_0.3_1,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,kfold,full_spectrogram_pca,1,43,22,0.6287970298530319,196477.37776048496,157951.92797146318,0.857418715984541
2025.07.09_0.3_1,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,kfold,old_style_magnitude_minmax_pca,1,43,22,0.5804170568952578,208889.08352733718,158671.49162177768,0.8106841646851504
2025.07.09_0.3_1,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,kfold,total_power_only,2,43,22,0.08422190326514745,245896.43209748584,171760.68954816635,0.6912383061098079
2025.07.09_0.3_1,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,kfold,full_spectrogram_pca,2,43,22,0.2544620689403432,221866.6231259478,186767.6398146104,0.7272842672026472
2025.07.09_0.3_1,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,kfold,old_style_magnitude_minmax_pca,2,43,22,0.4362325450237754,192933.25969738932,154178.8513860993,0.7132914775210765
2025.07.09_0.3_1,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,kfold,total_power_only,3,44,21,0.2692322991764783,224287.59628744575,152020.13496176497,0.6624663817213284
2025.07.09_0.3_1,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,kfold,full_spectrogram_pca,3,44,21,0.5242020118483514,180978.4587659418,128045.63585035571,0.7440640244283271
2025.07.09_0.3_1,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,kfold,old_style_magnitude_minmax_pca,3,44,21,0.4943265883739557,186573.79449361848,131271.8640260466,0.7637017730359316
2025.07.09_0.3_1,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,total_power_only,1,40,25,0.03494378571094425,277235.40304825717,215366.77845909123,0.5281859982387584
2025.07.09_0.3_1,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,full_spectrogram_pca,1,40,25,-0.38010284421306273,331534.0268553398,280434.23555048974,-0.10800686369047174
2025.07.09_0.3_1,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,old_style_magnitude_minmax_pca,1,40,25,-0.10037920429602032,296035.34757232456,227235.87600714192,0.4372224940245159
2025.07.09_0.3_1,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,total_power_only,2,45,20,0.4279932161353476,194936.08350003517,149165.0778737621,0.8847621186179258
2025.07.09_0.3_1,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,full_spectrogram_pca,2,45,20,0.19436905216484723,231344.78663866338,183122.01470290674,0.8091508325130546
2025.07.09_0.3_1,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,old_style_magnitude_minmax_pca,2,45,20,-0.01591227710772114,259788.397476281,223574.76963759336,0.7756171244586733
2025.07.09_0.3_1,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,total_power_only,3,45,20,0.2682076393077061,232695.3690372197,182302.35469604022,0.6561525238084679
2025.07.09_0.3_1,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,full_spectrogram_pca,3,45,20,0.7728129633675728,129653.89791637067,106010.53271506052,0.8949366756222729
2025.07.09_0.3_1,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,old_style_magnitude_minmax_pca,3,45,20,0.5970120909021253,172679.11438159915,137007.04620547756,0.786774954410301
2025.07.09_0.3_1,relative_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,total_power_only,1,43,22,0.7891825134780653,148067.63769037495,98190.56585690248,0.8890692597230764
2025.07.09_0.3_1,relative_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,full_spectrogram_pca,1,43,22,0.715800992783806,171916.7174715927,149642.90009735562,0.863510215082677
2025.07.09_0.3_1,relative_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,old_style_magnitude_minmax_pca,1,43,22,0.013684553960249257,320268.8860327202,290202.85051067773,0.1961354008822295
2025.07.09_0.3_1,relative_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,total_power_only,2,43,22,0.6215151599563511,158081.60828231773,101425.07635411341,0.837820246007094
2025.07.09_0.3_1,relative_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,full_spectrogram_pca,2,43,22,0.655407787848986,150837.6752436848,123005.7690905057,0.8433209095882578
2025.07.09_0.3_1,relative_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,old_style_magnitude_minmax_pca,2,43,22,-0.5601753886992884,320954.75383559486,286120.0919866271,0.026884934032770407
2025.07.09_0.3_1,relative_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,total_power_only,3,44,21,0.5153432543096554,182655.48389406793,123232.43462316683,0.7374093103205405
2025.07.09_0.3_1,relative_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,full_spectrogram_pca,3,44,21,0.5221388282774677,181370.41910039357,148823.85711550244,0.7240595820847358
2025.07.09_0.3_1,relative_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,old_style_magnitude_minmax_pca,3,44,21,-0.2853237165059883,297455.3916223222,234473.50348275367,-0.1757279770161972
2025.07.09_0.3_1,relative_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,total_power_only,1,40,25,0.5814761755152718,182571.28649459017,147935.07211298973,0.7953054810116662
2025.07.09_0.3_1,relative_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,full_spectrogram_pca,1,40,25,0.38429616263565924,221441.1424495915,181849.1068046126,0.6767668957743863
2025.07.09_0.3_1,relative_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,old_style_magnitude_minmax_pca,1,40,25,-0.40245073326492053,334207.49876994424,288103.67492136697,-0.2765441472588595
2025.07.09_0.3_1,relative_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,total_power_only,2,45,20,0.7399341087614966,131441.75367749418,97416.89504275697,0.8809955732169293
2025.07.09_0.3_1,relative_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,full_spectrogram_pca,2,45,20,0.6448006368810044,153612.91686509954,124969.34676798596,0.9235332718351956
2025.07.09_0.3_1,relative_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,old_style_magnitude_minmax_pca,2,45,20,-0.21614469366948352,284239.3957254392,238204.91997588403,0.14377310016503553
2025.07.09_0.3_1,relative_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,total_power_only,3,45,20,0.7487869419012922,136337.36927723567,91451.34618004202,0.8850735912513166
2025.07.09_0.3_1,relative_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,full_spectrogram_pca,3,45,20,0.6639069681480803,157697.04622517893,134946.5226600386,0.8296737400799914
2025.07.09_0.3_1,relative_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,old_style_magnitude_minmax_pca,3,45,20,-0.053913270717591555,279251.96714507,219143.2472590797,0.19079132476114652
2025.07.09_0.3_1,relative_noise_only,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_noise_only\maxfreq=22kHz\heatflux_SNR=-20,kfold,total_power_only,1,43,22,0.796899544106369,145332.34500506808,96975.8698341752,0.8956837759164923
2025.07.09_0.3_1,relative_noise_only,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_noise_only\maxfreq=22kHz\heatflux_SNR=-20,kfold,full_spectrogram_pca,1,43,22,0.7160965921334959,171827.28772391396,149761.62582098448,0.861932331273843
2025.07.09_0.3_1,relative_noise_only,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_noise_only\maxfreq=22kHz\heatflux_SNR=-20,kfold,old_style_magnitude_minmax_pca,1,43,22,-0.0043698950791764,323186.84533433843,280890.06855045044,0.1337034887371376
2025.07.09_0.3_1,relative_noise_only,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_noise_only\maxfreq=22kHz\heatflux_SNR=-20,kfold,total_power_only,2,43,22,0.6134286633351191,159761.42506226705,102346.05362684069,0.8356001635158324
2025.07.09_0.3_1,relative_noise_only,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_noise_only\maxfreq=22kHz\heatflux_SNR=-20,kfold,full_spectrogram_pca,2,43,22,0.6290855664406357,156492.65836488758,130630.90119277843,0.8275549133913259
2025.07.09_0.3_1,relative_noise_only,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_noise_only\maxfreq=22kHz\heatflux_SNR=-20,kfold,old_style_magnitude_minmax_pca,2,43,22,-0.8164770394296605,346315.60203313595,308230.0436911725,-0.08647947531313588
2025.07.09_0.3_1,relative_noise_only,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_noise_only\maxfreq=22kHz\heatflux_SNR=-20,kfold,total_power_only,3,44,21,0.5136876822062,182967.1906018327,123414.02714083796,0.7364729101883577
2025.07.09_0.3_1,relative_noise_only,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_noise_only\maxfreq=22kHz\heatflux_SNR=-20,kfold,full_spectrogram_pca,3,44,21,0.4842797917360194,188418.11706265958,156291.66440716913,0.6964776141034905
2025.07.09_0.3_1,relative_noise_only,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_noise_only\maxfreq=22kHz\heatflux_SNR=-20,kfold,old_style_magnitude_minmax_pca,3,44,21,-0.42227367948030925,312901.1586116484,267632.57844588824,-0.126332673479507
2025.07.09_0.3_1,relative_noise_only,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_noise_only\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,total_power_only,1,40,25,0.5859420253010712,181594.6125499795,147661.52773798973,0.8455192727209679
