experiment_name,noise_level,split_strategy,feature_set,fold,train_samples,validation_samples,r2,rmse,mae,prediction_pearson
2025.07.09_0.3_1,reference_SNR=-4,group_kfold,old_style_magnitude_minmax_pca,2,45,20,0.38131849088649805,202733.35835789872,165008.2854759507,0.8641058008726367
2025.07.09_0.3_1,reference_SNR=-4,group_kfold,total_power_only,3,45,20,0.5833038819452547,175591.51739153074,142108.25348689928,0.7733338627101282
2025.07.09_0.3_1,reference_SNR=-4,group_kfold,full_spectrogram_pca,3,45,20,0.5286948828258995,186743.23680051198,157680.418494338,0.7665798555535833
2025.07.09_0.3_1,reference_SNR=-4,group_kfold,old_style_magnitude_minmax_pca,3,45,20,0.7601007864428618,133231.8985702648,103652.79579780782,0.8787696795316609
2025.07.09_0.3_1,reference_SNR=-8,kfold,total_power_only,1,43,22,0.47589976141621193,241129.56594637403,181647.76326874504,0.7224318906253172
2025.07.09_0.3_1,reference_SNR=-8,kfold,full_spectrogram_pca,1,43,22,0.5589832096343489,221192.7294861481,191292.2629958525,0.8744066790826135
2025.07.09_0.3_1,reference_SNR=-8,kfold,old_style_magnitude_minmax_pca,1,43,22,0.6774256285405464,189172.5924562756,159251.47695170034,0.9166011686966128
2025.07.09_0.3_1,reference_SNR=-8,kfold,total_power_only,2,43,22,0.2914909151346815,210018.99507803627,134558.45085550426,0.686287198247806
2025.07.09_0.3_1,reference_SNR=-8,kfold,full_spectrogram_pca,2,43,22,0.1679344048149466,227596.0114144775,191248.33158764392,0.7124127583412085
2025.07.09_0.3_1,reference_SNR=-8,kfold,old_style_magnitude_minmax_pca,2,43,22,0.24325111848909708,217050.98361076135,168032.361261102,0.6356917506743122
2025.07.09_0.3_1,reference_SNR=-8,kfold,total_power_only,3,44,21,-0.0006697235529360412,261433.76238233,186258.98774655498,0.5241472230884752
2025.07.09_0.3_1,reference_SNR=-8,kfold,full_spectrogram_pca,3,44,21,0.5217288156161372,180739.63499860466,147829.43655990003,0.7331624908036427
2025.07.09_0.3_1,reference_SNR=-8,kfold,old_style_magnitude_minmax_pca,3,44,21,0.403276946660467,201884.37201829822,162270.6404264936,0.636369808466173
2025.07.09_0.3_1,reference_SNR=-8,group_kfold,total_power_only,1,40,25,-0.0009197362170176859,282339.7394521369,212144.16502159124,0.5123037515590101
2025.07.09_0.3_1,reference_SNR=-8,group_kfold,full_spectrogram_pca,1,40,25,-0.2720356271164963,318289.2865921326,263245.7102839791,0.051188219389636844
2025.07.09_0.3_1,reference_SNR=-8,group_kfold,old_style_magnitude_minmax_pca,1,40,25,-0.06284909445537323,290943.18354251713,219085.56939452983,0.5986534059031944
2025.07.09_0.3_1,reference_SNR=-8,group_kfold,total_power_only,2,45,20,0.05937900513641681,249976.38347294394,195101.74531329487,0.8020303719381688
2025.07.09_0.3_1,reference_SNR=-8,group_kfold,full_spectrogram_pca,2,45,20,0.15664317588119603,236699.49333469733,197208.2858665757,0.8229488467263172
2025.07.09_0.3_1,reference_SNR=-8,group_kfold,old_style_magnitude_minmax_pca,2,45,20,0.3565962522178965,206744.25000608104,186004.078017986,0.8532536740520249
2025.07.09_0.3_1,reference_SNR=-8,group_kfold,total_power_only,3,45,20,0.4109991045470873,208762.1601706849,168106.10290415198,0.7145580187890858
2025.07.09_0.3_1,reference_SNR=-8,group_kfold,full_spectrogram_pca,3,45,20,0.605083177108667,170941.15017765542,144681.6182216553,0.8331491559447088
2025.07.09_0.3_1,reference_SNR=-8,group_kfold,old_style_magnitude_minmax_pca,3,45,20,0.6860568606378541,152412.0494432354,113391.74098446325,0.831990354975045
2025.07.09_0.3_1,reference_SNR=-12,kfold,total_power_only,1,43,22,0.47601236294458893,241103.6615351756,183078.79695574564,0.7074130037466766
2025.07.09_0.3_1,reference_SNR=-12,kfold,full_spectrogram_pca,1,43,22,0.40340837987671796,257265.68367102675,222900.91959818406,0.766121731975514
2025.07.09_0.3_1,reference_SNR=-12,kfold,old_style_magnitude_minmax_pca,1,43,22,0.44240621435789906,248715.15450150365,207895.71163301912,0.8580030322438769
2025.07.09_0.3_1,reference_SNR=-12,kfold,total_power_only,2,43,22,0.06284341137998084,241541.60390424327,162339.11128043197,0.6339160992539781
2025.07.09_0.3_1,reference_SNR=-12,kfold,full_spectrogram_pca,2,43,22,0.12906925047656592,232850.76898936825,202815.92407834178,0.7361674030632296
2025.07.09_0.3_1,reference_SNR=-12,kfold,old_style_magnitude_minmax_pca,2,43,22,0.06951566723413527,240680.21839740526,201947.1527715236,0.6657885047352229
2025.07.09_0.3_1,reference_SNR=-12,kfold,total_power_only,3,44,21,0.30237910034704707,218286.07633239176,152640.80273631515,0.6271531784385698
2025.07.09_0.3_1,reference_SNR=-12,kfold,full_spectrogram_pca,3,44,21,0.42915944380921367,197457.53149025078,165309.96152085005,0.6606961341099228
2025.07.09_0.3_1,reference_SNR=-12,kfold,old_style_magnitude_minmax_pca,3,44,21,0.28067053981460355,221656.37002504792,190367.44171456818,0.5339226884017366
2025.07.09_0.3_1,reference_SNR=-12,group_kfold,total_power_only,1,40,25,0.06195475127292116,273328.0967298092,201595.9580985405,0.50435543884608
2025.07.09_0.3_1,reference_SNR=-12,group_kfold,full_spectrogram_pca,1,40,25,-0.3427159743295938,327012.58077587903,282218.4968945298,-0.06996299068482244
2025.07.09_0.3_1,reference_SNR=-12,group_kfold,old_style_magnitude_minmax_pca,1,40,25,-0.08940350603609004,294555.24982701044,246542.3421569177,0.4185249893801968
2025.07.09_0.3_1,reference_SNR=-12,group_kfold,total_power_only,2,45,20,-0.05261285776438607,264439.289684008,205037.19365313865,0.7789459512126319
2025.07.09_0.3_1,reference_SNR=-12,group_kfold,full_spectrogram_pca,2,45,20,0.30743183498256266,214497.8329525273,191090.1755511029,0.8958192306392504
2025.07.09_0.3_1,reference_SNR=-12,group_kfold,old_style_magnitude_minmax_pca,2,45,20,0.22941058381274926,226257.59500470923,194905.45284071835,0.8354484040972289
2025.07.09_0.3_1,reference_SNR=-12,group_kfold,total_power_only,3,45,20,0.45799636581307257,200260.31908991525,159847.68747446447,0.7155644001199266
2025.07.09_0.3_1,reference_SNR=-12,group_kfold,full_spectrogram_pca,3,45,20,0.6167535921717151,168396.41866898944,146367.56479692453,0.8607117389264415
2025.07.09_0.3_1,reference_SNR=-12,group_kfold,old_style_magnitude_minmax_pca,3,45,20,0.6392379045912744,163382.01763496752,138309.1769465797,0.860795525126503
2025.07.09_0.3_1,reference_SNR=-16,kfold,total_power_only,1,43,22,0.4656947282959383,243465.82881886873,180759.74559303035,0.6957493157964216
2025.07.09_0.3_1,reference_SNR=-16,kfold,full_spectrogram_pca,1,43,22,0.36431361171593746,265561.2729555536,226588.68456453373,0.7638965026711636
2025.07.09_0.3_1,reference_SNR=-16,kfold,old_style_magnitude_minmax_pca,1,43,22,0.5417029578593182,225484.5619771677,194002.85023866742,0.8099815441987215
2025.07.09_0.3_1,reference_SNR=-16,kfold,total_power_only,2,43,22,0.15707150286673632,229076.86584679637,157506.0741928945,0.6230004483638782
2025.07.09_0.3_1,reference_SNR=-16,kfold,full_spectrogram_pca,2,43,22,0.40191526333352223,192959.97047527396,169959.1818931843,0.8237111660756216
2025.07.09_0.3_1,reference_SNR=-16,kfold,old_style_magnitude_minmax_pca,2,43,22,-0.11940332714033741,263984.9457564689,224750.87018370026,0.5781748797179687
2025.07.09_0.3_1,reference_SNR=-16,kfold,total_power_only,3,44,21,0.30063627510983437,218558.57187762082,167699.75586131518,0.6941105422101581
2025.07.09_0.3_1,reference_SNR=-16,kfold,full_spectrogram_pca,3,44,21,0.5146674410168588,182068.99994357943,150478.502728927,0.7492877007970563
2025.07.09_0.3_1,reference_SNR=-16,kfold,old_style_magnitude_minmax_pca,3,44,21,0.25950964495204587,224893.03020785566,193717.03174433007,0.5439812464184635
2025.07.09_0.3_1,reference_SNR=-16,group_kfold,total_power_only,1,40,25,0.035789526141139394,277113.8968716365,206095.57814659123,0.5009029658798932
2025.07.09_0.3_1,reference_SNR=-16,group_kfold,full_spectrogram_pca,1,40,25,-0.2735710055992022,318481.320185308,277080.4777839791,-0.006131175109158852
2025.07.09_0.3_1,reference_SNR=-16,group_kfold,old_style_magnitude_minmax_pca,1,40,25,-0.07318065919754324,292353.8395022254,248198.84055048975,0.2970507353151857
2025.07.09_0.3_1,reference_SNR=-16,group_kfold,total_power_only,2,45,20,0.1500479805985453,237623.20630856563,188827.94704517032,0.819655575711756
2025.07.09_0.3_1,reference_SNR=-16,group_kfold,full_spectrogram_pca,2,45,20,0.16390594352214038,235678.09261223784,207974.03551204043,0.8904917408083511
2025.07.09_0.3_1,reference_SNR=-16,group_kfold,old_style_magnitude_minmax_pca,2,45,20,-0.017055940664782776,259934.5847792609,225235.35287680803,0.8034541428371583
2025.07.09_0.3_1,reference_SNR=-16,group_kfold,total_power_only,3,45,20,0.41252609534260853,208491.37554498945,166358.3678876243,0.6900669115936628
2025.07.09_0.3_1,reference_SNR=-16,group_kfold,full_spectrogram_pca,3,45,20,0.5225866329101589,187949.4641567861,163313.36948442453,0.7476290944974022
2025.07.09_0.3_1,reference_SNR=-16,group_kfold,old_style_magnitude_minmax_pca,3,45,20,0.65974016212506,158671.58131642197,137349.69292192455,0.8203939775088375
2025.07.09_0.3_1,reference_SNR=-20,kfold,total_power_only,1,43,22,0.7135051927525139,178279.6049436077,131730.29824743822,0.8538362512540698
2025.07.09_0.3_1,reference_SNR=-20,kfold,full_spectrogram_pca,1,43,22,0.3710918024285984,264141.6664774481,234352.01197930647,0.8066566655249333
2025.07.09_0.3_1,reference_SNR=-20,kfold,old_style_magnitude_minmax_pca,1,43,22,0.4717431297385284,242083.87514112063,212848.94343959258,0.7663505997885052
2025.07.09_0.3_1,reference_SNR=-20,kfold,total_power_only,2,43,22,0.4569397935283033,183869.5675356286,113104.7666323908,0.7340555575096346
2025.07.09_0.3_1,reference_SNR=-20,kfold,full_spectrogram_pca,2,43,22,0.1417550562042511,231148.71910799204,205069.3285527736,0.7689609748953085
2025.07.09_0.3_1,reference_SNR=-20,kfold,old_style_magnitude_minmax_pca,2,43,22,0.03128773316055056,245574.49748813032,204770.2626955985,0.6731586185694011
2025.07.09_0.3_1,reference_SNR=-20,kfold,total_power_only,3,44,21,-0.09757894932918898,273800.4626226055,191714.8045526656,0.5768436638627701
2025.07.09_0.3_1,reference_SNR=-20,kfold,full_spectrogram_pca,3,44,21,0.3648749925701038,208279.19937666366,173247.51612178417,0.6077108905833954
2025.07.09_0.3_1,reference_SNR=-20,kfold,old_style_magnitude_minmax_pca,3,44,21,0.1318177498925407,243512.77192786604,210313.66418480634,0.389731590945829
2025.07.09_0.3_1,reference_SNR=-20,group_kfold,total_power_only,1,40,25,0.08983756217972183,269235.198843883,197622.89871144266,0.5812714101577989
2025.07.09_0.3_1,reference_SNR=-20,group_kfold,full_spectrogram_pca,1,40,25,-0.47851226480094655,343150.668244506,292923.83278397913,-0.24944991389089374
2025.07.09_0.3_1,reference_SNR=-20,group_kfold,old_style_magnitude_minmax_pca,1,40,25,-0.4021975595713454,334177.3314479002,286014.3749234284,-0.18688427824367498
2025.07.09_0.3_1,reference_SNR=-20,group_kfold,total_power_only,2,45,20,-0.16139414190926837,277767.52053691767,216748.61287383526,0.8281727489810072
2025.07.09_0.3_1,reference_SNR=-20,group_kfold,full_spectrogram_pca,2,45,20,0.19352568321409358,231465.84577565923,203961.69737196836,0.8251422215481976
2025.07.09_0.3_1,reference_SNR=-20,group_kfold,old_style_magnitude_minmax_pca,2,45,20,0.06624836016231983,249061.92208465643,216238.18330946835,0.8013775172549409
2025.07.09_0.3_1,reference_SNR=-20,group_kfold,total_power_only,3,45,20,0.2780025835569926,231132.82439459514,177736.8241106437,0.7336445257894574
2025.07.09_0.3_1,reference_SNR=-20,group_kfold,full_spectrogram_pca,3,45,20,0.4459585450932305,202471.98241438475,181262.84292192454,0.7445471188954004
2025.07.09_0.3_1,reference_SNR=-20,group_kfold,old_style_magnitude_minmax_pca,3,45,20,0.43189269223739624,205026.02532274456,173837.6134380605,0.7466061335591746
2025.06.11_0.3_2,no_noise,kfold,total_power_only,1,60,30,0.9434835775344768,60768.91887612401,36713.933123505194,0.9729527236924567
2025.06.11_0.3_2,no_noise,kfold,full_spectrogram_pca,1,60,30,0.8791661765447224,88856.34343718928,76307.80853558854,0.9649849789305578
2025.06.11_0.3_2,no_noise,kfold,old_style_magnitude_minmax_pca,1,60,30,0.8932116154664753,83532.63608709845,68297.32637246353,0.9545249956813349
2025.06.11_0.3_2,no_noise,kfold,total_power_only,2,60,30,0.8700604301734043,98632.81175860213,66540.72768603134,0.93561965273201
2025.06.11_0.3_2,no_noise,kfold,full_spectrogram_pca,2,60,30,0.8410698728030013,109082.18209134557,90612.43013314843,0.9543431095869407
2025.06.11_0.3_2,no_noise,kfold,old_style_magnitude_minmax_pca,2,60,30,0.738643705181257,139883.72342999655,122067.14636314844,0.888622490579427
2025.06.11_0.3_2,no_noise,kfold,total_power_only,3,60,30,0.9718499226944919,44079.9399626091,24784.449820643218,0.986969757977371
2025.06.11_0.3_2,no_noise,kfold,full_spectrogram_pca,3,60,30,0.8612775633033959,97853.09189631026,73886.32384242187,0.9538374371516164
2025.06.11_0.3_2,no_noise,kfold,old_style_magnitude_minmax_pca,3,60,30,0.6696485227840645,151004.30366642866,110331.59585929687,0.8209206089775181
2025.06.11_0.3_2,no_noise,group_kfold,total_power_only,1,60,30,0.8967198789066146,81023.02793862464,52230.659351625014,0.9596873247441265
2025.06.11_0.3_2,no_noise,group_kfold,full_spectrogram_pca,1,60,30,0.7899576989364498,115545.61907567216,96570.53168395834,0.9457787494856102
2025.06.11_0.3_2,no_noise,group_kfold,old_style_magnitude_minmax_pca,1,60,30,0.6487703149699637,149415.5188318292,107908.13593333334,0.8143339976430946
2025.06.11_0.3_2,no_noise,group_kfold,total_power_only,2,60,30,0.8970447746994211,88735.51659932778,68651.85359764704,0.9690732269048051
2025.06.11_0.3_2,no_noise,group_kfold,full_spectrogram_pca,2,60,30,0.7709332020428447,132359.26836445538,114505.11568489582,0.9555509534921608
2025.06.11_0.3_2,no_noise,group_kfold,old_style_magnitude_minmax_pca,2,60,30,0.7091894982336866,149134.57064402345,117645.735176875,0.8803709551142356
2025.06.11_0.3_2,no_noise,group_kfold,total_power_only,3,60,30,0.7858633149904344,120003.040374631,86037.16393115885,0.9048086716714488
2025.06.11_0.3_2,no_noise,group_kfold,full_spectrogram_pca,3,60,30,0.7540092543303103,128619.28656528764,107922.02714511719,0.9031562294616822
2025.06.11_0.3_2,no_noise,group_kfold,old_style_magnitude_minmax_pca,3,60,30,0.674014919049452,148062.66910454282,125815.33143657554,0.8955962870189331
2025.06.11_0.3_2,reference_SNR=0,kfold,total_power_only,1,60,30,0.9399513224345373,62639.156708608716,40104.64270735937,0.9707192664907157
2025.06.11_0.3_2,reference_SNR=0,kfold,full_spectrogram_pca,1,60,30,0.8637155550536455,94366.3861032315,80208.15788454686,0.9595570459024855
2025.06.11_0.3_2,reference_SNR=0,kfold,old_style_magnitude_minmax_pca,1,60,30,0.8023592037607601,113640.32733164822,92522.59602058855,0.9372261600725219
2025.06.11_0.3_2,reference_SNR=0,kfold,total_power_only,2,60,30,0.8629490523386901,101295.86630735794,65462.65051592719,0.9323554313934855
2025.06.11_0.3_2,reference_SNR=0,kfold,full_spectrogram_pca,2,60,30,0.8456636774692027,107494.13652225705,86939.8890035651,0.9556936288051667
2025.06.11_0.3_2,reference_SNR=0,kfold,old_style_magnitude_minmax_pca,2,60,30,0.8231415501094443,115070.39626419941,89108.69095939843,0.9267232472655369
2025.06.11_0.3_2,reference_SNR=0,kfold,total_power_only,3,60,30,0.9720974621591808,43885.70215520884,24538.348453455717,0.9873983807843115
2025.06.11_0.3_2,reference_SNR=0,kfold,full_spectrogram_pca,3,60,30,0.8890265899940101,87520.67612347587,65923.46941533854,0.9681465149872197
2025.06.11_0.3_2,reference_SNR=0,kfold,old_style_magnitude_minmax_pca,3,60,30,0.7520566949527315,130820.97795970431,109200.47137763021,0.8676004284024957
2025.06.11_0.3_2,reference_SNR=0,group_kfold,total_power_only,1,60,30,0.8908823142906817,83281.33403887184,58794.26551645834,0.9522240050288735
2025.06.11_0.3_2,reference_SNR=0,group_kfold,full_spectrogram_pca,1,60,30,0.7836374762759826,117271.13254372057,95573.12738708334,0.9490662268157952
2025.06.11_0.3_2,reference_SNR=0,group_kfold,old_style_magnitude_minmax_pca,1,60,30,0.7928260024620111,114753.97103378177,93132.35338666667,0.8985206584529181
2025.06.11_0.3_2,reference_SNR=0,group_kfold,total_power_only,2,60,30,0.903841970011817,85756.30574478144,64756.50696676163,0.9711424638591813
2025.06.11_0.3_2,reference_SNR=0,group_kfold,full_spectrogram_pca,2,60,30,0.8244641208666922,115866.05881752438,93196.3730090625,0.9651882977134332
2025.06.11_0.3_2,reference_SNR=0,group_kfold,old_style_magnitude_minmax_pca,2,60,30,0.7226707527748537,145636.79796146185,117829.36714138021,0.8870042007189689
2025.06.11_0.3_2,reference_SNR=0,group_kfold,total_power_only,3,60,30,0.7816778581225745,121170.13827287957,87136.56015511719,0.9016777803993975
2025.06.11_0.3_2,reference_SNR=0,group_kfold,full_spectrogram_pca,3,60,30,0.7771822171264149,122411.33548867909,102251.5486722005,0.9154556111130182
2025.06.11_0.3_2,reference_SNR=0,group_kfold,old_style_magnitude_minmax_pca,3,60,30,0.7763313426891076,122644.8389112361,90778.73085990884,0.9177920412127942
2025.06.11_0.3_2,reference_SNR=-4,kfold,total_power_only,1,60,30,0.9407940137903832,62198.08140232287,39434.768363791656,0.970894046761003
2025.06.11_0.3_2,reference_SNR=-4,kfold,full_spectrogram_pca,1,60,30,0.8593042220261412,95881.47605310091,79157.85308767187,0.9511795126556419
2025.06.11_0.3_2,reference_SNR=-4,kfold,old_style_magnitude_minmax_pca,1,60,30,0.9022344654761629,79925.81401703869,69606.3973650677,0.957122048577785
2025.06.11_0.3_2,reference_SNR=-4,kfold,total_power_only,2,60,30,0.8943373607063985,88942.92932710248,54117.044465803636,0.9461029833912713
2025.06.11_0.3_2,reference_SNR=-4,kfold,full_spectrogram_pca,2,60,30,0.8050920050065224,120799.60898283107,98310.41927439843,0.9493533146053719
2025.06.11_0.3_2,reference_SNR=-4,kfold,old_style_magnitude_minmax_pca,2,60,30,0.7910489402436444,125075.7139596601,97693.82983314844,0.929194105111464
2025.06.11_0.3_2,reference_SNR=-4,kfold,total_power_only,3,60,30,0.9281096258246659,70442.79354534602,40107.32841405338,0.9688740292470245
2025.06.11_0.3_2,reference_SNR=-4,kfold,full_spectrogram_pca,3,60,30,0.8659504252661927,96190.8846053071,70667.20168450521,0.9490768186662792
2025.06.11_0.3_2,reference_SNR=-4,kfold,old_style_magnitude_minmax_pca,3,60,30,0.8101494486485581,114474.07153232578,98556.01248825522,0.900366631323087
2025.06.11_0.3_2,reference_SNR=-4,group_kfold,total_power_only,1,60,30,0.8920098856233426,82849.92138529729,58024.72632375001,0.9530210143523221
2025.06.11_0.3_2,reference_SNR=-4,group_kfold,full_spectrogram_pca,1,60,30,0.8527304779690962,96751.239761612,78910.25238708334,0.9575795923738766
2025.06.11_0.3_2,reference_SNR=-4,group_kfold,old_style_magnitude_minmax_pca,1,60,30,0.8146614674408309,108538.28626973549,93296.35427812501,0.9113507821107046
2025.06.11_0.3_2,reference_SNR=-4,group_kfold,total_power_only,2,60,30,0.8829754265384406,94604.50523829774,74210.94433655331,0.9689837421217281
2025.06.11_0.3_2,reference_SNR=-4,group_kfold,full_spectrogram_pca,2,60,30,0.8477713724117577,107900.00166184179,86863.78308395833,0.9707245248024007
2025.06.11_0.3_2,reference_SNR=-4,group_kfold,old_style_magnitude_minmax_pca,2,60,30,0.6583866751031756,161636.9647304625,126988.70131208333,0.8869641439974554
2025.06.11_0.3_2,reference_SNR=-4,group_kfold,total_power_only,3,60,30,0.7737047008856682,123362.87380913648,91982.33020720052,0.902325671113437
2025.06.11_0.3_2,reference_SNR=-4,group_kfold,full_spectrogram_pca,3,60,30,0.8145176508367138,111685.81189119756,93550.46081324219,0.9258752742176656
2025.06.11_0.3_2,reference_SNR=-4,group_kfold,old_style_magnitude_minmax_pca,3,60,30,0.7938662536251041,117739.24863673026,88473.65977365886,0.9235897567695871
2025.06.11_0.3_2,reference_SNR=-8,kfold,total_power_only,1,60,30,0.9401878088033131,62515.690874641106,40825.062280338534,0.9703397362668359
2025.06.11_0.3_2,reference_SNR=-8,kfold,full_spectrogram_pca,1,60,30,0.8629331084751934,94636.89012130334,76803.2220878802,0.9517789604247565
2025.06.11_0.3_2,reference_SNR=-8,kfold,old_style_magnitude_minmax_pca,1,60,30,0.8691774934645612,92456.06625862286,75207.79190038021,0.9474173895255237
2025.06.11_0.3_2,reference_SNR=-8,kfold,total_power_only,2,60,30,0.9055206408105921,84104.48794510079,50916.7984329207,0.9517875853647868
2025.06.11_0.3_2,reference_SNR=-8,kfold,full_spectrogram_pca,2,60,30,0.8502949383035856,105869.03240197325,88662.19804502344,0.9577447533518556
2025.06.11_0.3_2,reference_SNR=-8,kfold,old_style_magnitude_minmax_pca,2,60,30,0.8350090377194708,111142.65812054889,96726.87931231511,0.9372779189358762
2025.06.11_0.3_2,reference_SNR=-8,kfold,total_power_only,3,60,30,0.9179810480606139,75241.64919584643,45891.355432282544,0.9678977331688535
2025.06.11_0.3_2,reference_SNR=-8,kfold,full_spectrogram_pca,3,60,30,0.8559062444144994,99729.53148098702,76732.31680575521,0.9478653604632882
2025.06.11_0.3_2,reference_SNR=-8,kfold,old_style_magnitude_minmax_pca,3,60,30,0.8198886829900108,111499.18664738472,96160.3667313802,0.9066103157328205
2025.06.11_0.3_2,reference_SNR=-8,group_kfold,total_power_only,1,60,30,0.8838113884357981,85937.33488411411,61054.424106947925,0.950947006881976
2025.06.11_0.3_2,reference_SNR=-8,group_kfold,full_spectrogram_pca,1,60,30,0.8489640260834266,97980.64639956574,77328.01501447917,0.948093194354957
2025.06.11_0.3_2,reference_SNR=-8,group_kfold,old_style_magnitude_minmax_pca,1,60,30,0.8390988318962638,101129.9281246494,90450.39500770834,0.9436092311574568
2025.06.11_0.3_2,reference_SNR=-8,group_kfold,total_power_only,2,60,30,0.9018342351720047,86646.95651251724,67754.98596675781,0.9712477004395572
2025.06.11_0.3_2,reference_SNR=-8,group_kfold,full_spectrogram_pca,2,60,30,0.819942194759435,117348.96442902074,94636.94320760417,0.957723631509101
2025.06.11_0.3_2,reference_SNR=-8,group_kfold,old_style_magnitude_minmax_pca,2,60,30,0.7280000604140209,144230.6926430756,111759.98957697916,0.9328222295477029
2025.06.11_0.3_2,reference_SNR=-8,group_kfold,total_power_only,3,60,30,0.7702673663246448,124296.25894512281,91622.81295990884,0.8894169658793405
2025.06.11_0.3_2,reference_SNR=-8,group_kfold,full_spectrogram_pca,3,60,30,0.7858920996906117,119994.97457397867,97939.58503199219,0.9058836827063689
2025.06.11_0.3_2,reference_SNR=-8,group_kfold,old_style_magnitude_minmax_pca,3,60,30,0.7837650486073904,120589.5454928129,97067.74909699218,0.9298435351160768
2025.06.11_0.3_2,reference_SNR=-12,kfold,total_power_only,1,60,30,0.9010024603080652,80427.83519571679,53341.603995859376,0.9494635976323629
2025.06.11_0.3_2,reference_SNR=-12,kfold,full_spectrogram_pca,1,60,30,0.866535042887349,93385.14644764565,71255.89694731771,0.9516825590738035
2025.06.11_0.3_2,reference_SNR=-12,kfold,old_style_magnitude_minmax_pca,1,60,30,0.8635004809305782,94440.81780647881,79368.63012433854,0.9430166896277526
2025.06.11_0.3_2,reference_SNR=-12,kfold,total_power_only,2,60,30,0.9057731674403263,83992.01452319259,52297.33156181925,0.9518718420195755
2025.06.11_0.3_2,reference_SNR=-12,kfold,full_spectrogram_pca,2,60,30,0.8472127480530933,106953.31780355611,89880.99831085677,0.9484747569931108
2025.06.11_0.3_2,reference_SNR=-12,kfold,old_style_magnitude_minmax_pca,2,60,30,0.8327973350610907,111885.11152280407,94919.32884439843,0.9504425434760928
2025.06.11_0.3_2,reference_SNR=-12,kfold,total_power_only,3,60,30,0.9129979207381087,77493.63170300177,44893.275419235666,0.9672193861168142
2025.06.11_0.3_2,reference_SNR=-12,kfold,full_spectrogram_pca,3,60,30,0.9052746648453368,80860.09992466074,64840.67459804688,0.9547290256979349
2025.06.11_0.3_2,reference_SNR=-12,kfold,old_style_magnitude_minmax_pca,3,60,30,0.8278532062520614,109006.06630665562,89250.99339783854,0.9152260808792045
2025.06.11_0.3_2,reference_SNR=-12,group_kfold,total_power_only,1,60,30,0.8766488522602638,88546.56077655191,62040.844425839576,0.9462081764961028
2025.06.11_0.3_2,reference_SNR=-12,group_kfold,full_spectrogram_pca,1,60,30,0.8403511087642406,100735.6176097587,76790.5299203125,0.9389349662640246
2025.06.11_0.3_2,reference_SNR=-12,group_kfold,old_style_magnitude_minmax_pca,1,60,30,0.8722187033627087,90122.60684942704,72740.97641916668,0.9499465980027278
2025.06.11_0.3_2,reference_SNR=-12,group_kfold,total_power_only,2,60,30,0.9227473605352594,76865.23313103101,56591.23883334961,0.9758139542017512
2025.06.11_0.3_2,reference_SNR=-12,group_kfold,full_spectrogram_pca,2,60,30,0.8506039939118324,106891.40339168794,86989.42130468752,0.9635913433087376
2025.06.11_0.3_2,reference_SNR=-12,group_kfold,old_style_magnitude_minmax_pca,2,60,30,0.7200641522849982,146319.61292072546,113890.44722979167,0.9230027387477567
2025.06.11_0.3_2,reference_SNR=-12,group_kfold,total_power_only,3,60,30,0.758962295066808,127317.8228552055,96135.14890272134,0.8776713540167513
2025.06.11_0.3_2,reference_SNR=-12,group_kfold,full_spectrogram_pca,3,60,30,0.7864623832175232,119835.06271373032,105912.51041053383,0.9075673283720794
2025.06.11_0.3_2,reference_SNR=-12,group_kfold,old_style_magnitude_minmax_pca,3,60,30,0.7844963766132428,120385.44989011939,103613.57811324215,0.911343572482194
2025.06.11_0.3_2,reference_SNR=-16,kfold,total_power_only,1,60,30,0.9110840729067361,76222.6351652303,52759.301073973955,0.9582045732982701
2025.06.11_0.3_2,reference_SNR=-16,kfold,full_spectrogram_pca,1,60,30,0.8748108734247669,90443.52558930682,66233.34131923437,0.9512424164515858
2025.06.11_0.3_2,reference_SNR=-16,kfold,old_style_magnitude_minmax_pca,1,60,30,0.8077278399850627,112086.26076498633,88786.14435360936,0.9158976071224428
2025.06.11_0.3_2,reference_SNR=-16,kfold,total_power_only,2,60,30,0.9163513442293496,79137.10971053959,51219.060929944244,0.9574742046313973
2025.06.11_0.3_2,reference_SNR=-16,kfold,full_spectrogram_pca,2,60,30,0.8628684203941548,101325.65990540253,90251.45294189845,0.9493555064412418
2025.06.11_0.3_2,reference_SNR=-16,kfold,old_style_magnitude_minmax_pca,2,60,30,0.7735318086674134,130212.98877592315,109130.20092439844,0.9348471168074185
2025.06.11_0.3_2,reference_SNR=-16,kfold,total_power_only,3,60,30,0.921419735028289,73647.48876906364,40495.9047035521,0.9692204834896834
2025.06.11_0.3_2,reference_SNR=-16,kfold,full_spectrogram_pca,3,60,30,0.9201718881703318,74229.94297710592,59489.25552471353,0.9650733637657609
2025.06.11_0.3_2,reference_SNR=-16,kfold,old_style_magnitude_minmax_pca,3,60,30,0.8373594748615975,105953.56705815133,87471.06503742187,0.915442712795501
2025.06.11_0.3_2,reference_SNR=-16,group_kfold,total_power_only,1,60,30,0.8552952394041655,95905.05740452596,72774.33959168948,0.9398061620358047
2025.06.11_0.3_2,reference_SNR=-16,group_kfold,full_spectrogram_pca,1,60,30,0.8558329657367085,95726.69881678803,77027.567100625,0.9505082470037561
2025.06.11_0.3_2,reference_SNR=-16,group_kfold,old_style_magnitude_minmax_pca,1,60,30,0.8642938019673359,92875.2384495877,75598.11922625001,0.9479770396417344
