experiment_name,role,source_wav_id,heat_flux,q_over_onb,threshold_in_1e9_units,n_peak_pass,n_training_retained_if_applied,n_strong,passing_chunk_indices
2025.06.18_0.3_3,test_description_only,index=12.434018,434018.0833,1.153321494435822,0.3,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=12.434018,434018.0833,1.153321494435822,1.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=12.434018,434018.0833,1.153321494435822,3.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=12.434018,434018.0833,1.153321494435822,10.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=12.434018,434018.0833,1.153321494435822,30.0,58,58,60,0|1|2|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=13.496023,496023.3525,1.3180888451252384,0.1,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=13.496023,496023.3525,1.3180888451252384,0.3,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=13.496023,496023.3525,1.3180888451252384,1.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=13.496023,496023.3525,1.3180888451252384,3.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=13.496023,496023.3525,1.3180888451252384,10.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=13.496023,496023.3525,1.3180888451252384,30.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=14.562158,562158.7854,1.493831329695093,0.1,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=14.562158,562158.7854,1.493831329695093,0.3,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=14.562158,562158.7854,1.493831329695093,1.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=14.562158,562158.7854,1.493831329695093,3.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=14.562158,562158.7854,1.493831329695093,10.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=14.562158,562158.7854,1.493831329695093,30.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=15.633482,633482.536,1.6833607935490238,0.1,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=15.633482,633482.536,1.6833607935490238,0.3,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=15.633482,633482.536,1.6833607935490238,1.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=15.633482,633482.536,1.6833607935490238,3.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=15.633482,633482.536,1.6833607935490238,10.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=15.633482,633482.536,1.6833607935490238,30.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=16.709792,709792.7143,1.8861407519517848,0.1,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=16.709792,709792.7143,1.8861407519517848,0.3,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=16.709792,709792.7143,1.8861407519517848,1.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=16.709792,709792.7143,1.8861407519517848,3.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=16.709792,709792.7143,1.8861407519517848,10.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=16.709792,709792.7143,1.8861407519517848,30.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=17.789500,789500.1968,2.0979484078348114,0.1,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=17.789500,789500.1968,2.0979484078348114,0.3,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=17.789500,789500.1968,2.0979484078348114,1.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=17.789500,789500.1968,2.0979484078348114,3.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=17.789500,789500.1968,2.0979484078348114,10.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=17.789500,789500.1968,2.0979484078348114,30.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=18.873637,873637.0359,2.3215262465048303,0.1,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=18.873637,873637.0359,2.3215262465048303,0.3,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=18.873637,873637.0359,2.3215262465048303,1.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=18.873637,873637.0359,2.3215262465048303,3.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=18.873637,873637.0359,2.3215262465048303,10.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=18.873637,873637.0359,2.3215262465048303,30.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.06.18_0.3_3,test_description_only,index=2.2380,2380.025286,0.0063244699363072,0.1,0,60,0,
2025.06.18_0.3_3,test_description_only,index=2.2380,2380.025286,0.0063244699363072,0.3,0,60,0,
2025.06.18_0.3_3,test_description_only,index=2.2380,2380.025286,0.0063244699363072,1.0,0,60,0,
2025.06.18_0.3_3,test_description_only,index=2.2380,2380.025286,0.0063244699363072,3.0,0,60,0,
2025.06.18_0.3_3,test_description_only,index=2.2380,2380.025286,0.0063244699363072,10.0,0,60,0,
2025.06.18_0.3_3,test_description_only,index=2.2380,2380.025286,0.0063244699363072,30.0,0,60,0,
2025.06.18_0.3_3,test_description_only,index=3.21242,21242.86319,0.0564489169071138,0.1,0,60,0,
2025.06.18_0.3_3,test_description_only,index=3.21242,21242.86319,0.0564489169071138,0.3,0,60,0,
2025.06.18_0.3_3,test_description_only,index=3.21242,21242.86319,0.0564489169071138,1.0,0,60,0,
2025.06.18_0.3_3,test_description_only,index=3.21242,21242.86319,0.0564489169071138,3.0,0,60,0,
2025.06.18_0.3_3,test_description_only,index=3.21242,21242.86319,0.0564489169071138,10.0,0,60,0,
2025.06.18_0.3_3,test_description_only,index=3.21242,21242.86319,0.0564489169071138,30.0,0,60,0,
2025.06.18_0.3_3,test_description_only,index=4.58389,58389.85471,0.1551600661013926,0.1,0,60,0,
2025.06.18_0.3_3,test_description_only,index=4.58389,58389.85471,0.1551600661013926,0.3,0,60,0,
2025.06.18_0.3_3,test_description_only,index=4.58389,58389.85471,0.1551600661013926,1.0,0,60,0,
2025.06.18_0.3_3,test_description_only,index=4.58389,58389.85471,0.1551600661013926,3.0,0,60,0,
2025.06.18_0.3_3,test_description_only,index=4.58389,58389.85471,0.1551600661013926,10.0,0,60,0,
2025.06.18_0.3_3,test_description_only,index=4.58389,58389.85471,0.1551600661013926,30.0,0,60,0,
2025.06.18_0.3_3,test_description_only,index=5.113188,113188.2901,0.3007766102697946,0.1,1,60,0,32
2025.06.18_0.3_3,test_description_only,index=5.113188,113188.2901,0.3007766102697946,0.3,1,60,0,32
2025.06.18_0.3_3,test_description_only,index=5.113188,113188.2901,0.3007766102697946,1.0,1,60,0,32
2025.06.18_0.3_3,test_description_only,index=5.113188,113188.2901,0.3007766102697946,3.0,0,60,0,
2025.06.18_0.3_3,test_description_only,index=5.113188,113188.2901,0.3007766102697946,10.0,0,60,0,
2025.06.18_0.3_3,test_description_only,index=5.113188,113188.2901,0.3007766102697946,30.0,0,60,0,
2025.06.18_0.3_3,test_description_only,index=6.146381,146381.6505,0.3889817277404722,0.1,0,60,0,
2025.06.18_0.3_3,test_description_only,index=6.146381,146381.6505,0.3889817277404722,0.3,0,60,0,
2025.06.18_0.3_3,test_description_only,index=6.146381,146381.6505,0.3889817277404722,1.0,0,60,0,
2025.06.18_0.3_3,test_description_only,index=6.146381,146381.6505,0.3889817277404722,3.0,0,60,0,
2025.06.18_0.3_3,test_description_only,index=6.146381,146381.6505,0.3889817277404722,10.0,0,60,0,
2025.06.18_0.3_3,test_description_only,index=6.146381,146381.6505,0.3889817277404722,30.0,0,60,0,
2025.06.18_0.3_3,test_description_only,index=7.184190,184190.9699,0.4894528888092794,0.1,0,60,0,
2025.06.18_0.3_3,test_description_only,index=7.184190,184190.9699,0.4894528888092794,0.3,0,60,0,
2025.06.18_0.3_3,test_description_only,index=7.184190,184190.9699,0.4894528888092794,1.0,0,60,0,
2025.06.18_0.3_3,test_description_only,index=7.184190,184190.9699,0.4894528888092794,3.0,0,60,0,
2025.06.18_0.3_3,test_description_only,index=7.184190,184190.9699,0.4894528888092794,10.0,0,60,0,
2025.06.18_0.3_3,test_description_only,index=7.184190,184190.9699,0.4894528888092794,30.0,0,60,0,
2025.06.18_0.3_3,test_description_only,index=8.225704,225704.9618,0.5997685208540621,0.1,2,60,0,13|50
2025.06.18_0.3_3,test_description_only,index=8.225704,225704.9618,0.5997685208540621,0.3,1,60,0,13
2025.06.18_0.3_3,test_description_only,index=8.225704,225704.9618,0.5997685208540621,1.0,1,60,0,13
2025.06.18_0.3_3,test_description_only,index=8.225704,225704.9618,0.5997685208540621,3.0,1,60,0,13
2025.06.18_0.3_3,test_description_only,index=8.225704,225704.9618,0.5997685208540621,10.0,0,60,0,
2025.06.18_0.3_3,test_description_only,index=8.225704,225704.9618,0.5997685208540621,30.0,0,60,0,
2025.06.18_0.3_3,test_description_only,index=9.271677,271677.6816,0.7219323843960477,0.1,13,60,2,5|9|11|14|15|16|17|20|35|37|39|40|45
2025.06.18_0.3_3,test_description_only,index=9.271677,271677.6816,0.7219323843960477,0.3,9,60,2,11|14|15|16|17|35|39|40|45
2025.06.18_0.3_3,test_description_only,index=9.271677,271677.6816,0.7219323843960477,1.0,5,60,2,11|16|39|40|45
2025.06.18_0.3_3,test_description_only,index=9.271677,271677.6816,0.7219323843960477,3.0,4,60,2,11|16|40|45
2025.06.18_0.3_3,test_description_only,index=9.271677,271677.6816,0.7219323843960477,10.0,2,60,2,11|16
2025.06.18_0.3_3,test_description_only,index=9.271677,271677.6816,0.7219323843960477,30.0,0,60,2,
2025.07.09_0.3_1,train,index=1.0,6.98060403920294e-05,1.5787175090356064e-10,0.1,1,60,0,26
2025.07.09_0.3_1,train,index=1.0,6.98060403920294e-05,1.5787175090356064e-10,0.3,1,60,0,26
2025.07.09_0.3_1,train,index=1.0,6.98060403920294e-05,1.5787175090356064e-10,1.0,0,60,0,
2025.07.09_0.3_1,train,index=1.0,6.98060403920294e-05,1.5787175090356064e-10,3.0,0,60,0,
2025.07.09_0.3_1,train,index=1.0,6.98060403920294e-05,1.5787175090356064e-10,10.0,0,60,0,
2025.07.09_0.3_1,train,index=1.0,6.98060403920294e-05,1.5787175090356064e-10,30.0,0,60,0,
2025.07.09_0.3_1,train,index=10.383287,383287.3545598079,0.8668339505252887,0.1,0,60,0,
2025.07.09_0.3_1,train,index=10.383287,383287.3545598079,0.8668339505252887,0.3,0,60,0,
2025.07.09_0.3_1,train,index=10.383287,383287.3545598079,0.8668339505252887,1.0,0,60,0,
2025.07.09_0.3_1,train,index=10.383287,383287.3545598079,0.8668339505252887,3.0,0,60,0,
2025.07.09_0.3_1,train,index=10.383287,383287.3545598079,0.8668339505252887,10.0,0,60,0,
2025.07.09_0.3_1,train,index=10.383287,383287.3545598079,0.8668339505252887,30.0,0,60,0,
2025.07.09_0.3_1,train,index=11.442169,442169.29243200656,1.0,0.1,0,0,0,
2025.07.09_0.3_1,train,index=11.442169,442169.29243200656,1.0,0.3,0,0,0,
2025.07.09_0.3_1,train,index=11.442169,442169.29243200656,1.0,1.0,0,0,0,
2025.07.09_0.3_1,train,index=11.442169,442169.29243200656,1.0,3.0,0,0,0,
2025.07.09_0.3_1,train,index=11.442169,442169.29243200656,1.0,10.0,0,0,0,
2025.07.09_0.3_1,train,index=11.442169,442169.29243200656,1.0,30.0,0,0,0,
2025.07.09_0.3_1,train,index=12.505101,505101.268930616,1.1423255245801285,0.1,0,0,0,
2025.07.09_0.3_1,train,index=12.505101,505101.268930616,1.1423255245801285,0.3,0,0,0,
2025.07.09_0.3_1,train,index=12.505101,505101.268930616,1.1423255245801285,1.0,0,0,0,
2025.07.09_0.3_1,train,index=12.505101,505101.268930616,1.1423255245801285,3.0,0,0,0,
2025.07.09_0.3_1,train,index=12.505101,505101.268930616,1.1423255245801285,10.0,0,0,0,
2025.07.09_0.3_1,train,index=12.505101,505101.268930616,1.1423255245801285,30.0,0,0,0,
2025.07.09_0.3_1,train,index=13.571694,571694.2524911674,1.2929306993408598,0.1,17,17,9,0|3|8|9|10|11|12|14|15|16|17|18|19|26|27|28|30
2025.07.09_0.3_1,train,index=13.571694,571694.2524911674,1.2929306993408598,0.3,16,16,9,0|3|8|9|10|11|12|14|15|16|17|19|26|27|28|30
2025.07.09_0.3_1,train,index=13.571694,571694.2524911674,1.2929306993408598,1.0,16,16,9,0|3|8|9|10|11|12|14|15|16|17|19|26|27|28|30
2025.07.09_0.3_1,train,index=13.571694,571694.2524911674,1.2929306993408598,3.0,12,12,9,0|3|8|10|12|14|15|16|19|26|27|30
2025.07.09_0.3_1,train,index=13.571694,571694.2524911674,1.2929306993408598,10.0,9,9,9,0|8|10|12|14|15|19|26|27
2025.07.09_0.3_1,train,index=13.571694,571694.2524911674,1.2929306993408598,30.0,2,2,9,8|19
2025.07.09_0.3_1,train,index=14.643516,643516.9402884921,1.4553632540808954,0.1,20,20,5,2|3|4|5|6|7|8|9|10|25|26|27|34|35|38|39|49|50|52|55
2025.07.09_0.3_1,train,index=14.643516,643516.9402884921,1.4553632540808954,0.3,16,16,5,2|3|4|5|6|7|8|9|10|25|26|34|35|49|50|52
2025.07.09_0.3_1,train,index=14.643516,643516.9402884921,1.4553632540808954,1.0,13,13,5,2|3|4|5|6|7|8|10|26|34|35|49|50
2025.07.09_0.3_1,train,index=14.643516,643516.9402884921,1.4553632540808954,3.0,9,9,5,2|3|4|5|7|8|35|49|50
2025.07.09_0.3_1,train,index=14.643516,643516.9402884921,1.4553632540808954,10.0,5,5,5,2|3|7|49|50
2025.07.09_0.3_1,train,index=14.643516,643516.9402884921,1.4553632540808954,30.0,4,4,5,2|3|49|50
2025.07.09_0.3_1,train,index=15.720690,720690.9057380507,1.6298981364674323,0.1,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.07.09_0.3_1,train,index=15.720690,720690.9057380507,1.6298981364674323,0.3,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.07.09_0.3_1,train,index=15.720690,720690.9057380507,1.6298981364674323,1.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.07.09_0.3_1,train,index=15.720690,720690.9057380507,1.6298981364674323,3.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.07.09_0.3_1,train,index=15.720690,720690.9057380507,1.6298981364674323,10.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.07.09_0.3_1,train,index=15.720690,720690.9057380507,1.6298981364674323,30.0,57,57,60,0|1|2|3|4|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|31|32|33|34|35|36|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.07.09_0.3_1,train,index=16.802409,802409.6877461649,1.8147114724606372,0.1,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.07.09_0.3_1,train,index=16.802409,802409.6877461649,1.8147114724606372,0.3,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.07.09_0.3_1,train,index=16.802409,802409.6877461649,1.8147114724606372,1.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.07.09_0.3_1,train,index=16.802409,802409.6877461649,1.8147114724606372,3.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.07.09_0.3_1,train,index=16.802409,802409.6877461649,1.8147114724606372,10.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.07.09_0.3_1,train,index=16.802409,802409.6877461649,1.8147114724606372,30.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.07.09_0.3_1,train,index=17.887789,887789.2369537686,2.007803916166988,0.1,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
