experiment_name,source_wav_id,chunk_index,chunk_start_seconds,chunk_duration_seconds,heat_flux,sample_filename,onb_threshold,q_over_onb,spectrum_method,spectrum_unit,peak_850_1200_psd,peak_850_1200_hz,peak_1250_1650_psd,peak_1250_1650_hz,peak_2100_2500_psd,peak_2100_2500_hz
2025.06.11_0.3_2,index=14.5.54E+05,12,12.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0012.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.161538106814156e-07,1098.193359375,1.376079827798251e-07,1335.05859375,1.0639492028204942e-06,2260.986328125
2025.06.11_0.3_2,index=14.5.54E+05,13,13.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0013.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,1.780364363610734e-07,1098.193359375,1.5720737042486196e-07,1335.05859375,7.044049205115929e-07,2239.453125
2025.06.11_0.3_2,index=14.5.54E+05,14,14.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0014.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.158034132403427e-07,1076.66015625,1.8909608330246657e-07,1313.525390625,9.598806791999627e-07,2260.986328125
2025.06.11_0.3_2,index=14.5.54E+05,15,15.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0015.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.563165013424548e-07,1098.193359375,1.505739711367937e-07,1335.05859375,1.1715454089633842e-06,2260.986328125
2025.06.11_0.3_2,index=14.5.54E+05,16,16.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0016.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.592937016876926e-07,1076.66015625,1.6109355283261127e-07,1335.05859375,1.0011577893460864e-06,2217.919921875
2025.06.11_0.3_2,index=14.5.54E+05,17,17.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0017.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.089888941300251e-07,1098.193359375,1.9094826309768233e-07,1335.05859375,1.0378073747758374e-06,2260.986328125
2025.06.11_0.3_2,index=14.5.54E+05,18,18.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0018.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,1.3587637768382075e-07,1076.66015625,1.2351318197668208e-07,1335.05859375,7.151378263091482e-07,2282.51953125
2025.06.11_0.3_2,index=14.5.54E+05,19,19.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0019.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.1216911199609638e-07,1076.66015625,1.3522833617045148e-07,1335.05859375,8.105968648978959e-07,2260.986328125
2025.06.11_0.3_2,index=14.5.54E+05,20,20.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0020.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.217715957077719e-07,1098.193359375,1.1538191730160267e-07,1335.05859375,1.1927641963641712e-06,2282.51953125
2025.06.11_0.3_2,index=14.5.54E+05,21,21.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0021.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.0985990078674663e-07,1098.193359375,1.1974251647860454e-07,1335.05859375,6.191644753342676e-07,2282.51953125
2025.06.11_0.3_2,index=14.5.54E+05,22,22.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0022.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.5921769237437586e-07,1098.193359375,1.4415500507451648e-07,1335.05859375,1.1808094641779366e-06,2282.51953125
2025.06.11_0.3_2,index=14.5.54E+05,23,23.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0023.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.486465336413786e-07,1076.66015625,1.3234178672711987e-07,1335.05859375,1.0269838548601179e-06,2282.51953125
2025.06.11_0.3_2,index=14.5.54E+05,24,24.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0024.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.2512395230966435e-07,1098.193359375,1.3915648240273469e-07,1335.05859375,9.076688366339706e-07,2282.51953125
2025.06.11_0.3_2,index=14.5.54E+05,25,25.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0025.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.0839020481693382e-07,1076.66015625,1.2375632307487247e-07,1335.05859375,1.0907520438214858e-06,2260.986328125
2025.06.11_0.3_2,index=14.5.54E+05,26,26.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0026.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.2520552114474093e-07,1098.193359375,1.6255328942192186e-07,1335.05859375,9.522620949923784e-07,2282.51953125
2025.06.11_0.3_2,index=14.5.54E+05,27,27.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0027.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,1.626240697069309e-07,1098.193359375,1.374222208985957e-07,1335.05859375,9.002693709668219e-07,2239.453125
2025.06.11_0.3_2,index=14.5.54E+05,28,28.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0028.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,1.8058716142554234e-07,1076.66015625,1.786374235489779e-07,1335.05859375,5.336864304278015e-07,2239.453125
2025.06.11_0.3_2,index=14.5.54E+05,29,29.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0029.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,1.563505254261508e-07,1098.193359375,1.1900257535174011e-07,1335.05859375,8.139454406086638e-07,2282.51953125
2025.06.11_0.3_2,index=14.5.54E+05,30,30.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0030.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,1.0339126374775393e-07,1098.193359375,8.336823469611618e-08,1335.05859375,2.8868762049708575e-07,2282.51953125
2025.06.11_0.3_2,index=14.5.54E+05,31,31.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0031.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.2506611641983234e-07,1098.193359375,1.2807424478302094e-07,1313.525390625,9.506556779432744e-07,2260.986328125
2025.06.11_0.3_2,index=14.5.54E+05,32,32.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0032.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.585453082858616e-07,1098.193359375,1.4253621658715838e-07,1335.05859375,8.771957814181254e-07,2282.51953125
2025.06.11_0.3_2,index=14.5.54E+05,33,33.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0033.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.566274875547797e-07,1098.193359375,1.5556753036647756e-07,1335.05859375,1.351213162694881e-06,2282.51953125
2025.06.11_0.3_2,index=14.5.54E+05,34,34.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0034.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.1099093450904114e-07,1076.66015625,1.4836707552e-07,1313.525390625,1.0572484085539634e-06,2282.51953125
2025.06.11_0.3_2,index=14.5.54E+05,35,35.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0035.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,1.1387415781102743e-07,1076.66015625,1.1874846434282215e-07,1313.525390625,4.68750414084834e-07,2239.453125
2025.06.11_0.3_2,index=14.5.54E+05,36,36.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0036.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,1.9757599049387422e-07,1076.66015625,1.045329599656063e-07,1335.05859375,9.691373893856265e-07,2282.51953125
2025.06.11_0.3_2,index=14.5.54E+05,37,37.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0037.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,1.2281585568858872e-07,1098.193359375,1.0715188740383162e-07,1313.525390625,6.081046120201707e-07,2282.51953125
2025.06.11_0.3_2,index=14.5.54E+05,38,38.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0038.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,1.6150130379801925e-07,1098.193359375,1.4069746541636627e-07,1335.05859375,9.765930046372681e-07,2282.51953125
2025.06.11_0.3_2,index=14.5.54E+05,39,39.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0039.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.328860865313858e-07,1098.193359375,1.2146150133348176e-07,1313.525390625,1.2198047406220589e-06,2304.052734375
2025.06.11_0.3_2,index=14.5.54E+05,40,40.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0040.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,1.531096620705594e-07,1098.193359375,1.2065268325014053e-07,1335.05859375,7.480788754990259e-07,2282.51953125
2025.06.11_0.3_2,index=14.5.54E+05,41,41.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0041.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,1.802118770648581e-07,1098.193359375,1.5945892580468682e-07,1335.05859375,1.1205056257646002e-06,2260.986328125
2025.06.11_0.3_2,index=14.5.54E+05,42,42.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0042.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,1.7056417978089823e-07,1076.66015625,1.5437592945207677e-07,1335.05859375,8.999022983462942e-07,2260.986328125
2025.06.11_0.3_2,index=14.5.54E+05,43,43.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0043.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,1.1576120899924915e-07,1098.193359375,1.0396304932784039e-07,1335.05859375,7.583953359753056e-07,2282.51953125
2025.06.11_0.3_2,index=14.5.54E+05,44,44.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0044.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.3191620762398731e-07,1098.193359375,1.480259761961892e-07,1356.591796875,9.223409702545055e-07,2282.51953125
2025.06.11_0.3_2,index=14.5.54E+05,45,45.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0045.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,1.2114464404494436e-07,1098.193359375,9.408073298136724e-08,1335.05859375,4.977793362700952e-07,2282.51953125
2025.06.11_0.3_2,index=14.5.54E+05,46,46.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0046.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.7640387222816964e-07,1098.193359375,1.3144373371055482e-07,1335.05859375,8.418352214240487e-07,2282.51953125
2025.06.11_0.3_2,index=14.5.54E+05,47,47.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0047.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,1.1632549522982623e-07,1098.193359375,8.439456626025971e-08,1335.05859375,5.477267102701909e-07,2260.986328125
2025.06.11_0.3_2,index=14.5.54E+05,48,48.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0048.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,1.37639236923155e-07,1098.193359375,8.597361280125432e-08,1356.591796875,5.410251238646028e-07,2260.986328125
2025.06.11_0.3_2,index=14.5.54E+05,49,49.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0049.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,1.6471308045047983e-07,1098.193359375,1.67495710900827e-07,1335.05859375,5.30871484537039e-07,2239.453125
2025.06.11_0.3_2,index=14.5.54E+05,50,50.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0050.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,1.780232698688607e-07,1076.66015625,1.599957939108185e-07,1335.05859375,7.656931967026857e-07,2304.052734375
2025.06.11_0.3_2,index=14.5.54E+05,51,51.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0051.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.4368734077155894e-07,1076.66015625,1.8789217564897655e-07,1335.05859375,9.127959262993421e-07,2239.453125
2025.06.11_0.3_2,index=14.5.54E+05,52,52.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0052.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,1.494283773002044e-07,1098.193359375,1.064766366718516e-07,1313.525390625,5.507381819289454e-07,2304.052734375
2025.06.11_0.3_2,index=14.5.54E+05,53,53.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0053.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,1.6435501167852792e-07,1076.66015625,1.0328044652194014e-07,1335.05859375,8.949594565570839e-07,2282.51953125
2025.06.11_0.3_2,index=14.5.54E+05,54,54.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0054.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,1.9242936652519152e-07,1076.66015625,9.586453757718436e-08,1335.05859375,6.16813734586879e-07,2282.51953125
2025.06.11_0.3_2,index=14.5.54E+05,55,55.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0055.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,1.0563932354105991e-07,1076.66015625,7.244856457783163e-08,1335.05859375,4.589091300085763e-07,2282.51953125
2025.06.11_0.3_2,index=14.5.54E+05,56,56.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0056.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,1.0902621892657651e-07,1076.66015625,9.967872253691382e-08,1335.05859375,6.801521945126683e-07,2239.453125
2025.06.11_0.3_2,index=14.5.54E+05,57,57.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0057.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,1.692701839468272e-07,1098.193359375,1.0855025140048814e-07,1313.525390625,9.349718091757058e-07,2282.51953125
2025.06.11_0.3_2,index=14.5.54E+05,58,58.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0058.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,1.0604823206867394e-07,1076.66015625,9.243017740560846e-08,1335.05859375,3.8115699282831664e-07,2282.51953125
2025.06.11_0.3_2,index=14.5.54E+05,59,59.0,1,554196.3218,554196.3218_src-index=14.5.54E+05_chunk-0059.npy,368978.105,1.501976172271794,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,8.469752819812645e-08,1098.193359375,7.919904847412057e-08,1335.05859375,5.484208841258546e-07,2260.986328125
2025.06.11_0.3_2,index=15.6.24E+05,0,0.0,1,624442.5514,624442.5514_src-index=15.6.24E+05_chunk-0000.npy,368978.105,1.6923566546042077,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.0673591213797704e-07,1076.66015625,9.668601322428363e-08,1335.05859375,1.7144280384154255e-06,2282.51953125
2025.06.11_0.3_2,index=15.6.24E+05,1,1.0,1,624442.5514,624442.5514_src-index=15.6.24E+05_chunk-0001.npy,368978.105,1.6923566546042077,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,3.98030899875603e-07,1098.193359375,2.824160604193343e-07,1313.525390625,2.4114080837862644e-06,2282.51953125
2025.06.11_0.3_2,index=15.6.24E+05,2,2.0,1,624442.5514,624442.5514_src-index=15.6.24E+05_chunk-0002.npy,368978.105,1.6923566546042077,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.4994121502807315e-07,1076.66015625,1.4709999797479196e-07,1313.525390625,1.5633767220236936e-06,2260.986328125
2025.06.11_0.3_2,index=15.6.24E+05,3,3.0,1,624442.5514,624442.5514_src-index=15.6.24E+05_chunk-0003.npy,368978.105,1.6923566546042077,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,3.788030107500573e-07,1098.193359375,2.708950408414904e-07,1313.525390625,2.362342001322649e-06,2260.986328125
2025.06.11_0.3_2,index=15.6.24E+05,4,4.0,1,624442.5514,624442.5514_src-index=15.6.24E+05_chunk-0004.npy,368978.105,1.6923566546042077,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.916842707130851e-07,1098.193359375,1.482385520499715e-07,1335.05859375,1.7664857290187075e-06,2282.51953125
2025.06.11_0.3_2,index=15.6.24E+05,5,5.0,1,624442.5514,624442.5514_src-index=15.6.24E+05_chunk-0005.npy,368978.105,1.6923566546042077,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.7578809306351723e-07,1076.66015625,1.586611364006691e-07,1335.05859375,1.6107937288421083e-06,2282.51953125
2025.06.11_0.3_2,index=15.6.24E+05,6,6.0,1,624442.5514,624442.5514_src-index=15.6.24E+05_chunk-0006.npy,368978.105,1.6923566546042077,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,3.610920113750347e-07,1076.66015625,2.284745514115467e-07,1313.525390625,2.0502205124564095e-06,2260.986328125
2025.06.11_0.3_2,index=15.6.24E+05,7,7.0,1,624442.5514,624442.5514_src-index=15.6.24E+05_chunk-0007.npy,368978.105,1.6923566546042077,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.117661660185461e-07,1076.66015625,1.4442531024670487e-07,1335.05859375,1.3635568915422203e-06,2260.986328125
2025.06.11_0.3_2,index=15.6.24E+05,8,8.0,1,624442.5514,624442.5514_src-index=15.6.24E+05_chunk-0008.npy,368978.105,1.6923566546042077,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.0350147377881417e-07,1098.193359375,1.7522609945938316e-07,1335.05859375,1.3695903963159823e-06,2260.986328125
2025.06.11_0.3_2,index=15.6.24E+05,9,9.0,1,624442.5514,624442.5514_src-index=15.6.24E+05_chunk-0009.npy,368978.105,1.6923566546042077,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.597744847984263e-07,1055.126953125,1.7679134625773764e-07,1313.525390625,1.6477411366960036e-06,2260.986328125
2025.06.11_0.3_2,index=15.6.24E+05,10,10.0,1,624442.5514,624442.5514_src-index=15.6.24E+05_chunk-0010.npy,368978.105,1.6923566546042077,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,3.921346397664101e-07,1076.66015625,2.459169326279792e-07,1313.525390625,1.9996003814402986e-06,2260.986328125
2025.06.11_0.3_2,index=15.6.24E+05,11,11.0,1,624442.5514,624442.5514_src-index=15.6.24E+05_chunk-0011.npy,368978.105,1.6923566546042077,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.638213000174539e-07,1076.66015625,1.935125440343846e-07,1313.525390625,1.6504137954959417e-06,2239.453125
2025.06.11_0.3_2,index=15.6.24E+05,12,12.0,1,624442.5514,624442.5514_src-index=15.6.24E+05_chunk-0012.npy,368978.105,1.6923566546042077,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,3.8826119771791835e-07,1076.66015625,2.6744664003679857e-07,1313.525390625,2.8218833158099153e-06,2282.51953125
2025.06.11_0.3_2,index=15.6.24E+05,13,13.0,1,624442.5514,624442.5514_src-index=15.6.24E+05_chunk-0013.npy,368978.105,1.6923566546042077,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,1.691010457124051e-07,1098.193359375,1.217388987697914e-07,1335.05859375,9.629329585237461e-07,2282.51953125
2025.06.11_0.3_2,index=15.6.24E+05,14,14.0,1,624442.5514,624442.5514_src-index=15.6.24E+05_chunk-0014.npy,368978.105,1.6923566546042077,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.7399282515274197e-07,1076.66015625,1.924908784468934e-07,1335.05859375,1.9881693537508663e-06,2260.986328125
2025.06.11_0.3_2,index=15.6.24E+05,15,15.0,1,624442.5514,624442.5514_src-index=15.6.24E+05_chunk-0015.npy,368978.105,1.6923566546042077,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.8531396910022486e-07,1076.66015625,1.9043611229371374e-07,1335.05859375,1.4458382229322493e-06,2260.986328125
2025.06.11_0.3_2,index=15.6.24E+05,16,16.0,1,624442.5514,624442.5514_src-index=15.6.24E+05_chunk-0016.npy,368978.105,1.6923566546042077,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.158182233431719e-07,1098.193359375,1.7323256710940057e-07,1335.05859375,1.4323132235264948e-06,2282.51953125
2025.06.11_0.3_2,index=15.6.24E+05,17,17.0,1,624442.5514,624442.5514_src-index=15.6.24E+05_chunk-0017.npy,368978.105,1.6923566546042077,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.6847203951290413e-07,1098.193359375,1.8660779191866365e-07,1313.525390625,1.370580260801574e-06,2304.052734375
2025.06.11_0.3_2,index=15.6.24E+05,18,18.0,1,624442.5514,624442.5514_src-index=15.6.24E+05_chunk-0018.npy,368978.105,1.6923566546042077,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.574145520282934e-07,1076.66015625,1.5593111999396672e-07,1313.525390625,1.777663978838419e-06,2282.51953125
2025.06.11_0.3_2,index=15.6.24E+05,19,19.0,1,624442.5514,624442.5514_src-index=15.6.24E+05_chunk-0019.npy,368978.105,1.6923566546042077,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.9874959617470877e-07,1076.66015625,1.6967105857711956e-07,1313.525390625,1.4035634751219257e-06,2239.453125
2025.06.11_0.3_2,index=15.6.24E+05,20,20.0,1,624442.5514,624442.5514_src-index=15.6.24E+05_chunk-0020.npy,368978.105,1.6923566546042077,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.000839960000343e-07,1076.66015625,1.7377712710977284e-07,1335.05859375,1.9141679873574575e-06,2282.51953125
2025.06.11_0.3_2,index=15.6.24E+05,21,21.0,1,624442.5514,624442.5514_src-index=15.6.24E+05_chunk-0021.npy,368978.105,1.6923566546042077,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.8421258763204433e-07,1098.193359375,2.0872659866161093e-07,1335.05859375,1.3635518812789697e-06,2239.453125
2025.06.11_0.3_2,index=15.6.24E+05,22,22.0,1,624442.5514,624442.5514_src-index=15.6.24E+05_chunk-0022.npy,368978.105,1.6923566546042077,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.4467708117260307e-07,1098.193359375,1.683881123783615e-07,1335.05859375,1.056067872143902e-06,2260.986328125
2025.06.11_0.3_2,index=15.6.24E+05,23,23.0,1,624442.5514,624442.5514_src-index=15.6.24E+05_chunk-0023.npy,368978.105,1.6923566546042077,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.1005505134950592e-07,1076.66015625,1.869223884261412e-07,1335.05859375,1.4531285476542936e-06,2260.986328125
2025.06.11_0.3_2,index=15.6.24E+05,24,24.0,1,624442.5514,624442.5514_src-index=15.6.24E+05_chunk-0024.npy,368978.105,1.6923566546042077,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.417073213491094e-07,1098.193359375,2.2193293638562587e-07,1335.05859375,1.4756331111405798e-06,2260.986328125
2025.06.11_0.3_2,index=15.6.24E+05,25,25.0,1,624442.5514,624442.5514_src-index=15.6.24E+05_chunk-0025.npy,368978.105,1.6923566546042077,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.5678353270831235e-07,1098.193359375,2.3103401110743318e-07,1335.05859375,1.4041889464364608e-06,2304.052734375
2025.06.11_0.3_2,index=15.6.24E+05,26,26.0,1,624442.5514,624442.5514_src-index=15.6.24E+05_chunk-0026.npy,368978.105,1.6923566546042077,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,3.1905481245599063e-07,1098.193359375,2.1015462194106464e-07,1335.05859375,1.3340833061994954e-06,2239.453125
2025.06.11_0.3_2,index=15.6.24E+05,27,27.0,1,624442.5514,624442.5514_src-index=15.6.24E+05_chunk-0027.npy,368978.105,1.6923566546042077,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.2739144023688455e-07,1076.66015625,1.7765437169423168e-07,1335.05859375,1.0573954234066212e-06,2282.51953125
2025.06.11_0.3_2,index=15.6.24E+05,28,28.0,1,624442.5514,624442.5514_src-index=15.6.24E+05_chunk-0028.npy,368978.105,1.6923566546042077,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,3.440990440139596e-07,1098.193359375,2.444166763277042e-07,1335.05859375,1.5755426865372476e-06,2282.51953125
2025.06.11_0.3_2,index=15.6.24E+05,29,29.0,1,624442.5514,624442.5514_src-index=15.6.24E+05_chunk-0029.npy,368978.105,1.6923566546042077,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,4.221788527317039e-07,1098.193359375,2.2690687727510467e-07,1313.525390625,1.9348340046208914e-06,2304.052734375
2025.06.11_0.3_2,index=15.6.24E+05,30,30.0,1,624442.5514,624442.5514_src-index=15.6.24E+05_chunk-0030.npy,368978.105,1.6923566546042077,welch_hann_2048_overlap_1024_fs_44100,digital_amplitude_squared_per_hz,2.5902960878663173e-07,1098.193359375,2.643200644300715e-07,1335.05859375,1.2768715754056662e-06,2217.919921875
