run,experiment,maxfreq,snr,fold,model,evaluation_unit,aggregation,group,axis,low,high,unit,low_index,high_index,n_chunks,n_samples,n_source_wavs,n_onb_samples,base_r2,masked_r2,r2_drop,base_rmse_all,masked_rmse_all,rmse_all_increase,base_mae_all,masked_mae_all,mae_all_increase,base_rmse_onb,masked_rmse_onb,rmse_onb_increase,base_recall,masked_recall,recall_drop,base_f1,masked_f1,f1_drop,base_false_negatives,masked_false_negatives,false_negative_increase,source_csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,-20,fold1,rf,source_wav,median,freq_2000_5000Hz,frequency,2000.0,5000.0,Hz,20,51,360,6,6,1,0.9681824501281876,0.5236199409500187,0.4445625091781687,44971.09546792925,174011.07381654222,129039.97834861296,39024.17631416666,144602.33540895834,105578.15909479168,6843.542499999981,67301.49562499998,60457.953125,0.6666666666666666,0.6666666666666666,0.0,0.8,0.8,0.0,1,1,0,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/rf/group_mask_performance.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,-20,fold1,rf,source_wav,median,time_4,time,0.75,1.0,s,168,224,360,6,6,1,0.9681824501281876,0.9461582988412076,0.0220241512869799,44971.09546792925,58500.48770251634,13529.392234587096,39024.17631416666,52041.74491416668,13017.56860000002,6843.542499999981,10435.77687499998,3592.234375,0.6666666666666666,0.6666666666666666,0.0,0.8,0.8,0.0,1,1,0,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/rf/group_mask_performance.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,-20,fold2,rf,source_wav,median,freq_2000_5000Hz,frequency,2000.0,5000.0,Hz,20,51,360,6,6,0,0.8980128547330449,0.3113290371839763,0.5866838175490686,88317.34466264739,229498.1406023281,141180.79593968063,69809.13087916667,182146.78843125,112337.65755208336,,,,1.0,0.6666666666666666,0.3333333333333333,1.0,0.8,0.1999999999999999,0,1,1,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/rf/group_mask_performance.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,-20,fold2,rf,source_wav,median,time_1,time,0.0,0.25,s,0,56,360,6,6,0,0.8980128547330449,0.8900639583082164,0.0079488964248285,88317.34466264739,91694.50984165118,3377.1651790037868,69809.13087916667,79649.90822291667,9840.77734375,,,,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/rf/group_mask_performance.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,-20,fold3,rf,source_wav,median,freq_2000_5000Hz,frequency,2000.0,5000.0,Hz,20,51,360,6,6,0,0.8940643937243669,0.5823092363567572,0.3117551573676096,84404.90589474591,167600.05149089536,83195.14559614945,68627.99265782548,146182.67301407547,77554.68035624998,,,,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/rf/group_mask_performance.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,-20,fold3,rf,source_wav,median,time_1,time,0.0,0.25,s,0,56,360,6,6,0,0.8940643937243669,0.8823591587348852,0.0117052349894816,84404.90589474591,88945.86695971343,4540.961064967516,68627.99265782548,77278.22639949217,8650.233741666685,,,,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/rf/group_mask_performance.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold1,alexnet,source_wav,median,freq_1000_2000Hz,frequency,1000.0,2000.0,Hz,10,20,360,6,6,1,0.9176512784107826,-44.18795426055593,45.10560553896671,72348.3333223919,1694772.624741429,1622424.2914190372,63451.9184086198,1651442.48776,1587990.5693513802,20110.80812499998,1925570.895,1905460.086875,0.6666666666666666,1.0,-0.3333333333333333,0.8,0.6666666666666666,0.1333333333333334,1,0,-1,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/group_mask_performance.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold1,alexnet,source_wav,median,time_2,time,0.25,0.5,s,56,112,360,6,6,1,0.9176512784107826,-11.407939860227684,12.325591138638464,72348.3333223919,888075.6042547852,815727.2709323934,63451.9184086198,881326.0710933333,817874.1526847135,20110.80812499998,1015433.9575,995323.149375,0.6666666666666666,1.0,-0.3333333333333333,0.8,0.6666666666666666,0.1333333333333334,1,0,-1,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/group_mask_performance.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold2,alexnet,source_wav,median,freq_1000_2000Hz,frequency,1000.0,2000.0,Hz,10,20,360,6,6,0,0.8732471521255273,-39.50193943245504,40.37518658458057,98458.2581438175,1759994.0325442944,1661535.7744004768,81432.29860364583,1669014.5890916667,1587582.290488021,,,,1.0,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0,0,0,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/group_mask_performance.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold2,alexnet,source_wav,median,time_2,time,0.25,0.5,s,56,112,360,6,6,0,0.8732471521255273,-18.480315704182026,19.353562856307548,98458.2581438175,1220594.1405900698,1122135.8824462525,81432.29860364583,1176463.0995083333,1095030.8009046875,,,,1.0,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0,0,0,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/group_mask_performance.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold3,alexnet,source_wav,median,freq_2000_5000Hz,frequency,2000.0,5000.0,Hz,20,51,360,6,6,0,0.8648875151319002,-7.869460486092571,8.734348001224472,95322.28675379502,772316.5001498949,676994.2133960999,58065.64779949215,764108.8210369922,706043.1732375001,,,,1.0,1.0,0.0,1.0,0.5,0.5,0,0,0,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/alexnet/group_mask_performance.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold3,alexnet,source_wav,median,time_2,time,0.25,0.5,s,56,112,360,6,6,0,0.8648875151319002,-3.030138018180965,3.8950255333128654,95322.28675379502,520603.006115875,425280.71936208,58065.64779949215,503733.6856203256,445668.0378208334,,,,1.0,1.0,0.0,1.0,0.5,0.5,0,0,0,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/alexnet/group_mask_performance.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold1,cnntf_v2_gap,source_wav,median,freq_15000_22000Hz,frequency,15000.0,22000.0,Hz,153,224,360,6,6,1,0.987879360440707,-1.2611383774844191,2.249017737925126,27756.382795238776,379108.6299030691,351352.2471078304,20332.43333916666,346266.8069889421,325934.3736497754,4881.901874999981,371945.3490795898,367063.4472045898,0.6666666666666666,0.0,0.6666666666666666,0.8,0.0,0.8,1,3,2,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/group_mask_performance.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold1,cnntf_v2_gap,source_wav,median,time_3,time,0.5,0.75,s,112,168,360,6,6,1,0.987879360440707,0.5558203782332672,0.4320589822074397,27756.382795238776,168027.13216997474,140270.74937473595,20332.43333916666,127214.92197041668,106882.48863125002,4881.901874999981,45042.13624999998,40160.234375,0.6666666666666666,0.6666666666666666,0.0,0.8,0.8,0.0,1,1,0,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/group_mask_performance.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold2,cnntf_v2_gap,source_wav,median,freq_2000_5000Hz,frequency,2000.0,5000.0,Hz,20,51,360,6,6,0,0.978753857083286,-0.9645682172777637,1.943322074361049,40310.049793355945,387620.5935517639,347310.54375840793,30637.4366625,336494.6959083333,305857.2592458333,,,,1.0,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0,0,0,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/cnntf_v2_gap/group_mask_performance.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold2,cnntf_v2_gap,source_wav,median,time_3,time,0.5,0.75,s,112,168,360,6,6,0,0.978753857083286,0.5700144106075001,0.4087394464757858,40310.049793355945,181342.76603035943,141032.71623700348,30637.4366625,144538.7260625,113901.2894,,,,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/cnntf_v2_gap/group_mask_performance.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold3,cnntf_v2_gap,source_wav,median,freq_2000_5000Hz,frequency,2000.0,5000.0,Hz,20,51,360,6,6,0,0.8687208619707254,-0.704786223300615,1.5735070852713404,93960.33792718864,338595.8846695422,244635.54674235356,60189.371380742174,283182.6801203255,222993.3087395833,,,,1.0,1.0,0.0,1.0,0.5,0.5,0,0,0,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/cnntf_v2_gap/group_mask_performance.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold3,cnntf_v2_gap,source_wav,median,time_2,time,0.25,0.5,s,56,112,360,6,6,0,0.8687208619707254,0.486926733221829,0.3817941287488964,93960.33792718864,185753.24319656653,91792.90526937788,60189.371380742174,165489.59879532547,105300.22741458328,,,,1.0,0.5,0.5,1.0,0.6666666666666666,0.3333333333333333,0,1,1,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/cnntf_v2_gap/group_mask_performance.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold1,rf,source_wav,median,freq_2000_5000Hz,frequency,2000.0,5000.0,Hz,20,51,360,6,6,1,0.9668935042971254,0.5543184715883704,0.4125750327087549,45872.95392380999,168310.96790495623,122438.01398114624,42786.991574583335,133407.09061729166,90620.09904270832,32826.16062500002,75349.69874999998,42523.53812499996,1.0,0.6666666666666666,0.3333333333333333,1.0,0.8,0.1999999999999999,0,1,1,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/rf/group_mask_performance.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold1,rf,source_wav,median,time_2,time,0.25,0.5,s,56,112,360,6,6,1,0.9668935042971254,0.9512043863384548,0.0156891179586705,45872.95392380999,55691.7021972815,9818.748273471509,42786.991574583335,49348.85470062501,6561.863126041673,32826.16062500002,30735.22312500002,-2090.9375,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/rf/group_mask_performance.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold2,rf,source_wav,median,freq_2000_5000Hz,frequency,2000.0,5000.0,Hz,20,51,360,6,6,0,0.8769166661631574,0.32687859026729,0.5500380758958674,97022.60050479804,226892.4201099024,129869.81960510436,74051.43271822917,178169.62957708337,104118.1968588542,,,,1.0,0.6666666666666666,0.3333333333333333,1.0,0.8,0.1999999999999999,0,1,1,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/rf/group_mask_performance.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold2,rf,source_wav,median,time_1,time,0.0,0.25,s,0,56,360,6,6,0,0.8769166661631574,0.901047643108526,-0.0241309769453687,97022.60050479804,86993.41039777592,-10029.19010702212,74051.43271822917,74454.12957708334,402.696858854164,,,,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/rf/group_mask_performance.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold3,rf,source_wav,median,freq_2000_5000Hz,frequency,2000.0,5000.0,Hz,20,51,360,6,6,0,0.893344524624532,0.5711288095410414,0.3222157150834905,84691.20062069142,169828.33370185806,85137.13308116664,67746.45442240883,147497.50895157547,79751.05452916663,,,,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/rf/group_mask_performance.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,fold3,rf,source_wav,median,time_1,time,0.0,0.25,s,0,56,360,6,6,0,0.893344524624532,0.792418492192442,0.1009260324320899,84691.20062069142,118151.9905897362,33460.78996904478,67746.45442240883,101167.37483699218,33420.92041458335,,,,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/rf/group_mask_performance.csv
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,fold1,alexnet,source_wav,median,freq_1000_2000Hz,frequency,1000.0,2000.0,Hz,10,20,360,6,6,1,0.9844628733171068,-19.24352360360323,20.227986476920336,31425.735689064742,1134339.758368609,1102914.0226795443,28201.687939869804,1106289.909635,1078088.2216951302,7594.073749999981,1338750.4575,1331156.38375,0.6666666666666666,1.0,-0.3333333333333333,0.8,0.6666666666666666,0.1333333333333334,1,0,-1,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/14_selected_log_architecture/maxfreq=22kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/group_mask_performance.csv
