maxfreq,model,count,median,min,max
maxfreq=22kHz,alexnet,45,972.0624561551816,0.6894326491734701,167737472.8469259
maxfreq=22kHz,cnntf_v2_gap,45,2490.549634985984,1.6106318290549753,458866.8798206275
maxfreq=3kHz,alexnet,45,2075.9765872424737,2.992948981119076,6773459.602906187
maxfreq=3kHz,cnntf_v2_gap,45,2369.3113653477885,0.0446467883366154,4698031.102714193
