seed,snr,model_key,model,r2_mean_matched,rmse_all_mean_matched,mae_all_mean_matched,r2_high_mean_matched,rmse_high_mean_matched,mae_high_mean_matched,rmse_onb_mean_matched,mae_onb_mean_matched,roc_auc_cont_mean_matched,pr_auc_cont_mean_matched,accuracy_mean_matched,precision_mean_matched,recall_mean_matched,f1_mean_matched,r2_mean_clean_only,rmse_all_mean_clean_only,mae_all_mean_clean_only,r2_high_mean_clean_only,rmse_high_mean_clean_only,mae_high_mean_clean_only,rmse_onb_mean_clean_only,mae_onb_mean_clean_only,roc_auc_cont_mean_clean_only,pr_auc_cont_mean_clean_only,accuracy_mean_clean_only,precision_mean_clean_only,recall_mean_clean_only,f1_mean_clean_only,delta_rmse_all_mean_matched_minus_clean_only,delta_rmse_onb_mean_matched_minus_clean_only,delta_r2_mean_matched_minus_clean_only,delta_recall_mean_matched_minus_clean_only,delta_f1_mean_matched_minus_clean_only,relative_rmse_matched_vs_clean_only
43,-4,conformer,Conformer,0.867299,99197.655213,80936.855447,0.843543,76144.364887,57002.601821,112667.095169,102871.842148,0.951986,0.969776,0.887037,1.0,0.796667,0.886827,0.691759,151185.245967,115091.369746,0.912473,56952.31224,47289.324643,32637.741114,27849.314233,0.886045,0.930165,0.624074,0.597782,0.988333,0.744975,-51987.59075399999,80029.35405499999,0.17554000000000003,-0.191666,0.14185199999999998,-0.34386682656419787
43,-4,alexnet,AlexNet,0.858557,102413.060922,80020.412874,0.852671,73889.861025,62453.31413,77050.386923,73653.877566,0.934813,0.959647,0.875,1.0,0.775,0.873239,0.766795,131502.307275,100126.383837,0.908236,58314.441451,48856.220788,15507.583388,12718.077136,0.929903,0.958872,0.834259,0.834658,0.875,0.854353,-29089.246352999995,61542.803535,0.09176200000000001,-0.09999999999999998,0.01888599999999996,-0.22120711762241585
43,-4,ensemble__simple_equal,Equal ensemble,0.89186,89548.432189,74703.636998,0.839279,77175.064344,59827.354149,109875.327445,103746.952762,0.953535,0.971261,0.892593,1.0,0.806667,0.892989,0.846686,106624.077771,78626.923593,0.934646,49212.695282,40878.270886,44870.105001,43135.536773,0.943122,0.966441,0.907407,0.998008,0.835,0.909256,-17075.645581999997,65005.222444,0.045173999999999936,-0.02833299999999994,-0.01626699999999992,-0.16014811981468124
43,-4,ensemble__inner_holdout,Inner-holdout ensemble,0.885143,92287.455326,77088.47076,0.841715,76588.032472,58427.245414,111564.43466,104205.469172,0.954184,0.971467,0.888889,1.0,0.8,0.888889,0.7852,126206.467152,94005.166149,0.933916,49486.694381,41446.908226,15291.273658,12828.496446,0.938153,0.963257,0.882407,0.926126,0.856667,0.890043,-33919.011826,96273.161002,0.099943,-0.05666699999999991,-0.0011539999999999884,-0.26875811193691657
43,-8,randomforest,RandomForest,0.876082,95858.604684,80059.15332,0.697252,105920.89751,85242.115558,149637.039035,142361.638249,0.940286,0.947607,0.905556,0.996016,0.833333,0.907441,0.876304,95772.680024,80034.145817,0.697285,105915.133627,85392.871831,153329.798584,147327.667676,0.932278,0.940257,0.906481,0.996024,0.835,0.908432,85.92466000000422,-3692.7595490000094,-0.00022199999999994446,-0.001666999999999974,-0.0009909999999999641,0.0008971729722764277
43,-8,conformer,Conformer,0.873489,96856.247559,76346.396769,0.886546,64841.090198,45472.609254,99219.889154,88874.952766,0.961597,0.974715,0.9,0.997976,0.821667,0.90128,0.571361,178283.039176,136785.587542,0.900581,60698.119908,50828.193967,74115.567397,71907.684025,0.880712,0.92752,0.555556,0.555556,1.0,0.714286,-81426.791617,25104.321756999998,0.30212799999999995,-0.17833299999999996,0.186994,-0.4567276393387928
43,-8,alexnet,AlexNet,0.758075,133938.327342,114968.94613,0.764816,93356.589554,85366.045849,79650.025994,59387.278292,0.924156,0.951937,0.856481,0.917448,0.815,0.863195,0.775995,128882.262621,95631.819724,0.941781,46448.482737,38969.341765,15627.029313,11929.910342,0.934264,0.962364,0.87963,0.89966,0.881667,0.890572,5056.0647210000025,64022.996681,-0.017919999999999936,-0.06666700000000003,-0.027376999999999985,0.0392301051997217
43,-8,ensemble__simple_equal,Equal ensemble,0.86231,101045.031299,87772.447522,0.81935,81820.072988,68300.524485,103644.670694,95559.450726,0.949927,0.968889,0.900926,0.99798,0.823333,0.902283,0.828377,112811.283768,81614.611169,0.951424,42427.906944,34785.78696,33347.96183,31638.728202,0.94459,0.967522,0.912963,0.996078,0.846667,0.915315,-11766.252469,70296.708864,0.03393299999999999,-0.023333999999999966,-0.013032000000000044,-0.10430031532304584
43,-8,ensemble__inner_holdout,Inner-holdout ensemble,0.868905,98595.375296,82192.015064,0.8568,72847.011245,56609.532784,100270.95355,91199.211638,0.955896,0.971868,0.899074,0.997972,0.82,0.900274,0.751817,135659.398471,99066.658552,0.953818,41369.094621,34370.490976,18801.101372,14076.705438,0.94059,0.96525,0.713889,0.668208,0.963333,0.789078,-37064.023174999995,81469.852178,0.11708800000000008,-0.14333300000000004,0.11119600000000007,-0.27321382515877213
43,-12,randomforest,RandomForest,0.873388,96895.230298,80925.297335,0.690889,107028.088273,86040.032857,154667.567131,148888.362598,0.927658,0.956929,0.906481,0.996024,0.835,0.908432,0.876475,95706.361835,79991.573316,0.698207,105753.637831,85202.871759,153598.770056,147305.985711,0.93467,0.942477,0.908333,0.99604,0.838333,0.910407,1188.8684629999916,1068.7970749999804,-0.003086999999999951,-0.0033330000000000304,-0.001974999999999949,0.012422042173639625
43,-12,conformer,Conformer,0.857574,102768.356578,80524.226974,0.869204,69620.502618,48995.193079,106592.883855,94526.872297,0.956872,0.971917,0.891667,0.993865,0.81,0.892562,0.355051,218688.929127,172551.50598,0.84166,76601.24151,66424.274396,132383.812122,131034.424129,0.871118,0.923089,0.555556,0.555556,1.0,0.714286,-115920.572549,-25790.92826700001,0.5025229999999999,-0.18999999999999995,0.178276,-0.5300706030787733
43,-12,alexnet,AlexNet,0.814207,117376.007014,106364.977042,0.679326,109011.596702,98184.653907,96227.732962,88177.158165,0.949733,0.9684,0.888889,0.997925,0.801667,0.889094,0.730419,141386.861377,101084.048781,0.969144,33815.005209,28256.286803,24269.776582,20014.071062,0.92112,0.954301,0.59537,0.579824,0.986667,0.730413,-24010.85436299999,71957.95637999999,0.08378799999999997,-0.18499999999999994,0.15868100000000007,-0.16982380207858505
43,-12,ensemble__simple_equal,Equal ensemble,0.86783,98998.782263,86751.159039,0.784118,89443.440451,73674.492345,116597.530622,109908.632714,0.95591,0.971961,0.898148,0.997967,0.818333,0.899267,0.780445,127595.55076,90119.583292,0.968212,34321.728313,27065.335106,25344.274712,16119.40229,0.936903,0.963863,0.863889,0.871921,0.885,0.878412,-28596.768496999997,91253.25591,0.08738499999999993,-0.06666700000000003,0.020855000000000068,-0.2241204205528209
43,-12,ensemble__inner_holdout,Inner-holdout ensemble,0.869221,98476.525469,84675.272969,0.809188,84089.760179,67257.78393,113850.282379,106572.755622,0.956708,0.972326,0.897222,0.997963,0.816667,0.898258,0.667194,157093.957664,112395.426067,0.968157,34351.414596,28246.139908,49661.174548,47045.828825,0.932003,0.960889,0.555556,0.555556,1.0,0.714286,-58617.43219499999,64189.107830999994,0.20202700000000007,-0.18333299999999997,0.18397200000000002,-0.37313613500255516
43,-16,randomforest,RandomForest,0.872399,97272.722585,81097.933997,0.684872,108064.750718,87034.234296,158144.218452,152638.702702,0.917589,0.95374,0.906481,0.996024,0.835,0.908432,0.878485,94924.872554,79519.136696,0.717659,102288.675846,82987.072743,141774.381554,135448.873017,0.92567,0.953131,0.911111,0.996063,0.843333,0.913357,2347.8500309999945,16369.836898000009,-0.006085999999999925,-0.008333000000000035,-0.004924999999999957,0.02473377069497107
43,-16,conformer,Conformer,0.884754,92443.668752,68614.381883,0.903736,59727.189689,46067.815488,75120.361186,71275.54443,0.953215,0.9706,0.894444,0.997951,0.811667,0.895221,0.025773,268778.371868,218242.636499,0.699337,105555.542482,91810.52782,201416.47915,200402.44965,0.851901,0.911023,0.555556,0.555556,1.0,0.714286,-176334.70311600002,-126296.117964,0.858981,-0.18833299999999997,0.18093500000000007,-0.6560598678029046
43,-16,alexnet,AlexNet,0.905986,83495.21867,65836.678746,0.821667,81293.618145,56539.757749,140305.297706,134197.949051,0.943312,0.96647,0.887963,0.997921,0.8,0.888067,0.589361,174499.45861,127314.592692,0.95474,40954.193441,33730.872092,69968.519754,68498.985588,0.901531,0.942829,0.555556,0.555556,1.0,0.714286,-91004.23994,70336.77795200002,0.31662499999999993,-0.19999999999999996,0.17378100000000007,-0.5215158870113814
43,-16,ensemble__simple_equal,Equal ensemble,0.901798,85334.494768,69615.433315,0.829597,79465.52771,60836.074318,123601.375276,118110.019082,0.954403,0.971574,0.896296,0.997959,0.815,0.897248,0.673272,155652.86214,110711.77523,0.965554,35728.26452,27185.014206,53231.876008,47568.073695,0.926115,0.9588,0.555556,0.555556,1.0,0.714286,-70318.36737200001,70369.49926800001,0.228526,-0.18500000000000005,0.18296200000000007,-0.45176404985571694
43,-16,ensemble__inner_holdout,Inner-holdout ensemble,0.902024,85236.364519,69680.11231,0.8184,82034.899761,62422.22784,130920.822527,124999.577479,0.953132,0.97094,0.896296,0.997959,0.815,0.897248,0.49662,193202.344155,140877.04492,0.943385,45804.263508,35025.703095,101752.978253,100563.518005,0.920806,0.954671,0.555556,0.555556,1.0,0.714286,-107965.979636,29167.844274000003,0.40540400000000004,-0.18500000000000005,0.18296200000000007,-0.5588233419641244
43,-20,randomforest,RandomForest,0.872627,97185.935874,81139.779455,0.686339,107812.899212,87069.401768,158752.156561,153682.28929,0.919658,0.954495,0.907407,0.996032,0.836667,0.90942,0.765586,131842.64433,103948.787629,0.811259,83632.354341,66730.292982,80199.846078,56759.08374,0.92105,0.951197,0.693519,0.654776,0.948333,0.774677,-34656.70845600001,78552.31048300001,0.10704100000000005,-0.11166599999999993,0.13474300000000006,-0.26286417897728764
43,-20,conformer,Conformer,0.889676,90447.959277,69975.017746,0.857456,72679.940103,51986.569114,105280.546169,98747.928677,0.939434,0.963724,0.892593,0.997942,0.808333,0.893186,-0.398085,321981.516272,265671.581743,0.449827,142787.500108,119766.545301,272026.250531,271133.586108,0.822979,0.890727,0.555556,0.555556,1.0,0.714286,-231533.556995,-166745.70436200005,1.2877610000000002,-0.19166700000000003,0.17890000000000006,-0.7190895914640256
43,-20,alexnet,AlexNet,0.8488,105886.48108,94291.440069,0.631169,116910.800777,106874.623686,145771.138867,135208.847553,0.931469,0.961323,0.884259,0.995825,0.795,0.884152,0.37548,215197.613551,167080.303553,0.870693,69223.086375,58808.621538,126905.409105,126052.281421,0.880812,0.927458,0.555556,0.555556,1.0,0.714286,-109311.13247099999,18865.729762000003,0.47332,-0.20499999999999996,0.16986600000000007,-0.5079569920281397
43,-20,ensemble__simple_equal,Equal ensemble,0.884383,92592.195171,79969.771453,0.756674,94958.799335,79835.951932,134143.864305,128358.673881,0.940354,0.965212,0.897222,0.997963,0.816667,0.898258,0.404733,210097.080977,157328.362044,0.897018,61776.089548,47103.228492,126754.609299,122896.43728,0.901691,0.940796,0.555556,0.555556,1.0,0.714286,-117504.885806,7389.255005999992,0.47965,-0.18333299999999997,0.18397200000000002,-0.5592885215709572
43,-20,ensemble__inner_holdout,Inner-holdout ensemble,0.882207,93459.720896,81099.326,0.744148,97372.270705,82599.501204,136984.76987,131091.345137,0.939413,0.964871,0.897222,0.997963,0.816667,0.898258,0.203628,243008.850061,185529.47209,0.834996,78196.654104,58798.797609,170220.900075,169016.582266,0.885312,0.928319,0.555556,0.555556,1.0,0.714286,-149549.129165,-33236.13020500002,0.6785789999999999,-0.18333299999999997,0.18397200000000002,-0.6154061019895376
44,clean,randomforest,RandomForest,0.875985,95896.343374,80181.355201,0.696118,106119.044117,85658.343214,152084.427937,146327.944172,0.932205,0.940322,0.90463,0.996008,0.831667,0.906449,0.875985,95896.343374,80181.355201,0.696118,106119.044117,85658.343214,152084.427937,146327.944172,0.932205,0.940322,0.90463,0.996008,0.831667,0.906449,0.0,0.0,0.0,0.0,0.0,0.0
44,clean,conformer,Conformer,0.892737,89184.357762,74894.608418,0.826243,80243.83316,68318.983929,98012.841887,91031.166432,0.955986,0.97335,0.883333,1.0,0.79,0.882682,0.892737,89184.357762,74894.608418,0.826243,80243.83316,68318.983929,98012.841887,91031.166432,0.955986,0.97335,0.883333,1.0,0.79,0.882682,0.0,0.0,0.0,0.0,0.0,0.0
44,clean,alexnet,AlexNet,0.904534,84137.301313,74558.266809,0.795881,86972.597435,76933.834014,86985.276884,79441.785182,0.963146,0.975454,0.880556,0.997886,0.786667,0.879776,0.904534,84137.301313,74558.266809,0.795881,86972.597435,76933.834014,86985.276884,79441.785182,0.963146,0.975454,0.880556,0.997886,0.786667,0.879776,0.0,0.0,0.0,0.0,0.0,0.0
44,clean,ensemble__simple_equal,Equal ensemble,0.922831,75646.027994,61340.595614,0.867088,70181.502722,54609.751312,109474.070281,103260.19015,0.969229,0.980178,0.888889,1.0,0.8,0.888889,0.922831,75646.027994,61340.595614,0.867088,70181.502722,54609.751312,109474.070281,103260.19015,0.969229,0.980178,0.888889,1.0,0.8,0.888889,0.0,0.0,0.0,0.0,0.0,0.0
44,clean,ensemble__inner_holdout,Inner-holdout ensemble,0.919283,77365.544619,64253.432655,0.857552,72655.573324,59210.847175,101185.081479,95494.05846,0.968924,0.979793,0.886111,1.0,0.795,0.885794,0.919283,77365.544619,64253.432655,0.857552,72655.573324,59210.847175,101185.081479,95494.05846,0.968924,0.979793,0.886111,1.0,0.795,0.885794,0.0,0.0,0.0,0.0,0.0,0.0
44,0,randomforest,RandomForest,0.878073,95085.396692,79615.098937,0.70367,104792.085526,84577.793293,147101.314042,139893.203744,0.940547,0.947649,0.905556,0.996016,0.833333,0.907441,0.875903,95927.874583,80170.403346,0.695984,106142.461297,85599.719523,152098.398981,145660.416374,0.931521,0.939598,0.905556,0.996016,0.833333,0.907441,-842.4778910000023,-4997.084938999993,0.0021700000000000053,0.0,0.0,-0.008782409645395228
44,0,conformer,Conformer,0.851515,104931.520683,81346.723398,0.867662,70029.921518,54702.086007,93049.367747,82897.886293,0.922705,0.954693,0.891667,0.993865,0.81,0.892562,0.736603,139755.826741,106792.653326,0.879095,66936.546603,55948.873831,24885.173446,21318.252997,0.921448,0.952647,0.757407,0.723545,0.911667,0.806785,-34824.306058,68164.194301,0.11491200000000001,-0.10166699999999995,0.08577699999999999,-0.24917963615597605
44,0,alexnet,AlexNet,0.757001,134235.329529,101898.838873,0.595554,122425.296406,82123.300516,229534.797989,211635.39976,0.916097,0.952336,0.877778,1.0,0.78,0.876404,0.800119,121744.622609,99936.454701,0.81004,83902.008324,75207.070056,43638.573042,40690.312659,0.928941,0.958199,0.884259,1.0,0.791667,0.883721,12490.706920000011,185896.224947,-0.04311799999999999,-0.011666999999999983,-0.007317000000000018,0.1025976067962826
44,0,ensemble__simple_equal,Equal ensemble,0.872625,97186.73699,78586.865542,0.791633,87873.006761,60883.257728,152432.628268,142524.212656,0.927677,0.958367,0.893519,1.0,0.808333,0.894009,0.865939,99704.561546,75405.664166,0.911905,57136.966184,47822.380653,65369.547233,62211.074424,0.939608,0.964577,0.905556,0.998,0.831667,0.907273,-2517.8245559999923,87063.08103500001,0.00668599999999997,-0.023334000000000077,-0.013263999999999943,-0.025252852196119058
44,0,ensemble__inner_holdout,Inner-holdout ensemble,0.880422,94165.259599,76533.601221,0.814742,82856.907123,58243.009411,139936.187326,130832.820741,0.928444,0.958812,0.89537,1.0,0.811667,0.896044,0.839764,109004.400917,83172.067077,0.899396,61058.951478,52270.30917,51017.097707,48011.992288,0.937625,0.963186,0.903704,0.997992,0.828333,0.905282,-14839.141318000009,88919.089619,0.04065800000000008,-0.01666599999999996,-0.00923800000000008,-0.136133414735237
44,-4,randomforest,RandomForest,0.876725,95609.620192,79917.949535,0.70018,105407.340091,84855.904357,149254.651908,141808.810254,0.933561,0.943267,0.905556,0.996016,0.833333,0.907441,0.87596,95905.846144,80160.662285,0.696189,106106.623992,85582.185614,152249.38463,145848.087468,0.932347,0.940326,0.905556,0.996016,0.833333,0.907441,-296.2259519999934,-2994.732721999986,0.0007650000000000157,0.0,0.0,-0.0030887163182442556
44,-4,conformer,Conformer,0.801926,121193.114455,94538.348969,0.733948,99294.250674,69091.84379,177073.172435,168690.39021,0.936215,0.960865,0.881481,1.0,0.786667,0.880597,0.637242,164010.892914,128398.018953,0.860113,71999.550527,60571.654128,51469.485853,44356.768528,0.915927,0.950121,0.609259,0.587771,0.993333,0.738538,-42817.778458999994,125603.686582,0.16468400000000005,-0.20666600000000002,0.14205899999999994,-0.2610666748912326
44,-4,alexnet,AlexNet,0.792129,124153.983139,105048.442807,0.672557,110156.113395,84695.358886,169723.881777,157727.929366,0.906524,0.945572,0.862963,1.0,0.753333,0.859316,0.733283,140633.633164,112593.469936,0.848155,75013.852264,64439.144908,16341.498076,12126.041215,0.919736,0.951437,0.781481,0.747956,0.915,0.823088,-16479.650024999995,153382.383701,0.058845999999999954,-0.161667,0.03622799999999993,-0.11718142846940638
44,-4,ensemble__simple_equal,Equal ensemble,0.846522,106681.218935,88366.834669,0.740467,98070.145031,71572.067453,162046.784341,153713.564087,0.927309,0.957305,0.881481,1.0,0.786667,0.880597,0.833458,111128.781057,82143.151456,0.934623,49221.177565,41757.940909,40804.758355,38387.02653,0.93892,0.964518,0.906481,0.996024,0.835,0.908432,-4447.562122000003,121242.025986,0.013063999999999965,-0.04833299999999996,-0.027835000000000054,-0.04002169446741943
44,-4,ensemble__inner_holdout,Inner-holdout ensemble,0.849606,105603.892073,87165.822426,0.744768,97254.263878,70541.990179,161860.916038,153574.103427,0.929378,0.958406,0.884259,1.0,0.791667,0.883721,0.791578,124318.622887,93333.304414,0.921574,53910.124785,45033.000646,24391.472065,20561.762869,0.936385,0.962871,0.89537,0.951763,0.855,0.90079,-18714.73081400001,137469.443973,0.05802799999999997,-0.06333299999999997,-0.017069,-0.15053843406076695
44,-8,randomforest,RandomForest,0.8761,95851.794118,79982.305807,0.697987,105792.242182,84988.258277,149482.542808,142194.824577,0.94617,0.959525,0.905556,0.996016,0.833333,0.907441,0.876224,95803.567844,80055.727924,0.69714,105940.506892,85394.101968,152355.391084,146015.959082,0.932351,0.940329,0.906481,0.996024,0.835,0.908432,48.22627400000056,-2872.8482760000043,-0.000124000000000013,-0.001666999999999974,-0.0009909999999999641,0.0005033870354236303
44,-8,conformer,Conformer,0.837472,109781.123016,87228.252219,0.830077,79353.732342,55989.472139,130793.470242,120423.107122,0.943597,0.964702,0.885185,1.0,0.793333,0.884758,0.517131,189225.240265,153678.382684,0.809077,84114.387472,74516.071316,85319.227784,81709.797046,0.912257,0.948482,0.556481,0.55607,1.0,0.714711,-79444.117249,45474.24245799999,0.320341,-0.20666700000000005,0.17004700000000006,-0.4198389027686935
44,-8,alexnet,AlexNet,0.774159,129409.432287,103038.123592,0.700145,105413.468305,75860.12558,188114.647615,169902.962057,0.926191,0.955585,0.883333,0.997899,0.791667,0.8829,0.654001,160177.446041,125012.373142,0.88906,64118.594011,54833.131485,41150.967489,38558.059025,0.893163,0.935843,0.568519,0.56297,0.998333,0.719952,-30768.013753999985,146963.680126,0.12015799999999999,-0.20666600000000002,0.16294799999999998,-0.19208705416694194
44,-8,ensemble__simple_equal,Equal ensemble,0.854425,103898.242323,85128.381871,0.784042,89459.173535,63987.964467,152640.746038,142329.843752,0.937545,0.962241,0.893519,1.0,0.808333,0.894009,0.793485,123748.539552,90306.705487,0.950567,42800.452584,35797.625773,25978.645246,19825.212351,0.936191,0.963859,0.896296,0.948529,0.86,0.902098,-19850.297229000003,126662.10079200001,0.060939999999999994,-0.05166700000000002,-0.008088999999999902,-0.16040833532955567
44,-8,ensemble__inner_holdout,Inner-holdout ensemble,0.855862,103384.089068,84946.819701,0.782466,89785.003646,64537.993473,152585.541883,142375.96437,0.937615,0.962298,0.894444,1.0,0.81,0.895028,0.73325,140642.563015,104503.253922,0.936559,48487.205643,39792.47045,26314.349762,20176.3957,0.933694,0.962187,0.668519,0.631522,0.968333,0.764474,-37258.47394699999,126271.192121,0.12261200000000005,-0.15833299999999995,0.13055400000000006,-0.26491606202473894
44,-12,randomforest,RandomForest,0.873242,96950.836114,80977.17365,0.69093,107020.953124,86056.424742,154198.630809,148459.843587,0.929731,0.956829,0.906481,0.996024,0.835,0.908432,0.876723,95610.604844,79913.785191,0.699157,105587.020637,85057.305568,151839.721026,144906.814357,0.934722,0.94253,0.908333,0.99604,0.838333,0.910407,1340.2312700000039,2358.909782999981,-0.0034810000000000674,-0.0033330000000000304,-0.001974999999999949,0.014017600580884748
44,-12,conformer,Conformer,0.845372,107080.087934,73834.159872,0.951641,42333.223412,30782.99128,53887.33938,45039.513392,0.95192,0.96869,0.883333,0.927798,0.856667,0.890815,0.355909,218543.499437,183857.089365,0.727305,100526.257137,94131.150582,122892.375465,121255.562671,0.904986,0.944958,0.555556,0.555556,1.0,0.714286,-111463.411503,-69005.036085,0.48946300000000004,-0.14333300000000004,0.17652900000000005,-0.5100284922230405
44,-12,alexnet,AlexNet,0.824323,114135.779502,99449.805788,0.524476,132747.675171,117430.928073,147721.881591,143997.00048,0.937472,0.964326,0.874074,1.0,0.773333,0.87218,0.604391,171276.344413,128723.651879,0.932237,50111.597775,42689.720764,63268.945063,61690.797046,0.88917,0.933435,0.555556,0.555556,1.0,0.714286,-57140.56491100001,84452.93652800002,0.21993200000000002,-0.22666699999999995,0.15789399999999998,-0.33361621014759935
44,-12,ensemble__simple_equal,Equal ensemble,0.879767,94422.431386,81419.501194,0.787679,88702.704953,74002.1329,112189.015796,106228.27785,0.95441,0.970959,0.893519,1.0,0.808333,0.894009,0.752905,135361.772156,97659.530521,0.961394,37823.931443,31216.375592,29225.361698,18872.049868,0.932451,0.962395,0.692593,0.65367,0.95,0.774457,-40939.340769999995,82963.654098,0.12686199999999992,-0.141667,0.1195520000000001,-0.30244388883161744
44,-12,ensemble__inner_holdout,Inner-holdout ensemble,0.881523,93730.50951,80369.453607,0.798788,86351.032676,71466.344841,110374.348658,104362.774544,0.954444,0.970949,0.899074,1.0,0.818333,0.900092,0.677733,154586.727651,113723.145018,0.948216,43806.583261,35933.144478,45816.809466,41998.254226,0.930017,0.960842,0.557407,0.556586,1.0,0.715137,-60856.21814099999,64557.539192000004,0.20378999999999992,-0.18166700000000002,0.18495499999999998,-0.39367039503152534
44,-16,randomforest,RandomForest,0.872182,97355.49819,81326.199835,0.684064,108203.316728,87455.050444,157940.609494,152404.610384,0.918833,0.954697,0.906481,0.996024,0.835,0.908432,0.878768,94814.224019,79467.996714,0.721321,101623.283888,82554.37107,138775.864526,132082.806871,0.926481,0.95623,0.911111,0.996063,0.843333,0.913357,2541.2741709999973,19164.744968000014,-0.006585999999999981,-0.008333000000000035,-0.004924999999999957,0.026802668031019827
44,-16,conformer,Conformer,0.86982,98250.764903,73045.070906,0.80633,84717.271187,50197.903679,156580.889287,146738.507353,0.950316,0.969281,0.893519,1.0,0.808333,0.894009,0.112564,256526.810246,220157.86203,0.598337,122003.37519,116304.783151,173643.936361,172725.682462,0.895347,0.939353,0.555556,0.555556,1.0,0.714286,-158276.045343,-17063.047074000002,0.757256,-0.19166700000000003,0.17972300000000008,-0.6169961151086663
44,-16,alexnet,AlexNet,0.815947,116824.836819,105551.302341,0.489393,137557.398486,129728.113985,152050.892644,149265.63772,0.930132,0.959947,0.867593,1.0,0.761667,0.864711,0.500645,192428.261225,139584.287636,0.948211,43808.452367,33460.707419,98477.982277,97463.379858,0.887174,0.932882,0.555556,0.555556,1.0,0.714286,-75603.42440599999,53572.910367000004,0.31530199999999997,-0.23833300000000002,0.15042500000000003,-0.39289148030911847
44,-16,ensemble__simple_equal,Equal ensemble,0.876639,95643.106158,83162.869794,0.725426,100871.910264,83382.756272,153338.259797,147126.255442,0.951372,0.969629,0.886111,1.0,0.795,0.885794,0.668986,156670.606641,113353.322831,0.962611,37223.312106,30888.051039,54047.253409,48966.400258,0.927816,0.959573,0.555556,0.555556,1.0,0.714286,-61027.500482999996,99291.00638800001,0.20765299999999998,-0.20499999999999996,0.171508,-0.38952744098859815
44,-16,ensemble__inner_holdout,Inner-holdout ensemble,0.878263,95011.510939,82051.327852,0.729885,100049.474819,81653.821738,153741.895441,147111.926858,0.951222,0.96957,0.889815,1.0,0.801667,0.889917,0.572027,178144.436792,131903.038992,0.94506,45121.658746,37968.477376,80377.859198,78634.97182,0.92699,0.958987,0.555556,0.555556,1.0,0.714286,-83132.925853,73364.036243,0.30623600000000006,-0.19833299999999998,0.17563099999999998,-0.4666602412629103
44,-20,randomforest,RandomForest,0.872252,97328.853887,81254.75727,0.685042,108035.590721,87272.938045,158230.234538,152942.159733,0.921158,0.95501,0.907407,0.996032,0.836667,0.90942,0.763598,132400.449602,104351.631472,0.814005,83021.565557,66376.17554,76047.323112,54426.314209,0.918818,0.952289,0.693519,0.654776,0.948333,0.774677,-35071.595715,82182.91142599999,0.10865400000000003,-0.11166599999999993,0.13474300000000006,-0.264890306795984
44,-20,conformer,Conformer,0.421815,207060.610122,151463.153983,0.903767,59717.711704,41586.13403,134023.845533,131051.909546,0.908483,0.94008,0.556481,0.55607,1.0,0.714711,-0.226381,301562.257705,261399.899125,0.383284,151176.149586,141479.118984,234062.124685,233379.688712,0.885281,0.932954,0.555556,0.555556,1.0,0.714286,-94501.64758299998,-100038.27915199997,0.648196,0.0,0.0004250000000000087,-0.3133735909201383
44,-20,alexnet,AlexNet,0.807722,119406.791469,102970.001554,0.532397,131637.386426,115748.55461,188896.597489,180631.146568,0.93158,0.959425,0.864815,0.995633,0.76,0.862004,0.295173,228615.369195,169485.208092,0.890514,63697.18701,44903.998145,149910.678871,149221.794962,0.855024,0.911476,0.555556,0.555556,1.0,0.714286,-109208.577726,38985.918617999996,0.512549,-0.24,0.14771800000000002,-0.4776956952218262
44,-20,ensemble__simple_equal,Equal ensemble,0.867489,99126.543994,78510.738275,0.866776,70263.842812,59120.866821,75385.845689,71848.170429,0.942274,0.964727,0.906481,0.996024,0.835,0.908432,0.420553,207286.50395,155876.150242,0.906935,58726.548832,47316.547258,122195.58264,118868.773825,0.906656,0.944561,0.555556,0.555556,1.0,0.714286,-108159.959956,-46809.736951,0.44693599999999994,-0.16500000000000004,0.19414600000000004,-0.5217896867134654
44,-20,ensemble__inner_holdout,Inner-holdout ensemble,0.872467,97246.891852,77912.232201,0.855629,73144.32998,61270.7577,82233.031957,79029.083739,0.942566,0.964927,0.906481,0.996024,0.835,0.908432,0.321542,224298.175182,171181.083676,0.875718,67864.712472,54574.341953,144211.724992,142671.036467,0.901868,0.941023,0.555556,0.555556,1.0,0.714286,-127051.28333,-61978.693035000004,0.550925,-0.16500000000000004,0.19414600000000004,-0.5664392196989925
