seed,snr,model_key,model,region,chunks,r2_matched,rmse_matched,mae_matched,mean_residual_matched,misses_matched,false_alarms_matched,r2_clean_only,rmse_clean_only,mae_clean_only,mean_residual_clean_only,misses_clean_only,false_alarms_clean_only,delta_rmse_matched_minus_clean_only,delta_mae_matched_minus_clean_only,delta_mean_residual_matched_minus_clean_only,delta_misses_matched_minus_clean_only,delta_false_alarms_matched_minus_clean_only
42,-8,alexnet,AlexNet,below,480,-2.6762590019618324,155152.75055473743,137687.56308923845,62513.861547220666,0,10,-4.659502170026924,192506.56471731188,172813.98432744836,172813.98432744836,0,182,-37353.81416257445,-35126.42123820991,-110300.12278022768,0,-172
42,-8,alexnet,AlexNet,near,60,-2.6122749994396214e+30,94078.32889277037,78016.97069776041,-77029.09947109375,58,0,-8.142498293457591e+28,16609.592803582505,13726.97720541667,-4658.215193750011,36,0,77468.73608918786,64289.99349234374,-72370.88427734374,22,0
42,-8,alexnet,AlexNet,above,540,0.8285012277853786,73878.92195154307,58875.97550712963,-56786.15114768519,64,0,0.857203876821303,67413.71339544191,58747.311990555565,-58260.64044166667,59,0,6465.208556101163,128.6635165740663,1474.4892939814818,5,0
42,-8,alexnet,AlexNet,all,1080,0.8122854234117242,117981.30642496828,94966.73638754639,-4888.53152347195,122,10,0.7470336648890674,136960.5736113399,106942.48109666686,47417.10530282427,95,182,-18979.267186371624,-11975.744709120467,-52305.63682629622,27,-172
42,-8,ensemble__simple_equal,Equal ensemble,below,480,-1.1861416380708039,119645.28174526081,110098.49743121518,36081.11724029606,0,1,-3.384677031807258,169443.62479080385,148013.60711024344,147973.58032354206,0,2,-49798.343045543035,-37915.10967902826,-111892.463083246,0,-1
42,-8,ensemble__simple_equal,Equal ensemble,near,60,-3.322503962745004e+30,106099.3934728751,97357.90001904516,-94755.74680182294,56,0,-2.22753444494948e+29,27472.131814011304,25239.73172069447,-17276.453735416708,51,0,78627.2616588638,72118.16829835069,-77479.29306640623,5,0
42,-8,ensemble__simple_equal,Equal ensemble,above,540,0.82035053111175,75614.13890044413,59754.93530535501,-58919.98001535501,51,0,0.9332407221992391,46094.15489251674,37258.96294293214,-31517.32028348773,41,0,29519.984007927393,22495.972362422865,-27402.65973186728,10,0
42,-8,ensemble__simple_equal,Equal ensemble,all,1080,0.8672155000725117,99228.83509607578,84218.90540094231,-18688.146056536087,107,1,0.8130246628476621,117748.76595760006,85815.51417161284,49047.572572307225,92,2,-18519.930861524277,-1596.6087706705293,-67735.71862884331,15,-1
42,-8,ensemble__inner_holdout,Inner-holdout ensemble,below,480,-1.4456587256659335,126547.72900060232,115409.80828057877,38701.62307839108,0,1,-6.011319126606158,214267.49688862695,197317.07553983756,197317.07553983756,0,443,-87719.76788802462,-81907.26725925879,-158615.4524614465,0,-442
42,-8,ensemble__inner_holdout,Inner-holdout ensemble,near,60,-2.929606787786083e+30,99628.78041519228,89804.65185052203,-87356.30120686581,57,0,-3.444395169148014e+29,34161.47649989337,31349.195310689665,30146.07115473377,3,0,65467.30391529891,58455.45653983236,-117502.37236159958,54,0
42,-8,ensemble__inner_holdout,Inner-holdout ensemble,above,540,0.83940423710244,71491.9401880869,56313.00034316211,-54976.71033539286,52,0,0.9681250249452592,31850.405708568185,26208.30400114401,-3005.625047286489,2,0,39641.53447951871,30104.6963420181,-51971.08528810637,50,0
42,-8,ensemble__inner_holdout,Inner-holdout ensemble,all,1080,0.8621165174841579,101116.10301898028,84438.89562131173,-15140.761644348499,109,1,0.7171150611878052,144833.52960366418,102542.25197998255,87868.44722488086,5,443,-43717.4265846839,-18103.35635867082,-103009.20886922936,104,-442
42,-12,randomforest,RandomForest,below,480,-0.04410982454160739,82685.53101599144,74656.78813671917,11539.970102187917,0,2,-0.040284228034956,82533.91298117585,73560.48050325563,16539.63460414104,0,2,151.61803481559036,1096.3076334635407,-4999.664501953122,0,0
42,-12,randomforest,RandomForest,near,60,-7.021661687462896e+30,154241.0943134715,148586.2922852084,-141327.36714687498,54,0,-6.385945909844522e+30,147093.25728968205,140914.33649229165,-132761.431990625,53,0,7147.837023789441,7671.955792916735,-8565.935156249994,1,0
42,-12,randomforest,RandomForest,above,540,0.6886406504012197,99545.35452144369,78442.30357979168,-76698.68220960649,45,0,0.7011608835747548,97523.38425982768,77680.64017453704,-75972.50485138889,44,0,2021.9702616160066,761.6634052546433,-726.1773582175956,1,0
42,-12,randomforest,RandomForest,all,1080,0.8743820101636508,96513.95695021645,80656.74053317148,-41071.985900879445,99,2,0.8788326425554099,94788.79884991483,79362.44122717611,-38010.93882333315,97,2,1725.158100301618,1294.2993059953733,-3061.0470775462964,2,0
42,-12,conformer,Conformer,below,480,-4.952433952755496,197425.71581120766,162002.63924398477,158147.19944789106,0,229,-15.385771499001187,327559.2558751457,316497.52547328174,316497.52547328174,0,480,-130133.54006393807,-154494.88622929697,-158350.32602539068,0,-251
42,-12,conformer,Conformer,near,60,-9.049158327676426e+29,55371.238918639196,46636.05653749999,36356.50954583332,10,0,-6.320392296578442e+30,146336.33198593184,144810.27933749996,144810.27933749996,0,0,-90965.09306729265,-98174.22279999996,-108453.76979166664,10,0
42,-12,conformer,Conformer,above,540,0.94029716743276,43590.06435321162,33939.26525592593,-24651.446807407414,6,0,0.82741779435159,74111.9174250249,67105.13780981481,66344.71395648149,0,0,-30521.853071813282,-33165.87255388888,-90996.1607638889,6,0
42,-12,conformer,Conformer,all,1080,0.7512782355257025,135806.66887584905,91561.69765515065,59981.72688123862,16,229,0.3038352180310117,227206.22517814732,182263.15130067148,181882.9393740048,0,480,-91399.55630229827,-90701.45364552083,-121901.2124927662,16,-251
42,-12,alexnet,AlexNet,below,480,-1.87486021949295,137203.375285257,122301.14404697773,47504.5391157835,0,1,-4.785696723030952,194640.9703999263,175990.2455904692,175990.2455904692,0,206,-57437.5951146693,-53689.10154349146,-128485.70647468569,0,-205
42,-12,alexnet,AlexNet,near,60,-2.288720743814863e+30,88059.56795432414,76422.95510666665,-73380.22639166666,57,0,-5.740037571028913e+28,13945.609977536353,11707.668425833332,312.76267083332255,29,0,74113.95797678779,64715.28668083331,-73692.98906249998,28,0
42,-12,alexnet,AlexNet,above,540,0.8543463278615455,68084.89328382783,53370.42295611111,-51390.70328888889,50,0,0.7357962740262864,91697.92556378784,86439.41952152779,-86439.41952152779,61,0,-23613.03227996001,-33068.99656541667,35048.71623263889,-11,0
42,-12,alexnet,AlexNet,all,1080,0.8501051581238697,105428.38308193198,85286.9952270827,-8658.902392522152,107,1,0.7160883532395509,145096.122330789,122088.02271351872,35015.55287226871,90,206,-39667.739248857004,-36801.02748643601,-43674.45526479086,17,-205
42,-12,ensemble__simple_equal,Equal ensemble,below,480,-1.5145079131805685,128316.6261288297,105594.99109512132,72397.23622195414,0,1,-4.420262059451243,188393.78469959943,169675.80188929723,169675.80188929723,0,78,-60077.15857076974,-64080.81079417591,-97278.5656673431,0,-77
42,-12,ensemble__simple_equal,Equal ensemble,near,60,-1.5651788185227498e+30,72821.92053587514,67711.65244145835,-59450.361330902815,54,0,-1.3349673989660543e+29,21267.452789975807,13285.074256736118,4120.536672569397,34,0,51554.467745899325,54426.57818472224,-63570.89800347221,20,0
42,-12,ensemble__simple_equal,Equal ensemble,above,540,0.8624327188567142,66167.94075497909,52430.668850301,-50913.610768634346,45,0,0.9400872383869384,43666.6335060631,35818.09367714512,-32022.403472145143,27,0,22501.30724891599,16612.575173155878,-18891.207296489203,18,0
42,-12,ensemble__simple_equal,Equal ensemble,all,1080,0.8678197009717268,99002.82035629367,76908.20004750766,3416.946195945625,99,1,0.7740772852361559,129432.74173430377,94058.5740258567,59629.184474313406,61,78,-30429.921378010098,-17150.37397834903,-56212.23827836778,38,-77
42,-12,ensemble__inner_holdout,Inner-holdout ensemble,below,480,-2.673559302640034,155095.77106783362,121598.0921715026,107682.54851996993,0,24,-8.413943546051428,248280.27828343704,234104.61541128127,234104.61541128127,0,480,-93184.50721560343,-112506.52323977866,-126422.06689131133,0,-456
42,-12,ensemble__inner_holdout,Inner-holdout ensemble,near,60,-5.776137486313637e+29,44238.348788255134,36546.7427147381,-19387.094455093735,44,0,-1.306176713090677e+30,66524.42291141294,64905.42526916091,64905.42526916091,0,0,-22286.074123157807,-28358.682554422805,-84292.51972425464,44,0
42,-12,ensemble__inner_holdout,Inner-holdout ensemble,above,540,0.9076497743495319,54213.696779722406,43045.450896344264,-39777.69034897842,41,0,0.9736948832990766,28934.112009655877,23167.73947789173,5473.654468869381,0,0,25279.58477006653,19877.711418452534,-45251.34481784781,41,0
42,-12,ensemble__inner_holdout,Inner-holdout ensemble,all,1080,0.8345411174480132,110766.70714093735,77596.6965641032,26893.004475769987,85,24,0.6215742436576814,167515.3255111288,119236.22243669094,110389.17993217976,0,480,-56748.61837019144,-41639.525872587736,-83496.17545640978,85,-456
42,-16,randomforest,RandomForest,below,480,-0.022480802808492628,81824.6224542439,73695.4055683598,10612.886394505626,0,2,-0.1139334744752482,85405.54259943547,75414.60888513061,27517.90110804729,0,2,-3580.9201451915724,-1719.2033167708141,-16905.014713541663,0,0
42,-16,randomforest,RandomForest,near,60,-7.363701089193053e+30,157953.12515146882,152559.52340500007,-145266.14930833335,54,0,-5.669877369812122e+30,138601.19680756616,132135.4639025,-123424.24670416668,52,0,19351.928343902662,20424.05950250008,-21841.902604166666,2,0
42,-16,randomforest,RandomForest,above,540,0.6850929343604895,100110.87205773196,78797.36710502315,-77135.1644144676,45,0,0.7117238029435228,95784.32300803906,76668.12650266204,-74958.683540625,42,0,4326.549049692898,2129.240602361111,-2176.4808738425927,3,0
42,-16,randomforest,RandomForest,all,1080,0.8736013182737131,96813.40035828036,80627.7262165048,-41921.08543791648,99,2,0.8800265868621236,94320.63348467198,79192.5263059724,-32106.066094745183,94,2,2492.7668736083724,1435.1999105324066,-9815.019343171298,5,0
42,-16,conformer,Conformer,below,480,-1.1305820929529817,118115.13889140304,105621.61860286952,27160.848206652132,0,0,-20.0526849703654,371287.36864296015,361753.4146659901,361753.4146659901,0,480,-253172.2297515571,-256131.7960631206,-334592.56645933795,0,-480
42,-16,conformer,Conformer,near,60,-3.9136913763746526e+30,115152.51697074383,103130.87060145831,-101140.15751145832,57,0,-1.0424768439428998e+31,187937.4612544626,186955.1053791666,186955.1053791666,0,0,-72784.94428371877,-83824.23477770829,-288095.26289062493,57,0
42,-16,conformer,Conformer,above,540,0.8278757883099096,74013.51400229361,59931.265200092595,-59501.20936527778,65,0,0.6920770793847477,98994.49638853452,91421.09327194444,90972.07130601852,0,0,-24980.98238624091,-31489.828071851844,-150473.2806712963,65,0
42,-16,conformer,Conformer,all,1080,0.8695102453160839,98367.67556866836,82638.06701251378,-23298.01423031896,122,0,0.0812126628811912,261018.7480591146,216876.23678636592,216651.72580340292,0,480,-162651.0724904462,-134238.16977385213,-239949.74003372187,122,-480
42,-16,alexnet,AlexNet,below,480,-0.21761193523838895,89291.65589444067,82279.51873746136,18459.65892868531,0,0,-5.727636450190665,209888.03717836912,193064.7485201567,193064.7485201567,0,418,-120596.38128392845,-110785.22978269533,-174605.0895914714,0,-418
42,-16,alexnet,AlexNet,near,60,-5.330162531963888e+30,134384.8693684496,128412.7854425,-127855.14357916666,59,0,-1.1907449211870808e+29,20085.81768334247,17501.537404999992,16657.751733333324,4,0,114299.05168510714,110911.2480375,-144512.89531249998,55,0
42,-16,alexnet,AlexNet,above,540,0.49915421845646424,126253.10044228075,118325.00710379629,-118241.22892546294,71,0,0.5734808955860409,116508.9494416332,111062.05305740742,-111062.05305740742,19,0,9744.151000647544,7262.95404638887,-7179.175868055521,52,0
42,-16,alexnet,AlexNet,all,1080,0.8312033024892906,111878.3813780101,102865.22218201988,-58019.385137713936,130,0,0.6441316410744558,162445.9504944223,142309.88906016224,31200.959020995564,23,418,-50567.56911641218,-39444.666878142365,-89220.3441587095,107,-418
42,-16,ensemble__simple_equal,Equal ensemble,below,480,-0.33465291966869226,93484.71300969897,86813.48484563474,18744.46450994768,0,1,-5.766415997653407,210492.0879161288,194112.021431398,194112.021431398,0,456,-117007.37490642983,-107298.53658576326,-175367.5569214503,0,-455
42,-16,ensemble__simple_equal,Equal ensemble,near,60,-5.285242597839548e+30,133817.4071576939,126384.37240131947,-124753.8167996528,58,0,-3.514800099296194e+29,34508.848066063074,27489.22978916662,26729.53680277772,3,0,99308.55909163083,98895.14261215285,-151483.35360243052,55,0
42,-16,ensemble__simple_equal,Equal ensemble,above,540,0.7069512000146982,96573.95458573726,85025.66582037816,-84959.20090173619,56,0,0.9361668150239726,45072.67141427742,35726.693919621976,-31682.888430671373,2,0,51501.283171459836,49298.97190075618,-53276.31247106481,54,0
42,-16,ensemble__simple_equal,Equal ensemble,all,1080,0.8713162748930603,97684.58007775349,88117.95797498894,-41079.4949353165,114,1,0.7198506974859907,144131.52260906852,105662.5359176082,71915.53957655106,5,456,-46446.94253131503,-17544.57794261926,-112995.03451186756,109,-455
42,-16,ensemble__inner_holdout,Inner-holdout ensemble,below,480,-0.48918114091210674,98748.42841095598,91304.52306446746,21184.391288587143,0,0,-10.906478605691085,279221.0119127649,266878.7387104721,266878.7387104721,0,480,-180472.58350180893,-175574.21564600465,-245694.34742188497,0,-480
42,-16,ensemble__inner_holdout,Inner-holdout ensemble,near,60,-4.791026509918662e+30,127407.33581815277,119711.32039190395,-118347.15802693574,58,0,-2.747651247420635e+30,96485.2555394793,95400.40677449858,95400.40677449858,0,0,30922.08027867347,24310.91361740537,-213747.56480143432,58,0
42,-16,ensemble__inner_holdout,Inner-holdout ensemble,above,540,0.7227142842970127,93940.69972524661,83787.71313925316,-83760.76103810077,59,0,0.9595417854205904,35883.38449648173,29649.844362075324,13957.050998449164,0,0,58057.31522876488,54137.868777177835,-97717.81203654993,59,0
42,-16,ensemble__inner_holdout,Inner-holdout ensemble,all,1080,0.8698887805397657,98224.89549587769,89124.27350894011,-39039.93761450808,117,0,0.5170545085428122,189240.13962739496,138737.71753983074,130891.32085801766,0,480,-91015.24413151728,-49613.444030890634,-169931.25847252575,117,-480
42,-20,randomforest,RandomForest,below,480,-0.027734542735791567,82034.56991086216,73740.35210156292,11770.850798802501,0,2,-3.6139882678719575,173817.96924087266,150138.52655916708,135646.998650365,0,300,-91783.39933001049,-76398.17445760415,-123876.1478515625,0,-298
42,-20,randomforest,RandomForest,near,60,-7.40502891460886e+30,158395.7507769,153293.1286133334,-146170.85972500002,54,0,-1.790608222888431e+30,77889.77238151291,54527.344026666666,-28322.768058333342,18,0,80505.9783953871,98765.78458666673,-117848.09166666667,36,0
42,-20,randomforest,RandomForest,above,540,0.6878625896424995,99669.65463932321,78949.63657210648,-77269.13122581018,44,0,0.7825527083756634,83189.21828416034,67554.97922256945,-65845.08799664352,13,0,16480.436355162878,11394.657349537025,-11424.043229166666,31,0
42,-20,randomforest,RandomForest,all,1080,0.8738845775336723,96704.86017062333,80764.59303193305,-41523.679687048425,98,2,0.7677080925930737,131244.5390267891,103535.02052795156,25791.52384304417,31,300,-34539.678856165774,-22770.427496018514,-67315.20353009259,67,-298
42,-20,conformer,Conformer,below,480,-0.5946266854800284,102184.71605675606,85576.22654979207,55070.58240687541,0,1,-25.287407008634183,414887.4551689138,406434.4268404693,406434.4268404693,0,480,-312702.7391121577,-320858.20029067725,-351363.8444335939,0,-479
42,-20,conformer,Conformer,near,60,-3.536690974541474e+30,109465.86280103122,101978.53811583333,-98318.4581625,56,0,-1.5751434811028475e+31,231015.01467627104,230173.0861083333,230173.0861083333,0,0,-121549.15187523981,-128194.54799249995,-328491.54427083326,56,0
42,-20,conformer,Conformer,above,540,0.8330601736195794,72890.3474973191,52711.103347986114,-46872.211289467596,59,0,0.5186705446165218,123768.82321053458,113028.95731101852,112585.2283662037,0,0,-50878.47571321548,-60317.8539630324,-159457.4396556713,59,0
42,-20,conformer,Conformer,all,1080,0.8926141926531803,89235.49664545323,70054.90448033584,-4422.427806261394,115,1,-0.1749658732118018,295173.13516801386,249939.39536840297,249717.53089599556,0,480,-205937.63852256065,-179884.4908880671,-254139.95870225696,115,-479
42,-20,alexnet,AlexNet,below,480,-0.06257591235234283,83413.51298220753,74540.03719195354,17753.434343724377,0,0,-7.503577321834342,235970.25465606648,221226.85685349003,221226.85685349003,0,480,-152556.74167385895,-146686.8196615365,-203473.42250976566,0,-480
42,-20,alexnet,AlexNet,near,60,-6.211664972133637e+30,145072.18739238277,138968.28251416667,-136544.66649583334,58,0,-6.41167646487006e+29,46608.58810511179,44850.28402500001,44850.28402500001,0,0,98463.59928727098,94117.99848916667,-181394.95052083334,58,0
42,-20,alexnet,AlexNet,above,540,0.7070104566281135,96564.19011167595,77985.7630063889,-77466.36318472223,57,0,0.4091424804970263,137129.66826670116,125123.69493685184,-124488.02284907408,0,0,-40565.47815502521,-47137.931930462946,47021.65966435186,57,0
42,-20,alexnet,AlexNet,all,1080,0.8796554591509629,94466.40732921027,79842.2470615164,-38428.58113380768,115,0,0.5378403658691238,185122.9264892749,163376.5774046993,38570.718511736304,0,480,-90656.51916006462,-83534.33034318288,-76999.29964554399,115,-480
42,-20,ensemble__simple_equal,Equal ensemble,below,480,-0.149483150695509,86757.6407622345,76635.24243106811,28198.28918313409,0,1,-9.999003787648752,268369.46752878855,254436.09411477463,254436.09411477463,0,480,-181611.82676655403,-177800.8516837065,-226237.80493164054,0,-479
42,-20,ensemble__simple_equal,Equal ensemble,near,60,-5.48771450323852e+30,136356.51784008407,130491.35029166668,-127011.32812777782,55,0,-2.223668919206337e+30,86799.09765321591,82233.53402499993,82233.53402499993,0,0,49557.420186868156,48257.81626666675,-209244.86215277773,55,0
42,-20,ensemble__simple_equal,Equal ensemble,above,540,0.7577213648003225,87810.73275105031,67946.16679450624,-67202.56856666674,53,0,0.9146017253600758,52133.22483412757,39482.45612891208,-25915.96082650471,0,0,35677.50791692274,28463.710665594153,-41286.60774016203,53,0
42,-20,ensemble__simple_equal,Equal ensemble,all,1080,0.8889646789700485,90739.16491148071,75282.71060504265,-28124.89620903921,108,1,0.544355917438196,183813.35798868063,137392.46622796703,104693.25775025862,0,480,-93074.19307719992,-62109.75562292438,-132818.15395929784,108,-479
42,-20,ensemble__inner_holdout,Inner-holdout ensemble,below,480,-0.12487193221810977,85823.84527905111,76008.5265811917,25852.018697382875,0,1,-15.432242734636,328023.4179046706,317294.05876028066,317294.05876028066,0,480,-242199.57262561948,-241285.53217908897,-291442.0400628978,0,-479
42,-20,ensemble__inner_holdout,Inner-holdout ensemble,near,60,-5.690643626092695e+30,138854.7823070303,132942.06048700717,-129501.3785797511,55,0,-6.142133449291134e+30,144257.95503863614,142923.76420016968,142923.76420016968,0,0,-5403.172731605824,-9981.703713162511,-272425.1427799208,55,0
42,-20,ensemble__inner_holdout,Inner-holdout ensemble,above,540,0.7490340383747239,89371.17197422225,69630.98933543086,-68999.7890002754,52,0,0.9089704332865378,53824.6580880285,44930.69793979544,24756.321705243005,0,0,35546.51388619375,24700.291395635417,-93756.1107055184,52,0
42,-20,ensemble__inner_holdout,Inner-holdout ensemble,all,1080,0.887551205132024,91314.89088064895,75982.73206418993,-30204.629444620372,107,1,0.3199647446309239,224558.71584404344,171425.13976336524,161337.951646089,0,480,-133243.8249633945,-95442.40769917531,-191542.58109070937,107,-479
43,clean,randomforest,RandomForest,below,480,-0.010245976548346247,81333.59960752999,73330.07326041708,9631.223878229584,0,2,-0.0102459765483462,81333.59960752999,73330.07326041708,9631.223878229584,0,2,0.0,0.0,0.0,0,0
43,clean,randomforest,RandomForest,near,60,-6.765585495679952e+30,151402.4282804835,145810.62919791669,-138519.78446458332,55,0,-6.765585495679952e+30,151402.4282804835,145810.62919791669,-138519.78446458332,55,0,0.0,0.0,0.0,0,0
43,clean,randomforest,RandomForest,above,540,0.6893753033109787,99427.8464495626,78744.92375381944,-77153.20567604167,46,0,0.6893753033109787,99427.8464495626,78744.92375381944,-77153.20567604167,46,0,0.0,0.0,0.0,0,0
43,clean,randomforest,RandomForest,all,1080,0.8765187271405364,95689.60251672278,80064.19605920158,-41991.60247350676,101,2,0.8765187271405364,95689.60251672278,80064.19605920158,-41991.60247350676,101,2,0.0,0.0,0.0,0,0
43,clean,conformer,Conformer,below,480,-1.1957742723995373,119908.58410279459,100644.3516615108,87336.06863734414,0,0,-1.1957742723995373,119908.5841027946,100644.3516615108,87336.06863734414,0,0,-1.4551915228366852e-11,0.0,0.0,0,0
43,clean,conformer,Conformer,near,60,-1.7937658072087544e+30,77958.41810514168,70066.25946458333,-70066.25946458333,60,0,-1.7937658072087544e+30,77958.41810514168,70066.25946458333,-70066.25946458333,60,0,0.0,0.0,0.0,0,0
43,clean,conformer,Conformer,above,540,0.8867056520658523,60047.39397942936,49486.594190046286,2591.014737731484,65,0,0.8867056520658523,60047.39397942936,49486.594190046286,2591.014737731484,65,0,0.0,0.0,0.0,0,0
43,clean,conformer,Conformer,all,1080,0.8849575405083729,92361.98983686088,73366.69002594925,36218.96790409741,125,0,0.8849575405083729,92361.98983686088,73366.69002594925,36218.96790409741,125,0,0.0,0.0,0.0,0,0
43,clean,alexnet,AlexNet,below,480,-0.4526714535811296,97530.42795126104,84333.82500558633,58653.65783819052,0,0,-0.4526714535811296,97530.42795126104,84333.82500558633,58653.65783819052,0,0,0.0,0.0,0.0,0,0
43,clean,alexnet,AlexNet,near,60,-3.5606978393028356e+30,109836.75860305966,100941.14240729166,-100941.14240729166,60,0,-3.560697839302836e+30,109836.75860305966,100941.14240729166,-100941.14240729166,60,0,0.0,0.0,0.0,0,0
43,clean,alexnet,AlexNet,above,540,0.8020655286501949,79368.97280529128,67875.88083939815,26141.28030486111,62,0,0.8020655286501949,79368.97280529128,67875.88083939815,26141.28030486111,62,0,0.0,0.0,0.0,0,0
43,clean,alexnet,AlexNet,all,1080,0.8914731848186821,89708.32153546273,77027.48166703143,33531.09128011014,122,0,0.8914731848186821,89708.32153546273,77027.48166703143,33531.09128011014,122,0,0.0,0.0,0.0,0,0
43,clean,ensemble__simple_equal,Equal ensemble,below,480,-0.3466247290459583,93903.05495571258,79586.23884514366,51873.65011792142,0,0,-0.3466247290459583,93903.05495571258,79586.23884514366,51873.65011792142,0,0,0.0,0.0,0.0,0,0
43,clean,ensemble__simple_equal,Equal ensemble,near,60,-3.5186284738471775e+30,109185.97430981098,103175.72877881948,-103175.72877881948,60,0,-3.5186284738471775e+30,109185.97430981098,103175.72877881948,-103175.72877881948,60,0,0.0,0.0,0.0,0,0
43,clean,ensemble__simple_equal,Equal ensemble,above,540,0.8862777016787823,60160.6965619208,46030.11612355709,-16140.303544483106,57,0,0.8862777016787823,60160.6965619208,46030.11612355709,-16140.303544483106,57,0,0.0,0.0,0.0,0,0
43,clean,ensemble__simple_equal,Equal ensemble,all,1080,0.9138135439850881,79943.60217728735,64118.70470288792,9252.818903566884,117,0,0.913813543985088,79943.60217728735,64118.70470288792,9252.818903566884,117,0,0.0,0.0,0.0,0,0
43,clean,ensemble__inner_holdout,Inner-holdout ensemble,below,480,-0.5822624499799862,101787.79102164786,86302.05506769115,64762.716583667556,0,0,-0.5822624499799862,101787.79102164786,86302.05506769115,64762.71658366756,0,0,0.0,0.0,-7.275957614183426e-12,0,0
43,clean,ensemble__inner_holdout,Inner-holdout ensemble,near,60,-2.8706671749532263e+30,98621.49213608172,92403.38825892018,-92403.38825892018,60,0,-2.8706671749532263e+30,98621.49213608172,92403.38825892018,-92403.38825892018,60,0,0.0,0.0,0.0,0,0
43,clean,ensemble__inner_holdout,Inner-holdout ensemble,above,540,0.8771736372114053,62522.42836935401,51471.229595571735,2588.348513747731,60,0,0.8771736372114053,62522.42836935401,51471.229595571735,2588.348513747731,60,0,0.0,0.0,0.0,0,0
43,clean,ensemble__inner_holdout,Inner-holdout ensemble,all,1080,0.9042566531217328,84259.42755116141,69225.60528669972,24944.082279675,120,0,0.9042566531217328,84259.42755116141,69225.60528669972,24944.082279675,120,0,0.0,0.0,0.0,0,0
43,0,randomforest,RandomForest,below,480,-0.011422572755735105,81380.94894602387,73442.36577343792,9607.988917292085,0,2,-0.0103303252633417,81336.9949397457,73341.16183463583,9619.1722831775,0,2,43.95400627817435,101.20393880209303,-11.183365885415697,0,0
43,0,randomforest,RandomForest,near,60,-6.427530288976951e+30,147571.4054176951,140746.99580083333,-132950.02587083334,54,0,-6.804098705617524e+30,151832.74719280266,145668.70231125003,-137789.06050624998,54,0,-4261.341775107576,-4921.706510416698,4839.0346354166395,0,0
43,0,randomforest,RandomForest,above,540,0.6902702524343132,99284.51101907696,78799.14983888889,-77264.66081203704,46,0,0.6889934391282315,99488.94312345653,78768.45284814815,-77176.73477037037,46,0,-204.4321043795644,30.696990740732872,-87.9260416666657,0,0
43,0,randomforest,RandomForest,all,1080,0.8775227202874195,95299.79528439928,79859.90391879648,-41748.22565782389,100,2,0.8763357084225454,95760.48979996932,80073.00403453721,-41968.12750967574,100,2,-460.69451557003777,-213.10011574072996,219.90185185184964,0,0
43,0,conformer,Conformer,below,480,-1.1609417130382877,118953.70000160584,107858.86762125527,-17508.12718859817,0,0,-4.56516358269943,190895.3703849817,169563.2539563546,169563.2539563546,0,183,-71941.67038337587,-61704.386335099334,-187071.3811449528,0,-183
43,0,conformer,Conformer,near,60,-6.751165509973344e+30,151240.99469805538,141069.77268208333,-140228.80790208332,59,0,-1.086289986401943e+29,19184.61267531739,15547.448697916669,796.3103270833225,30,0,132056.382022738,125522.32398416667,-141025.11822916663,29,0
43,0,conformer,Conformer,above,540,0.7960606234849221,80563.91926321905,54843.37496060185,-23608.98005393518,67,0,0.8853217810858138,60413.015164665696,51585.57819055555,15001.73768333333,37,0,20150.904098553357,3257.7967700462978,-38610.71773726851,30,0
43,0,conformer,Conformer,all,1080,0.8542886924668074,103946.7294694974,83196.17157208569,-27376.369216460305,126,0,0.756701068888975,134318.02651634745,102017.9824479863,82906.55450710667,67,183,-30371.297046850057,-18821.810875900614,-110282.92372356699,59,-183
43,0,alexnet,AlexNet,below,480,-2.6336431721575613,154250.85043870672,137675.49022205346,52570.82234023901,0,7,-4.070672523072634,182217.13355711728,158590.7072766671,158590.7072766671,0,65,-27966.28311841056,-20915.217054613633,-106019.88493642808,0,-58
43,0,alexnet,AlexNet,near,60,-4.648456026697935e+30,125497.33715861809,101186.86028109374,-99480.39009609375,58,0,-1.1209180804911867e+29,19487.99163945924,16074.265465000008,-13303.949308333344,52,0,106009.34551915884,85112.59481609374,-86176.4407877604,6,0
43,0,alexnet,AlexNet,above,540,0.8439940165252886,70462.92540112167,52352.339590150455,-11430.255466261571,55,0,0.8494495731786201,69219.91114882502,59952.82602157407,28027.024199537034,43,0,1243.014252296649,-7600.486431423611,-39457.279665798604,12,0
43,0,alexnet,AlexNet,all,1080,0.8121140064962153,118035.1631288025,92986.76879827087,12122.993857192452,113,7,0.7684013336830577,131048.55266642784,101354.1865484724,83759.16259449095,95,65,-13013.38953762535,-8367.417750201523,-71636.16873729849,18,-58
43,0,ensemble__simple_equal,Equal ensemble,below,480,-0.9220982651642564,112187.43588593061,105271.75113522631,14890.228022977639,0,1,-2.040682994968225,141104.86947962383,116177.66444033026,112591.04450539972,0,1,-28917.43359369322,-10905.913305103953,-97700.81648242209,0,0
43,0,ensemble__simple_equal,Equal ensemble,near,60,-5.393863192233697e+30,135185.499766864,124759.1854330035,-124219.74128967017,58,0,-8.913252752796631e+29,54953.86701160833,52289.89039583337,-50098.89982916671,55,0,80231.63275525568,72469.29503717013,-74120.84146050346,3,0
43,0,ensemble__simple_equal,Equal ensemble,above,540,0.8297851656813714,73601.85247009377,50492.981996855735,-37434.63211074467,58,0,0.9105620103603328,53352.043228379946,43626.52774070987,-11382.657629166746,46,0,20249.809241713825,6866.454256145866,-26051.974481577927,12,0
