snr,model,sample_id,val_local_index,source_wav_id,chunk_index,region,ensemble_case,y_true_w_m2,base_prediction_w_m2,base_residual_w_m2,band,low_hz,high_hz,masked_prediction_w_m2,prediction_change_masked_minus_base_w_m2,abs_error_change_masked_minus_base_w_m2,mask_improves_error
no_noise,alexnet,high_heatflux_val1020,1020,index=18.873637,0,above_onb,failure_vs_best_single,873637.0359,909147.8125,35510.77659999998,freq_5000_10000Hz,5000.0,10000.0,1388407.5,479259.6875,479259.6875,False
no_noise,alexnet,high_heatflux_val1020,1020,index=18.873637,0,above_onb,failure_vs_best_single,873637.0359,909147.8125,35510.77659999998,freq_10000_15000Hz,10000.0,15000.0,964424.0625,55276.25,55276.25,False
no_noise,alexnet,high_heatflux_val1020,1020,index=18.873637,0,above_onb,failure_vs_best_single,873637.0359,909147.8125,35510.77659999998,freq_15000_22000Hz,15000.0,22000.0,1095097.25,185949.4375,185949.4375,False
-8,randomforest,near_onb_below_val0300,300,index=8.225704,0,below_onb,failure_vs_best_single,225704.9618,79901.7421875,-145803.2196125,freq_0_256Hz,0.0,256.0,79901.7421875,0.0,0.0,False
-8,randomforest,near_onb_below_val0300,300,index=8.225704,0,below_onb,failure_vs_best_single,225704.9618,79901.7421875,-145803.2196125,freq_256_512Hz,256.0,512.0,79901.7421875,0.0,0.0,False
-8,randomforest,near_onb_below_val0300,300,index=8.225704,0,below_onb,failure_vs_best_single,225704.9618,79901.7421875,-145803.2196125,freq_512_1000Hz,512.0,1000.0,77374.8515625,-2526.890625,2526.890625,False
-8,randomforest,near_onb_below_val0300,300,index=8.225704,0,below_onb,failure_vs_best_single,225704.9618,79901.7421875,-145803.2196125,freq_1000_2000Hz,1000.0,2000.0,78106.8203125,-1794.921875,1794.921875,False
-8,randomforest,near_onb_below_val0300,300,index=8.225704,0,below_onb,failure_vs_best_single,225704.9618,79901.7421875,-145803.2196125,freq_2000_5000Hz,2000.0,5000.0,74355.984375,-5545.7578125,5545.7578125,False
-8,randomforest,near_onb_below_val0300,300,index=8.225704,0,below_onb,failure_vs_best_single,225704.9618,79901.7421875,-145803.2196125,freq_5000_10000Hz,5000.0,10000.0,72439.0625,-7462.6796875,7462.6796875,False
-8,randomforest,near_onb_below_val0300,300,index=8.225704,0,below_onb,failure_vs_best_single,225704.9618,79901.7421875,-145803.2196125,freq_10000_15000Hz,10000.0,15000.0,77484.6484375,-2417.09375,2417.09375,False
-8,randomforest,near_onb_below_val0300,300,index=8.225704,0,below_onb,failure_vs_best_single,225704.9618,79901.7421875,-145803.2196125,freq_15000_22000Hz,15000.0,22000.0,78644.390625,-1257.3515625,1257.3515625,False
-8,randomforest,near_onb_above_val0420,420,index=9.271677,0,near_onb,failure_vs_best_single,271677.6816,73108.0546875,-198569.6269125,freq_0_256Hz,0.0,256.0,73108.0546875,0.0,0.0,False
-8,randomforest,near_onb_above_val0420,420,index=9.271677,0,near_onb,failure_vs_best_single,271677.6816,73108.0546875,-198569.6269125,freq_256_512Hz,256.0,512.0,73108.0546875,0.0,0.0,False
-8,randomforest,near_onb_above_val0420,420,index=9.271677,0,near_onb,failure_vs_best_single,271677.6816,73108.0546875,-198569.6269125,freq_512_1000Hz,512.0,1000.0,62256.66015625,-10851.39453125,10851.39453125,False
-8,randomforest,near_onb_above_val0420,420,index=9.271677,0,near_onb,failure_vs_best_single,271677.6816,73108.0546875,-198569.6269125,freq_1000_2000Hz,1000.0,2000.0,60171.2734375,-12936.78125,12936.78125,False
-8,randomforest,near_onb_above_val0420,420,index=9.271677,0,near_onb,failure_vs_best_single,271677.6816,73108.0546875,-198569.6269125,freq_2000_5000Hz,2000.0,5000.0,72851.984375,-256.0703125,256.0703125,False
-8,randomforest,near_onb_above_val0420,420,index=9.271677,0,near_onb,failure_vs_best_single,271677.6816,73108.0546875,-198569.6269125,freq_5000_10000Hz,5000.0,10000.0,73962.65625,854.6015625,-854.6015625,True
-8,randomforest,near_onb_above_val0420,420,index=9.271677,0,near_onb,failure_vs_best_single,271677.6816,73108.0546875,-198569.6269125,freq_10000_15000Hz,10000.0,15000.0,60408.91015625,-12699.14453125,12699.14453125,False
-8,randomforest,near_onb_above_val0420,420,index=9.271677,0,near_onb,failure_vs_best_single,271677.6816,73108.0546875,-198569.6269125,freq_15000_22000Hz,15000.0,22000.0,64125.1015625,-8982.953125,8982.953125,False
-8,randomforest,false_negative_val0573,573,index=11.376320,33,above_onb,failure_vs_best_single,376320.1201,61054.9453125,-315265.1747875,freq_0_256Hz,0.0,256.0,61054.9453125,0.0,0.0,False
-8,randomforest,false_negative_val0573,573,index=11.376320,33,above_onb,failure_vs_best_single,376320.1201,61054.9453125,-315265.1747875,freq_256_512Hz,256.0,512.0,61054.9453125,0.0,0.0,False
-8,randomforest,false_negative_val0573,573,index=11.376320,33,above_onb,failure_vs_best_single,376320.1201,61054.9453125,-315265.1747875,freq_512_1000Hz,512.0,1000.0,62756.04296875,1701.09765625,-1701.09765625,True
-8,randomforest,false_negative_val0573,573,index=11.376320,33,above_onb,failure_vs_best_single,376320.1201,61054.9453125,-315265.1747875,freq_1000_2000Hz,1000.0,2000.0,57960.4453125,-3094.5,3094.5,False
-8,randomforest,false_negative_val0573,573,index=11.376320,33,above_onb,failure_vs_best_single,376320.1201,61054.9453125,-315265.1747875,freq_2000_5000Hz,2000.0,5000.0,69766.8359375,8711.890625,-8711.890625,True
-8,randomforest,false_negative_val0573,573,index=11.376320,33,above_onb,failure_vs_best_single,376320.1201,61054.9453125,-315265.1747875,freq_5000_10000Hz,5000.0,10000.0,73261.921875,12206.9765625,-12206.9765625,True
-8,randomforest,false_negative_val0573,573,index=11.376320,33,above_onb,failure_vs_best_single,376320.1201,61054.9453125,-315265.1747875,freq_10000_15000Hz,10000.0,15000.0,57157.22265625,-3897.72265625,3897.72265625,False
-8,randomforest,false_negative_val0573,573,index=11.376320,33,above_onb,failure_vs_best_single,376320.1201,61054.9453125,-315265.1747875,freq_15000_22000Hz,15000.0,22000.0,59606.6171875,-1448.328125,1448.328125,False
-8,randomforest,low_heatflux_val0000,0,index=1.0,0,below_onb,failure_vs_best_single,-1.42e-06,79750.484375,79750.48437642,freq_0_256Hz,0.0,256.0,79750.484375,0.0,0.0,False
-8,randomforest,low_heatflux_val0000,0,index=1.0,0,below_onb,failure_vs_best_single,-1.42e-06,79750.484375,79750.48437642,freq_256_512Hz,256.0,512.0,79750.484375,0.0,0.0,False
-8,randomforest,low_heatflux_val0000,0,index=1.0,0,below_onb,failure_vs_best_single,-1.42e-06,79750.484375,79750.48437642,freq_512_1000Hz,512.0,1000.0,77460.1171875,-2290.3671875,-2290.3671875,True
-8,randomforest,low_heatflux_val0000,0,index=1.0,0,below_onb,failure_vs_best_single,-1.42e-06,79750.484375,79750.48437642,freq_1000_2000Hz,1000.0,2000.0,79022.21875,-728.265625,-728.265625,True
-8,randomforest,low_heatflux_val0000,0,index=1.0,0,below_onb,failure_vs_best_single,-1.42e-06,79750.484375,79750.48437642,freq_2000_5000Hz,2000.0,5000.0,73530.609375,-6219.875,-6219.875,True
-8,randomforest,low_heatflux_val0000,0,index=1.0,0,below_onb,failure_vs_best_single,-1.42e-06,79750.484375,79750.48437642,freq_5000_10000Hz,5000.0,10000.0,66585.984375,-13164.5,-13164.5,True
-8,randomforest,low_heatflux_val0000,0,index=1.0,0,below_onb,failure_vs_best_single,-1.42e-06,79750.484375,79750.48437642,freq_10000_15000Hz,10000.0,15000.0,79206.890625,-543.59375,-543.59375,True
-8,randomforest,low_heatflux_val0000,0,index=1.0,0,below_onb,failure_vs_best_single,-1.42e-06,79750.484375,79750.48437642,freq_15000_22000Hz,15000.0,22000.0,79747.328125,-3.15625,-3.15625,True
-8,randomforest,high_heatflux_val1020,1020,index=18.873637,0,above_onb,failure_vs_best_single,873637.0359,727891.875,-145745.16090000002,freq_0_256Hz,0.0,256.0,727891.875,0.0,0.0,False
-8,randomforest,high_heatflux_val1020,1020,index=18.873637,0,above_onb,failure_vs_best_single,873637.0359,727891.875,-145745.16090000002,freq_256_512Hz,256.0,512.0,727891.875,0.0,0.0,False
-8,randomforest,high_heatflux_val1020,1020,index=18.873637,0,above_onb,failure_vs_best_single,873637.0359,727891.875,-145745.16090000002,freq_512_1000Hz,512.0,1000.0,726342.0,-1549.875,1549.875,False
-8,randomforest,high_heatflux_val1020,1020,index=18.873637,0,above_onb,failure_vs_best_single,873637.0359,727891.875,-145745.16090000002,freq_1000_2000Hz,1000.0,2000.0,728112.5,220.625,-220.625,True
-8,randomforest,high_heatflux_val1020,1020,index=18.873637,0,above_onb,failure_vs_best_single,873637.0359,727891.875,-145745.16090000002,freq_2000_5000Hz,2000.0,5000.0,447224.125,-280667.75,280667.75,False
-8,randomforest,high_heatflux_val1020,1020,index=18.873637,0,above_onb,failure_vs_best_single,873637.0359,727891.875,-145745.16090000002,freq_5000_10000Hz,5000.0,10000.0,727611.125,-280.75,280.75,False
-8,randomforest,high_heatflux_val1020,1020,index=18.873637,0,above_onb,failure_vs_best_single,873637.0359,727891.875,-145745.16090000002,freq_10000_15000Hz,10000.0,15000.0,727891.875,0.0,0.0,False
-8,randomforest,high_heatflux_val1020,1020,index=18.873637,0,above_onb,failure_vs_best_single,873637.0359,727891.875,-145745.16090000002,freq_15000_22000Hz,15000.0,22000.0,727891.875,0.0,0.0,False
-8,conformer,near_onb_below_val0300,300,index=8.225704,0,below_onb,failure_vs_best_single,225704.9618,26390.380859375,-199314.580940625,freq_0_256Hz,0.0,256.0,26412.66015625,22.279296875,-22.279296875,True
-8,conformer,near_onb_below_val0300,300,index=8.225704,0,below_onb,failure_vs_best_single,225704.9618,26390.380859375,-199314.580940625,freq_256_512Hz,256.0,512.0,78723.015625,52332.634765625,-52332.634765625,True
-8,conformer,near_onb_below_val0300,300,index=8.225704,0,below_onb,failure_vs_best_single,225704.9618,26390.380859375,-199314.580940625,freq_512_1000Hz,512.0,1000.0,274247.53125,247857.150390625,-150772.01149062498,True
-8,conformer,near_onb_below_val0300,300,index=8.225704,0,below_onb,failure_vs_best_single,225704.9618,26390.380859375,-199314.580940625,freq_1000_2000Hz,1000.0,2000.0,418614.34375,392223.962890625,-6405.19899062498,True
-8,conformer,near_onb_below_val0300,300,index=8.225704,0,below_onb,failure_vs_best_single,225704.9618,26390.380859375,-199314.580940625,freq_2000_5000Hz,2000.0,5000.0,580181.4375,553791.056640625,155161.89475937502,False
-8,conformer,near_onb_below_val0300,300,index=8.225704,0,below_onb,failure_vs_best_single,225704.9618,26390.380859375,-199314.580940625,freq_5000_10000Hz,5000.0,10000.0,384240.375,357849.994140625,-40779.16774062498,True
-8,conformer,near_onb_below_val0300,300,index=8.225704,0,below_onb,failure_vs_best_single,225704.9618,26390.380859375,-199314.580940625,freq_10000_15000Hz,10000.0,15000.0,-39725.90234375,-66116.283203125,66116.283203125,False
-8,conformer,near_onb_below_val0300,300,index=8.225704,0,below_onb,failure_vs_best_single,225704.9618,26390.380859375,-199314.580940625,freq_15000_22000Hz,15000.0,22000.0,164076.25,137685.869140625,-137685.869140625,True
-8,conformer,near_onb_above_val0420,420,index=9.271677,0,near_onb,failure_vs_best_single,271677.6816,-17941.5546875,-289619.2362875,freq_0_256Hz,0.0,256.0,-18001.5859375,-60.03125,60.03125,False
-8,conformer,near_onb_above_val0420,420,index=9.271677,0,near_onb,failure_vs_best_single,271677.6816,-17941.5546875,-289619.2362875,freq_256_512Hz,256.0,512.0,62618.96484375,80560.51953125,-80560.51953125,True
-8,conformer,near_onb_above_val0420,420,index=9.271677,0,near_onb,failure_vs_best_single,271677.6816,-17941.5546875,-289619.2362875,freq_512_1000Hz,512.0,1000.0,300773.71875,318715.2734375,-260523.19913750002,True
-8,conformer,near_onb_above_val0420,420,index=9.271677,0,near_onb,failure_vs_best_single,271677.6816,-17941.5546875,-289619.2362875,freq_1000_2000Hz,1000.0,2000.0,421608.65625,439550.2109375,-139688.26163750002,True
-8,conformer,near_onb_above_val0420,420,index=9.271677,0,near_onb,failure_vs_best_single,271677.6816,-17941.5546875,-289619.2362875,freq_2000_5000Hz,2000.0,5000.0,564076.8125,582018.3671875,2779.8946124999784,False
-8,conformer,near_onb_above_val0420,420,index=9.271677,0,near_onb,failure_vs_best_single,271677.6816,-17941.5546875,-289619.2362875,freq_5000_10000Hz,5000.0,10000.0,381337.5,399279.0546875,-179959.41788750002,True
-8,conformer,near_onb_above_val0420,420,index=9.271677,0,near_onb,failure_vs_best_single,271677.6816,-17941.5546875,-289619.2362875,freq_10000_15000Hz,10000.0,15000.0,-45280.3984375,-27338.84375,27338.84375,False
-8,conformer,near_onb_above_val0420,420,index=9.271677,0,near_onb,failure_vs_best_single,271677.6816,-17941.5546875,-289619.2362875,freq_15000_22000Hz,15000.0,22000.0,144542.640625,162484.1953125,-162484.1953125,True
-8,conformer,false_negative_val0508,508,index=10.322114,28,above_onb,failure_vs_best_single,322114.2428,-49384.03125,-371498.27405,freq_0_256Hz,0.0,256.0,-49318.5,65.53125,-65.53125,True
-8,conformer,false_negative_val0508,508,index=10.322114,28,above_onb,failure_vs_best_single,322114.2428,-49384.03125,-371498.27405,freq_256_512Hz,256.0,512.0,12072.5537109375,61456.5849609375,-61456.5849609375,True
-8,conformer,false_negative_val0508,508,index=10.322114,28,above_onb,failure_vs_best_single,322114.2428,-49384.03125,-371498.27405,freq_512_1000Hz,512.0,1000.0,229630.796875,279014.828125,-279014.828125,True
-8,conformer,false_negative_val0508,508,index=10.322114,28,above_onb,failure_vs_best_single,322114.2428,-49384.03125,-371498.27405,freq_1000_2000Hz,1000.0,2000.0,388616.875,438000.90625,-304995.64185,True
-8,conformer,false_negative_val0508,508,index=10.322114,28,above_onb,failure_vs_best_single,322114.2428,-49384.03125,-371498.27405,freq_2000_5000Hz,2000.0,5000.0,561018.125,610402.15625,-132594.39185,True
-8,conformer,false_negative_val0508,508,index=10.322114,28,above_onb,failure_vs_best_single,322114.2428,-49384.03125,-371498.27405,freq_5000_10000Hz,5000.0,10000.0,335323.0,384707.03125,-358289.51685,True
-8,conformer,false_negative_val0508,508,index=10.322114,28,above_onb,failure_vs_best_single,322114.2428,-49384.03125,-371498.27405,freq_10000_15000Hz,10000.0,15000.0,-39743.67578125,9640.35546875,-9640.35546875,True
-8,conformer,false_negative_val0508,508,index=10.322114,28,above_onb,failure_vs_best_single,322114.2428,-49384.03125,-371498.27405,freq_15000_22000Hz,15000.0,22000.0,91983.390625,141367.421875,-141367.421875,True
-8,conformer,low_heatflux_val0000,0,index=1.0,0,below_onb,failure_vs_best_single,-1.42e-06,55022.86328125,55022.86328267,freq_0_256Hz,0.0,256.0,55059.4765625,36.61328125,36.61328125,False
-8,conformer,low_heatflux_val0000,0,index=1.0,0,below_onb,failure_vs_best_single,-1.42e-06,55022.86328125,55022.86328267,freq_256_512Hz,256.0,512.0,94502.9453125,39480.08203125,39480.08203125001,False
-8,conformer,low_heatflux_val0000,0,index=1.0,0,below_onb,failure_vs_best_single,-1.42e-06,55022.86328125,55022.86328267,freq_512_1000Hz,512.0,1000.0,292559.59375,237536.73046875,237536.73046874997,False
-8,conformer,low_heatflux_val0000,0,index=1.0,0,below_onb,failure_vs_best_single,-1.42e-06,55022.86328125,55022.86328267,freq_1000_2000Hz,1000.0,2000.0,409350.0625,354327.19921875,354327.19921875,False
-8,conformer,low_heatflux_val0000,0,index=1.0,0,below_onb,failure_vs_best_single,-1.42e-06,55022.86328125,55022.86328267,freq_2000_5000Hz,2000.0,5000.0,565255.0,510232.13671875,510232.13671875006,False
-8,conformer,low_heatflux_val0000,0,index=1.0,0,below_onb,failure_vs_best_single,-1.42e-06,55022.86328125,55022.86328267,freq_5000_10000Hz,5000.0,10000.0,387095.15625,332072.29296875,332072.29296875,False
-8,conformer,low_heatflux_val0000,0,index=1.0,0,below_onb,failure_vs_best_single,-1.42e-06,55022.86328125,55022.86328267,freq_10000_15000Hz,10000.0,15000.0,-39653.734375,-94676.59765625,-15369.128909089995,True
-8,conformer,low_heatflux_val0000,0,index=1.0,0,below_onb,failure_vs_best_single,-1.42e-06,55022.86328125,55022.86328267,freq_15000_22000Hz,15000.0,22000.0,168827.4375,113804.57421875,113804.57421875,False
-8,conformer,high_heatflux_val1020,1020,index=18.873637,0,above_onb,failure_vs_best_single,873637.0359,887068.5625,13431.526599999983,freq_0_256Hz,0.0,256.0,876236.0625,-10832.5,-10832.5,True
-8,conformer,high_heatflux_val1020,1020,index=18.873637,0,above_onb,failure_vs_best_single,873637.0359,887068.5625,13431.526599999983,freq_256_512Hz,256.0,512.0,804707.75,-82360.8125,55497.759300000034,False
-8,conformer,high_heatflux_val1020,1020,index=18.873637,0,above_onb,failure_vs_best_single,873637.0359,887068.5625,13431.526599999983,freq_512_1000Hz,512.0,1000.0,736576.3125,-150492.25,123629.19680000003,False
-8,conformer,high_heatflux_val1020,1020,index=18.873637,0,above_onb,failure_vs_best_single,873637.0359,887068.5625,13431.526599999983,freq_1000_2000Hz,1000.0,2000.0,666218.5,-220850.0625,193987.00930000003,False
-8,conformer,high_heatflux_val1020,1020,index=18.873637,0,above_onb,failure_vs_best_single,873637.0359,887068.5625,13431.526599999983,freq_2000_5000Hz,2000.0,5000.0,692432.0,-194636.5625,167773.50930000003,False
-8,conformer,high_heatflux_val1020,1020,index=18.873637,0,above_onb,failure_vs_best_single,873637.0359,887068.5625,13431.526599999983,freq_5000_10000Hz,5000.0,10000.0,582755.0,-304313.5625,277450.50930000003,False
-8,conformer,high_heatflux_val1020,1020,index=18.873637,0,above_onb,failure_vs_best_single,873637.0359,887068.5625,13431.526599999983,freq_10000_15000Hz,10000.0,15000.0,149266.015625,-737802.546875,710939.493675,False
-8,conformer,high_heatflux_val1020,1020,index=18.873637,0,above_onb,failure_vs_best_single,873637.0359,887068.5625,13431.526599999983,freq_15000_22000Hz,15000.0,22000.0,413251.65625,-473816.90625,446953.85305000003,False
-8,alexnet,near_onb_below_val0300,300,index=8.225704,0,below_onb,failure_vs_best_single,225704.9618,113041.390625,-112663.57117499999,freq_0_256Hz,0.0,256.0,113080.2421875,38.8515625,-38.8515625,True
-8,alexnet,near_onb_below_val0300,300,index=8.225704,0,below_onb,failure_vs_best_single,225704.9618,113041.390625,-112663.57117499999,freq_256_512Hz,256.0,512.0,31812.736328125,-81228.654296875,81228.654296875,False
-8,alexnet,near_onb_below_val0300,300,index=8.225704,0,below_onb,failure_vs_best_single,225704.9618,113041.390625,-112663.57117499999,freq_512_1000Hz,512.0,1000.0,394111.8125,281070.421875,55743.27952500002,False
-8,alexnet,near_onb_below_val0300,300,index=8.225704,0,below_onb,failure_vs_best_single,225704.9618,113041.390625,-112663.57117499999,freq_1000_2000Hz,1000.0,2000.0,1493425.5,1380384.109375,1155056.9670250001,False
-8,alexnet,near_onb_below_val0300,300,index=8.225704,0,below_onb,failure_vs_best_single,225704.9618,113041.390625,-112663.57117499999,freq_2000_5000Hz,2000.0,5000.0,544952.5,431911.109375,206583.96702500002,False
-8,alexnet,near_onb_below_val0300,300,index=8.225704,0,below_onb,failure_vs_best_single,225704.9618,113041.390625,-112663.57117499999,freq_5000_10000Hz,5000.0,10000.0,738123.375,625081.984375,399754.842025,False
-8,alexnet,near_onb_below_val0300,300,index=8.225704,0,below_onb,failure_vs_best_single,225704.9618,113041.390625,-112663.57117499999,freq_10000_15000Hz,10000.0,15000.0,1117899.25,1004857.859375,779530.7170250001,False
-8,alexnet,near_onb_below_val0300,300,index=8.225704,0,below_onb,failure_vs_best_single,225704.9618,113041.390625,-112663.57117499999,freq_15000_22000Hz,15000.0,22000.0,790985.4375,677944.046875,452616.9045250001,False
-8,alexnet,near_onb_above_val0420,420,index=9.271677,0,near_onb,failure_vs_best_single,271677.6816,73587.7421875,-198089.9394125,freq_0_256Hz,0.0,256.0,73599.5625,11.8203125,-11.8203125,True
-8,alexnet,near_onb_above_val0420,420,index=9.271677,0,near_onb,failure_vs_best_single,271677.6816,73587.7421875,-198089.9394125,freq_256_512Hz,256.0,512.0,14090.4951171875,-59497.2470703125,59497.2470703125,False
-8,alexnet,near_onb_above_val0420,420,index=9.271677,0,near_onb,failure_vs_best_single,271677.6816,73587.7421875,-198089.9394125,freq_512_1000Hz,512.0,1000.0,448520.84375,374933.1015625,-21246.77726250002,True
-8,alexnet,near_onb_above_val0420,420,index=9.271677,0,near_onb,failure_vs_best_single,271677.6816,73587.7421875,-198089.9394125,freq_1000_2000Hz,1000.0,2000.0,1554414.625,1480826.8828125,1084647.0039875,False
-8,alexnet,near_onb_above_val0420,420,index=9.271677,0,near_onb,failure_vs_best_single,271677.6816,73587.7421875,-198089.9394125,freq_2000_5000Hz,2000.0,5000.0,555998.5625,482410.8203125,86230.94148749998,False
-8,alexnet,near_onb_above_val0420,420,index=9.271677,0,near_onb,failure_vs_best_single,271677.6816,73587.7421875,-198089.9394125,freq_5000_10000Hz,5000.0,10000.0,719145.0625,645557.3203125,249377.44148749998,False
-8,alexnet,near_onb_above_val0420,420,index=9.271677,0,near_onb,failure_vs_best_single,271677.6816,73587.7421875,-198089.9394125,freq_10000_15000Hz,10000.0,15000.0,1076750.625,1003162.8828125,606983.0039875,False
-8,alexnet,near_onb_above_val0420,420,index=9.271677,0,near_onb,failure_vs_best_single,271677.6816,73587.7421875,-198089.9394125,freq_15000_22000Hz,15000.0,22000.0,745235.0625,671647.3203125,275467.4414875,False
-8,alexnet,false_negative_val0573,573,index=11.376320,33,above_onb,failure_vs_best_single,376320.1201,-13354.431640625,-389674.551740625,freq_0_256Hz,0.0,256.0,-13348.0546875,6.376953125,-6.376953125,True
-8,alexnet,false_negative_val0573,573,index=11.376320,33,above_onb,failure_vs_best_single,376320.1201,-13354.431640625,-389674.551740625,freq_256_512Hz,256.0,512.0,-17957.384765625,-4602.953125,4602.953125,False
-8,alexnet,false_negative_val0573,573,index=11.376320,33,above_onb,failure_vs_best_single,376320.1201,-13354.431640625,-389674.551740625,freq_512_1000Hz,512.0,1000.0,347021.96875,360376.400390625,-360376.400390625,True
-8,alexnet,false_negative_val0573,573,index=11.376320,33,above_onb,failure_vs_best_single,376320.1201,-13354.431640625,-389674.551740625,freq_1000_2000Hz,1000.0,2000.0,1377347.875,1390702.306640625,611353.2031593751,False
-8,alexnet,false_negative_val0573,573,index=11.376320,33,above_onb,failure_vs_best_single,376320.1201,-13354.431640625,-389674.551740625,freq_2000_5000Hz,2000.0,5000.0,514959.15625,528313.587890625,-251035.515590625,True
-8,alexnet,false_negative_val0573,573,index=11.376320,33,above_onb,failure_vs_best_single,376320.1201,-13354.431640625,-389674.551740625,freq_5000_10000Hz,5000.0,10000.0,635869.75,649224.181640625,-130124.921840625,True
-8,alexnet,false_negative_val0573,573,index=11.376320,33,above_onb,failure_vs_best_single,376320.1201,-13354.431640625,-389674.551740625,freq_10000_15000Hz,10000.0,15000.0,864113.8125,877468.244140625,98119.140659375,False
-8,alexnet,false_negative_val0573,573,index=11.376320,33,above_onb,failure_vs_best_single,376320.1201,-13354.431640625,-389674.551740625,freq_15000_22000Hz,15000.0,22000.0,608337.875,621692.306640625,-157656.796840625,True
-8,alexnet,low_heatflux_val0000,0,index=1.0,0,below_onb,failure_vs_best_single,-1.42e-06,71002.8046875,71002.80468892,freq_0_256Hz,0.0,256.0,70992.921875,-9.8828125,-9.8828125,True
-8,alexnet,low_heatflux_val0000,0,index=1.0,0,below_onb,failure_vs_best_single,-1.42e-06,71002.8046875,71002.80468892,freq_256_512Hz,256.0,512.0,36819.890625,-34182.9140625,-34182.91406250001,True
-8,alexnet,low_heatflux_val0000,0,index=1.0,0,below_onb,failure_vs_best_single,-1.42e-06,71002.8046875,71002.80468892,freq_512_1000Hz,512.0,1000.0,397904.71875,326901.9140625,326901.9140625,False
-8,alexnet,low_heatflux_val0000,0,index=1.0,0,below_onb,failure_vs_best_single,-1.42e-06,71002.8046875,71002.80468892,freq_1000_2000Hz,1000.0,2000.0,1508705.5,1437702.6953125,1437702.6953125,False
-8,alexnet,low_heatflux_val0000,0,index=1.0,0,below_onb,failure_vs_best_single,-1.42e-06,71002.8046875,71002.80468892,freq_2000_5000Hz,2000.0,5000.0,556726.5625,485723.7578125,485723.7578125,False
-8,alexnet,low_heatflux_val0000,0,index=1.0,0,below_onb,failure_vs_best_single,-1.42e-06,71002.8046875,71002.80468892,freq_5000_10000Hz,5000.0,10000.0,723720.5625,652717.7578125,652717.7578125,False
-8,alexnet,low_heatflux_val0000,0,index=1.0,0,below_onb,failure_vs_best_single,-1.42e-06,71002.8046875,71002.80468892,freq_10000_15000Hz,10000.0,15000.0,1099895.125,1028892.3203125,1028892.3203125,False
-8,alexnet,low_heatflux_val0000,0,index=1.0,0,below_onb,failure_vs_best_single,-1.42e-06,71002.8046875,71002.80468892,freq_15000_22000Hz,15000.0,22000.0,754825.5625,683822.7578125,683822.7578125,False
-8,alexnet,high_heatflux_val1020,1020,index=18.873637,0,above_onb,failure_vs_best_single,873637.0359,789511.625,-84125.41090000002,freq_0_256Hz,0.0,256.0,790303.125,791.5,-791.5,True
-8,alexnet,high_heatflux_val1020,1020,index=18.873637,0,above_onb,failure_vs_best_single,873637.0359,789511.625,-84125.41090000002,freq_256_512Hz,256.0,512.0,754446.5625,-35065.0625,35065.0625,False
-8,alexnet,high_heatflux_val1020,1020,index=18.873637,0,above_onb,failure_vs_best_single,873637.0359,789511.625,-84125.41090000002,freq_512_1000Hz,512.0,1000.0,1303963.75,514452.125,346201.30319999997,False
-8,alexnet,high_heatflux_val1020,1020,index=18.873637,0,above_onb,failure_vs_best_single,873637.0359,789511.625,-84125.41090000002,freq_1000_2000Hz,1000.0,2000.0,3039760.5,2250248.875,2081998.0532,False
-8,alexnet,high_heatflux_val1020,1020,index=18.873637,0,above_onb,failure_vs_best_single,873637.0359,789511.625,-84125.41090000002,freq_2000_5000Hz,2000.0,5000.0,1380540.625,591029.0,422778.17819999997,False
-8,alexnet,high_heatflux_val1020,1020,index=18.873637,0,above_onb,failure_vs_best_single,873637.0359,789511.625,-84125.41090000002,freq_5000_10000Hz,5000.0,10000.0,1325645.625,536134.0,367883.17819999997,False
-8,alexnet,high_heatflux_val1020,1020,index=18.873637,0,above_onb,failure_vs_best_single,873637.0359,789511.625,-84125.41090000002,freq_10000_15000Hz,10000.0,15000.0,2153364.0,1363852.375,1195601.5532,False
-8,alexnet,high_heatflux_val1020,1020,index=18.873637,0,above_onb,failure_vs_best_single,873637.0359,789511.625,-84125.41090000002,freq_15000_22000Hz,15000.0,22000.0,1473243.625,683732.0,515481.17819999997,False
