run,experiment,maxfreq,snr,experiment_name,evaluation_unit,prediction_scope,model_key,aggregation,persistence_wavs,n_operating_points,threshold,true_transition_available,true_transition_index_0based,true_transition_heat_flux,predicted_transition_available,predicted_transition_index_0based,predicted_transition_at_true_heat_flux,signed_transition_step_error,signed_transition_heat_flux_error,false_positive_wavs_before_onb,post_onb_detection_available,first_post_onb_detection_index_0based,post_onb_detection_at_true_heat_flux,post_onb_detection_delay_steps,post_onb_detection_delay_heat_flux,detected_at_true_onb_operating_point,claim_safe,claim_note,temporal_delay_seconds_available,interpretation,source_csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=10kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,rf,median,1,18,368978.10499999998,1,10,368978.10499999998,1,11,427276.19500000001,1,58298.090000000026,0,1,11,427276.19500000001,1,58298.090000000026,0,1,outer-fold prediction,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=10kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,rf,median,2,18,368978.10499999998,1,10,368978.10499999998,1,11,427276.19500000001,1,58298.090000000026,0,1,11,427276.19500000001,1,58298.090000000026,0,1,outer-fold prediction,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=10kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,cnntf_v2_gap,median,1,18,368978.10499999998,1,10,368978.10499999998,1,10,368978.10499999998,0,0,0,1,10,368978.10499999998,0,0,1,1,outer-fold prediction,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=10kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,cnntf_v2_gap,median,2,18,368978.10499999998,1,10,368978.10499999998,1,10,368978.10499999998,0,0,0,1,10,368978.10499999998,0,0,1,1,outer-fold prediction,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=10kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,alexnet,median,1,18,368978.10499999998,1,10,368978.10499999998,1,11,427276.19500000001,1,58298.090000000026,0,1,11,427276.19500000001,1,58298.090000000026,0,1,outer-fold prediction,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=10kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,alexnet,median,2,18,368978.10499999998,1,10,368978.10499999998,1,11,427276.19500000001,1,58298.090000000026,0,1,11,427276.19500000001,1,58298.090000000026,0,1,outer-fold prediction,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=10kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,ensemble__simple_equal,median,1,18,368978.10499999998,1,10,368978.10499999998,1,11,427276.19500000001,1,58298.090000000026,0,1,11,427276.19500000001,1,58298.090000000026,0,1,claim-safe ensemble strategy,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=10kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,ensemble__simple_equal,median,2,18,368978.10499999998,1,10,368978.10499999998,1,11,427276.19500000001,1,58298.090000000026,0,1,11,427276.19500000001,1,58298.090000000026,0,1,claim-safe ensemble strategy,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=10kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,ensemble__prediction_max,median,1,18,368978.10499999998,1,10,368978.10499999998,1,10,368978.10499999998,0,0,0,1,10,368978.10499999998,0,0,1,1,claim-safe ensemble strategy,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=10kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,ensemble__prediction_max,median,2,18,368978.10499999998,1,10,368978.10499999998,1,10,368978.10499999998,0,0,0,1,10,368978.10499999998,0,0,1,1,claim-safe ensemble strategy,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=10kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,ensemble__inner_holdout,median,1,18,368978.10499999998,1,10,368978.10499999998,1,11,427276.19500000001,1,58298.090000000026,0,1,11,427276.19500000001,1,58298.090000000026,0,0,legacy sample-level inner holdout; source-WAV leakage,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=10kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,ensemble__inner_holdout,median,2,18,368978.10499999998,1,10,368978.10499999998,1,11,427276.19500000001,1,58298.090000000026,0,1,11,427276.19500000001,1,58298.090000000026,0,0,legacy sample-level inner holdout; source-WAV leakage,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=10kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,ensemble__val_fold_legacy,median,1,18,368978.10499999998,1,10,368978.10499999998,1,10,368978.10499999998,0,0,0,1,10,368978.10499999998,0,0,1,0,outer-validation labels were used to choose weights,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=10kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,ensemble__val_fold_legacy,median,2,18,368978.10499999998,1,10,368978.10499999998,1,10,368978.10499999998,0,0,0,1,10,368978.10499999998,0,0,1,0,outer-validation labels were used to choose weights,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=15kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,rf,median,1,18,368978.10499999998,1,10,368978.10499999998,1,11,427276.19500000001,1,58298.090000000026,0,1,11,427276.19500000001,1,58298.090000000026,0,1,outer-fold prediction,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=15kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,rf,median,2,18,368978.10499999998,1,10,368978.10499999998,1,11,427276.19500000001,1,58298.090000000026,0,1,11,427276.19500000001,1,58298.090000000026,0,1,outer-fold prediction,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=15kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,cnntf_v2_gap,median,1,18,368978.10499999998,1,10,368978.10499999998,1,10,368978.10499999998,0,0,0,1,10,368978.10499999998,0,0,1,1,outer-fold prediction,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=15kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,cnntf_v2_gap,median,2,18,368978.10499999998,1,10,368978.10499999998,1,10,368978.10499999998,0,0,0,1,10,368978.10499999998,0,0,1,1,outer-fold prediction,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=15kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,alexnet,median,1,18,368978.10499999998,1,10,368978.10499999998,1,10,368978.10499999998,0,0,0,1,10,368978.10499999998,0,0,1,1,outer-fold prediction,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=15kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,alexnet,median,2,18,368978.10499999998,1,10,368978.10499999998,1,10,368978.10499999998,0,0,0,1,10,368978.10499999998,0,0,1,1,outer-fold prediction,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=15kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,ensemble__simple_equal,median,1,18,368978.10499999998,1,10,368978.10499999998,1,10,368978.10499999998,0,0,0,1,10,368978.10499999998,0,0,1,1,claim-safe ensemble strategy,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=15kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,ensemble__simple_equal,median,2,18,368978.10499999998,1,10,368978.10499999998,1,10,368978.10499999998,0,0,0,1,10,368978.10499999998,0,0,1,1,claim-safe ensemble strategy,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=15kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,ensemble__prediction_max,median,1,18,368978.10499999998,1,10,368978.10499999998,1,10,368978.10499999998,0,0,0,1,10,368978.10499999998,0,0,1,1,claim-safe ensemble strategy,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=15kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,ensemble__prediction_max,median,2,18,368978.10499999998,1,10,368978.10499999998,1,10,368978.10499999998,0,0,0,1,10,368978.10499999998,0,0,1,1,claim-safe ensemble strategy,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=15kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,ensemble__inner_holdout,median,1,18,368978.10499999998,1,10,368978.10499999998,1,10,368978.10499999998,0,0,0,1,10,368978.10499999998,0,0,1,0,legacy sample-level inner holdout; source-WAV leakage,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=15kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,ensemble__inner_holdout,median,2,18,368978.10499999998,1,10,368978.10499999998,1,10,368978.10499999998,0,0,0,1,10,368978.10499999998,0,0,1,0,legacy sample-level inner holdout; source-WAV leakage,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=15kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,ensemble__val_fold_legacy,median,1,18,368978.10499999998,1,10,368978.10499999998,1,10,368978.10499999998,0,0,0,1,10,368978.10499999998,0,0,1,0,outer-validation labels were used to choose weights,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=15kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,ensemble__val_fold_legacy,median,2,18,368978.10499999998,1,10,368978.10499999998,1,10,368978.10499999998,0,0,0,1,10,368978.10499999998,0,0,1,0,outer-validation labels were used to choose weights,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,rf,median,1,18,368978.10499999998,1,10,368978.10499999998,1,11,427276.19500000001,1,58298.090000000026,0,1,11,427276.19500000001,1,58298.090000000026,0,1,outer-fold prediction,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,rf,median,2,18,368978.10499999998,1,10,368978.10499999998,1,11,427276.19500000001,1,58298.090000000026,0,1,11,427276.19500000001,1,58298.090000000026,0,1,outer-fold prediction,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,cnntf_v2_gap,median,1,18,368978.10499999998,1,10,368978.10499999998,1,10,368978.10499999998,0,0,0,1,10,368978.10499999998,0,0,1,1,outer-fold prediction,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,cnntf_v2_gap,median,2,18,368978.10499999998,1,10,368978.10499999998,1,10,368978.10499999998,0,0,0,1,10,368978.10499999998,0,0,1,1,outer-fold prediction,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,alexnet,median,1,18,368978.10499999998,1,10,368978.10499999998,1,11,427276.19500000001,1,58298.090000000026,0,1,11,427276.19500000001,1,58298.090000000026,0,1,outer-fold prediction,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,alexnet,median,2,18,368978.10499999998,1,10,368978.10499999998,1,11,427276.19500000001,1,58298.090000000026,0,1,11,427276.19500000001,1,58298.090000000026,0,1,outer-fold prediction,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,ensemble__simple_equal,median,1,18,368978.10499999998,1,10,368978.10499999998,1,11,427276.19500000001,1,58298.090000000026,0,1,11,427276.19500000001,1,58298.090000000026,0,1,claim-safe ensemble strategy,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,ensemble__simple_equal,median,2,18,368978.10499999998,1,10,368978.10499999998,1,11,427276.19500000001,1,58298.090000000026,0,1,11,427276.19500000001,1,58298.090000000026,0,1,claim-safe ensemble strategy,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,ensemble__prediction_max,median,1,18,368978.10499999998,1,10,368978.10499999998,1,10,368978.10499999998,0,0,0,1,10,368978.10499999998,0,0,1,1,claim-safe ensemble strategy,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,ensemble__prediction_max,median,2,18,368978.10499999998,1,10,368978.10499999998,1,10,368978.10499999998,0,0,0,1,10,368978.10499999998,0,0,1,1,claim-safe ensemble strategy,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,ensemble__inner_holdout,median,1,18,368978.10499999998,1,10,368978.10499999998,1,11,427276.19500000001,1,58298.090000000026,0,1,11,427276.19500000001,1,58298.090000000026,0,0,legacy sample-level inner holdout; source-WAV leakage,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,2025.06.11_0.3_2,threshold_defined_onb_transition,pooled_outer_fold_oof,ensemble__inner_holdout,median,2,18,368978.10499999998,1,10,368978.10499999998,1,11,427276.19500000001,1,58298.090000000026,0,1,11,427276.19500000001,1,58298.090000000026,0,0,legacy sample-level inner holdout; source-WAV leakage,0,heat_flux_operating_point_transition; not_synchronized_time_delay,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/onb_transition_summary_no_noise.csv
