run,experiment,maxfreq,snr,fold,model,source_csv,evaluation_unit,aggregation,group,axis,low,high,unit,low_index,high_index,n_chunks,n_samples,n_source_wavs,n_onb_samples,base_r2,masked_r2,r2_drop,base_rmse_all,masked_rmse_all,rmse_all_increase,base_mae_all,masked_mae_all,mae_all_increase,base_rmse_onb,masked_rmse_onb,rmse_onb_increase,base_recall,masked_recall,recall_drop,base_f1,masked_f1,f1_drop,base_false_negatives,masked_false_negatives,false_negative_increase
20260908_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,fold1,alexnet,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/group_mask_performance.csv,source_wav,median,time_3,time,0.5,0.75,s,112,168,360,6,6,1,0.9553983704542044,-0.4041866583971776,1.359585028851382,53244.587057985416,298753.16937086254,245508.58231287712,48044.6839522396,288029.29765583336,239984.61370359376,11718.964374999981,355721.30125,344002.33687500004,0.6666666666666666,1.0,-0.33333333333333337,0.8,0.6666666666666666,0.13333333333333341,1,0,-1
20260908_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,fold1,alexnet,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/group_mask_performance.csv,source_wav,median,time_4,time,0.75,1.0,s,168,224,360,6,6,1,0.9553983704542044,0.5406692128876301,0.41472915756657425,53244.587057985416,170868.8426392223,117624.25558123688,48044.6839522396,157794.90703083333,109750.22307859373,11718.964374999981,230895.58250000002,219176.61812500004,0.6666666666666666,1.0,-0.33333333333333337,0.8,1.0,-0.19999999999999996,1,0,-1
20260908_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,fold1,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/group_mask_performance.csv,source_wav,median,freq_0_256Hz,frequency,0.0,256.0,Hz,0,3,360,6,6,1,0.9847410159866438,0.9840179909915892,0.0007230249950546108,31143.17664458548,31872.47474345532,729.29809886984,25713.40824626629,27078.169537770194,1364.7612915039062,10987.308124999981,11251.386249999981,264.078125,0.6666666666666666,0.6666666666666666,0.0,0.8,0.8,0.0,1,1,0
20260908_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,fold1,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/group_mask_performance.csv,source_wav,median,freq_256_512Hz,frequency,256.0,512.0,Hz,3,5,360,6,6,1,0.9847410159866438,0.4827174911393949,0.5020235248472489,31143.17664458548,181327.63486787528,150184.4582232898,25713.40824626629,140525.82343791667,114812.41519165038,10987.308124999981,102143.65187499998,91156.34375,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.8,0.5,0.30000000000000004,1,2,1
20260908_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,fold1,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/group_mask_performance.csv,source_wav,median,freq_512_1000Hz,frequency,512.0,1000.0,Hz,5,10,360,6,6,1,0.9847410159866438,0.5647202236343412,0.4200207923523026,31143.17664458548,166335.26903533688,135192.0923907514,25713.40824626629,139162.84621000002,113449.43796373373,10987.308124999981,29555.70750000002,18568.399375000037,0.6666666666666666,1.0,-0.33333333333333337,0.8,0.8571428571428571,-0.05714285714285705,1,0,-1
20260908_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,fold1,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/group_mask_performance.csv,source_wav,median,freq_1000_2000Hz,frequency,1000.0,2000.0,Hz,10,20,360,6,6,1,0.9847410159866438,0.35697898675934703,0.6277620292272967,31143.17664458548,202168.12478604296,171024.94814145748,25713.40824626629,161472.58563708336,135759.1773908171,10987.308124999981,62692.82374999998,51705.515625,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.8,0.5,0.30000000000000004,1,2,1
20260908_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,fold1,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/group_mask_performance.csv,source_wav,median,freq_2000_5000Hz,frequency,2000.0,5000.0,Hz,20,51,360,6,6,1,0.9847410159866438,0.09548314198902341,0.8892578739976204,31143.17664458548,239777.50278047728,208634.3261358918,25713.40824626629,207847.1456891667,182133.73744290043,10987.308124999981,67423.80125000002,56436.49312500004,0.6666666666666666,1.0,-0.33333333333333337,0.8,0.6666666666666666,0.13333333333333341,1,0,-1
20260908_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,fold1,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/group_mask_performance.csv,source_wav,median,freq_5000_10000Hz,frequency,5000.0,10000.0,Hz,51,102,360,6,6,1,0.9847410159866438,-1.6723846644628408,2.6571256804494845,31143.17664458548,412144.5729736926,381001.3963291071,25713.40824626629,381780.7325516667,356067.32430540037,10987.308124999981,442007.80125,431020.49312500004,0.6666666666666666,1.0,-0.33333333333333337,0.8,0.6666666666666666,0.13333333333333341,1,0,-1
20260908_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,fold1,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/group_mask_performance.csv,source_wav,median,freq_10000_15000Hz,frequency,10000.0,15000.0,Hz,102,153,360,6,6,1,0.9847410159866438,0.07080006506364045,0.9139409509230033,31143.17664458548,243027.08930218694,211883.91265760147,25713.40824626629,217884.71339750002,192171.30515123374,10987.308124999981,136931.62937500002,125944.32125000004,0.6666666666666666,1.0,-0.33333333333333337,0.8,0.6666666666666666,0.13333333333333341,1,0,-1
20260908_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,fold1,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/group_mask_performance.csv,source_wav,median,freq_15000_22000Hz,frequency,15000.0,22000.0,Hz,153,224,360,6,6,1,0.9847410159866438,-0.8461056230513766,1.8308466390380205,31143.17664458548,342553.4711420739,311410.2944974884,25713.40824626629,314859.32425171876,289145.91600545245,10987.308124999981,342646.6596875,331659.3515625,0.6666666666666666,0.0,0.6666666666666666,0.8,0.0,0.8,1,3,2
20260908_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,fold1,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/group_mask_performance.csv,source_wav,median,time_1,time,0.0,0.25,s,0,56,360,6,6,1,0.9847410159866438,0.8249549962617582,0.1597860197248856,31143.17664458548,105481.17519666614,74337.99855208065,25713.40824626629,80276.35165791669,54562.9434116504,10987.308124999981,24005.43312499998,13018.125,0.6666666666666666,0.6666666666666666,0.0,0.8,0.8,0.0,1,1,0
20260908_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,fold1,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/group_mask_performance.csv,source_wav,median,time_2,time,0.25,0.5,s,56,112,360,6,6,1,0.9847410159866438,0.5744887791685118,0.41025223681813194,31143.17664458548,164458.22878447463,133315.05213988916,25713.40824626629,125809.44931416668,100096.04106790038,10987.308124999981,36728.74562499998,25741.4375,0.6666666666666666,0.6666666666666666,0.0,0.8,0.8,0.0,1,1,0
20260908_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,fold1,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/group_mask_performance.csv,source_wav,median,time_3,time,0.5,0.75,s,112,168,360,6,6,1,0.9847410159866438,0.5817662178393952,0.40297479814724857,31143.17664458548,163045.81454194203,131902.63789735656,25713.40824626629,121305.68368916668,95592.27544290038,10987.308124999981,33364.02687499998,22376.71875,0.6666666666666666,0.6666666666666666,0.0,0.8,0.8,0.0,1,1,0
20260908_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,fold1,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/group_mask_performance.csv,source_wav,median,time_4,time,0.75,1.0,s,168,224,360,6,6,1,0.9847410159866438,0.8234316054015846,0.1613094105850592,31143.17664458548,105939.1744385375,74795.99779395203,25713.40824626629,83684.40894958335,57971.000703317055,10987.308124999981,45429.18312499998,34441.875,0.6666666666666666,0.6666666666666666,0.0,0.8,0.8,0.0,1,1,0
20260908_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,fold1,rf,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/rf/group_mask_performance.csv,source_wav,median,freq_0_256Hz,frequency,0.0,256.0,Hz,0,3,360,6,6,1,0.9714579086549017,0.9714579086549017,0.0,42593.467388283476,42593.467388283476,0.0,37682.576053749995,37682.576053749995,0.0,12448.792499999981,12448.792499999981,0.0,0.6666666666666666,0.6666666666666666,0.0,0.8,0.8,0.0,1,1,0
20260908_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,fold1,rf,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/rf/group_mask_performance.csv,source_wav,median,freq_256_512Hz,frequency,256.0,512.0,Hz,3,5,360,6,6,1,0.9714579086549017,0.9714579086549017,0.0,42593.467388283476,42593.467388283476,0.0,37682.576053749995,37682.576053749995,0.0,12448.792499999981,12448.792499999981,0.0,0.6666666666666666,0.6666666666666666,0.0,0.8,0.8,0.0,1,1,0
20260908_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,fold1,rf,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/rf/group_mask_performance.csv,source_wav,median,freq_512_1000Hz,frequency,512.0,1000.0,Hz,5,10,360,6,6,1,0.9714579086549017,0.9732807223585116,-0.0018228137036099268,42593.467388283476,41210.93390800017,-1382.5334802833095,37682.576053749995,36576.546756874995,-1106.029296875,12448.792499999981,12420.464374999981,-28.328125,0.6666666666666666,0.6666666666666666,0.0,0.8,0.8,0.0,1,1,0
20260908_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,fold1,rf,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/rf/group_mask_performance.csv,source_wav,median,freq_1000_2000Hz,frequency,1000.0,2000.0,Hz,10,20,360,6,6,1,0.9714579086549017,0.9701762046416916,0.0012817040132100388,42593.467388283476,43539.31132937403,945.8439410905557,37682.576053749995,36359.930871458324,-1322.6451822916715,12448.792499999981,13317.104999999981,868.3125,0.6666666666666666,0.6666666666666666,0.0,0.8,0.8,0.0,1,1,0
20260908_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,fold1,rf,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/rf/group_mask_performance.csv,source_wav,median,freq_2000_5000Hz,frequency,2000.0,5000.0,Hz,20,51,360,6,6,1,0.9714579086549017,0.5380425101070112,0.43341539854789046,42593.467388283476,171356.70656354813,128763.23917526465,37682.576053749995,141170.02356,103487.44750625,12448.792499999981,76709.16749999998,64260.375,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.8,0.5,0.30000000000000004,1,2,1
20260908_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,fold1,rf,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/rf/group_mask_performance.csv,source_wav,median,freq_5000_10000Hz,frequency,5000.0,10000.0,Hz,51,102,360,6,6,1,0.9714579086549017,0.9713147316682554,0.0001431769866462318,42593.467388283476,42700.16551763064,106.69812934716174,37682.576053749995,37622.893762083324,-59.68229166667152,12448.792499999981,12547.339374999981,98.546875,0.6666666666666666,0.6666666666666666,0.0,0.8,0.8,0.0,1,1,0
20260908_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,fold1,rf,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/rf/group_mask_performance.csv,source_wav,median,freq_10000_15000Hz,frequency,10000.0,15000.0,Hz,102,153,360,6,6,1,0.9714579086549017,0.9714579086549017,0.0,42593.467388283476,42593.467388283476,0.0,37682.576053749995,37682.576053749995,0.0,12448.792499999981,12448.792499999981,0.0,0.6666666666666666,0.6666666666666666,0.0,0.8,0.8,0.0,1,1,0
20260908_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,fold1,rf,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/rf/group_mask_performance.csv,source_wav,median,freq_15000_22000Hz,frequency,15000.0,22000.0,Hz,153,224,360,6,6,1,0.9714579086549017,0.9714579086549017,0.0,42593.467388283476,42593.467388283476,0.0,37682.576053749995,37682.576053749995,0.0,12448.792499999981,12448.792499999981,0.0,0.6666666666666666,0.6666666666666666,0.0,0.8,0.8,0.0,1,1,0
20260908_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,fold1,rf,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/rf/group_mask_performance.csv,source_wav,median,time_1,time,0.0,0.25,s,0,56,360,6,6,1,0.9714579086549017,0.9546260100425842,0.016831898612317486,42593.467388283476,53703.622993114805,11110.155604831329,37682.576053749995,46180.30311208334,8497.727058333345,12448.792499999981,12053.104999999981,-395.6875,0.6666666666666666,0.6666666666666666,0.0,0.8,0.8,0.0,1,1,0
20260908_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,fold1,rf,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/rf/group_mask_performance.csv,source_wav,median,time_2,time,0.25,0.5,s,56,112,360,6,6,1,0.9714579086549017,0.9521079997152875,0.01934990893961419,42593.467388283476,55173.63383185502,12580.166443571543,37682.576053749995,48030.75233083334,10348.176277083345,12448.792499999981,15335.120624999981,2886.328125,0.6666666666666666,0.6666666666666666,0.0,0.8,0.8,0.0,1,1,0
20260908_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,fold1,rf,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/rf/group_mask_performance.csv,source_wav,median,time_3,time,0.5,0.75,s,112,168,360,6,6,1,0.9714579086549017,0.9544701472697636,0.016987761385138023,42593.467388283476,53795.781735344215,11202.31434706074,37682.576053749995,45602.34738291667,7919.771329166673,12448.792499999981,11658.511249999981,-790.28125,0.6666666666666666,0.6666666666666666,0.0,0.8,0.8,0.0,1,1,0
