run,experiment,maxfreq,snr,evaluation_unit,model_key,aggregation,n_wavs,claim_safe,claim_note,r2,rmse_all,mae_all,r2_high,rmse_high,mae_high,rmse_onb,mae_onb,n_onb,roc_auc_cont,pr_auc_cont,accuracy,precision,recall,f1,auc_binary,source_csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=10kHz,no_noise,source_wav_pooled_oof,rf,median,18,1,outer-fold prediction,0.91886399161219123,76352.325714544146,60294.442898719601,0.88232581301243096,55082.570710517946,44082.243549999985,13994.729999999981,13994.729999999981,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=10kHz,no_noise,source_wav_pooled_oof,cnntf_v2_gap,median,18,1,outer-fold prediction,0.94070268785590516,65272.907050049318,47138.053279830718,0.95318792096113047,34741.81971095912,27454.04436249999,27662.816899999976,27662.816899999976,1,1,1,1,1,1,1,1,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=10kHz,no_noise,source_wav_pooled_oof,alexnet,median,18,1,outer-fold prediction,0.91605626321430722,77662.184143238017,55955.747773441835,0.90542230550889036,49381.918565169988,36413.184850000005,19970.604999999981,19970.604999999981,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=10kHz,no_noise,source_wav_pooled_oof,ensemble__simple_equal,median,18,1,claim-safe ensemble strategy,0.93466967426790581,68512.980838341711,45982.342435386279,0.95137869515024542,35406.818303905762,20884.951224999997,1455.9383499999531,1455.9383499999531,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=10kHz,no_noise,source_wav_pooled_oof,ensemble__prediction_max,median,18,1,claim-safe ensemble strategy,0.92078724478788365,75441.968341290514,56129.744848441835,0.92643388068152188,43552.44299829621,38859.180418749995,27662.816899999976,27662.816899999976,1,1,1,1,1,1,1,1,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=10kHz,no_noise,source_wav_pooled_oof,ensemble__inner_holdout,median,18,0,legacy sample-level inner holdout; source-WAV leakage,0.93507655046763349,68299.298754748859,45461.599482052952,0.9502708252242702,35807.930641565305,20259.681081250012,2830.1751999999979,2830.1751999999979,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=10kHz,no_noise,source_wav_pooled_oof,ensemble__val_fold_legacy,median,18,0,outer-validation labels were used to choose weights,0.93731386565604602,67112.156762912637,44849.233970108493,0.95725725073003354,33197.45752989428,20384.976012499988,3989.6206000000238,3989.6206000000238,1,1,1,1,1,1,1,1,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=15kHz,no_noise,source_wav_pooled_oof,rf,median,18,1,outer-fold prediction,0.91744521523267886,77016.996139309034,60000.950813441836,0.88771334956346892,53806.861499789971,43125.280662499979,19438.839399999939,19438.839399999939,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=15kHz,no_noise,source_wav_pooled_oof,cnntf_v2_gap,median,18,1,outer-fold prediction,0.95002105382971558,59925.131893117745,43297.959525858503,0.96515045102541086,29975.896344475255,26995.821037499998,21841.863799999992,21841.863799999992,1,1,1,1,1,1,1,1,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=15kHz,no_noise,source_wav_pooled_oof,alexnet,median,18,1,outer-fold prediction,0.9093592065664986,80700.699761957047,60646.229400108517,0.91466523662458754,46906.884837277932,34747.617587500012,113.58250000001863,113.58250000001863,1,1,1,1,1,1,1,1,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=15kHz,no_noise,source_wav_pooled_oof,ensemble__simple_equal,median,18,1,claim-safe ensemble strategy,0.93790072735681451,66797.269189490864,48598.566711219617,0.94336972322434398,38211.839024447996,27798.051218750014,3402.6814500000328,3402.6814500000328,1,1,1,1,1,1,1,1,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=15kHz,no_noise,source_wav_pooled_oof,ensemble__prediction_max,median,18,1,claim-safe ensemble strategy,0.93088409669191929,70470.028230686585,51072.503355664048,0.94517644830995473,37597.345309129036,31041.349443749998,24629.176299999992,24629.176299999992,1,1,1,1,1,1,1,1,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=15kHz,no_noise,source_wav_pooled_oof,ensemble__inner_holdout,median,18,0,legacy sample-level inner holdout; source-WAV leakage,0.94218830833429079,64450.054680224952,47434.021147330728,0.94490567622054744,37690.077103264863,30073.373062500024,12401.280050000001,12401.280050000001,1,1,1,1,1,1,1,1,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=15kHz,no_noise,source_wav_pooled_oof,ensemble__val_fold_legacy,median,18,0,outer-validation labels were used to choose weights,0.94454027004573371,63125.426669820197,45333.978382052941,0.95856039082231559,32687.478672535199,25935.785343749994,11157.453850000049,11157.453850000049,1,1,1,1,1,1,1,1,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,source_wav_pooled_oof,rf,median,18,1,outer-fold prediction,0.91393828897684093,78635.823528777415,59673.267977608499,0.88616765761834693,54175.93729051399,41527.29628124999,12448.792499999981,12448.792499999981,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,source_wav_pooled_oof,cnntf_v2_gap,median,18,1,outer-fold prediction,0.94497253666124059,62878.937972580163,44459.927971358498,0.96144908055977374,31527.604048350713,22261.786937500001,10266.754350000061,10266.754350000061,1,1,1,1,1,1,1,1,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,source_wav_pooled_oof,alexnet,median,18,1,outer-fold prediction,0.94653027669522205,61982.547178468907,51492.316536775172,0.90298047615677945,50015.333250117299,40580.567668750002,8232.0424999999814,8232.0424999999814,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,source_wav_pooled_oof,ensemble__simple_equal,median,18,1,claim-safe ensemble strategy,0.9487009352832394,60711.389804505154,45213.393973719612,0.94612732728805626,37269.868333502847,27759.654943750007,3028.8549999999814,3028.8549999999814,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,source_wav_pooled_oof,ensemble__prediction_max,median,18,1,claim-safe ensemble strategy,0.93672639469417873,67425.898402560983,48888.351192886272,0.9420722377675449,38647.105558251773,30440.272218749989,11837.020000000019,11837.020000000019,1,1,1,1,1,1,1,1,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,source_wav_pooled_oof,ensemble__inner_holdout,median,18,0,legacy sample-level inner holdout; source-WAV leakage,0.94999866445845915,59938.552902374482,44581.920809941839,0.95582182371213287,33750.288483098462,26085.040756250019,1685.390550000011,1685.390550000011,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,source_wav_pooled_oof,ensemble__val_fold_legacy,median,18,0,outer-validation labels were used to choose weights,0.9595138458005964,53934.755427069722,38548.007175386279,0.96797240967598763,28736.622953796053,20596.737574999999,1771.6028499999666,1771.6028499999666,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,no_noise,source_wav_pooled_oof,rf,median,18,1,outer-fold prediction,0.91487859459104159,78205.058283771257,60027.424116775161,0.88506944409622923,54436.644981022517,42713.405649999993,21374.011200000008,21374.011200000008,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=3kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,no_noise,source_wav_pooled_oof,cnntf_v2_gap,median,18,1,outer-fold prediction,0.95092867733603303,59378.515165919496,40805.740630941837,0.94592898976357143,37338.411640723636,27078.244175,24804.770000000019,24804.770000000019,1,1,1,1,1,1,1,1,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=3kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,no_noise,source_wav_pooled_oof,alexnet,median,18,1,outer-fold prediction,0.91687253093383236,77283.668730873818,60343.869213441838,0.8988863640980489,51059.723780130254,39339.831325000014,9322.5581000000238,9322.5581000000238,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=3kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,no_noise,source_wav_pooled_oof,ensemble__simple_equal,median,18,1,claim-safe ensemble strategy,0.94012787941840426,65588.510989038303,43917.465646219614,0.93667420098752896,40407.681888784195,22366.361174999998,2553.6450000000186,2553.6450000000186,1,1,1,1,1,1,1,1,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=3kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,no_noise,source_wav_pooled_oof,ensemble__prediction_max,median,18,1,claim-safe ensemble strategy,0.93248673970071516,69648.215221807171,50235.546288164049,0.9171551232049262,46217.497416670274,37243.641349999998,25182.113700000045,25182.113700000045,1,1,1,1,1,1,1,1,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=3kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,no_noise,source_wav_pooled_oof,ensemble__inner_holdout,median,18,0,legacy sample-level inner holdout; source-WAV leakage,0.94028529693555041,65502.230630647711,44854.131118108518,0.93880669976378728,39721.490397031004,22177.549675000024,2320.0378000000492,2320.0378000000492,1,1,1,1,1,1,1,1,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=3kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,no_noise,source_wav_pooled_oof,ensemble__val_fold_legacy,median,18,0,outer-validation labels were used to choose weights,0.94293646394104536,64031.664485097121,42061.13448927518,0.93978467375422869,39402.803172477354,21975.02120000001,6984.0195000000531,6984.0195000000531,1,1,1,1,1,1,1,1,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=3kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=5kHz,no_noise,source_wav_pooled_oof,rf,median,18,1,outer-fold prediction,0.9119655745433759,79531.966038995233,61379.483907052934,0.88501930415427732,54448.518031550178,43279.41346874999,20844.167499999981,20844.167499999981,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=5kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=5kHz,no_noise,source_wav_pooled_oof,cnntf_v2_gap,median,18,1,outer-fold prediction,0.94837081388176703,60906.422487770018,42743.290019830725,0.97827868172292687,23665.55462554863,19077.209237500007,4601.3950000000186,4601.3950000000186,1,1,1,1,1,1,1,1,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=5kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=5kHz,no_noise,source_wav_pooled_oof,alexnet,median,18,1,outer-fold prediction,0.93889229683051612,66261.830845209508,47015.437334552953,0.92966378648770864,42585.631307028838,33500.645787500005,7141.6049999999814,7141.6049999999814,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=5kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=5kHz,no_noise,source_wav_pooled_oof,ensemble__simple_equal,median,18,1,claim-safe ensemble strategy,0.94458743437859949,63098.579244730769,42658.042746775165,0.95814754870667329,32849.899652088039,19660.988506249996,4819.5060499999672,4819.5060499999672,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=5kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=5kHz,no_noise,source_wav_pooled_oof,ensemble__prediction_max,median,18,1,claim-safe ensemble strategy,0.93455053330091031,68575.424922061837,49383.659138164046,0.94788629087951848,36656.381324970032,32775.672612499984,10888.660649999976,10888.660649999976,1,1,1,1,1,1,1,1,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=5kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=5kHz,no_noise,source_wav_pooled_oof,ensemble__inner_holdout,median,18,0,legacy sample-level inner holdout; source-WAV leakage,0.94671632552925644,61874.618535232999,41148.033262608493,0.96637167383472611,29445.994249334108,17342.941018749989,3312.1084499999415,3312.1084499999415,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=5kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=5kHz,no_noise,source_wav_pooled_oof,ensemble__val_fold_legacy,median,18,0,outer-validation labels were used to choose weights,0.9493354636575958,60334.745832983295,40473.99594955294,0.97005227389572513,27787.886969870699,17868.763218749984,3422.8067499999888,3422.8067499999888,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_no_noise/maxfreq=5kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_no_noise.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=10kHz,-12,source_wav_pooled_oof,rf,median,18,1,outer-fold prediction,0.91940077003081899,76099.34129719231,60713.189357052943,0.88365888089486533,54769.681567087704,42700.835337500001,8955.3081000000238,8955.3081000000238,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_reference_SNR=-12/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_-12.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=10kHz,-12,source_wav_pooled_oof,cnntf_v2_gap,median,18,1,outer-fold prediction,0.94685572234051074,61793.629629142582,49956.040198997391,0.94253953897192166,38490.907494074112,32919.035918749993,11647.011200000008,11647.011200000008,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_reference_SNR=-12/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_-12.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=10kHz,-12,source_wav_pooled_oof,alexnet,median,18,1,outer-fold prediction,0.88425782334546288,91192.951909696654,72753.076486775157,0.82203955857663524,67738.462437049297,57666.386025,32012.089399999939,32012.089399999939,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_reference_SNR=-12/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_-12.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=10kHz,-12,source_wav_pooled_oof,ensemble__simple_equal,median,18,1,claim-safe ensemble strategy,0.92891035865607363,71469.149325727238,52103.885504830716,0.92894899237596618,42801.473265988214,29336.683662499985,16028.558149999939,16028.558149999939,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_reference_SNR=-12/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_-12.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=10kHz,-12,source_wav_pooled_oof,ensemble__prediction_max,median,18,1,claim-safe ensemble strategy,0.91130913446900541,79827.93552328537,60597.916454552935,0.91765127869887697,46078.891972906575,38509.384406249985,2272.9174999999814,2272.9174999999814,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_reference_SNR=-12/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_-12.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=10kHz,-12,source_wav_pooled_oof,ensemble__inner_holdout,median,18,0,legacy sample-level inner holdout; source-WAV leakage,0.92770451768840767,72072.739664924433,51710.148889830736,0.92994346974867714,42500.878720955094,28240.194562500015,14623.159800000023,14623.159800000023,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_reference_SNR=-12/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_-12.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=10kHz,-12,source_wav_pooled_oof,ensemble__val_fold_legacy,median,18,0,outer-validation labels were used to choose weights,0.93727920419094246,67130.708586467794,48639.236870108507,0.94415190180563691,37947.030093790738,25375.358006250019,14276.568299999984,14276.568299999984,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_reference_SNR=-12/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_-12.csv
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=15kHz,-12,source_wav_pooled_oof,rf,median,18,1,outer-fold prediction,0.92179409160150594,74960.976218843294,59361.693486775155,0.89256591952373021,52631.364917014798,40642.833399999981,8998.9487999999546,8998.9487999999546,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/202609/03_selected_log_architecture/heatflux_reference_SNR=-12/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/wav_eval/wav_metrics_-12.csv
