run,experiment,maxfreq,snr,created_at,epochs_requested,folds,n_wavs,n_chunks,original_threshold,evaluated_threshold,run_manifest,wav_evaluation_present
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=10kHz,0,2026-09-04T00:38:09,200,3,18,1080,271677.6816,376320.1201,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=0/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=15kHz,0,2026-09-04T02:27:09,200,3,18,1080,271677.6816,376320.1201,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=0/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,0,2026-09-04T04:18:13,200,3,18,1080,271677.6816,376320.1201,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=0/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=3kHz,0,2026-09-03T21:05:45,200,3,18,1080,271677.6816,376320.1201,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=0/maxfreq=3kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=5kHz,0,2026-09-03T22:50:56,200,3,18,1080,271677.6816,376320.1201,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=0/maxfreq=5kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260908_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,2026-09-08T23:02:36,300,3,18,1080,376320.1201,376320.1201,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=10kHz,no_noise,2026-09-04T08:53:16,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_no_noise/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=15kHz,no_noise,2026-09-04T10:23:36,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_no_noise/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,no_noise,2026-09-04T11:53:20,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=3kHz,no_noise,2026-09-04T05:53:46,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_no_noise/maxfreq=3kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=5kHz,no_noise,2026-09-04T07:23:28,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_no_noise/maxfreq=5kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=10kHz,-12,2026-09-04T09:44:50,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-12/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=15kHz,-12,2026-09-04T11:14:47,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-12/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,-12,2026-09-04T12:45:12,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-12/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=3kHz,-12,2026-09-04T06:45:09,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-12/maxfreq=3kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=5kHz,-12,2026-09-04T08:14:23,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-12/maxfreq=5kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=10kHz,-16,2026-09-04T09:57:42,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-16/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=15kHz,-16,2026-09-04T11:27:30,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-16/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,-16,2026-09-04T12:58:05,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-16/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=3kHz,-16,2026-09-04T06:57:49,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-16/maxfreq=3kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=5kHz,-16,2026-09-04T08:27:17,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-16/maxfreq=5kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=10kHz,-20,2026-09-04T10:10:40,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-20/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=15kHz,-20,2026-09-04T11:40:20,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-20/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,-20,2026-09-04T13:11:09,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-20/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=3kHz,-20,2026-09-04T07:10:45,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-20/maxfreq=3kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=5kHz,-20,2026-09-04T08:40:18,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-20/maxfreq=5kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=10kHz,-4,2026-09-04T09:19:05,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-4/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=15kHz,-4,2026-09-04T10:49:19,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-4/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,-4,2026-09-04T12:19:15,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-4/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=3kHz,-4,2026-09-04T06:19:25,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-4/maxfreq=3kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=5kHz,-4,2026-09-04T07:48:56,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-4/maxfreq=5kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=10kHz,-8,2026-09-04T09:32:06,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-8/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=15kHz,-8,2026-09-04T11:02:01,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-8/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,-8,2026-09-04T12:32:10,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-8/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=3kHz,-8,2026-09-04T06:32:13,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-8/maxfreq=3kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=5kHz,-8,2026-09-04T08:01:34,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-8/maxfreq=5kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=10kHz,0,2026-09-04T09:06:16,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=0/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=15kHz,0,2026-09-04T10:36:32,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=0/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,0,2026-09-04T12:06:17,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=0/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=3kHz,0,2026-09-04T06:06:35,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=0/maxfreq=3kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260903_selected_log_architecture,2025.07.09_0.3_1,maxfreq=5kHz,0,2026-09-04T07:36:19,200,3,13,780,275174.6640882674,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=0/maxfreq=5kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
20260908_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,no_noise,2026-09-08T23:25:10,300,3,13,780,442169.29243200656,442169.29243200656,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json,True
