run,experiment,maxfreq,snr,fold,model,source_csv,sample_id,val_local_index,y_true,y_pred,abs_error,method,attribution_units,attribution_sum,output_delta_from_baseline,completeness_error,completeness_relative_error,deletion_prediction_auc,deletion_linear_auc,deletion_area_between_curve,insertion_prediction_auc,insertion_linear_auc,insertion_area_between_curve,top_frequency_bin,top_frequency_hz,top_time_frame,top_time_s
20260908_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,fold1,alexnet,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/explainability_summary.csv,near_onb_below_val0120,120,271677.6816,224552.3125,47125.36910000001,integrated_gradients,heat_flux,2310231.25,23031.21875,2287200.03125,99.30868427229888,469768.758984375,213036.6640625,256732.094921875,366777.82109374995,213036.6640625,153741.15703124995,8,834.8214285714286,24,0.109375
20260908_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,fold1,alexnet,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/explainability_summary.csv,near_onb_above_val0180,180,376320.1201,360136.8125,16183.3076,integrated_gradients,heat_flux,419103296.0,158615.71875,418944680.28125,2641.2557568872726,768404.95,280829.203125,487575.74687499995,610468.13203125,280829.203125,329638.92890625005,23,2308.035714285714,64,0.28794642857142855
20260908_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,fold1,alexnet,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/explainability_summary.csv,false_negative_val0219,219,376320.1201,165607.65625,210712.46385,integrated_gradients,heat_flux,146789568.0,-35913.4375,146825481.4375,4088.316008109778,422214.595703125,183564.2734375,238650.322265625,388625.59375,183564.2734375,205061.3203125,23,2308.035714285714,163,0.7299107142857143
20260908_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,fold1,alexnet,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/explainability_summary.csv,low_heatflux_val0060,60,21242.86319,24606.32421875,3363.46102875,integrated_gradients,heat_flux,1253614.25,-176914.76953125,1430529.01953125,8.085978481737575,508076.8812988281,113063.6728515625,395013.2084472656,278923.17255859374,113063.6728515625,165859.49970703124,8,834.8214285714286,160,0.7165178571428571
20260908_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,fold1,alexnet,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/explainability_summary.csv,high_heatflux_val0300,300,789500.1968,729305.6875,60194.509300000034,integrated_gradients,heat_flux,87702028288.0,527784.59375,87701500503.40625,166169.11812501395,1519687.353125,465413.890625,1054273.4625,1867286.40859375,465413.890625,1401872.51796875,23,2308.035714285714,170,0.7611607142857143
20260908_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,fold1,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/explainability_summary.csv,near_onb_below_val0120,120,271677.6816,230045.65625,41632.02535000001,integrated_gradients,heat_flux,-267499.03125,-57469.0625,-210029.96875,3.654661475467779,308108.644140625,258784.3984375,49324.24570312502,292287.55,258784.3984375,33503.15156249999,23,2308.035714285714,220,0.984375
20260908_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,fold1,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/explainability_summary.csv,near_onb_above_val0180,180,376320.1201,353624.03125,22696.08885,integrated_gradients,heat_flux,-69570040.0,66109.3125,-69636149.3125,1053.3485628443043,291639.84375,320565.609375,-28925.765625,330306.46796875,320565.609375,9740.858593749988,23,2308.035714285714,127,0.5691964285714286
20260908_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,fold1,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/explainability_summary.csv,false_negative_val0219,219,376320.1201,223419.15625,152900.96385,integrated_gradients,heat_flux,127240208.0,-64095.5625,127304303.5625,1986.1640743460205,300424.86875,255475.765625,44949.10312500002,312346.15234375,255475.765625,56870.38671875,22,2209.8214285714284,165,0.7388392857142857
20260908_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,fold1,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/explainability_summary.csv,worst_prediction_val0074,74,21242.86319,197300.140625,176057.277435,integrated_gradients,heat_flux,134799.75,-90214.578125,225014.328125,2.494212496490572,308702.012109375,242387.5234375,66314.48867187498,322449.809375,242387.5234375,80062.28593750001,7,736.6071428571429,197,0.8816964285714286
20260908_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,fold1,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/explainability_summary.csv,low_heatflux_val0060,60,21242.86319,160373.90625,139131.04306,integrated_gradients,heat_flux,192393.53125,-127140.8125,319534.34375,2.513231884136339,305695.579296875,223925.3984375,81770.18085937499,295394.09921875,223925.3984375,71468.70078125002,7,736.6071428571429,159,0.7120535714285714
20260908_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,fold2,alexnet,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/explainability_summary.csv,near_onb_below_val0060,60,225704.9618,194307.09375,31397.86804999999,integrated_gradients,heat_flux,-464058.34375,21990.875,-486049.21875,22.102313743768722,852453.748046875,183311.6015625,669142.146484375,556382.071875,183311.6015625,373070.4703125,8,834.8214285714286,49,0.22098214285714285
20260908_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,fold2,alexnet,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/explainability_summary.csv,near_onb_above_val0120,120,434018.0833,403206.8125,30811.2708,integrated_gradients,heat_flux,-1405442944.0,230890.59375,-1405673834.59375,6088.051538884962,1661433.27421875,287761.875,1373671.39921875,1346498.43828125,287761.875,1058736.56328125,22,2209.8214285714284,2,0.011160714285714286
20260908_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,fold2,alexnet,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/explainability_summary.csv,false_negative_val0159,159,434018.0833,375925.03125,58093.05205,integrated_gradients,heat_flux,-297570848.0,203608.8125,-297774456.8125,1462.4831467572162,1427364.92265625,274120.96875,1153243.95390625,1064621.11953125,274120.96875,790500.1507812501,23,2308.035714285714,17,0.078125
20260908_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,fold2,alexnet,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/explainability_summary.csv,worst_prediction_val0336,336,873637.0359,708477.1875,165159.84840000002,integrated_gradients,heat_flux,-52071161856.0,536160.96875,-52071698016.96875,97119.52389665393,2202434.5671875,440397.359375,1762037.2078125002,2066878.11796875,440397.359375,1626480.75859375,24,2406.25,151,0.6763392857142857
20260908_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,fold2,alexnet,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/explainability_summary.csv,low_heatflux_val0180,180,58389.85471,31869.419921875,26520.434788125,integrated_gradients,heat_flux,-1361988.375,-140446.798828125,-1221541.576171875,8.69753946949524,830287.3607421875,102092.73046875,728194.6302734375,513021.551953125,102092.73046875,410928.821484375,8,834.8214285714286,24,0.109375
20260908_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,fold2,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/cnntf_v2_gap/explainability_summary.csv,near_onb_below_val0060,60,225704.9618,201868.375,23836.58679999999,integrated_gradients,heat_flux,-793345.375,8281.75,-801627.125,96.79441241283543,255649.336328125,197715.8984375,57933.437890625006,251924.21953125,197715.8984375,54208.32109375001,7,736.6071428571429,207,0.9263392857142857
20260908_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,fold2,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/cnntf_v2_gap/explainability_summary.csv,near_onb_above_val0120,120,434018.0833,416845.40625,17172.67705,integrated_gradients,heat_flux,-75160920.0,223258.78125,-75384178.78125,337.6538130289108,314372.303125,305203.5,9168.803124999977,331557.1640625,305203.5,26353.6640625,23,2308.035714285714,2,0.011160714285714286
20260908_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,fold2,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/cnntf_v2_gap/explainability_summary.csv,worst_prediction_val0335,335,873637.0359,774241.75,99395.28590000002,integrated_gradients,heat_flux,10802863104.0,580655.125,10802282448.875,18603.611651365343,345031.60859375,483917.125,-138885.51640625,437712.01171875,483917.125,-46205.11328125,23,2308.035714285714,174,0.7790178571428571
20260908_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,fold2,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/cnntf_v2_gap/explainability_summary.csv,low_heatflux_val0180,180,58389.85471,75967.34375,17577.48904,integrated_gradients,heat_flux,-1271018.0,-117619.28125,-1153398.71875,9.80620444617791,255734.2,134761.828125,120972.37187500001,204246.19609375,134761.828125,69484.36796875001,7,736.6071428571429,159,0.7120535714285714
20260908_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,fold2,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/cnntf_v2_gap/explainability_summary.csv,high_heatflux_val0300,300,873637.0359,796039.9375,77597.09840000002,integrated_gradients,heat_flux,37680746496.0,602453.3125,37680144042.6875,62544.50471245023,342949.3421875,494830.6875,-151881.34531250002,416656.3546875,494830.6875,-78174.33281250001,23,2308.035714285714,174,0.7790178571428571
20260908_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,fold3,alexnet,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/alexnet/explainability_summary.csv,near_onb_below_val0180,180,322114.2428,213155.265625,108958.977175,integrated_gradients,heat_flux,343010.40625,24635.6875,318374.71875,12.923313739468403,769606.7703125,200837.5859375,568769.184375,647561.794140625,200837.5859375,446724.20820312505,8,834.8214285714286,32,0.14508928571428573
20260908_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,fold3,alexnet,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/alexnet/explainability_summary.csv,near_onb_above_val0240,240,496023.3525,500583.625,4560.272500000021,integrated_gradients,heat_flux,9095287808.0,312064.046875,9094975743.953125,29144.58052771519,1934098.05625,344552.0234375,1589546.0328125,1659288.219140625,344552.0234375,1314736.195703125,23,2308.035714285714,160,0.7165178571428571
20260908_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,fold3,alexnet,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/alexnet/explainability_summary.csv,worst_prediction_val0222,222,322114.2428,175811.3125,146302.9303,integrated_gradients,heat_flux,68693.6015625,-12708.265625,81401.8671875,6.4054269551436125,819352.6984375,182165.4296875,637187.26875,619175.762890625,182165.4296875,437010.33320312505,8,834.8214285714286,74,0.3325892857142857
20260908_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,fold3,alexnet,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/alexnet/explainability_summary.csv,low_heatflux_val0000,0,-1.42e-06,116289.71875,116289.71875142,integrated_gradients,heat_flux,22873.91796875,-72229.859375,95103.77734375,1.3166822996289407,720486.8462890625,152404.29296875,568082.5533203125,578930.89609375,152404.29296875,426526.603125,9,933.0357142857143,49,0.22098214285714285
20260908_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,fold3,alexnet,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/alexnet/explainability_summary.csv,high_heatflux_val0300,300,709792.7143,658209.5,51583.21429999999,integrated_gradients,heat_flux,25136381952.0,469689.921875,25135912262.078125,53515.97105114727,2258604.1851562504,423365.2265625,1835238.9585937504,1988570.320703125,423365.2265625,1565205.094140625,23,2308.035714285714,85,0.38169642857142855
20260908_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,fold3,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/cnntf_v2_gap/explainability_summary.csv,near_onb_below_val0180,180,322114.2428,273362.09375,48752.14905000001,integrated_gradients,heat_flux,69536.8671875,66161.625,3375.2421875,0.0510151041105777,279614.78515625,240271.5625,39343.22265625,289113.96015625,240271.5625,48842.39765624999,7,736.6071428571429,205,0.9174107142857143
20260908_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,fold3,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/cnntf_v2_gap/explainability_summary.csv,near_onb_above_val0240,240,496023.3525,504452.90625,8429.553750000021,integrated_gradients,heat_flux,-5471790080.0,297252.4375,-5472087332.4375,18408.889691400764,279458.26875,355834.5625,-76376.29375000001,394053.83125,355834.5625,38219.26874999999,23,2308.035714285714,205,0.9174107142857143
20260908_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,fold3,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/cnntf_v2_gap/explainability_summary.csv,worst_prediction_val0009,9,-1.42e-06,129155.96875,129155.96875142,integrated_gradients,heat_flux,-179532.109375,-78044.5,-101487.609375,1.3003813129048172,249346.292578125,168172.25,81174.042578125,250244.528125,168172.25,82072.27812500001,7,736.6071428571429,207,0.9263392857142857
20260908_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,fold3,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/cnntf_v2_gap/explainability_summary.csv,low_heatflux_val0000,0,-1.42e-06,100078.71875,100078.71875142,integrated_gradients,heat_flux,-161195.953125,-107121.75,-54074.203125,0.5047920065252854,246922.6619140625,153622.47265625,93300.18925781251,248626.119140625,153622.47265625,95003.646484375,7,736.6071428571429,49,0.22098214285714285
20260908_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,fold3,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/cnntf_v2_gap/explainability_summary.csv,high_heatflux_val0300,300,709792.7143,706964.375,2828.3392999999924,integrated_gradients,heat_flux,-6943747072.0,499763.90625,-6944246835.90625,13895.054742973947,277875.60859375,457085.953125,-179210.34453125,444463.73203125,457085.953125,-12622.221093749977,23,2308.035714285714,165,0.7388392857142857
20260908_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,no_noise,fold1,alexnet,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/explainability_summary.csv,near_onb_below_val0060,60,275174.6640882674,100747.1328125,174427.53127576743,integrated_gradients,heat_flux,-2341401.25,-504959.6171875,-1836441.6328125,3.636808905712154,1703074.680859375,353226.9921875,1349847.688671875,1091170.99296875,353226.9921875,737944.00078125,9,933.0357142857143,33,0.14955357142857142
20260908_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,no_noise,fold1,alexnet,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/explainability_summary.csv,near_onb_above_val0120,120,505101.26893061603,529764.75,24663.481069383968,integrated_gradients,heat_flux,-2045766.625,-75942.0,-1969824.625,25.93854026757262,1629301.0203125,567736.28125,1061564.7390625,1070262.096875,567736.28125,502525.81562500005,5,540.1785714285714,32,0.14508928571428573
20260908_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,no_noise,fold1,alexnet,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/explainability_summary.csv,worst_prediction_val0008,8,2424.7546537583808,382634.84375,380210.08909624163,integrated_gradients,heat_flux,-987769.75,-223071.90625,-764697.84375,3.428032945094358,1545509.36171875,494170.921875,1051338.43984375,1009228.7546875,494170.921875,515057.83281249995,10,1031.25,82,0.36830357142857145
20260908_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,no_noise,fold1,alexnet,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/explainability_summary.csv,low_heatflux_val0180,180,6.98060403920294e-05,369310.4375,369310.43743019394,integrated_gradients,heat_flux,-2398900.75,-236396.3125,-2162504.4375,9.147792597230127,1492254.4460937502,487508.921875,1004745.5242187502,1010005.5203125,487508.921875,522496.59843749995,5,540.1785714285714,41,0.18526785714285715
20260908_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,no_noise,fold1,alexnet,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/alexnet/explainability_summary.csv,high_heatflux_val0240,240,720690.9057380507,703563.3125,17127.5932380507,integrated_gradients,heat_flux,-2074916096.0,97856.5625,-2075013952.5625,21204.647900466563,1789336.6734375001,654637.03125,1134699.6421875001,1842816.528125,654637.03125,1188179.496875,23,2308.035714285714,5,0.024553571428571428
20260908_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,no_noise,fold1,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/explainability_summary.csv,near_onb_below_val0060,60,275174.6640882674,135030.65625,140144.00783826743,integrated_gradients,heat_flux,238012.75,-452481.65625,690494.40625,1.5260163516297243,400208.9578125,361278.8046875,38930.15312500001,405283.1328125,361278.8046875,44004.328125,5,540.1785714285714,37,0.16741071428571427
20260908_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,no_noise,fold1,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/explainability_summary.csv,near_onb_above_val0120,120,505101.26893061603,544950.4375,39849.16856938397,integrated_gradients,heat_flux,72239.7578125,-42561.875,114801.6328125,2.6972879557702756,433792.37109375,566195.75,-132403.37890625,508043.16328125,566195.75,-58152.58671875001,5,540.1785714285714,37,0.16741071428571427
20260908_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,no_noise,fold1,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/explainability_summary.csv,worst_prediction_val0231,231,6.98060403920294e-05,348286.0,348285.99993019394,integrated_gradients,heat_flux,-153919.546875,-239226.3125,85306.765625,0.3565944094255936,427478.925,467920.171875,-40441.24687500001,429651.37734375,467920.171875,-38268.79453125002,5,540.1785714285714,165,0.7388392857142857
20260908_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,no_noise,fold1,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/explainability_summary.csv,low_heatflux_val0180,180,6.98060403920294e-05,282668.15625,282668.15618019394,integrated_gradients,heat_flux,-249347.9375,-304844.15625,55496.21875,0.18204783530273103,402352.4609375,435074.953125,-32722.4921875,418604.359375,435074.953125,-16470.59375,5,540.1785714285714,199,0.890625
20260908_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,no_noise,fold1,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold1/cnntf_v2_gap/explainability_summary.csv,high_heatflux_val0240,240,720690.9057380507,695812.5625,24878.3432380507,integrated_gradients,heat_flux,-697636032.0,108300.25,-697744332.25,6442.684409777447,551357.3125,641677.625,-90320.3125,571583.475,641677.625,-70094.15000000002,23,2308.035714285714,6,0.029017857142857144
20260908_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,no_noise,fold2,alexnet,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/explainability_summary.csv,near_onb_below_val0000,0,187171.7169773235,37494.19140625,149677.5255710735,integrated_gradients,heat_flux,-5937489.5,-409524.27734375,-5527965.22265625,13.498504309711874,1216710.9235351563,242256.423828125,974454.4997070313,793068.8626953125,242256.423828125,550812.4388671875,9,933.0357142857143,129,0.578125
