snr,model,source_wav_id,y_true,prediction,error,fraction_total_squared_error
-4,ensemble__inner_holdout,index=2.2.36E+03,2355.33535,56347.03290346856,53991.697553468555,0.03198958584342304
-4,ensemble__inner_holdout,index=3.2.10E+04,20979.71604,26000.493640972352,5020.777600972353,0.00027662830878171256
-4,ensemble__inner_holdout,index=4.5.76E+04,57593.31665,84573.7225171352,26980.405867135203,0.007988249295543152
-4,ensemble__inner_holdout,index=5.1.11E+05,111264.7017,89558.78635951233,-21705.91534048767,0.005170241894035342
-4,ensemble__inner_holdout,index=6.1.44E+05,144324.2618,73275.98423343185,-71048.27756656815,0.05539387673317474
-4,ensemble__inner_holdout,index=7.1.81E+05,181378.003,60960.51321777195,-120417.48978222805,0.15912330559628265
-4,ensemble__inner_holdout,index=8.2.22E+05,221505.1102,149176.18383036,-72328.92636963999,0.05740882920924867
-4,ensemble__inner_holdout,index=9.2.67E+05,266907.6965,190179.32078758933,-76728.37571241069,0.06460507901085978
-4,ensemble__inner_holdout,index=10.3.15E+05,315466.1173,270315.0612799813,-45151.0560200187,0.02237126165757216
-4,ensemble__inner_holdout,index=11.3.69E+05,368978.105,359901.53087324207,-9076.574126757914,0.0009040627395662902
-4,ensemble__inner_holdout,index=12.4.27E+05,427276.195,405453.87226432655,-21822.322735673457,0.005225845929584255
-4,ensemble__inner_holdout,index=13.4.89E+05,489453.9981,508781.1994054903,19327.201305490278,0.004099138507046412
-4,ensemble__inner_holdout,index=14.5.54E+05,554196.3218,543018.2449425125,-11178.076857487555,0.001371162210688684
-4,ensemble__inner_holdout,index=15.6.24E+05,624442.5514,608005.9155716519,-16436.63582834811,0.0029646983985591275
-4,ensemble__inner_holdout,index=16.6.98E+05,698421.296,703652.8891249269,5231.593124926905,0.00030034649873056564
-4,ensemble__inner_holdout,index=17.7.77E+05,776647.2223,747299.5846385018,-29347.637661498273,0.009451504592509123
-4,ensemble__inner_holdout,index=18.8.59E+05,859343.9142,771627.1455633086,-87716.76863669138,0.08443449336073187
-8,rf,index=1.3.28E-04,0.0003280469999999,128874.3515625,128874.351234453,0.16617998607861303
-8,rf,index=2.2.36E+03,2355.33535,118529.8125,116174.47715,0.13504147949955567
-8,rf,index=3.2.10E+04,20979.71604,88277.7265625,67298.0105225,0.04531585574616964
-8,rf,index=4.5.76E+04,57593.31665,71206.671875,13613.355225,0.001854283305930977
-8,rf,index=5.1.11E+05,111264.7017,119264.16015625,7999.458456249995,0.0006402755366843578
-8,rf,index=6.1.44E+05,144324.2618,89668.59375,-54655.66805000001,0.02988932781340079
-8,rf,index=7.1.81E+05,181378.003,64511.265625,-116866.737375,0.13665564421026077
-8,rf,index=8.2.22E+05,221505.1102,72780.37109375,-148724.73910625,0.22131567050563183
-8,rf,index=9.2.67E+05,266907.6965,312111.890625,45204.19412499998,0.020445757091426202
-8,rf,index=10.3.15E+05,315466.1173,284060.25,-31405.867299999984,0.009868867470629433
-8,rf,index=11.3.69E+05,368978.105,364909.796875,-4068.3081249999814,0.00016560498676065834
-8,rf,index=12.4.27E+05,427276.195,394175.078125,-33101.11687500001,0.01096304078003354
-8,rf,index=13.4.89E+05,489453.9981,560216.3125,70762.31439999997,0.050101391940775244
-8,rf,index=14.5.54E+05,554196.3218,573374.9375,19178.615699999966,0.0036802748002478574
-8,rf,index=15.6.24E+05,624442.5514,617907.65625,-6534.895149999997,0.0004272902488798823
-8,rf,index=16.6.98E+05,698421.296,677274.90625,-21146.389749999973,0.004474228904322164
-8,rf,index=17.7.77E+05,776647.2223,722318.8125,-54328.40980000002,0.029532466563927186
-8,rf,index=18.8.59E+05,859343.9142,743856.65625,-115487.25795,0.13344855451675078
-8,cnntf_v2_gap,index=1.3.28E-04,0.0003280469999999,241047.5390625,241047.538734453,0.5683328836422429
-8,cnntf_v2_gap,index=2.2.36E+03,2355.33535,97678.703125,95323.367775,0.08887838149171758
-8,cnntf_v2_gap,index=3.2.10E+04,20979.71604,62003.83984375,41024.12380375,0.01646175032470526
-8,cnntf_v2_gap,index=4.5.76E+04,57593.31665,54461.701171875,-3131.6154781250007,9.592553808885283e-05
-8,cnntf_v2_gap,index=5.1.11E+05,111264.7017,131962.9765625,20698.274862499995,0.004190498426452973
-8,cnntf_v2_gap,index=6.1.44E+05,144324.2618,115982.94140625,-28341.320393750007,0.007856652444716328
-8,cnntf_v2_gap,index=7.1.81E+05,181378.003,60966.0390625,-120411.9639375,0.14181973251523022
-8,cnntf_v2_gap,index=8.2.22E+05,221505.1102,133829.7890625,-87675.3211375,0.07518861980186207
-8,cnntf_v2_gap,index=9.2.67E+05,266907.6965,214503.171875,-52404.52462500002,0.026861790255086553
-8,cnntf_v2_gap,index=10.3.15E+05,315466.1173,298234.28125,-17231.836049999984,0.0029044271651846596
-8,cnntf_v2_gap,index=11.3.69E+05,368978.105,349025.8125,-19952.29249999998,0.0038938838066724787
-8,cnntf_v2_gap,index=12.4.27E+05,427276.195,401293.875,-25982.320000000007,0.00660318152972241
-8,cnntf_v2_gap,index=13.4.89E+05,489453.9981,506389.9375,16935.939399999974,0.002805536764911238
-8,cnntf_v2_gap,index=14.5.54E+05,554196.3218,552690.4375,-1505.8843000000343,2.2180972997228325e-05
-8,cnntf_v2_gap,index=15.6.24E+05,624442.5514,614893.46875,-9549.082649999997,0.0008919092885560105
-8,cnntf_v2_gap,index=16.6.98E+05,698421.296,730702.875,32281.579000000027,0.010193114927818415
-8,cnntf_v2_gap,index=17.7.77E+05,776647.2223,762224.78125,-14422.441050000023,0.0020345807315847587
-8,cnntf_v2_gap,index=18.8.59E+05,859343.9142,794628.53125,-64715.38295,0.04096495037245013
-8,alexnet,index=1.3.28E-04,0.0003280469999999,213565.34375,213565.343421953,0.4091560496379122
-8,alexnet,index=2.2.36E+03,2355.33535,41405.291015625,39049.955665625,0.013679446031565548
-8,alexnet,index=3.2.10E+04,20979.71604,-4432.509643554688,-25412.225683554687,0.005793124036784562
-8,alexnet,index=4.5.76E+04,57593.31665,103481.8828125,45888.5661625,0.018890193034349172
-8,alexnet,index=5.1.11E+05,111264.7017,104735.91796875,-6528.783731250005,0.0003823771970739345
-8,alexnet,index=6.1.44E+05,144324.2618,71533.0859375,-72791.17586250001,0.04753186884070192
-8,alexnet,index=7.1.81E+05,181378.003,65721.908203125,-115656.094796875,0.1199953641538079
-8,alexnet,index=8.2.22E+05,221505.1102,166553.8203125,-54951.289887499996,0.027088390560837998
-8,alexnet,index=9.2.67E+05,266907.6965,145067.5859375,-121840.11056250002,0.13317048729941627
-8,alexnet,index=10.3.15E+05,315466.1173,269989.25,-45476.86729999998,0.018552758905406537
-8,alexnet,index=11.3.69E+05,368978.105,329950.25,-39027.85499999998,0.013663966407795396
-8,alexnet,index=12.4.27E+05,427276.195,397707.9375,-29568.257500000007,0.007842939834796676
-8,alexnet,index=13.4.89E+05,489453.9981,472494.515625,-16959.482475000026,0.0025801954853721045
-8,alexnet,index=14.5.54E+05,554196.3218,503543.90625,-50652.415550000034,0.02301588836304354
-8,alexnet,index=15.6.24E+05,624442.5514,592712.4375,-31730.113899999997,0.0090317245131893
-8,alexnet,index=16.6.98E+05,698421.296,674694.84375,-23726.452249999973,0.005050019191269417
-8,alexnet,index=17.7.77E+05,776647.2223,698738.40625,-77908.81605000002,0.05445034417938146
-8,alexnet,index=18.8.59E+05,859343.9142,759111.40625,-100232.50795,0.09012486232729618
-8,ensemble__simple_equal,index=1.3.28E-04,0.0003280469999999,195520.50130208328,195520.5009740363,0.4458809531530558
-8,ensemble__simple_equal,index=2.2.36E+03,2355.33535,83392.60611979164,81037.27076979165,0.07659561903276976
-8,ensemble__simple_equal,index=3.2.10E+04,20979.71604,48417.58577473958,27437.86973473958,0.008780820473254201
-8,ensemble__simple_equal,index=4.5.76E+04,57593.31665,80067.376953125,22474.060303125,0.005891113659828147
-8,ensemble__simple_equal,index=5.1.11E+05,111264.7017,117609.79036458331,6345.088664583309,0.00046958012656530727
-8,ensemble__simple_equal,index=6.1.44E+05,144324.2618,94643.42057291664,-49680.841227083365,0.028788046805348407
-8,ensemble__simple_equal,index=7.1.81E+05,181378.003,66565.43684895833,-114812.56615104167,0.15374930663741457
-8,ensemble__simple_equal,index=8.2.22E+05,221505.1102,129552.90625,-91952.20395,0.09861854807369592
-8,ensemble__simple_equal,index=9.2.67E+05,266907.6965,223823.53776041663,-43084.15873958339,0.021650580878927347
-8,ensemble__simple_equal,index=10.3.15E+05,315466.1173,283859.3697916666,-31606.747508333356,0.011651824437248031
-8,ensemble__simple_equal,index=11.3.69E+05,368978.105,349028.9635416666,-19949.141458333354,0.00464176060127383
-8,ensemble__simple_equal,index=12.4.27E+05,427276.195,398638.41666666657,-28637.778333333437,0.009565616480994542
-8,ensemble__simple_equal,index=13.4.89E+05,489453.9981,511145.078125,21691.080024999974,0.005487779731802491
-8,ensemble__simple_equal,index=14.5.54E+05,554196.3218,541310.2760416665,-12886.045758333523,0.0019367504098790215
-8,ensemble__simple_equal,index=15.6.24E+05,624442.5514,607596.5416666665,-16846.009733333485,0.00331000319309967
-8,ensemble__simple_equal,index=16.6.98E+05,698421.296,696600.2916666665,-1821.0043333334615,3.867731136508213e-05
-8,ensemble__simple_equal,index=17.7.77E+05,776647.2223,732013.8020833331,-44633.420216666884,0.023235640770659476
-8,ensemble__simple_equal,index=18.8.59E+05,859343.9142,766885.4895833331,-92458.42461666686,0.0997073782228184
-8,ensemble__inner_holdout,index=1.3.28E-04,0.0003280469999999,209220.50497823305,209220.50465018605,0.5086904166927322
-8,ensemble__inner_holdout,index=2.2.36E+03,2355.33535,64537.92744975744,62182.592099757436,0.04493478922734896
-8,ensemble__inner_holdout,index=3.2.10E+04,20979.71604,49897.635744624655,28917.919704624655,0.009718050697016783
-8,ensemble__inner_holdout,index=4.5.76E+04,57593.31665,78725.23052080756,21131.913870807555,0.005189466696587917
-8,ensemble__inner_holdout,index=5.1.11E+05,111264.7017,111664.49971230829,399.7980123082816,1.8574893249448498e-06
-8,ensemble__inner_holdout,index=6.1.44E+05,144324.2618,98797.87096813392,-45526.39083186608,0.024086378689000924
-8,ensemble__inner_holdout,index=7.1.81E+05,181378.003,67249.21775597145,-114128.78524402855,0.15136848175233064
-8,ensemble__inner_holdout,index=8.2.22E+05,221505.1102,133908.72037560548,-87596.38982439452,0.08916973595332939
-8,ensemble__inner_holdout,index=9.2.67E+05,266907.6965,222372.76248413816,-44534.93401586186,0.023048713614719604
-8,ensemble__inner_holdout,index=10.3.15E+05,315466.1173,279930.53819948074,-35535.579100519244,0.01467478880950851
-8,ensemble__inner_holdout,index=11.3.69E+05,368978.105,348869.15183475194,-20108.953165248036,0.00469920066459852
-8,ensemble__inner_holdout,index=12.4.27E+05,427276.195,400992.8482086766,-26283.34679132339,0.008027982109735812
-8,ensemble__inner_holdout,index=13.4.89E+05,489453.9981,490983.733205824,1529.7351058239583,2.7194277953423574e-05
-8,ensemble__inner_holdout,index=14.5.54E+05,554196.3218,541274.8004086291,-12921.521391370916,0.0019403155631025227
-8,ensemble__inner_holdout,index=15.6.24E+05,624442.5514,607938.8844908287,-16503.66690917127,0.003165235040267009
-8,ensemble__inner_holdout,index=16.6.98E+05,698421.296,691930.6434387392,-6490.652561260737,0.0004895778830467316
-8,ensemble__inner_holdout,index=17.7.77E+05,776647.2223,736853.2520111852,-39793.97028881486,0.01840261786856918
-8,ensemble__inner_holdout,index=18.8.59E+05,859343.9142,770191.7998034712,-89152.1143965288,0.09236519697082692
-12,rf,index=1.3.28E-04,0.0003280469999999,131831.9921875,131831.991859453,0.17215269770782837
-12,rf,index=2.2.36E+03,2355.33535,130380.6640625,128025.3287125,0.1623543779399156
-12,rf,index=3.2.10E+04,20979.71604,93716.98828125,72737.27224125,0.05240662904909894
-12,rf,index=4.5.76E+04,57593.31665,72965.640625,15372.323975,0.0023407296820586168
-12,rf,index=5.1.11E+05,111264.7017,130638.984375,19374.282674999995,0.0037181205684500085
-12,rf,index=6.1.44E+05,144324.2618,94948.55859375,-49375.70320625001,0.024148980043154356
-12,rf,index=7.1.81E+05,181378.003,73010.37109375,-108367.63190625,0.1163245472901605
-12,rf,index=8.2.22E+05,221505.1102,74285.28515625,-147219.82504375,0.21468653143271343
-12,rf,index=9.2.67E+05,266907.6965,310924.046875,44016.35037499998,0.019191117524841587
-12,rf,index=10.3.15E+05,315466.1173,287395.3125,-28070.804799999984,0.007805162210985324
-12,rf,index=11.3.69E+05,368978.105,366979.984375,-1998.1206249999814,3.954718816407041e-05
-12,rf,index=12.4.27E+05,427276.195,394312.890625,-32963.30437500001,0.01076300857130316
-12,rf,index=13.4.89E+05,489453.9981,559746.625,70292.62689999997,0.048943131380188847
-12,rf,index=14.5.54E+05,554196.3218,572400.8125,18204.490699999966,0.0032826854600583556
-12,rf,index=15.6.24E+05,624442.5514,619107.59375,-5334.957649999997,0.00028192536888353796
-12,rf,index=16.6.98E+05,698421.296,678512.15625,-19909.139749999973,0.003926243180021168
-12,rf,index=17.7.77E+05,776647.2223,723677.4375,-52969.78480000002,0.027792564479842165
-12,rf,index=18.8.59E+05,859343.9142,744852.875,-114491.0392,0.12984200092233208
-12,cnntf_v2_gap,index=1.3.28E-04,0.0003280469999999,231697.296875,231697.296546953,0.5063737587280052
-12,cnntf_v2_gap,index=2.2.36E+03,2355.33535,85442.9375,83087.60215,0.06511809847087516
-12,cnntf_v2_gap,index=3.2.10E+04,20979.71604,90554.76171875,69575.04567875,0.045660036988991654
-12,cnntf_v2_gap,index=4.5.76E+04,57593.31665,58469.8359375,876.5192874999993,7.246899069500341e-06
-12,cnntf_v2_gap,index=5.1.11E+05,111264.7017,114926.36328125,3661.661581249995,0.000126469460362327
-12,cnntf_v2_gap,index=6.1.44E+05,144324.2618,109150.0234375,-35174.23836250001,0.011670209792465336
-12,cnntf_v2_gap,index=7.1.81E+05,181378.003,49666.400390625,-131711.602609375,0.16363542428566052
-12,cnntf_v2_gap,index=8.2.22E+05,221505.1102,105168.5625,-116336.5477,0.12766198782081928
-12,cnntf_v2_gap,index=9.2.67E+05,266907.6965,238438.5,-28469.19650000002,0.007645038533311739
-12,cnntf_v2_gap,index=10.3.15E+05,315466.1173,296790.125,-18675.992299999984,0.003290005554007782
-12,cnntf_v2_gap,index=11.3.69E+05,368978.105,366370.265625,-2607.8393749999814,6.414915430775418e-05
-12,cnntf_v2_gap,index=12.4.27E+05,427276.195,417964.5625,-9311.632500000007,0.0008178636635909711
-12,cnntf_v2_gap,index=13.4.89E+05,489453.9981,506843.34375,17389.345649999974,0.0028523035264605484
-12,cnntf_v2_gap,index=14.5.54E+05,554196.3218,549666.625,-4529.696800000034,0.00019353856862199908
-12,cnntf_v2_gap,index=15.6.24E+05,624442.5514,619566.8125,-4875.738899999997,0.00022423847961545312
-12,cnntf_v2_gap,index=16.6.98E+05,698421.296,737378.0,38956.70400000003,0.014315076384429207
-12,cnntf_v2_gap,index=17.7.77E+05,776647.2223,754749.0625,-21898.159800000023,0.004523186553120012
-12,cnntf_v2_gap,index=18.8.59E+05,859343.9142,789646.0625,-69697.8517,0.04582136713628557
-12,alexnet,index=1.3.28E-04,0.0003280469999999,184887.9609375,184887.960609453,0.3939790064590793
-12,alexnet,index=2.2.36E+03,2355.33535,30895.9111328125,28540.5757828125,0.009388177182163412
-12,alexnet,index=3.2.10E+04,20979.71604,57914.763671875,36935.047631875,0.01572291778304103
-12,alexnet,index=4.5.76E+04,57593.31665,96288.41796875,38695.10131875,0.01725709909272966
-12,alexnet,index=5.1.11E+05,111264.7017,81247.2421875,-30017.459512500005,0.010384932633987183
-12,alexnet,index=6.1.44E+05,144324.2618,118017.30078125,-26306.961018750007,0.007976221009274434
-12,alexnet,index=7.1.81E+05,181378.003,69469.41015625,-111908.59284375,0.1443386657356397
-12,alexnet,index=8.2.22E+05,221505.1102,133209.1484375,-88295.9617625,0.08985401744412745
-12,alexnet,index=9.2.67E+05,266907.6965,214130.3203125,-52777.37618750002,0.03210342792515991
-12,alexnet,index=10.3.15E+05,315466.1173,265224.28125,-50241.83604999998,0.02909288703016328
-12,alexnet,index=11.3.69E+05,368978.105,333625.90625,-35352.19874999998,0.014404184546635461
-12,alexnet,index=12.4.27E+05,427276.195,415192.21875,-12083.976250000007,0.0016829667765916336
-12,alexnet,index=13.4.89E+05,489453.9981,463588.34375,-25865.654350000026,0.007710858897328835
-12,alexnet,index=14.5.54E+05,554196.3218,507787.359375,-46408.962425000034,0.024823301056250215
-12,alexnet,index=15.6.24E+05,624442.5514,587602.375,-36840.1764,0.01564224985663994
-12,alexnet,index=16.6.98E+05,698421.296,664036.53125,-34384.76474999997,0.013626613293522875
-12,alexnet,index=17.7.77E+05,776647.2223,716983.375,-59663.84730000002,0.04102780905432184
-12,alexnet,index=18.8.59E+05,859343.9142,752737.75,-106606.1642,0.1309846642233436
-12,ensemble__simple_equal,index=1.3.28E-04,0.0003280469999999,184946.60807291663,184946.60774486963,0.39595518069215785
-12,ensemble__simple_equal,index=2.2.36E+03,2355.33535,84051.765625,81696.430275,0.07726084444998568
-12,ensemble__simple_equal,index=3.2.10E+04,20979.71604,84515.60677083331,63535.890730833315,0.04672954316811783
-12,ensemble__simple_equal,index=4.5.76E+04,57593.31665,79270.41666666666,21677.100016666656,0.005439458310379586
-12,ensemble__simple_equal,index=5.1.11E+05,111264.7017,113949.23697916666,2684.535279166652,8.342409826716993e-05
-12,ensemble__simple_equal,index=6.1.44E+05,144324.2618,108850.94401041666,-35473.31778958335,0.014566556873818543
-12,ensemble__simple_equal,index=7.1.81E+05,181378.003,67280.603515625,-114097.399484375,0.15069706077424141
-12,ensemble__simple_equal,index=8.2.22E+05,221505.1102,104898.328125,-116606.782075,0.15739861655215295
-12,ensemble__simple_equal,index=9.2.67E+05,266907.6965,256226.4765625,-10681.21993750002,0.0013206721060094076
-12,ensemble__simple_equal,index=10.3.15E+05,315466.1173,283636.9635416666,-31829.153758333356,0.011727446869598996
-12,ensemble__simple_equal,index=11.3.69E+05,368978.105,356354.9010416666,-12623.203958333354,0.0018445587336463722
-12,ensemble__simple_equal,index=12.4.27E+05,427276.195,410482.55729166657,-16793.637708333437,0.0032646967689159293
-12,ensemble__simple_equal,index=13.4.89E+05,489453.9981,509100.16666666657,19646.168566666543,0.004467957380539605
-12,ensemble__simple_equal,index=14.5.54E+05,554196.3218,540694.1666666665,-13502.155133333523,0.0021103742383761794
-12,ensemble__simple_equal,index=15.6.24E+05,624442.5514,606164.2604166665,-18278.290983333485,0.003867447824748852
-12,ensemble__simple_equal,index=16.6.98E+05,698421.296,691967.0833333333,-6454.212666666717,0.000482214019297335
-12,ensemble__simple_equal,index=17.7.77E+05,776647.2223,737556.0520833331,-39091.170216666884,0.017689299401170897
-12,ensemble__simple_equal,index=18.8.59E+05,859343.9142,764061.3020833331,-95282.61211666686,0.1050946477385754
-12,ensemble__inner_holdout,index=1.3.28E-04,0.0003280469999999,193357.35149149175,193357.35116344475,0.4356244048944457
-12,ensemble__inner_holdout,index=2.2.36E+03,2355.33535,64291.81438614933,61936.47903614933,0.04469756371665403
-12,ensemble__inner_holdout,index=3.2.10E+04,20979.71604,83857.35139285588,62877.63535285588,0.046066288992149734
-12,ensemble__inner_holdout,index=4.5.76E+04,57593.31665,74506.50741914811,16913.19076914811,0.00333305070932129
-12,ensemble__inner_holdout,index=5.1.11E+05,111264.7017,104095.974659664,-7168.727040336002,0.000598790518391437
-12,ensemble__inner_holdout,index=6.1.44E+05,144324.2618,110196.35576087158,-34127.90603912843,0.01357094564505818
-12,ensemble__inner_holdout,index=7.1.81E+05,181378.003,65857.8282650015,-115520.1747349985,0.15549144534861487
-12,ensemble__inner_holdout,index=8.2.22E+05,221505.1102,103897.54871232292,-117607.56148767707,0.161161505885196
-12,ensemble__inner_holdout,index=9.2.67E+05,266907.6965,251836.04248014977,-15071.654019850248,0.0026467483944187867
-12,ensemble__inner_holdout,index=10.3.15E+05,315466.1173,279099.93774549686,-36366.17955450312,0.015409416136753165
-12,ensemble__inner_holdout,index=11.3.69E+05,368978.105,355794.7519518856,-13183.353048114397,0.0020250818970873213
-12,ensemble__inner_holdout,index=12.4.27E+05,427276.195,413374.66388900473,-13901.531110995275,0.002251728880919795
-12,ensemble__inner_holdout,index=13.4.89E+05,489453.9981,489033.0939468476,-420.90415315242717,2.0642260209432936e-06
-12,ensemble__inner_holdout,index=14.5.54E+05,554196.3218,537881.33608568,-16314.985714319977,0.003101445985427729
-12,ensemble__inner_holdout,index=15.6.24E+05,624442.5514,611166.5170612367,-13276.034338763333,0.00205365534729101
-12,ensemble__inner_holdout,index=16.6.98E+05,698421.296,693216.1347968632,-5205.161203136784,0.0003156888146420625
-12,ensemble__inner_holdout,index=17.7.77E+05,776647.2223,739587.7884114304,-37059.43388856959,0.016002520341831212
-12,ensemble__inner_holdout,index=18.8.59E+05,859343.9142,768741.087229704,-90602.82697029598,0.09564765426577651
-16,rf,index=1.3.28E-04,0.0003280469999999,134271.296875,134271.296546953,0.17592249333139834
-16,rf,index=2.2.36E+03,2355.33535,133783.6171875,131428.2818375,0.16855151764861068
-16,rf,index=3.2.10E+04,20979.71604,94945.45703125,73965.74099125,0.05338462928833297
-16,rf,index=4.5.76E+04,57593.31665,73934.0,16340.68335,0.002605526143074211
-16,rf,index=5.1.11E+05,111264.7017,133995.4140625,22730.712362499995,0.005041747588640347
-16,rf,index=6.1.44E+05,144324.2618,94885.9140625,-49438.34773750001,0.023849699000209126
-16,rf,index=7.1.81E+05,181378.003,73964.3671875,-107413.6358125,0.11258326535985187
-16,rf,index=8.2.22E+05,221505.1102,74428.7578125,-147076.3523875,0.2110769000935226
-16,rf,index=9.2.67E+05,266907.6965,308692.609375,41784.91287499998,0.017037034718317003
-16,rf,index=10.3.15E+05,315466.1173,288541.421875,-26924.695424999984,0.007073862354404057
-16,rf,index=11.3.69E+05,368978.105,362406.25,-6571.854999999981,0.00042143534072296753
-16,rf,index=12.4.27E+05,427276.195,393635.625,-33640.57000000001,0.011042863351671681
-16,rf,index=13.4.89E+05,489453.9981,560157.375,70703.37689999997,0.048779272644483035
-16,rf,index=14.5.54E+05,554196.3218,573252.59375,19056.271949999966,0.0035434873801300183
-16,rf,index=15.6.24E+05,624442.5514,621813.3125,-2629.2388999999966,6.745514881070918e-05
-16,rf,index=16.6.98E+05,698421.296,676760.34375,-21660.952249999973,0.004578361664251239
-16,rf,index=17.7.77E+05,776647.2223,723369.84375,-53277.37855000002,0.027697508350444797
-16,rf,index=18.8.59E+05,859343.9142,745375.53125,-113968.38295,0.12674294059312424
-16,cnntf_v2_gap,index=1.3.28E-04,0.0003280469999999,135414.6875,135414.687171953,0.3237289231991652
-16,cnntf_v2_gap,index=2.2.36E+03,2355.33535,19730.919921875,17375.584571875,0.00533001965240817
-16,cnntf_v2_gap,index=3.2.10E+04,20979.71604,116477.9765625,95498.2605225,0.16100556353036943
-16,cnntf_v2_gap,index=4.5.76E+04,57593.31665,152401.9296875,94808.6130375,0.1586885338743433
-16,cnntf_v2_gap,index=5.1.11E+05,111264.7017,53034.302734375,-58230.398965625005,0.05986176152645406
-16,cnntf_v2_gap,index=6.1.44E+05,144324.2618,126503.109375,-17821.152425000007,0.005606883476948703
-16,cnntf_v2_gap,index=7.1.81E+05,181378.003,134176.21875,-47201.78425,0.03933388032430018
-16,cnntf_v2_gap,index=8.2.22E+05,221505.1102,173884.9375,-47620.172699999996,0.040034268107552284
-16,cnntf_v2_gap,index=9.2.67E+05,266907.6965,246973.8984375,-19933.79806250002,0.0070150386773561516
-16,cnntf_v2_gap,index=10.3.15E+05,315466.1173,230516.6875,-84949.42979999998,0.12740043104190465
-16,cnntf_v2_gap,index=11.3.69E+05,368978.105,359125.546875,-9852.558124999981,0.001713751991316722
-16,cnntf_v2_gap,index=12.4.27E+05,427276.195,431847.625,4571.429999999993,0.00036893861166687933
-16,cnntf_v2_gap,index=13.4.89E+05,489453.9981,491802.921875,2348.923774999974,9.740647082419683e-05
-16,cnntf_v2_gap,index=14.5.54E+05,554196.3218,551408.4375,-2787.8843000000343,0.00013721432496047702
-16,cnntf_v2_gap,index=15.6.24E+05,624442.5514,627679.875,3237.3236000000034,0.00018502149578759105
-16,cnntf_v2_gap,index=16.6.98E+05,698421.296,724889.15625,26467.860250000027,0.012367662546055114
-16,cnntf_v2_gap,index=17.7.77E+05,776647.2223,770260.53125,-6386.691050000023,0.0007201148672261437
-16,cnntf_v2_gap,index=18.8.59E+05,859343.9142,802820.0,-56523.9142,0.056404586281360726
-16,alexnet,index=1.3.28E-04,0.0003280469999999,93253.44140625,93253.441078203,0.07020040139201364
-16,alexnet,index=2.2.36E+03,2355.33535,-32405.634765625,-34760.970115625,0.009754244541074314
-16,alexnet,index=3.2.10E+04,20979.71604,51803.01953125,30823.30349125,0.007669520762772516
-16,alexnet,index=4.5.76E+04,57593.31665,58240.580078125,647.2634281249993,3.381987520805254e-06
-16,alexnet,index=5.1.11E+05,111264.7017,-10123.89111328125,-121388.59281328126,0.11895032048229215
-16,alexnet,index=6.1.44E+05,144324.2618,62358.5859375,-81965.67586250001,0.05423428402491502
-16,alexnet,index=7.1.81E+05,181378.003,33300.958984375,-148077.044015625,0.1770049187713211
-16,alexnet,index=8.2.22E+05,221505.1102,51123.4921875,-170381.6180125,0.23434480958817022
-16,alexnet,index=9.2.67E+05,266907.6965,175739.1484375,-91168.54806250002,0.06709651126838385
-16,alexnet,index=10.3.15E+05,315466.1173,244071.5,-71394.61729999998,0.04114724879689889
-16,alexnet,index=11.3.69E+05,368978.105,331768.34375,-37209.76124999998,0.01117695827163017
-16,alexnet,index=12.4.27E+05,427276.195,401442.84375,-25833.351250000007,0.005387302481315994
-16,alexnet,index=13.4.89E+05,489453.9981,467754.78125,-21699.216850000026,0.003801000988024733
-16,alexnet,index=14.5.54E+05,554196.3218,484709.265625,-69487.05617500003,0.03897783285322043
-16,alexnet,index=15.6.24E+05,624442.5514,601331.40625,-23111.145149999997,0.004311742265115905
-16,alexnet,index=16.6.98E+05,698421.296,679617.375,-18803.920999999973,0.0028543465384831294
-16,alexnet,index=17.7.77E+05,776647.2223,669488.875,-107158.34730000002,0.09269618834306004
-16,alexnet,index=18.8.59E+05,859343.9142,772852.3125,-86491.6017,0.06038898664378706
-16,ensemble__simple_equal,index=1.3.28E-04,0.0003280469999999,120892.10546875,120892.105140703,0.21950056895291428
-16,ensemble__simple_equal,index=2.2.36E+03,2355.33535,39343.76790364583,36988.43255364583,0.02054809786224665
-16,ensemble__simple_equal,index=3.2.10E+04,20979.71604,88203.29817708331,67223.58213708331,0.06787081618195492
-16,ensemble__simple_equal,index=4.5.76E+04,57593.31665,94441.54557291664,36848.22892291664,0.020392619097320232
-16,ensemble__simple_equal,index=5.1.11E+05,111264.7017,57038.661132812485,-54226.04056718752,0.04416269409617516
-16,ensemble__simple_equal,index=6.1.44E+05,144324.2618,97184.4609375,-47139.80086250001,0.033374537577915225
-16,ensemble__simple_equal,index=7.1.81E+05,181378.003,86782.78515625,-94595.21784375,0.13439345942920097
-16,ensemble__simple_equal,index=8.2.22E+05,221505.1102,97637.15104166664,-123867.95915833335,0.23043992987764936
-16,ensemble__simple_equal,index=9.2.67E+05,266907.6965,246118.31770833328,-20789.378791666735,0.006491167181407265
-16,ensemble__simple_equal,index=10.3.15E+05,315466.1173,256930.89322916663,-58535.224070833356,0.051460540127427
-16,ensemble__simple_equal,index=11.3.69E+05,368978.105,353747.7135416666,-15230.391458333354,0.0034838696849209404
-16,ensemble__simple_equal,index=12.4.27E+05,427276.195,410331.99479166657,-16944.200208333437,0.004312031438008651
-16,ensemble__simple_equal,index=13.4.89E+05,489453.9981,504857.328125,15403.330024999974,0.003563436391950708
