snr,model,axis,group,low,high,mean_r2_drop,min_r2_drop,max_r2_drop,mean_rmse_increase
0,cnntf_v2_gap,frequency,freq_2000_5000Hz,2000.0,5000.0,2.1903258255492797,1.1986054277011364,2.7933123703755047,335583.8776176973
0,cnntf_v2_gap,frequency,freq_256_512Hz,256.0,512.0,0.05130277811529863,0.0174216539784294,0.0916542991569295,30245.33891537168
0,cnntf_v2_gap,frequency,freq_5000_10000Hz,5000.0,10000.0,1.1981207101260887,0.7512950569249733,2.005939571248276,230800.59320693646
0,cnntf_v2_gap,frequency,freq_512_1000Hz,512.0,1000.0,0.592586175264695,0.4608594167633338,0.7744110980427172,156274.95081314442
0,cnntf_v2_gap,time,time_1,0.0,0.25,0.16662702507529445,0.1251563891058124,0.1920998028711303,69487.47427441126
0,cnntf_v2_gap,time,time_2,0.25,0.5,0.3540604969291041,0.3270549765678933,0.3721625047666872,113287.28738000126
0,cnntf_v2_gap,time,time_3,0.5,0.75,0.4825839007263568,0.3508767108899153,0.647201442723518,136383.36707904315
0,cnntf_v2_gap,time,time_4,0.75,1.0,0.2192671532887764,0.1562286258349688,0.2851414902686721,80830.65195473841
0,rf,frequency,freq_0_256Hz,0.0,256.0,0.0,0.0,0.0,0.0
0,rf,frequency,freq_10000_15000Hz,10000.0,15000.0,-9.59866196273334e-05,-0.0054924127552985,0.0050060117299333,-29.139356361864582
0,rf,frequency,freq_1000_2000Hz,1000.0,2000.0,0.0204352348595007,-0.0515895108454143,0.112573477525564,4624.955795253726
0,rf,frequency,freq_15000_22000Hz,15000.0,22000.0,0.0007035475626567673,-0.0022220037826778,0.0044164146780413,265.94781345998007
0,rf,frequency,freq_2000_5000Hz,2000.0,5000.0,0.4282762745627043,0.3222157150834905,0.5500380758958674,112481.65555580576
0,rf,frequency,freq_256_512Hz,256.0,512.0,0.0,0.0,0.0,0.0
0,rf,frequency,freq_5000_10000Hz,5000.0,10000.0,0.0017245564698610005,-0.0203756950800407,0.0266717248382825,273.70019782300307
