snr,model,axis,group,low,high,mean_r2_drop,min_r2_drop,max_r2_drop,mean_rmse_increase
0,rf,frequency,freq_512_1000Hz,512.0,1000.0,0.011630697562050334,-0.0388679745023069,0.075385938029461,2681.6738120524656
0,rf,time,time_1,0.0,0.25,0.030578695328563235,-0.0241309769453687,0.1009260324320899,10940.597804242512
0,rf,time,time_2,0.25,0.5,0.026139680872063403,-0.0252323026824548,0.0879622273399745,9672.004827767627
0,rf,time,time_3,0.5,0.75,-0.007252504608200067,-0.068807454987012,0.0324769039237988,-3792.4728899195857
0,rf,time,time_4,0.75,1.0,0.027462219762427464,-0.0270632176959317,0.097258262570859,9623.417241256982
no_noise,alexnet,frequency,freq_0_256Hz,0.0,256.0,-0.0045824109401148335,-0.0075809264459625,-0.0004636278483847,-2672.688993597452
no_noise,alexnet,frequency,freq_10000_15000Hz,10000.0,15000.0,1.6375066586269418,0.3436733454030454,3.60394221438534,242377.91311015378
no_noise,alexnet,frequency,freq_1000_2000Hz,1000.0,2000.0,7.025248851657022,1.1610493939745177,18.31210578865485,510343.66922799736
no_noise,alexnet,frequency,freq_15000_22000Hz,15000.0,22000.0,0.21269923711794123,0.0799447725498495,0.3546216060920296,68311.62719133045
no_noise,alexnet,frequency,freq_2000_5000Hz,2000.0,5000.0,6.5735067839769705,2.00103928730412,13.659790280932723,558351.469032926
no_noise,alexnet,frequency,freq_256_512Hz,256.0,512.0,0.05482582645849649,0.0048734214735429,0.1230387417449142,22255.467027049996
no_noise,alexnet,frequency,freq_5000_10000Hz,5000.0,10000.0,4.720485737135951,4.224611538800843,5.401117535725437,508389.39114692627
no_noise,alexnet,frequency,freq_512_1000Hz,512.0,1000.0,1.2024428124302602,0.3434078126013014,2.6801994247103984,202527.27871274223
no_noise,alexnet,time,time_1,0.0,0.25,0.7659801999937845,0.7093138251298057,0.8219749243509107,174704.5292369306
no_noise,alexnet,time,time_2,0.25,0.5,2.870409089120605,0.9060238123045256,5.331151081261779,359808.74486669194
no_noise,alexnet,time,time_3,0.5,0.75,0.7750752758642641,0.3713033950571432,1.356012526653564,167357.07906374548
no_noise,alexnet,time,time_4,0.75,1.0,0.23638249256612176,0.0316306875377563,0.4298023795601837,69591.40211694571
no_noise,cnntf_v2_gap,frequency,freq_0_256Hz,0.0,256.0,0.00027415919420053337,-0.0001968493348339,0.0007316027469905,347.52586151785846
no_noise,cnntf_v2_gap,frequency,freq_10000_15000Hz,10000.0,15000.0,0.8781733952139422,0.7348299566218293,1.0012766410605556,204744.0986185559
no_noise,cnntf_v2_gap,frequency,freq_1000_2000Hz,1000.0,2000.0,0.6415890685020184,0.2678259223216337,0.9149319217447438,166620.99989552234
no_noise,cnntf_v2_gap,frequency,freq_15000_22000Hz,15000.0,22000.0,3.3461547140574557,2.155197012749213,4.0586354821321935,434460.5545013976
no_noise,cnntf_v2_gap,frequency,freq_2000_5000Hz,2000.0,5000.0,0.8137771835594197,0.5908783408460246,0.995546707702402,195426.92899530134
no_noise,cnntf_v2_gap,frequency,freq_256_512Hz,256.0,512.0,0.07474494123497209,-0.0186482258650576,0.1859900322082391,39450.36244896746
no_noise,cnntf_v2_gap,frequency,freq_5000_10000Hz,5000.0,10000.0,1.4621216219075925,1.0801063407296865,2.130227077427383,270516.90634511254
no_noise,cnntf_v2_gap,frequency,freq_512_1000Hz,512.0,1000.0,0.3722470813432281,0.1701023825151977,0.51960029230468,120476.09871932388
no_noise,cnntf_v2_gap,time,time_1,0.0,0.25,0.18243539414089885,0.0848171719801375,0.2410148960627295,77211.53098998428
no_noise,cnntf_v2_gap,time,time_2,0.25,0.5,0.4217795665839916,0.3356531758081642,0.4808520498981264,132126.36548165258
no_noise,cnntf_v2_gap,time,time_3,0.5,0.75,0.525659426348377,0.4399010394641187,0.5859156498888421,151207.98830592248
no_noise,cnntf_v2_gap,time,time_4,0.75,1.0,0.2830391895917843,0.2698414779892683,0.2925165274342722,102443.45230095973
no_noise,rf,frequency,freq_0_256Hz,0.0,256.0,0.0,0.0,0.0,0.0
no_noise,rf,frequency,freq_10000_15000Hz,10000.0,15000.0,0.0,0.0,0.0,0.0
no_noise,rf,frequency,freq_1000_2000Hz,1000.0,2000.0,0.028703014204890933,-0.0517154285024676,0.1365427671039304,6991.799784957165
no_noise,rf,frequency,freq_15000_22000Hz,15000.0,22000.0,-2.8934474039399305e-05,-8.680342211819791e-05,0.0,-11.35981144575635
no_noise,rf,frequency,freq_2000_5000Hz,2000.0,5000.0,0.44162895108689,0.3345913316244285,0.5568801230883511,115635.38784244354
no_noise,rf,frequency,freq_256_512Hz,256.0,512.0,0.0,0.0,0.0,0.0
no_noise,rf,frequency,freq_5000_10000Hz,5000.0,10000.0,-0.00019126681083017733,-0.0006761865376112,0.0001431769866462,-58.94407532008578
no_noise,rf,frequency,freq_512_1000Hz,512.0,1000.0,0.011523506346536665,-0.0277278863521861,0.064121219095406,3143.6659059311974
no_noise,rf,time,time_1,0.0,0.25,0.03583511741026037,-0.0092022531712512,0.0998757067897149,13489.318880554209
no_noise,rf,time,time_2,0.25,0.5,0.022168876823624162,-0.0199633283006528,0.0671200498319112,9239.751673620003
no_noise,rf,time,time_3,0.5,0.75,-0.011825704954037569,-0.0564815723907271,0.016987761385138,-4245.698063414672
no_noise,rf,time,time_4,0.75,1.0,0.036342508211267735,-0.0172636622325836,0.1060096530858233,13618.76397462123
