snr,best_single,best_overall,best_single_r2,best_overall_r2,equal_minus_best_single,inner_minus_best_single
no_noise,cnntf_v2_gap,cnntf_v2_gap,0.962283190306594,0.962283190306594,-0.011801043196090877,-0.008776335866323426
0,cnntf_v2_gap,cnntf_v2_gap,0.9473440107689288,0.9473440107689288,-0.007632321219544047,-0.007176964864291979
-4,cnntf_v2_gap,ensemble__simple_equal,0.9298989256018692,0.9302556014244044,0.0003566758225352906,-0.00035881214601396483
-8,rf,ensemble__simple_equal,0.9227228924736204,0.9337078240816088,0.010984931607988413,0.010741898288490814
-12,alexnet,ensemble__inner_holdout,0.9329126286090088,0.9336400933982733,0.0002924716018783968,0.0007274647892644426
-16,cnntf_v2_gap,cnntf_v2_gap,0.9562027712872098,0.9562027712872098,-0.0076849386864425995,-0.005245537862766381
-20,cnntf_v2_gap,ensemble__simple_equal,0.9300388325786674,0.930581586160328,0.000542753581660671,-0.0017273659715425493
