before,after,model,source_wav_id,y_true_w_m2,region,chunks,sse_reduction_w_m2_squared
-8,-16,alexnet,index=9.271677,271677.6816,near_onb,60,-14528017463.668667
-8,-16,ensemble__inner_holdout,index=1.0,-1.42e-06,below_onb,60,-3924624022434.4224
-8,-16,ensemble__inner_holdout,index=10.322114,322114.2428,above_onb,60,-261436679357.3682
-8,-16,ensemble__inner_holdout,index=11.376320,376320.1201,above_onb,60,84360734512.45612
-8,-16,ensemble__inner_holdout,index=12.434018,434018.0833,above_onb,60,3691997707.5799847
-8,-16,ensemble__inner_holdout,index=13.496023,496023.3525,above_onb,60,-13795106126.686905
-8,-16,ensemble__inner_holdout,index=14.562158,562158.7854,above_onb,60,22605093596.516235
-8,-16,ensemble__inner_holdout,index=15.633482,633482.536,above_onb,60,62969503263.47563
-8,-16,ensemble__inner_holdout,index=16.709792,709792.7143,above_onb,60,71608600221.31862
-8,-16,ensemble__inner_holdout,index=17.789500,789500.1968,above_onb,60,20816859326.443104
-8,-16,ensemble__inner_holdout,index=18.873637,873637.0359,above_onb,60,-38996744589.002144
-8,-16,ensemble__inner_holdout,index=2.2380,2380.025286,below_onb,60,-3965092846440.9556
-8,-16,ensemble__inner_holdout,index=3.21242,21242.86319,below_onb,60,-3690079626208.444
-8,-16,ensemble__inner_holdout,index=4.58389,58389.85471,below_onb,60,-3279660344436.8677
-8,-16,ensemble__inner_holdout,index=5.113188,113188.2901,below_onb,60,-2663034120382.5835
-8,-16,ensemble__inner_holdout,index=6.146381,146381.6505,below_onb,60,-2253221304013.171
-8,-16,ensemble__inner_holdout,index=7.184190,184190.9699,below_onb,60,-1786438156541.4636
-8,-16,ensemble__inner_holdout,index=8.225704,225704.9618,below_onb,60,-1274794433933.0425
-8,-16,ensemble__inner_holdout,index=9.271677,271677.6816,near_onb,60,-767663419371.7986
-8,-16,equal_offline,index=1.0,-1.42e-06,below_onb,60,-2150706537803.1936
-8,-16,equal_offline,index=10.322114,322114.2428,above_onb,60,241817724892.83566
-8,-16,equal_offline,index=11.376320,376320.1201,above_onb,60,219911534345.27084
-8,-16,equal_offline,index=12.434018,434018.0833,above_onb,60,58465971201.026115
-8,-16,equal_offline,index=13.496023,496023.3525,above_onb,60,10598822762.371431
-8,-16,equal_offline,index=14.562158,562158.7854,above_onb,60,15797403386.032425
-8,-16,equal_offline,index=15.633482,633482.536,above_onb,60,40162261000.27243
-8,-16,equal_offline,index=16.709792,709792.7143,above_onb,60,35582142126.42466
-8,-16,equal_offline,index=17.789500,789500.1968,above_onb,60,-32305599190.052406
-8,-16,equal_offline,index=18.873637,873637.0359,above_onb,60,-126315482260.7382
-8,-16,equal_offline,index=2.2380,2380.025286,below_onb,60,-2155032178952.8428
-8,-16,equal_offline,index=3.21242,21242.86319,below_onb,60,-1982574922007.355
-8,-16,equal_offline,index=4.58389,58389.85471,below_onb,60,-1706623975805.3616
-8,-16,equal_offline,index=5.113188,113188.2901,below_onb,60,-1282816209076.0269
-8,-16,equal_offline,index=6.146381,146381.6505,below_onb,60,-1012151032335.363
-8,-16,equal_offline,index=7.184190,184190.9699,below_onb,60,-700220973995.586
-8,-16,equal_offline,index=8.225704,225704.9618,below_onb,60,-359766238725.7285
-8,-16,equal_offline,index=9.271677,271677.6816,near_onb,60,-37931793538.524185
-8,-20,randomforest,index=1.0,-1.42e-06,below_onb,60,-716277699441.511
-8,-20,randomforest,index=10.322114,322114.2428,above_onb,60,887137324556.4608
-8,-20,randomforest,index=11.376320,376320.1201,above_onb,60,-6644569028.4649105
-8,-20,randomforest,index=12.434018,434018.0833,above_onb,60,716739633.1993701
-8,-20,randomforest,index=13.496023,496023.3525,above_onb,60,347106545.75148356
-8,-20,randomforest,index=14.562158,562158.7854,above_onb,60,-245432943.4309451
-8,-20,randomforest,index=15.633482,633482.536,above_onb,60,1837911064.0813115
-8,-20,randomforest,index=16.709792,709792.7143,above_onb,60,-303561231.60988003
-8,-20,randomforest,index=17.789500,789500.1968,above_onb,60,638707195.5355949
-8,-20,randomforest,index=18.873637,873637.0359,above_onb,60,-1805978517.79397
-8,-20,randomforest,index=2.2380,2380.025286,below_onb,60,-671457487935.0153
-8,-20,randomforest,index=3.21242,21242.86319,below_onb,60,-594854063958.1361
-8,-20,randomforest,index=4.58389,58389.85471,below_onb,60,-460156792619.15
-8,-20,randomforest,index=5.113188,113188.2901,below_onb,60,-152322870020.76663
-8,-20,randomforest,index=6.146381,146381.6505,below_onb,60,13451649257.719566
-8,-20,randomforest,index=7.184190,184190.9699,below_onb,60,222216261113.59933
-8,-20,randomforest,index=8.225704,225704.9618,below_onb,60,576570550115.8794
-8,-20,randomforest,index=9.271677,271677.6816,near_onb,60,795218138176.7571
-8,-20,conformer,index=1.0,-1.42e-06,below_onb,60,-15230933286450.676
-8,-20,conformer,index=10.322114,322114.2428,above_onb,60,-4931618321172.8955
-8,-20,conformer,index=11.376320,376320.1201,above_onb,60,-2657718231561.217
-8,-20,conformer,index=12.434018,434018.0833,above_onb,60,-1382261338041.4126
-8,-20,conformer,index=13.496023,496023.3525,above_onb,60,-858094612687.8242
-8,-20,conformer,index=14.562158,562158.7854,above_onb,60,-562265438723.9149
-8,-20,conformer,index=15.633482,633482.536,above_onb,60,-354277429314.5789
-8,-20,conformer,index=16.709792,709792.7143,above_onb,60,-209108305316.37012
-8,-20,conformer,index=17.789500,789500.1968,above_onb,60,-157877002265.57056
-8,-20,conformer,index=18.873637,873637.0359,above_onb,60,-33474334895.086735
-8,-20,conformer,index=2.2380,2380.025286,below_onb,60,-15316186905569.107
-8,-20,conformer,index=3.21242,21242.86319,below_onb,60,-14647634568740.99
-8,-20,conformer,index=4.58389,58389.85471,below_onb,60,-13517677651486.258
-8,-20,conformer,index=5.113188,113188.2901,below_onb,60,-11835557724743.615
-8,-20,conformer,index=6.146381,146381.6505,below_onb,60,-10764343410451.346
-8,-20,conformer,index=7.184190,184190.9699,below_onb,60,-9505698436923.67
-8,-20,conformer,index=8.225704,225704.9618,below_onb,60,-8132909307336.658
-8,-20,conformer,index=9.271677,271677.6816,near_onb,60,-6634367065319.469
-8,-20,alexnet,index=1.0,-1.42e-06,below_onb,60,-1796255411435.0925
-8,-20,alexnet,index=10.322114,322114.2428,above_onb,60,125217547915.59026
-8,-20,alexnet,index=11.376320,376320.1201,above_onb,60,405153881933.49066
-8,-20,alexnet,index=12.434018,434018.0833,above_onb,60,53094168523.66057
-8,-20,alexnet,index=13.496023,496023.3525,above_onb,60,-132632026117.0094
-8,-20,alexnet,index=14.562158,562158.7854,above_onb,60,-244364747082.3302
-8,-20,alexnet,index=15.633482,633482.536,above_onb,60,-265487500735.08618
-8,-20,alexnet,index=16.709792,709792.7143,above_onb,60,-205869078700.5926
-8,-20,alexnet,index=17.789500,789500.1968,above_onb,60,-307294285050.4793
-8,-20,alexnet,index=18.873637,873637.0359,above_onb,60,-779136661621.2668
-8,-20,alexnet,index=2.2380,2380.025286,below_onb,60,-1859068547718.5405
-8,-20,alexnet,index=3.21242,21242.86319,below_onb,60,-1707723925331.5312
-8,-20,alexnet,index=4.58389,58389.85471,below_onb,60,-1511996308049.8381
-8,-20,alexnet,index=5.113188,113188.2901,below_onb,60,-1278941159869.836
-8,-20,alexnet,index=6.146381,146381.6505,below_onb,60,-1059104446005.6702
-8,-20,alexnet,index=7.184190,184190.9699,below_onb,60,-782370673336.1849
-8,-20,alexnet,index=8.225704,225704.9618,below_onb,60,-436743214813.7457
-8,-20,alexnet,index=9.271677,271677.6816,near_onb,60,-163628938482.81665
-8,-20,ensemble__inner_holdout,index=1.0,-1.42e-06,below_onb,60,-7177278189794.397
-8,-20,ensemble__inner_holdout,index=10.322114,322114.2428,above_onb,60,-1065534621993.1224
-8,-20,ensemble__inner_holdout,index=11.376320,376320.1201,above_onb,60,-387022631291.72015
-8,-20,ensemble__inner_holdout,index=12.434018,434018.0833,above_onb,60,-201544966108.83862
-8,-20,ensemble__inner_holdout,index=13.496023,496023.3525,above_onb,60,-114656505796.05496
-8,-20,ensemble__inner_holdout,index=14.562158,562158.7854,above_onb,60,-18651284960.903675
-8,-20,ensemble__inner_holdout,index=15.633482,633482.536,above_onb,60,71251829606.93602
-8,-20,ensemble__inner_holdout,index=16.709792,709792.7143,above_onb,60,100838842274.43259
-8,-20,ensemble__inner_holdout,index=17.789500,789500.1968,above_onb,60,26802056562.50558
-8,-20,ensemble__inner_holdout,index=18.873637,873637.0359,above_onb,60,-91568507435.6859
-8,-20,ensemble__inner_holdout,index=2.2380,2380.025286,below_onb,60,-7203862452529.269
-8,-20,ensemble__inner_holdout,index=3.21242,21242.86319,below_onb,60,-6799466486591.914
-8,-20,ensemble__inner_holdout,index=4.58389,58389.85471,below_onb,60,-6122023116528.842
-8,-20,ensemble__inner_holdout,index=5.113188,113188.2901,below_onb,60,-5058371976466.822
-8,-20,ensemble__inner_holdout,index=6.146381,146381.6505,below_onb,60,-4417167607485.746
-8,-20,ensemble__inner_holdout,index=7.184190,184190.9699,below_onb,60,-3635865524906.4077
-8,-20,ensemble__inner_holdout,index=8.225704,225704.9618,below_onb,60,-2783627380826.551
-8,-20,ensemble__inner_holdout,index=9.271677,271677.6816,near_onb,60,-1969968552179.313
-8,-20,equal_offline,index=1.0,-1.42e-06,below_onb,60,-4226024425602.3267
-8,-20,equal_offline,index=10.322114,322114.2428,above_onb,60,53278756833.145355
-8,-20,equal_offline,index=11.376320,376320.1201,above_onb,60,140752920364.23236
-8,-20,equal_offline,index=12.434018,434018.0833,above_onb,60,35421373676.20866
-8,-20,equal_offline,index=13.496023,496023.3525,above_onb,60,4383899825.31701
-8,-20,equal_offline,index=14.562158,562158.7854,above_onb,60,18171663755.328903
-8,-20,equal_offline,index=15.633482,633482.536,above_onb,60,46088717652.843765
-8,-20,equal_offline,index=16.709792,709792.7143,above_onb,60,35370705669.069534
-8,-20,equal_offline,index=17.789500,789500.1968,above_onb,60,-78519052456.5794
-8,-20,equal_offline,index=18.873637,873637.0359,above_onb,60,-256063500236.60397
-8,-20,equal_offline,index=2.2380,2380.025286,below_onb,60,-4220236995092.4233
-8,-20,equal_offline,index=3.21242,21242.86319,below_onb,60,-3940828304599.525
-8,-20,equal_offline,index=4.58389,58389.85471,below_onb,60,-3473130043587.966
-8,-20,equal_offline,index=5.113188,113188.2901,below_onb,60,-2675460296756.881
-8,-20,equal_offline,index=6.146381,146381.6505,below_onb,60,-2231154882952.046
-8,-20,equal_offline,index=7.184190,184190.9699,below_onb,60,-1668076332397.8354
-8,-20,equal_offline,index=8.225704,225704.9618,below_onb,60,-1059014277837.8325
-8,-20,equal_offline,index=9.271677,271677.6816,near_onb,60,-522821028939.2398
